event_prob_strong_negative,event_prob_negative,event_prob_neutral,event_prob_positive,event_prob_strong_positive,event_class_predicted,event_confidence
0.0010725840834233393,0.9985892490072511,0.0001531264559567341,0.00010819519270652054,7.684526066252549e-05,1,0.9985892490072511
0.9996683663751662,0.00021810116070088733,4.827079837783715e-05,3.7491019067427484e-05,2.7770646687780847e-05,0,0.9996683663751662
0.0016729779615933292,0.9979393972012555,0.0001795417497017567,0.00011343290196752722,9.46501854818287e-05,1,0.9979393972012555
8.92635308405395e-05,0.00014075524471263465,0.00044861231282574044,0.9990565607615126,0.0002648081501083392,3,0.9990565607615126
0.00032507381222204087,0.0012713573811434413,0.9979485732657413,0.0002490458880918604,0.00020594965280134933,2,0.9979485732657413
0.99908035389445,0.0007793326535526213,6.020931201506006e-05,4.683773697523855e-05,3.326640300717394e-05,0,0.99908035389445
0.9996622147436798,0.00022006516545058758,5.165333156480708e-05,3.775897656000419e-05,2.8307782744734035e-05,0,0.9996622147436798
0.0009412239281860906,0.9987656538464824,0.0001265917672940962,9.737219440823706e-05,6.915826362895462e-05,1,0.9987656538464824
6.993148356036104e-05,0.0003454753639767355,0.9994197390335366,9.444267741795717e-05,7.04114415084323e-05,2,0.9994197390335366
0.0011146556701562289,0.99856293983067,0.00014704454533091417,9.477454111283783e-05,8.05854127299264e-05,1,0.99856293983067
8.487018296241074e-05,0.00013203988910882864,0.9987866120785016,0.0007143474138172621,0.000282130435609898,2,0.9987866120785016
0.9978935809972346,0.0019208472808280265,8.84240863905914e-05,5.4493340375422395e-05,4.265429517131492e-05,0,0.9978935809972346
0.00021525435910213703,0.0011895864663117144,0.9982516797347588,0.0001880065504930278,0.0001554728893341001,2,0.9982516797347588
0.9987238601155486,0.0010926287483240416,8.451297487395591e-05,5.3504264218737324e-05,4.549389703448461e-05,0,0.9987238601155486
0.00012823038757106352,0.9992650568806948,0.00036987667884918676,0.0001279997384765076,0.00010883631440822417,1,0.9992650568806948
0.9996509667803822,0.00022672966980365737,5.2744872805494174e-05,4.067172516239979e-05,2.8886951846159574e-05,0,0.9996509667803822
0.0009272048131039376,0.9494063602084759,0.04832791560734174,0.0007326678194081873,0.0006058515516702713,1,0.9494063602084759
9.382008635896849e-05,0.9994647147210395,0.0002669288264585262,9.432942725082425e-05,8.020693889232195e-05,1,0.9994647147210395
0.00015933481885499763,0.0008195110260316959,0.9987582362199027,0.00014209587829989902,0.00012082205691067857,2,0.9987582362199027
6.509364556482369e-05,0.0003299167577576032,0.9994409369577014,9.650117206584809e-05,6.755146691019813e-05,2,0.9994409369577014
0.0010412337580912444,0.9987180814586611,0.00011108764547001233,7.004169990503665e-05,5.955543787263417e-05,1,0.9987180814586611
0.001209003842955077,0.9984226136736746,0.00016410730967275974,0.00011735042836367628,8.692474533397649e-05,1,0.9984226136736746
0.9987557586371417,0.0010922620470459527,6.843272062589899e-05,4.515335483857781e-05,3.839324034790528e-05,0,0.9987557586371417
0.9995277507279486,0.0003097025516213957,7.321208273121908e-05,4.8281543806548756e-05,4.105309389212874e-05,0,0.9995277507279486
0.00010913105811683061,0.0001650793377147949,0.9984934517498391,0.0008245621993529951,0.00040777565497640734,2,0.9984934517498391
0.9988411763163371,0.0010300058818250777,5.879936977879857e-05,3.7841962331896095e-05,3.217646972719659e-05,0,0.9988411763163371
8.783381615286775e-05,0.0001344135383175433,0.0005074622205468529,0.9989968969499313,0.00027339347505147665,3,0.9989968969499313
0.0008431755850622146,0.9989331638865115,0.0001101745802758478,6.133429225439296e-05,5.215165589600161e-05,1,0.9989331638865115
7.7076391655041e-05,0.00011373401792536358,0.0004250744219135176,0.9991852726320279,0.00019884253647827236,3,0.9991852726320279
0.005391316596229712,0.9942168278541907,0.00018298462764145633,0.00011335424387295537,9.55166780652784e-05,1,0.9942168278541907
0.00011043738574670148,0.9986461627205285,0.0009659015756141488,0.00015941509636746099,0.0001180832217432458,1,0.9986461627205285
0.00042604569657657404,0.9989782498075455,0.0003249585186647726,0.00014570089766048071,0.00012504507955264445,1,0.9989782498075455
0.0010708513120617992,0.9985626268181861,0.00018822759328590783,9.636041675903067e-05,8.19338597072073e-05,1,0.9985626268181861
9.300086814838353e-05,0.00014051125007846348,0.0005265212506306749,0.9990420951345644,0.00019787149657806696,3,0.9990420951345644
0.0001787780564015066,0.0011858956464617647,0.9983402395300294,0.00016552398367455766,0.00012956278343272245,2,0.9983402395300294
3.4754245985231634e-05,0.00015558446924968816,0.9997007786451899,6.729939769076923e-05,4.158324188443173e-05,2,0.9997007786451899
0.0010988818756560328,0.9985852482884802,0.0001517535358808025,8.869782797711815e-05,7.541847200583142e-05,1,0.9985852482884802
0.00016854319746928252,0.0030060137301519234,0.9964908393610364,0.0001956464782152843,0.00013895723312716584,2,0.9964908393610364
0.00017774566618223984,0.001667308042722661,0.9978238072589068,0.00017820118598567332,0.00015293784620242694,2,0.9978238072589068
0.00025795424295580366,0.0013715764502962254,0.997977349790282,0.0002133952296866981,0.0001797242867793445,2,0.997977349790282
7.323680693543855e-05,0.00010515785791118825,0.00038066926207588165,0.9992590075880851,0.0001819284849925195,3,0.9992590075880851
9.140026953465344e-05,0.9992979345061085,0.00042555303400570885,0.00010383558528905371,8.127660506205853e-05,1,0.9992979345061085
0.0001040626671895566,0.00015826935445914045,0.9985104819214577,0.0008894225007161896,0.0003377635561772522,2,0.9985104819214577
0.0011538182067904262,0.99849427577086,0.00018684102610744526,8.921055765484765e-05,7.585443858729456e-05,1,0.99849427577086
0.0003172463848860334,0.0014496966017102627,0.9976707393492273,0.0003188556166010402,0.0002434620475753176,2,0.9976707393492273
0.9996725944447943,0.0002017120059370968,5.753943782017704e-05,3.91858569305087e-05,2.8968254518010347e-05,0,0.9996725944447943
5.5453818645467915e-05,0.00026451755668401884,0.9995478484106114,7.597820675380445e-05,5.6202007305360244e-05,2,0.9995478484106114
0.0001227232501532017,0.00018591663382195401,0.9984870935119088,0.0008265943970334226,0.00037767220708263035,2,0.9984870935119088
0.0018351676971410159,0.9980065300742837,7.220975955250352e-05,4.652929055977716e-05,3.956317846293855e-05,1,0.9980065300742837
0.0001749367915273086,0.0012086109357981852,0.9983492720535716,0.0001443994601104955,0.00012278075899231744,2,0.9983492720535716
8.107478362680565e-05,0.0001373260866484609,0.9988246782452166,0.0007589503049704167,0.00019797057953798323,2,0.9988246782452166
0.9986761149414428,0.0011008380171790002,0.00010030291453219126,7.17698439228687e-05,5.097428292328589e-05,0,0.9986761149414428
0.0002466928683343153,0.0009078025807518201,0.9984266441175574,0.0002449123123024977,0.00017394812105374667,2,0.9984266441175574
0.0011528802075138522,0.9985238082630822,0.0001459033693669361,9.62794038119848e-05,8.112875622489511e-05,1,0.9985238082630822
0.9993908774352908,0.0004044462962670782,0.00010155682326673129,5.573164158714989e-05,4.7387803588198525e-05,0,0.9993908774352908
0.9994048647677788,0.00038509045659546124,9.667600548238615e-05,6.418238338096416e-05,4.918638676227343e-05,0,0.9994048647677788
0.9996382771608286,0.00023900858899816515,5.4383872778636713e-05,3.832878167732854e-05,3.000159571717182e-05,0,0.9996382771608286
6.688493351667372e-05,0.00011558212123220737,0.00044364098983021717,0.9991848960516225,0.0001889959037983649,3,0.9991848960516225
0.00011677117536797383,0.00015882386549800323,0.9986329473894574,0.000750718370036385,0.00034073919964019923,2,0.9986329473894574
0.9995685020408316,0.000291945923141529,6.311769215559965e-05,4.1661786500726396e-05,3.477255737033819e-05,0,0.9995685020408316
0.00010627475838878055,0.000661626564215965,0.9990390087249874,0.00010927609993111147,8.381385247646877e-05,2,0.9990390087249874
0.0006743541973294063,0.0032565734347926255,0.994878410805091,0.0006731469070033908,0.0005175146557834112,2,0.994878410805091
0.9996494575142981,0.00023219295644774836,5.306305737348339e-05,3.5284540613541925e-05,3.000193126699262e-05,0,0.9996494575142981
7.143134997198926e-05,0.00012971492107798592,0.00041003810469651637,0.999175710702508,0.00021310492174571685,3,0.999175710702508
0.0019602140304917355,0.9977499667589277,0.00013618810746064187,8.982979940404822e-05,6.38013037158761e-05,1,0.9977499667589277
0.00010120053303760858,0.999348380160272,0.0003395819496732141,0.0001232789266177704,8.75584303993572e-05,1,0.999348380160272
9.37774207444754e-05,0.00014895565552672585,0.998759608398353,0.0007557919791644056,0.00024186654621151274,2,0.998759608398353
4.9068525395430265e-05,0.00024131149563008056,0.9995932009401759,6.691856162350478e-05,4.950047717518813e-05,2,0.9995932009401759
0.00012488469801898166,0.0001946332931551852,0.9984497998196898,0.0009159198346959126,0.0003147623544400523,2,0.9984497998196898
0.9995492095840078,0.00029885759072025524,6.843151645241842e-05,4.512887949760676e-05,3.837242932175094e-05,0,0.9995492095840078
9.696472251347073e-05,0.0007873608159699382,0.9989293164421721,0.0001089655880553384,7.739243128916957e-05,2,0.9989293164421721
0.9989345273641638,0.0008923487267238854,8.252027146101968e-05,4.9592713280216726e-05,4.1010924371376245e-05,0,0.9989345273641638
9.739697438027499e-05,0.0001555850937408711,0.9986930390002667,0.0007492368642078626,0.00030474206740423133,2,0.9986930390002667
8.640114496405258e-05,0.00013250944487719037,0.00041640168053950767,0.9991131646770828,0.0002515230525364975,3,0.9991131646770828
0.0032719764986438426,0.9964992184063776,0.00011270878004992783,6.274508364733748e-05,5.335123128134591e-05,1,0.9964992184063776
0.0001023629824496484,0.00016829564115129333,0.9984257890142092,0.0008865421397248577,0.0004170102224650606,2,0.9984257890142092
0.0013180133487741884,0.9982665390877119,0.00019499045007286377,0.0001251697053757965,9.528740806533892e-05,1,0.9982665390877119
9.747756921789321e-05,0.9994199618990939,0.00029625184232025394,0.00010026129866194632,8.604739070619365e-05,1,0.9994199618990939
4.696596370128093e-05,0.999729148039416,0.0001233200580805809,5.8802012912919185e-05,4.1763925889307396e-05,1,0.999729148039416
0.00011603470799285695,0.0001767807149562895,0.9986687433402677,0.0008044862605848238,0.00023395497619814568,2,0.9986687433402677
8.771007551640235e-05,0.9994675598785586,0.0002808018811518824,8.859614895761141e-05,7.533201581562754e-05,1,0.9994675598785586
0.00025934348612035945,0.003054340533761187,0.9961539101293853,0.0002877425494436765,0.00024466330128966395,2,0.9961539101293853
0.9985951092895241,0.001253574005311374,7.241701807124418e-05,4.264190012796042e-05,3.625778696526467e-05,0,0.9985951092895241
0.00013564108486310454,0.00019655828575945283,0.9982428167996451,0.0011680418026146619,0.00025694202711766897,2,0.9982428167996451
0.00010290271065721867,0.9994553242204046,0.00025034001998885025,0.00010346136030735866,8.797168864201172e-05,1,0.9994553242204046
9.052647987740739e-05,0.00014715296415165023,0.9988150688305413,0.0007150508588553317,0.00023220086657438542,2,0.9988150688305413
5.901984515167918e-05,0.0015059013241999735,0.9982890140755409,8.037647330120257e-05,6.568828180621711e-05,2,0.9982890140755409
8.167058176588678e-05,0.00013630404820476775,0.9988369150993849,0.0006812527397057913,0.0002638575309389352,2,0.9988369150993849
9.401814997928957e-05,0.998820871727849,0.0008469068372009004,0.00013928008633535535,9.892319863574127e-05,1,0.998820871727849
0.00011599852774847388,0.00018226493945493723,0.9985780146298633,0.0008181459292583084,0.00030557597367492046,2,0.9985780146298633
0.00010431239986326373,0.00018498524246295318,0.9983602125948751,0.0009132394174469854,0.0004372503453518503,2,0.9983602125948751
5.9250531187212824e-05,0.9996534742299832,0.00016964695164917054,6.877855608070886e-05,4.8849731099889e-05,1,0.9996534742299832
6.76913177450666e-05,0.0003195774736668647,0.9994535186938057,9.049544618096482e-05,6.871706860153987e-05,2,0.9994535186938057
0.9986205395910449,0.000914438290005397,0.00021511873475946018,0.00013504544764030807,0.00011485793654997273,0,0.9986205395910449
0.9996985143463348,0.00019674745621681445,4.838417372261222e-05,3.0741220034364944e-05,2.561280369128032e-05,0,0.9996985143463348
0.999520726920821,0.00032793744163346465,7.023823689380031e-05,4.4570821141598804e-05,3.652657951033998e-05,0,0.999520726920821
0.9983709203562455,0.0014221393574484374,9.745328850022232e-05,6.401820438460236e-05,4.546879342141754e-05,0,0.9983709203562455
0.9996635523425552,0.00022584541402283995,4.9114709268492535e-05,3.323137755145862e-05,2.825615660201341e-05,0,0.9996635523425552
0.9990725165913458,0.0007877977354283252,6.43159111425608e-05,4.0734126912625984e-05,3.46356351706199e-05,0,0.9990725165913458
0.998846730749002,0.0010157199587210077,5.932397879233693e-05,4.573920303857212e-05,3.248611044604596e-05,0,0.998846730749002
8.542540341105034e-05,0.0001229657515980267,0.0004564295113605329,0.9991219866331532,0.00021319270047714934,3,0.9991219866331532
6.845330240642087e-05,0.0003271437368132487,0.9994398354418802,9.459467943024958e-05,6.997283946979834e-05,2,0.9994398354418802
0.9919918322048042,0.0073817390841629926,0.000321583659976494,0.00017824626152889017,0.00012659878952720588,0,0.9919918322048042
6.431768182746428e-05,0.00032967835100598927,0.9994257582677449,0.00011140827458586738,6.883742483577571e-05,2,0.9994257582677449
0.0009688075370024497,0.9987287400980773,0.00015751583762775188,7.833198266545356e-05,6.660454462695305e-05,1,0.9987287400980773
0.0002155934482095665,0.0011167891452704358,0.9982909119945295,0.000220263806653205,0.0001564416053372912,2,0.9982909119945295
6.481260226195477e-05,8.782821007703274e-05,0.0003656409110089878,0.9993252628886918,0.00015645538796015134,3,0.9993252628886918
5.103900425409911e-05,0.00024266907037887869,0.9995821239535208,7.164667021498568e-05,5.252130163132637e-05,2,0.9995821239535208
0.00010298881823491778,0.00015420422886618042,0.9986602025982061,0.0006949469656634023,0.0003876573890294753,2,0.9986602025982061
0.00011188737568165168,0.0007108166623379498,0.9989837700304757,0.00010907591132738368,8.445002017749641e-05,2,0.9989837700304757
0.0009747969946106857,0.9986663032360391,0.00017835159229218038,9.757855345227654e-05,8.296962360576101e-05,1,0.9986663032360391
0.0008368158768514169,0.9988822899546003,0.00014299765305036952,7.452715794571242e-05,6.336935755239562e-05,1,0.9988822899546003
0.9996173713290551,0.0002494963165972099,6.352355386729962e-05,3.762057401573288e-05,3.198822646458495e-05,0,0.9996173713290551
0.00010451184645319367,0.0001563411763058431,0.9985821667240812,0.0007507797907253563,0.0004062004624343924,2,0.9985821667240812
0.0002238107140779359,0.9861360129890286,0.01309035839627974,0.0003214845868958561,0.00022833331371762075,1,0.9861360129890286
4.777983367333848e-05,0.0007187924265380621,0.9991249170234279,5.8645392654154076e-05,4.986532370667884e-05,2,0.9991249170234279
0.002156807786758783,0.9973125708051821,0.00024739208758423406,0.00015307331171950637,0.00013015600875520525,1,0.9973125708051821
0.0013344244733217295,0.9982594436210571,0.00019743736336680863,0.00012202599920665294,8.666854304771016e-05,1,0.9982594436210571
7.125144520973767e-05,0.0003283049210638939,0.9994257333449494,0.0001004248218025917,7.428546697446441e-05,2,0.9994257333449494
4.6906771223171176e-05,0.00019984332248333624,0.9996455811490738,6.188883226727997e-05,4.577992495238409e-05,2,0.9996455811490738
0.00011063674791661649,0.00017247395216245633,0.9984422758806281,0.0008581686676864594,0.0004164447516063105,2,0.9984422758806281
0.9997008907052356,0.00019701298245277188,4.574215462835344e-05,3.074129310856762e-05,2.5612864574849865e-05,0,0.9997008907052356
5.110039733978518e-05,0.00023839594004444265,0.9995892638435548,6.968958330845738e-05,5.1550235752481914e-05,2,0.9995892638435548
0.001618754632650336,0.9978664460681446,0.00025804318073915396,0.00013876568037510264,0.0001179904380909942,1,0.9978664460681446
8.065352134041752e-05,0.00012881154677496105,0.9988031014753611,0.0007162501565490054,0.00027118329997450334,2,0.9988031014753611
0.0011601166599730717,0.9985191585361204,0.00015560224090474943,9.094646940022726e-05,7.417609360159437e-05,1,0.9985191585361204
0.0005580666873484825,0.0023949441388072296,0.9961014863013103,0.0005223262841191015,0.00042317658841495157,2,0.9961014863013103
0.0001019782701609593,0.00015502653704547076,0.9986968152192246,0.0007846052085366801,0.00026157476503227157,2,0.9986968152192246
5.227593403473253e-05,0.0002446600951547568,0.9995708225800791,7.601337157694168e-05,5.622801915443236e-05,2,0.9995708225800791
0.999630580759165,0.0002501549220995872,5.6405408331893396e-05,3.397254765295759e-05,2.8886362750532392e-05,0,0.999630580759165
0.0012040920665349678,0.9984697637062151,0.00015056423061269504,9.4487694275683e-05,8.109230236165839e-05,1,0.9984697637062151
0.0006725319927042839,0.9990978675031678,0.00010657695715629786,7.193322395010957e-05,5.1090323021429904e-05,1,0.9990978675031678
0.00010179729407124897,0.0001452896170742492,0.9987106599750216,0.000830795162893952,0.00021145795093878935,2,0.9987106599750216
0.00016657299870691266,0.000593043460154287,0.9989479993835111,0.00016514370601508998,0.000127240451612625,2,0.9989479993835111
0.9996447542421996,0.00023750318653900104,5.3162953699422125e-05,3.475327074561977e-05,2.9826346816525685e-05,0,0.9996447542421996
0.9995848376364768,0.0002713605103545205,6.881086226005085e-05,4.052941732262939e-05,3.4461573586085144e-05,0,0.9995848376364768
8.200753892499437e-05,0.0001350838642561914,0.9988035247234901,0.0007067696067795931,0.0002726142665493219,2,0.9988035247234901
5.47670341294223e-05,7.149901871575764e-05,0.00025327376533319193,0.9995195490955554,0.00010091108626634233,3,0.9995195490955554
4.769959354055855e-05,0.00023802648906161506,0.9995827636844902,8.128531324541252e-05,5.022491966223655e-05,2,0.9995827636844902
0.9996378860530202,0.00023921971376179952,5.678995888855262e-05,3.572652779551272e-05,3.0377746534069904e-05,0,0.9996378860530202
0.00090838022652611,0.9988183389347994,0.00013006130488195565,7.772523724339395e-05,6.549429654919092e-05,1,0.9988183389347994
6.634087311595659e-05,9.896485828038354e-05,0.00040047224848113847,0.9992931983297779,0.00014102369034466416,3,0.9992931983297779
8.699608597103988e-05,0.00012971870733203688,0.9987553688172455,0.0007387189024820128,0.0002891974869694381,2,0.9987553688172455
4.482728666324851e-05,7.236480577272015e-05,0.0002765074111104152,0.9994480146335504,0.0001582858629033304,3,0.9994480146335504
9.659093529806385e-05,0.00015291202697020057,0.9989272327813223,0.0006170408913167857,0.0002062233650926263,2,0.9989272327813223
5.337279472434173e-05,0.00023453004064627586,0.9995633352109318,9.135415067124786e-05,5.7407803026378345e-05,2,0.9995633352109318
0.998795404682428,0.000776616792148787,0.00019592933159653602,0.00013137189635741814,0.00010067729746922651,0,0.998795404682428
6.37282608279762e-05,9.70716903433886e-05,0.0004143352449054101,0.9992511934752523,0.00017367132867095498,3,0.9992511934752523
0.9995786590922986,0.00027826007172424537,6.306192427890345e-05,4.43405352360165e-05,3.567837646225257e-05,0,0.9995786590922986
0.00011263665560799005,0.00016465563259525508,0.9984075604922258,0.001034044505121596,0.00028110271444940847,2,0.9984075604922258
0.0013851210223402236,0.9982521437228585,0.00017579503164539124,0.00010103318047740309,8.590704267821346e-05,1,0.9982521437228585
0.00031498964386677555,0.0015758810463804085,0.9976293424527054,0.00025930423800981023,0.00022048261903754102,2,0.9976293424527054
9.019806677605358e-05,0.9994760424415652,0.00026049712913499447,9.364088288385154e-05,7.962147963982818e-05,1,0.9994760424415652
0.9958118020164118,0.0037340403811296765,0.00022593495636268748,0.00013344429677265347,9.477834932312994e-05,0,0.9958118020164118
0.0017571530563269065,0.9977432540784694,0.00021957269001716338,0.00015707263107894687,0.00012294754410757683,1,0.9977432540784694
0.9996062616245581,0.00025749839016002874,6.492176507604157e-05,3.858783479761914e-05,3.2730385408215264e-05,0,0.9996062616245581
0.0008648014632803178,0.9988881240836711,0.00012388023334128964,6.65811970443972e-05,5.6613022662776124e-05,1,0.9988881240836711
0.000134324536178651,0.00018094904423725437,0.9986136481727722,0.0008375531884930277,0.0002335250583189495,2,0.9986136481727722
4.598869352123927e-05,0.00022852446703432877,0.9996158677815972,6.300988011363272e-05,4.6609177733441795e-05,2,0.9996158677815972
0.9996716648826482,0.00021478538309014538,5.0586487959432876e-05,3.4346562688758604e-05,2.8616683613533113e-05,0,0.9996716648826482
0.0010057736760259505,0.9985681266001846,0.00024823660554968227,0.00010069509292344263,7.716802531618778e-05,1,0.9985681266001846
0.001490000006612754,0.8632993148245024,0.13282455678541372,0.0012840857359488,0.0011020426475223135,1,0.8632993148245024
0.00012156756195955317,0.00018552146697864357,0.9985373239630241,0.0008423162192225499,0.00031327078881528055,2,0.9985373239630241
8.424331602350904e-05,0.00014419533850635122,0.9986827679943775,0.0007860331469723279,0.0003027602041206362,2,0.9986827679943775
0.9997080305913774,0.0001815041245245254,4.7597491583911996e-05,3.6759491247877654e-05,2.6108301266464142e-05,0,0.9997080305913774
0.9996995127150701,0.00019770484619205037,4.642835873307047e-05,3.074125073469362e-05,2.5612829270014367e-05,0,0.9996995127150701
0.0001748844268532772,0.0007647816232336221,0.9987525099319524,0.0001799880963138628,0.0001278359216467939,2,0.9987525099319524
0.000303521656055716,0.001809910774047828,0.9974263875440743,0.0002487075858590524,0.00021147243996310415,2,0.9974263875440743
5.250711829651703e-05,0.0002474984300124926,0.9995684138109859,7.730391503404562e-05,5.427672567100894e-05,2,0.9995684138109859
5.695610340632056e-05,0.0002738265675595414,0.9995215454594332,8.48829298706844e-05,6.278893973045392e-05,2,0.9995215454594332
0.0009252766270788242,0.9987756168765708,0.00014141432355999246,8.522586249481057e-05,7.246631029562384e-05,1,0.9987756168765708
0.9991089717603691,0.000779336084203479,4.9598702265559e-05,3.3558850812673576e-05,2.8534602349185096e-05,0,0.9991089717603691
0.9995620542700253,0.0002784774284415419,7.799338716482122e-05,4.612605555575426e-05,3.534885881249987e-05,0,0.9995620542700253
6.086196758308031e-05,0.00010517398980242121,0.00041062027852864275,0.9992809647829574,0.00014237898112844715,3,0.9992809647829574
8.654723956404056e-05,0.0001173195856773798,0.9987790477978038,0.0008371407637313276,0.00017994461322323364,2,0.9987790477978038
6.806642552098385e-05,0.000329298425633318,0.999435850338498,9.614831654884974e-05,7.063649379872693e-05,2,0.999435850338498
0.0004045060375292827,0.002399029230480982,0.9965256933558866,0.00037625797793604346,0.0002945133981671737,2,0.9965256933558866
9.831517623328488e-05,0.000520523067492209,0.9991107932497948,0.00016711238551543256,0.000103256120964152,2,0.9991107932497948
0.00011781443183789415,0.0001804027066163591,0.9985065794672556,0.0009046775771901558,0.00029052581710001414,2,0.9985065794672556
0.00012208634874943673,0.0001897838644800264,0.9984379160304666,0.000995234958060329,0.0002549787982436192,2,0.9984379160304666
5.037563458775252e-05,7.934125995382708e-05,0.0003069826837910548,0.9994246695375943,0.00013863088407323394,3,0.9994246695375943
0.9988192764769218,0.000996639876250108,8.702436617392034e-05,5.6751586862712864e-05,4.030769379122056e-05,0,0.9988192764769218
0.00010228233243089674,0.00018465217621166163,0.9978521191091371,0.001596741273911436,0.0002642051083090365,2,0.9978521191091371
0.0001457249795835172,0.9990642825030642,0.0004802387383131081,0.0001811164488874102,0.00012863733015177877,1,0.9990642825030642
0.9996368440818825,0.00023512171676746914,5.8372482466172214e-05,3.7969358584065044e-05,3.169236029990652e-05,0,0.9996368440818825
0.00012747121940516451,0.0001864901805085295,0.9981255066337338,0.0010760909874662893,0.00048444097888623785,2,0.9981255066337338
8.766139936208542e-05,0.9992528537053043,0.0004662766210387272,0.00010397428353306781,8.923399076180253e-05,1,0.9992528537053043
0.00010972630146990297,0.00017260610239264583,0.9984613520288821,0.0009157969850181175,0.0003405185822371438,2,0.9984613520288821
0.00011420700404307313,0.0001813842737145511,0.9986000384019735,0.000811034374874908,0.00029333594539383145,2,0.9986000384019735
9.702402417304716e-05,0.00014447098699709273,0.9989313533391606,0.000633617722819989,0.00019353392684919856,2,0.9989313533391606
0.00011439123287961522,0.0004991762386972954,0.9991801324037004,0.00011851370663138156,8.778641809122863e-05,2,0.9991801324037004
0.00023840419128603945,0.0010187955459006728,0.998348497437117,0.000212192536507299,0.000182110289188901,2,0.998348497437117
0.00015762858234530256,0.0006395223265606879,0.9989385447018162,0.00014422056941735577,0.00012008381986046108,2,0.9989385447018162
0.00010110993380380803,0.0001469862138325467,0.9987611634600133,0.0007332879800826983,0.00025745241226757774,2,0.9987611634600133
0.00018850592476376754,0.0011448469093659575,0.9983508922254981,0.0001706520155948442,0.0001451029247773538,2,0.9983508922254981
0.9991242288750073,0.0007532752650199826,5.275455214637289e-05,3.939111520350774e-05,3.0350192622910433e-05,0,0.9991242288750073
0.00018510598455286564,0.0011861850641525032,0.9983246812765784,0.00016431393100545903,0.00013971374371084055,2,0.9983246812765784
0.9984143180402218,0.001458194848654262,5.79365352061139e-05,3.7589106134455976e-05,3.1961469783195e-05,0,0.9984143180402218
0.00018925546877494214,0.0010967041774091171,0.9983955544628182,0.00017391893534448772,0.00014456695565319967,2,0.9983955544628182
0.0007420087614358065,0.9421277355576627,0.05590887146172142,0.0006685356014036971,0.0005528486177762064,1,0.9421277355576627
0.0001022365285192373,0.0001460786323778214,0.9988079249933498,0.0006520933656797623,0.0002916664800733769,2,0.9988079249933498
7.21822200307873e-05,0.0003486832123808643,0.9994008391823466,0.00010248556290792998,7.580982233378418e-05,2,0.9994008391823466
8.9763921197566e-05,0.0001497357508041653,0.9980763570754153,0.0014901876326500897,0.00019395561993280097,2,0.9980763570754153
0.9996786277875076,0.00020599337719250406,4.884078336125146e-05,3.890553238889348e-05,2.7632519549629436e-05,0,0.9996786277875076
