ticker    ,sector                ,region                     ,payout_score,fcf_coverage_score,div_growth_score,balance_sheet_score,dividend_sustainability_score,sustainability_grade
IP        ,Materials             ,United States and Canada   ,25          ,0                 ,15              ,20                 ,60                           ,D
CW        ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
NTAP      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
SSNC      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
LH        ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
SW        ,Materials             ,Europe                     ,25          ,5                 ,15              ,20                 ,65                           ,C
CASY      ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
RCIB      ,Communication Services,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
TSN       ,Consumer Staples      ,United States and Canada   ,25          ,20                ,15              ,20                 ,80                           ,B
EXPD      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
T         ,Communication Services,United States and Canada   ,25          ,15                ,15              ,10                 ,65                           ,C
HPQ       ,Information Technology,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CTRA      ,Energy                ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
NI        ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
KOF       ,Consumer Staples      ,Latin America and Caribbean,25          ,5                 ,15              ,20                 ,65                           ,C
DGX       ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
ASO       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
SQM       ,Materials             ,Latin America and Caribbean,25          ,25                ,15              ,20                 ,85                           ,B
WST       ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CHD       ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
LUG       ,Materials             ,United States and Canada   ,25          ,20                ,15              ,25                 ,85                           ,B
GIBA      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
AMCR      ,Materials             ,Europe                     ,25          ,5                 ,15              ,10                 ,55                           ,D
CHRW      ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
RBA       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
FTI       ,Energy                ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
PKG       ,Materials             ,United States and Canada   ,25          ,20                ,15              ,20                 ,80                           ,B
TYL       ,Information Technology,United States and Canada   ,25          ,0                 ,0               ,25                 ,50                           ,D
JBHT      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
RGLD      ,Materials             ,United States and Canada   ,25          ,0                 ,15              ,25                 ,65                           ,C
4008      ,Consumer Discretionary,Africa / Middle East       ,25          ,0                 ,0               ,10                 ,35                           ,F
WWD       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
SGI       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
LUN       ,Materials             ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
TLN       ,Utilities             ,United States and Canada   ,25          ,0                 ,0               ,0                  ,25                           ,F
SNA       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
BEPUN     ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,20                 ,60                           ,D
MKC       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,20                 ,75                           ,C
DKS       ,Consumer Discretionary,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
BG        ,Consumer Staples      ,United States and Canada   ,25          ,0                 ,15              ,20                 ,60                           ,D
ZBH       ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
Q         ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MTZ       ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,20                 ,45                           ,D
FTV       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
THC       ,Health Care           ,United States and Canada   ,25          ,0                 ,0               ,10                 ,35                           ,F
LII       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
IFF       ,Materials             ,United States and Canada   ,25          ,5                 ,15              ,20                 ,65                           ,C
BBDB      ,Industrials           ,United States and Canada   ,25          ,0                 ,5               ,25                 ,55                           ,D
ISPH      ,Health Care           ,Africa / Middle East       ,25          ,0                 ,15              ,0                  ,40                           ,F
CLTN      ,Health Care           ,Europe                     ,0           ,5                 ,5               ,25                 ,35                           ,F
CDW       ,Information Technology,United States and Canada   ,25          ,25                ,5               ,0                  ,55                           ,D
TOU       ,Energy                ,United States and Canada   ,25          ,5                 ,15              ,25                 ,70                           ,C
ULS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
PNR       ,Industrials           ,Europe                     ,25          ,25                ,15              ,25                 ,90                           ,B
DOW       ,Materials             ,United States and Canada   ,25          ,0                 ,5               ,20                 ,50                           ,D
GPC       ,Consumer Discretionary,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
NVT       ,Industrials           ,Europe                     ,25          ,25                ,15              ,20                 ,85                           ,B
VG        ,Energy                ,United States and Canada   ,25          ,0                 ,5               ,0                  ,30                           ,F
YUMC      ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
BJ        ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
DD        ,Materials             ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
APTV      ,Consumer Discretionary,Europe                     ,25          ,0                 ,0               ,20                 ,45                           ,D
ZTO       ,Industrials           ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
ALB       ,Materials             ,United States and Canada   ,25          ,5                 ,5               ,25                 ,60                           ,D
LNT       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
CRS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
EVRG      ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
BWXT      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
ABDP      ,Consumer Discretionary,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
WES       ,Energy                ,United States and Canada   ,25          ,15                ,15              ,0                  ,55                           ,D
ATI       ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,10                 ,35                           ,F
TRU       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
AGI       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
GEN       ,Information Technology,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
BMNR      ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BIP       ,Utilities             ,Latin America and Caribbean,25          ,0                 ,15              ,10                 ,50                           ,D
J         ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
WMG       ,Communication Services,United States and Canada   ,25          ,15                ,15              ,0                  ,55                           ,D
COO       ,Health Care           ,United States and Canada   ,25          ,0                 ,0               ,25                 ,50                           ,D
JBS       ,Consumer Staples      ,Europe                     ,25          ,0                 ,5               ,0                  ,30                           ,F
H         ,Consumer Discretionary,United States and Canada   ,25          ,20                ,15              ,10                 ,70                           ,C
ADPORTS   ,Industrials           ,Africa / Middle East       ,25          ,0                 ,0               ,20                 ,45                           ,D
RS        ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
MRU       ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
MG        ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
GFL       ,Industrials           ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
TXT       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
NWSA      ,Communication Services,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
ITT       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
EMA       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
AA        ,Materials             ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
TSM1T     ,Industrials           ,Europe                     ,25          ,15                ,5               ,25                 ,70                           ,C
HTHT      ,Consumer Discretionary,Asia / Pacific             ,25          ,20                ,5               ,0                  ,50                           ,D
YOU       ,Communication Services,Europe                     ,0           ,25                ,15              ,10                 ,50                           ,D
BBY       ,Consumer Discretionary,United States and Canada   ,25          ,20                ,5               ,10                 ,60                           ,D
PSKY      ,Communication Services,United States and Canada   ,25          ,20                ,15              ,20                 ,80                           ,B
RBC       ,Industrials           ,United States and Canada   ,25          ,0                 ,5               ,25                 ,55                           ,D
DPZ       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
VTRS      ,Health Care           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
BALL      ,Materials             ,United States and Canada   ,25          ,5                 ,5               ,10                 ,45                           ,D
LYB       ,Materials             ,United States and Canada   ,25          ,0                 ,5               ,10                 ,40                           ,F
AVY       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
VNOM      ,Energy                ,United States and Canada   ,25          ,0                 ,5               ,25                 ,55                           ,D
ALLE      ,Industrials           ,Europe                     ,25          ,25                ,15              ,10                 ,75                           ,C
ALBFR     ,Information Technology,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
NPI       ,Utilities             ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
ARTES     ,Consumer Discretionary,Africa / Middle East       ,0           ,15                ,5               ,25                 ,45                           ,D
UHS       ,Health Care           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
HII       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
OTH       ,Industrials           ,Africa / Middle East       ,0           ,20                ,5               ,25                 ,50                           ,D
GGG       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CSL       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
ENTG      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
BEPC      ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
NDSN      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
LECO      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
NAKL      ,Consumer Discretionary,Africa / Middle East       ,0           ,20                ,5               ,25                 ,50                           ,D
IEX       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
MAS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
RPM       ,Materials             ,United States and Canada   ,25          ,20                ,15              ,10                 ,70                           ,C
WSO       ,Industrials           ,United States and Canada   ,25          ,15                ,5               ,25                 ,70                           ,C
MLI       ,Industrials           ,United States and Canada   ,0           ,25                ,5               ,25                 ,55                           ,D
AGILITY   ,Industrials           ,Africa / Middle East       ,0           ,25                ,15              ,20                 ,60                           ,D
TOL       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
HRL       ,Consumer Staples      ,United States and Canada   ,25          ,5                 ,15              ,25                 ,70                           ,C
PAA       ,Energy                ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
ZZD       ,Industrials           ,Africa / Middle East       ,0           ,0                 ,15              ,10                 ,25                           ,F
ACM       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
HL        ,Materials             ,United States and Canada   ,25          ,0                 ,5               ,25                 ,55                           ,D
WYNN      ,Consumer Discretionary,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
CF        ,Materials             ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
SNX       ,Information Technology,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
CELH      ,Consumer Staples      ,United States and Canada   ,25          ,0                 ,5               ,25                 ,55                           ,D
CLX       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,0                  ,55                           ,D
APLD      ,Information Technology,United States and Canada   ,25          ,0                 ,0               ,10                 ,35                           ,F
JALL3     ,Consumer Staples      ,Latin America and Caribbean,25          ,0                 ,0               ,0                  ,25                           ,F
DTM       ,Energy                ,United States and Canada   ,25          ,20                ,15              ,20                 ,80                           ,B
WCC       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
SAP       ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
BFB       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,20                 ,75                           ,C
TOTAL     ,Energy                ,Africa / Middle East       ,0           ,15                ,5               ,10                 ,30                           ,F
BSY       ,Information Technology,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
EDV       ,Materials             ,Europe                     ,25          ,25                ,15              ,25                 ,90                           ,B
PR        ,Energy                ,United States and Canada   ,25          ,20                ,15              ,25                 ,85                           ,B
EXS       ,Information Technology,Europe                     ,25          ,25                ,15              ,20                 ,85                           ,B
1820      ,Consumer Discretionary,Africa / Middle East       ,0           ,0                 ,0               ,0                  ,0                            ,
CCK       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
SWK       ,Industrials           ,United States and Canada   ,25          ,5                 ,15              ,20                 ,65                           ,C
YMM       ,Industrials           ,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
ALPHADHABI,Industrials           ,Africa / Middle East       ,0           ,25                ,5               ,25                 ,55                           ,D
CNH       ,Industrials           ,Europe                     ,25          ,25                ,15              ,0                  ,65                           ,C
CLF       ,Materials             ,United States and Canada   ,25          ,0                 ,0               ,10                 ,35                           ,F
HAS       ,Consumer Discretionary,United States and Canada   ,25          ,20                ,15              ,0                  ,60                           ,D
WMS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AYI       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
NYT       ,Communication Services,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
TXRH      ,Consumer Discretionary,United States and Canada   ,25          ,20                ,15              ,20                 ,80                           ,B
MKSI      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
CDE       ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ENGCONB   ,Industrials           ,Europe                     ,25          ,15                ,15              ,25                 ,80                           ,B
RVTY      ,Health Care           ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
TEM       ,Health Care           ,United States and Canada   ,25          ,0                 ,0               ,0                  ,25                           ,F
CCLB      ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
BOOT      ,Consumer Discretionary,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
STN       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
WTRG      ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
ARX       ,Energy                ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
ATRL      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
SCI       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
CR        ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
EHC       ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AMKR      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
ANODB     ,Information Technology,Europe                     ,25          ,20                ,15              ,20                 ,80                           ,B
AES       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,0                  ,40                           ,F
PNW       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
1U1       ,Communication Services,Europe                     ,25          ,25                ,15              ,25                 ,90                           ,B
EFN       ,Industrials           ,United States and Canada   ,25          ,0                 ,15              ,0                  ,40                           ,F
PAG       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
DCI       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
WCP       ,Energy                ,United States and Canada   ,25          ,15                ,15              ,25                 ,80                           ,B
SJM       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,10                 ,65                           ,C
BAH       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
OVV       ,Energy                ,United States and Canada   ,25          ,0                 ,5               ,20                 ,50                           ,D
WLK       ,Materials             ,United States and Canada   ,25          ,0                 ,15              ,25                 ,65                           ,C
AAL       ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,25                 ,50                           ,D
KRMN      ,Industrials           ,United States and Canada   ,25          ,0                 ,15              ,0                  ,40                           ,F
SPXC      ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,25                 ,50                           ,D
BAX       ,Health Care           ,United States and Canada   ,25          ,5                 ,5               ,10                 ,45                           ,D
ENSG      ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
MGM       ,Consumer Discretionary,United States and Canada   ,25          ,0                 ,0               ,0                  ,25                           ,F
BWA       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
TIH       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
DDS       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CAE       ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,20                 ,45                           ,D
SUN       ,Energy                ,United States and Canada   ,25          ,5                 ,15              ,10                 ,55                           ,D
QGEN      ,Health Care           ,Europe                     ,25          ,25                ,5               ,25                 ,80                           ,B
INTEK     ,Information Technology,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
AIT       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
BZ        ,Industrials           ,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
ZWS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
RRX       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
ESE       ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
ARMK      ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
SWKS      ,Information Technology,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
ALA       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
GAP       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
PEGA      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AOS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
ACI       ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
PPC       ,Consumer Staples      ,United States and Canada   ,25          ,0                 ,0               ,20                 ,45                           ,D
TIGO      ,Communication Services,Europe                     ,25          ,25                ,15              ,10                 ,75                           ,C
OC        ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
GIL       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
TAP       ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
TECH      ,Health Care           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
WTS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
ALV       ,Consumer Discretionary,Europe                     ,25          ,25                ,15              ,20                 ,85                           ,B
APA       ,Energy                ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
GTLS      ,Industrials           ,United States and Canada   ,25          ,0                 ,5               ,10                 ,40                           ,F
UHAL      ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,20                 ,45                           ,D
DRS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
SVEDB     ,Industrials           ,Europe                     ,25          ,25                ,0               ,20                 ,70                           ,C
EDU       ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
FLS       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
OGE       ,Utilities             ,United States and Canada   ,25          ,0                 ,15              ,10                 ,50                           ,D
TTEK      ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
TFII      ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
VIPS      ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
SFD       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,25                 ,80                           ,B
DINO      ,Energy                ,United States and Canada   ,25          ,20                ,15              ,25                 ,85                           ,B
DOX       ,Information Technology,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
POOL      ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AM        ,Energy                ,United States and Canada   ,25          ,20                ,5               ,10                 ,60                           ,D
NMDCENR   ,Energy                ,Africa / Middle East       ,0           ,25                ,15              ,25                 ,65                           ,C
AWI       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
KNX       ,Industrials           ,United States and Canada   ,25          ,0                 ,15              ,25                 ,65                           ,C
CU        ,Utilities             ,United States and Canada   ,25          ,5                 ,5               ,10                 ,45                           ,D
IDCC      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AEIS      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
PAYC      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
RRC       ,Energy                ,United States and Canada   ,25          ,25                ,5               ,25                 ,80                           ,B
OSK       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CAG       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,20                 ,75                           ,C
CPB       ,Consumer Staples      ,United States and Canada   ,25          ,15                ,15              ,10                 ,65                           ,C
LULU      ,Consumer Staples      ,Africa / Middle East       ,25          ,20                ,5               ,0                  ,50                           ,D
ALSN      ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,10                 ,65                           ,C
LEVI      ,Consumer Discretionary,United States and Canada   ,25          ,20                ,15              ,10                 ,70                           ,C
GSAT      ,Communication Services,United States and Canada   ,25          ,0                 ,5               ,10                 ,40                           ,F
VMI       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
UGI       ,Utilities             ,United States and Canada   ,25          ,15                ,15              ,10                 ,65                           ,C
LAD       ,Consumer Discretionary,United States and Canada   ,25          ,0                 ,5               ,0                  ,30                           ,F
EMPA      ,Consumer Staples      ,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
ATR       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
CMC       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
HBM       ,Materials             ,United States and Canada   ,25          ,25                ,15              ,25                 ,90                           ,B
688017    ,Industrials           ,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
RIG       ,Energy                ,Europe                     ,25          ,0                 ,0               ,20                 ,45                           ,D
MOS       ,Materials             ,United States and Canada   ,25          ,0                 ,15              ,25                 ,65                           ,C
G         ,Industrials           ,Latin America and Caribbean,25          ,25                ,15              ,20                 ,85                           ,B
LUMN      ,Communication Services,United States and Canada   ,25          ,25                ,5               ,0                  ,55                           ,D
AGCO      ,Industrials           ,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
MOGA      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
AG        ,Materials             ,United States and Canada   ,0           ,25                ,15              ,25                 ,65                           ,C
OTEX      ,Information Technology,United States and Canada   ,25          ,25                ,15              ,10                 ,75                           ,C
TTC       ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
R         ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
JBTM      ,Industrials           ,United States and Canada   ,25          ,25                ,15              ,20                 ,85                           ,B
SOLS      ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CHDN      ,Consumer Discretionary,United States and Canada   ,25          ,25                ,5               ,0                  ,55                           ,D
NFG       ,Utilities             ,United States and Canada   ,25          ,5                 ,15              ,20                 ,65                           ,C
LKQ       ,Consumer Discretionary,United States and Canada   ,25          ,25                ,5               ,20                 ,75                           ,C
GDS       ,Information Technology,Asia / Pacific             ,25          ,0                 ,5               ,10                 ,40                           ,F
TX        ,Materials             ,Europe                     ,25          ,0                 ,5               ,25                 ,55                           ,D
MIDD      ,Industrials           ,United States and Canada   ,25          ,0                 ,0               ,20                 ,45                           ,D
MUSA      ,Consumer Discretionary,United States and Canada   ,25          ,25                ,15              ,0                  ,65                           ,C
TOI       ,Information Technology,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
BBU       ,Industrials           ,Latin America and Caribbean,25          ,25                ,15              ,0                  ,65                           ,C
