ticker    ,sector                ,region                     ,rating_score,upside_score,consensus_strength_score,conviction_score  ,pt_momentum_score ,analyst_consensus_score,consensus_grade
SDG       ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
BSLN      ,Health Care           ,Europe                     ,50.0        ,50.0        ,40.476190476190474      ,75.0              ,50.0              ,51.8                   ,C
AGR       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,85.60000000000001       ,0.0               ,49.937349624060154,49.6                   ,D
APN       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,67.3076923076923        ,80.0              ,50.35874439461884 ,58.0                   ,C
MTU       ,Industrials           ,Europe                     ,50.0        ,50.0        ,69.38775510204081       ,83.33333333333334 ,50.0              ,58.9                   ,C
BWO       ,Energy                ,Latin America and Caribbean,50.0        ,50.0        ,86.63420662909257       ,0.0               ,50.0              ,49.8                   ,D
GSF       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,80.72289156626506       ,83.33333333333334 ,50.0              ,61.1                   ,C
MPCC      ,Industrials           ,Europe                     ,50.0        ,50.0        ,84.69883343127916       ,66.66666666666666 ,49.98299505077444 ,59.4                   ,C
THEP      ,Industrials           ,Europe                     ,50.0        ,50.0        ,86.55913978494624       ,66.66666666666666 ,50.0              ,59.8                   ,C
ELIOR     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,66.66666666666667       ,11.111111111111107,49.92939829538226 ,47.5                   ,D
PSAN      ,Information Technology,Europe                     ,50.0        ,50.0        ,68.88888888888889       ,50.0              ,50.0              ,53.8                   ,C
ZV        ,Materials             ,Europe                     ,50.0        ,50.0        ,77.40112994350282       ,0.0               ,50.0              ,48.0                   ,D
DIS       ,Energy                ,Europe                     ,50.0        ,50.0        ,73.78010328430453       ,100.0             ,49.99199352443295 ,62.3                   ,C
TNXT      ,Industrials           ,Europe                     ,50.0        ,50.0        ,88.67924528301886       ,50.0              ,50.0              ,57.7                   ,C
VCT       ,Materials             ,Europe                     ,50.0        ,50.0        ,56.55172413793103       ,16.666666666666664,49.928894110316364,46.3                   ,D
ASY       ,Industrials           ,Europe                     ,50.0        ,50.0        ,84.90566037735849       ,100.0             ,50.0              ,64.5                   ,C
HTG       ,Energy                ,Europe                     ,50.0        ,50.0        ,54.583324100950556      ,57.14285714285714 ,50.06914964922472 ,52.0                   ,C
MMGRB     ,Industrials           ,Europe                     ,50.0        ,50.0        ,88.57142857142857       ,66.66666666666666 ,49.98831822211556 ,60.2                   ,C
RAYB      ,Health Care           ,Europe                     ,50.0        ,50.0        ,88.57142857142857       ,100.0             ,50.0              ,65.2                   ,B
BEN       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,77.77777777777777       ,57.14285714285714 ,50.0              ,56.6                   ,C
ADMIE     ,Utilities             ,Europe                     ,50.0        ,50.0        ,80.82191780821917       ,100.0             ,50.0              ,63.7                   ,C
ARH       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,84.37808977654737       ,66.66666666666666 ,50.0              ,59.4                   ,C
OCI       ,Materials             ,Europe                     ,50.0        ,50.0        ,50.074030204323364      ,14.285714285714285,49.818166722019264,44.6                   ,D
APGN      ,Communication Services,Europe                     ,50.0        ,50.0        ,93.158953722334         ,50.0              ,50.0              ,58.6                   ,C
ATGR      ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,92.93582234890891       ,50.0              ,50.02061059197661 ,58.6                   ,C
SNT       ,Health Care           ,Europe                     ,50.0        ,50.0        ,73.14715359828142       ,100.0             ,50.0              ,62.1                   ,C
BETCO     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,40.250119618128934      ,66.66666666666666 ,49.95684810891488 ,50.5                   ,C
OTOEL     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
2GB       ,Industrials           ,Europe                     ,50.0        ,50.0        ,69.23076923076923       ,50.0              ,50.04120879120879 ,53.9                   ,C
NXT       ,Industrials           ,Europe                     ,50.0        ,50.0        ,98.01980198019801       ,100.0             ,50.0              ,67.1                   ,B
CIR       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
AEP       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.0              ,60.0                   ,C
YUBICO    ,Information Technology,Europe                     ,50.0        ,50.0        ,77.06422018348624       ,25.0              ,49.665774821985345,51.6                   ,C
IBST      ,Materials             ,Europe                     ,50.0        ,50.0        ,77.04918032786887       ,40.0              ,49.933699870633895,53.9                   ,C
NEDAP     ,Information Technology,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
ADX       ,Utilities             ,Europe                     ,50.0        ,50.0        ,95.74468085106383       ,100.0             ,50.0              ,66.6                   ,B
WAGA      ,Energy                ,Europe                     ,50.0        ,50.0        ,70.37037037037038       ,100.0             ,50.0              ,61.6                   ,C
1AT       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,78.12949640287769       ,80.0              ,50.0              ,60.1                   ,C
BOOZT     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,85.4077253218884        ,50.0              ,50.14772727272727 ,57.1                   ,C
HDD       ,Industrials           ,Europe                     ,50.0        ,50.0        ,56.52173913043479       ,50.0              ,49.83104958041108 ,51.3                   ,C
FIA1S     ,Industrials           ,Europe                     ,50.0        ,50.0        ,88.46153846153845       ,50.0              ,50.0              ,57.7                   ,C
REG1V     ,Health Care           ,Europe                     ,50.0        ,50.0        ,85.84070796460176       ,80.0              ,49.94565217391305 ,61.7                   ,C
NRG       ,Communication Services,Europe                     ,50.0        ,50.0        ,95.0                    ,66.66666666666666 ,50.0              ,61.5                   ,C
STORYB    ,Communication Services,Europe                     ,50.0        ,50.0        ,73.75565610859728       ,100.0             ,50.057870370370374,62.3                   ,C
CHRT      ,Industrials           ,Europe                     ,50.0        ,50.0        ,75.35816618911174       ,100.0             ,49.893907022311765,62.6                   ,C
RVRC      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,87.32394366197184       ,100.0             ,50.0              ,65.0                   ,B
BYS       ,Industrials           ,Europe                     ,50.0        ,50.0        ,73.10344827586206       ,25.0              ,49.898685914423424,50.9                   ,C
NWRN      ,Health Care           ,Europe                     ,50.0        ,50.0        ,0.0                     ,100.0             ,50.55879892421464 ,47.6                   ,D
DBV       ,Health Care           ,Europe                     ,50.0        ,50.0        ,0.0                     ,33.33333333333333 ,52.78135048231511 ,37.8                   ,D
RSGN      ,Industrials           ,Europe                     ,50.0        ,50.0        ,57.24137931034483       ,75.0              ,50.0              ,55.2                   ,C
GFRD      ,Industrials           ,Europe                     ,50.0        ,50.0        ,80.64516129032258       ,100.0             ,50.0752508361204  ,63.6                   ,C
WIX       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,48.4                    ,80.0              ,50.0              ,54.2                   ,C
SCST      ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,89.47368421052632       ,0.0               ,50.0              ,50.4                   ,C
SCHP      ,Industrials           ,Europe                     ,50.0        ,50.0        ,73.0                    ,80.0              ,50.0              ,59.1                   ,C
NTG       ,Industrials           ,Europe                     ,50.0        ,50.0        ,59.80392156862745       ,80.0              ,50.0              ,56.5                   ,C
MNC       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.0              ,60.0                   ,C
KOF       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,77.36842105263158       ,85.71428571428571 ,50.0              ,60.8                   ,C
JSG       ,Industrials           ,Europe                     ,50.0        ,50.0        ,66.66666666666667       ,80.0              ,50.0              ,57.8                   ,C
SBT       ,Materials             ,Europe                     ,50.0        ,50.0        ,90.81632653061224       ,33.33333333333333 ,50.0              ,55.7                   ,C
SPG       ,Materials             ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.4746835443038  ,67.5                   ,B
MRN       ,Industrials           ,Europe                     ,50.0        ,50.0        ,61.40350877192983       ,66.66666666666666 ,50.0              ,54.8                   ,C
ICOP      ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
WIIT      ,Information Technology,Europe                     ,50.0        ,50.0        ,82.85714285714286       ,100.0             ,50.0              ,64.1                   ,C
ADN1      ,Information Technology,Europe                     ,50.0        ,50.0        ,52.55474452554745       ,80.0              ,50.09683794466403 ,55.0                   ,C
MARR      ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,60.0                    ,75.0              ,50.0              ,55.8                   ,C
D6H       ,Information Technology,Europe                     ,50.0        ,50.0        ,44.827586206896555      ,33.33333333333333 ,50.0              ,46.5                   ,D
PHN       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,86.9047619047619        ,100.0             ,50.0              ,64.9                   ,C
SHF       ,Information Technology,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
XVIVO     ,Health Care           ,Europe                     ,50.0        ,50.0        ,39.0                    ,100.0             ,49.984355444305386,55.3                   ,C
ENC       ,Materials             ,Europe                     ,50.0        ,50.0        ,64.62585034013605       ,50.0              ,49.94301994301995 ,52.9                   ,C
APR       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,80.8                    ,66.66666666666666 ,50.0              ,58.7                   ,C
FUTR      ,Communication Services,Europe                     ,50.0        ,50.0        ,0.0                     ,88.88888888888889 ,49.93514534447391 ,45.8                   ,D
DOV       ,Industrials           ,Europe                     ,50.0        ,50.0        ,67.16417910447763       ,75.0              ,50.0              ,57.2                   ,C
INTRUM    ,Industrials           ,Europe                     ,50.0        ,50.0        ,95.65217391304348       ,0.0               ,49.97311827956989 ,51.6                   ,C
MN        ,Communication Services,Europe                     ,50.0        ,50.0        ,71.42857142857142       ,75.0              ,50.022935779816514,58.0                   ,C
CCR       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,13.880774640268328      ,66.66666666666666 ,50.05695538057743 ,45.3                   ,D
JEN       ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
PNL       ,Industrials           ,Europe                     ,50.0        ,50.0        ,60.00000000000001       ,16.666666666666664,50.0              ,47.0                   ,D
EBROM     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
TPE       ,Information Technology,Europe                     ,50.0        ,50.0        ,26.5625                 ,55.55555555555554 ,50.12542462845011 ,46.2                   ,D
SECARE    ,Health Care           ,Europe                     ,50.0        ,50.0        ,90.0                    ,100.0             ,50.0              ,65.5                   ,B
AMS       ,Health Care           ,Europe                     ,50.0        ,50.0        ,68.22429906542055       ,88.88888888888889 ,50.052939406476845,59.5                   ,C
QDT       ,Information Technology,Europe                     ,50.0        ,50.0        ,32.467532467532465      ,66.66666666666666 ,50.004147357859864,49.0                   ,D
EVPL      ,Communication Services,Europe                     ,50.0        ,50.0        ,80.11049723756906       ,90.0              ,50.0              ,62.0                   ,C
TRUEB     ,Information Technology,Europe                     ,50.0        ,50.0        ,0.0                     ,80.0              ,49.4262324106442  ,44.4                   ,D
DSPW      ,Industrials           ,Europe                     ,50.0        ,50.0        ,89.39759036144578       ,0.0               ,50.0              ,50.4                   ,C
GFT       ,Information Technology,Europe                     ,50.0        ,50.0        ,71.42857142857143       ,100.0             ,49.965753424657535,61.8                   ,C
BHG       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
GFM       ,Materials             ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.11180046635576 ,67.5                   ,B
LPE       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,73.39449541284404       ,33.33333333333333 ,50.0              ,52.2                   ,C
EGLA      ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
RECT      ,Industrials           ,Europe                     ,50.0        ,50.0        ,78.26086956521739       ,75.0              ,50.0              ,59.4                   ,C
HANZA     ,Information Technology,Europe                     ,50.0        ,50.0        ,45.238095238095234      ,100.0             ,50.0              ,56.5                   ,C
RBW       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,68.35227272727273       ,100.0             ,50.0              ,61.2                   ,C
BOWL      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,73.54497354497353       ,100.0             ,49.96051800379028 ,62.2                   ,C
MTHH      ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
FM        ,Communication Services,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
RNK       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,87.11656441717791       ,100.0             ,49.879156269947195,64.9                   ,C
BOI       ,Health Care           ,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
MEDX      ,Health Care           ,Europe                     ,50.0        ,50.0        ,69.44444444444444       ,100.0             ,50.0              ,61.4                   ,C
YNGA      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,67.27272727272728       ,100.0             ,49.88792032163743 ,60.9                   ,C
FACC      ,Industrials           ,Europe                     ,50.0        ,50.0        ,58.33333333333333       ,66.66666666666666 ,50.09102941176471 ,54.2                   ,C
ZZB       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.0              ,60.0                   ,C
EKT       ,Industrials           ,Europe                     ,50.0        ,50.0        ,70.8108108108108        ,100.0             ,49.824120603015075,61.6                   ,C
SNTIA     ,Industrials           ,Europe                     ,50.0        ,50.0        ,82.31292517006803       ,50.0              ,50.0              ,56.5                   ,C
MEKKO     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,89.28571428571429       ,0.0               ,50.010580762250456,50.4                   ,C
CPI       ,Industrials           ,Europe                     ,50.0        ,50.0        ,0.0                     ,71.42857142857143 ,50.067187499999996,43.2                   ,D
BOUV      ,Information Technology,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
BAHNB     ,Communication Services,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
MSLH      ,Materials             ,Europe                     ,50.0        ,50.0        ,14.705882352941174      ,57.14285714285714 ,50.0              ,44.0                   ,D
ENH       ,Energy                ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,49.9390243902439  ,67.5                   ,B
MTL       ,Materials             ,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.9              ,60.1                   ,C
HFG       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,49.685534591194966      ,66.66666666666666 ,50.0              ,52.4                   ,C
SBO       ,Energy                ,Europe                     ,50.0        ,50.0        ,63.513513513513516      ,80.0              ,49.755970924195225,57.2                   ,C
FGA       ,Industrials           ,Europe                     ,50.0        ,50.0        ,69.23076923076923       ,60.0              ,50.025252525252526,55.3                   ,C
GSJ       ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.11954261954262 ,67.5                   ,B
CER       ,Information Technology,Europe                     ,50.0        ,50.0        ,76.21359223300972       ,100.0             ,50.0              ,62.7                   ,C
LBIRD     ,Information Technology,Europe                     ,50.0        ,50.0        ,98.13084112149532       ,100.0             ,50.04277566539923 ,67.1                   ,B
MATAS     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,60.714285714285715      ,66.66666666666666 ,49.577626027397265,54.6                   ,C
STM       ,Industrials           ,Europe                     ,50.0        ,50.0        ,45.88235294117647       ,100.0             ,50.0              ,56.7                   ,C
FILA      ,Industrials           ,Europe                     ,50.0        ,50.0        ,57.93650793650793       ,75.0              ,50.0              ,55.3                   ,C
OHLA      ,Industrials           ,Europe                     ,50.0        ,50.0        ,39.33649289099527       ,25.0              ,50.0              ,44.1                   ,D
NLFSK     ,Industrials           ,Europe                     ,50.0        ,50.0        ,75.72324436759415       ,100.0             ,50.0              ,62.6                   ,C
SMCP      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,72.5                    ,100.0             ,50.0              ,62.0                   ,C
ROS       ,Industrials           ,Europe                     ,50.0        ,50.0        ,87.71929824561404       ,100.0             ,50.0              ,65.0                   ,B
EVS       ,Information Technology,Europe                     ,50.0        ,50.0        ,86.51685393258427       ,75.0              ,50.0              ,61.1                   ,C
COST      ,Industrials           ,Europe                     ,50.0        ,50.0        ,65.33333333333334       ,83.33333333333334 ,50.034246575342465,58.1                   ,C
EXPL      ,Materials             ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
DFS       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,47.61904761904761       ,100.0             ,50.0              ,57.0                   ,C
NOEJ      ,Industrials           ,Europe                     ,50.0        ,50.0        ,20.39473684210526       ,42.857142857142854,49.8994813119756  ,43.0                   ,D
NCC       ,Information Technology,Europe                     ,50.0        ,50.0        ,66.85714285714286       ,66.66666666666666 ,50.0              ,55.9                   ,C
RIEN      ,Industrials           ,Europe                     ,50.0        ,50.0        ,80.0                    ,25.0              ,49.92866847826087 ,52.2                   ,C
PRS       ,Communication Services,Europe                     ,50.0        ,50.0        ,90.9090909090909        ,33.33333333333333 ,50.0              ,55.7                   ,C
VETN      ,Materials             ,Europe                     ,50.0        ,50.0        ,100.0                   ,66.66666666666666 ,50.0              ,62.5                   ,C
MARS      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,74.19354838709678       ,80.0              ,50.0              ,59.3                   ,C
ELIX      ,Industrials           ,Europe                     ,50.0        ,50.0        ,82.72727272727272       ,100.0             ,50.0              ,64.0                   ,C
ALGIL     ,Materials             ,Europe                     ,50.0        ,50.0        ,86.66666666666667       ,25.0              ,49.94205298013245 ,53.6                   ,C
AVAX      ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
FXPO      ,Materials             ,Europe                     ,50.0        ,50.0        ,68.80434782608695       ,33.33333333333333 ,50.321474893459325,51.3                   ,C
ITM       ,Industrials           ,Europe                     ,50.0        ,50.0        ,0.0                     ,50.0              ,50.0              ,40.0                   ,D
GHC       ,Health Care           ,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
PRV       ,Industrials           ,Europe                     ,50.0        ,50.0        ,77.75                   ,75.0              ,49.97732054455445 ,59.3                   ,C
FTC       ,Information Technology,Europe                     ,50.0        ,50.0        ,94.38775510204083       ,100.0             ,50.0              ,66.4                   ,B
NOTE      ,Information Technology,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,49.963592233009706,60.0                   ,C
HTRO      ,Industrials           ,Europe                     ,50.0        ,50.0        ,83.33333333333334       ,0.0               ,50.0              ,49.2                   ,D
MHA       ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.0              ,60.0                   ,C
WPL       ,Communication Services,Europe                     ,50.0        ,50.0        ,3.6840837948470977      ,60.0              ,50.0              ,42.2                   ,D
IXX       ,Information Technology,Europe                     ,50.0        ,50.0        ,95.83333333333333       ,100.0             ,50.0              ,66.7                   ,B
QLCO      ,Information Technology,Europe                     ,50.0        ,50.0        ,95.48872180451129       ,50.0              ,50.0              ,59.1                   ,C
ATT       ,Materials             ,Europe                     ,50.0        ,50.0        ,66.27027027027027       ,50.0              ,50.0              ,53.3                   ,C
BSL       ,Information Technology,Europe                     ,50.0        ,50.0        ,88.63636363636364       ,66.66666666666666 ,50.28876152832675 ,60.3                   ,C
FYB       ,Health Care           ,Europe                     ,50.0        ,50.0        ,42.50000000000001       ,87.5              ,49.89378761640928 ,54.1                   ,C
BMY       ,Communication Services,Europe                     ,50.0        ,50.0        ,82.0                    ,100.0             ,50.0              ,63.9                   ,C
GPI       ,Health Care           ,Europe                     ,50.0        ,50.0        ,72.58064516129032       ,33.33333333333333 ,50.0              ,52.0                   ,C
FSTA      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,27.631578947368425      ,83.33333333333334 ,50.03536891660701 ,50.5                   ,C
PINE      ,Information Technology,Europe                     ,50.0        ,50.0        ,80.41379310344828       ,100.0             ,50.0              ,63.6                   ,C
ASB       ,Information Technology,Europe                     ,50.0        ,50.0        ,92.46026522284097       ,100.0             ,50.0              ,66.0                   ,B
GKP       ,Energy                ,Latin America and Caribbean,50.0        ,50.0        ,72.17705510388437       ,75.0              ,50.069856244384546,58.2                   ,C
OIZ       ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,81.63265306122449       ,100.0             ,50.0              ,63.8                   ,C
ATRAV     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,81.02189781021897       ,50.0              ,50.0              ,56.2                   ,C
GEA       ,Industrials           ,Europe                     ,50.0        ,50.0        ,97.70773638968483       ,50.0              ,50.0              ,59.5                   ,C
KID       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,92.5925925925926        ,0.0               ,49.868421052631575,51.0                   ,C
ABE       ,Information Technology,Europe                     ,50.0        ,50.0        ,84.11078717201167       ,100.0             ,50.0              ,64.3                   ,C
TOKMAN    ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,98.69281045751633       ,33.33333333333333 ,49.91072441480846 ,57.2                   ,C
SLIGR     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,68.88888888888889       ,20.0              ,49.91437694691247 ,49.3                   ,D
RST       ,Industrials           ,Europe                     ,50.0        ,50.0        ,24.4736842105263        ,100.0             ,50.03523983368827 ,52.4                   ,C
JDG       ,Industrials           ,Europe                     ,50.0        ,50.0        ,70.88888888888889       ,100.0             ,50.0              ,61.7                   ,C
FAST      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,36.8421052631579        ,62.5              ,50.0              ,49.2                   ,D
FFARM     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
SAMS      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,83.94160583941606       ,50.0              ,50.0              ,56.8                   ,C
AMP       ,Information Technology,Europe                     ,50.0        ,50.0        ,91.66666666666666       ,100.0             ,50.0              ,65.8                   ,B
COOR      ,Industrials           ,Europe                     ,50.0        ,50.0        ,85.90308370044053       ,100.0             ,50.0              ,64.7                   ,C
FORT      ,Materials             ,Europe                     ,50.0        ,50.0        ,42.984409799554555      ,70.0              ,49.99462365591397 ,51.6                   ,C
CLCO      ,Energy                ,Europe                     ,50.0        ,50.0        ,80.91275526986269       ,0.0               ,50.0              ,48.7                   ,D
BPOST     ,Industrials           ,Europe                     ,50.0        ,50.0        ,0.0                     ,16.666666666666664,50.0              ,35.0                   ,D
PMN       ,Industrials           ,Europe                     ,50.0        ,50.0        ,77.30721124676765       ,33.33333333333333 ,50.007459213812076,53.0                   ,C
NICL      ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,60.95890410958905       ,60.0              ,50.0              ,53.7                   ,C
KCC       ,Industrials           ,Europe                     ,50.0        ,50.0        ,78.16195578975632       ,100.0             ,50.0              ,63.1                   ,C
RAIVV     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,85.7142857142857        ,100.0             ,50.0              ,64.6                   ,C
EDR       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,33.65853658536585       ,16.666666666666664,49.679307961738424,41.7                   ,D
JCQ       ,Industrials           ,Europe                     ,50.0        ,50.0        ,36.58536585365854       ,0.0               ,50.0              ,39.8                   ,D
ONTEX     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,63.076923076923066      ,20.0              ,49.8776758409786  ,48.1                   ,D
KOFOL     ,Consumer Staples      ,Europe                     ,50.0        ,50.0        ,78.96825396825398       ,50.0              ,50.0              ,55.8                   ,C
RWS       ,Industrials           ,Europe                     ,50.0        ,50.0        ,62.264150943396224      ,100.0             ,49.70289855072464 ,59.9                   ,C
PLW       ,Communication Services,Europe                     ,50.0        ,50.0        ,91.77655677655679       ,0.0               ,50.0              ,50.9                   ,C
NYAB      ,Industrials           ,Europe                     ,50.0        ,50.0        ,94.8051948051948        ,100.0             ,50.0              ,66.5                   ,B
CRST      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,55.02645502645503       ,45.45454545454545 ,49.94696367011403 ,50.3                   ,C
SGF       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,98.4                    ,0.0               ,50.0              ,52.2                   ,C
NFG       ,Communication Services,Europe                     ,50.0        ,50.0        ,69.3446088794926        ,100.0             ,50.0              ,61.4                   ,C
IBS       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,76.92307692307692       ,100.0             ,50.0              ,62.9                   ,C
IBAB      ,Health Care           ,Europe                     ,50.0        ,50.0        ,78.78787878787878       ,66.66666666666666 ,50.0              ,58.3                   ,C
ASC       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,0.0                     ,16.666666666666664,49.66222222222222 ,35.0                   ,D
METN      ,Health Care           ,Europe                     ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
IOT       ,Information Technology,Europe                     ,50.0        ,50.0        ,56.75675675675677       ,75.0              ,50.0              ,55.1                   ,C
MULTI     ,Industrials           ,Europe                     ,50.0        ,50.0        ,84.61538461538461       ,33.33333333333333 ,50.0              ,54.4                   ,C
TXT       ,Information Technology,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
REJLB     ,Industrials           ,Europe                     ,50.0        ,50.0        ,89.01098901098901       ,100.0             ,49.97282608695652 ,65.3                   ,B
BRNL      ,Industrials           ,Europe                     ,50.0        ,50.0        ,93.93939393939394       ,0.0               ,50.0              ,51.3                   ,C
ILM1      ,Health Care           ,Europe                     ,50.0        ,50.0        ,64.0                    ,100.0             ,50.037393162393165,60.3                   ,C
MEDI      ,Health Care           ,Europe                     ,50.0        ,50.0        ,96.82539682539682       ,100.0             ,50.0              ,66.9                   ,B
ARAMI     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,42.85714285714286       ,33.33333333333333 ,50.0              ,46.1                   ,D
M8G       ,Communication Services,Europe                     ,50.0        ,50.0        ,0.0                     ,100.0             ,50.0              ,47.5                   ,D
SGL       ,Industrials           ,Europe                     ,50.0        ,50.0        ,81.94444444444444       ,0.0               ,50.06894736842106 ,48.9                   ,D
HAYPP     ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,48.57142857142858       ,50.0              ,49.86486486486486 ,49.7                   ,D
RWY       ,Industrials           ,Europe                     ,50.0        ,50.0        ,76.33928571428571       ,100.0             ,50.0              ,62.8                   ,C
CAML      ,Materials             ,Europe                     ,50.0        ,50.0        ,76.09069212410502       ,66.66666666666666 ,50.040143535729044,57.7                   ,C
ENDUR     ,Industrials           ,Europe                     ,50.0        ,50.0        ,91.30434782608695       ,100.0             ,50.0              ,65.8                   ,B
TFF       ,Materials             ,Europe                     ,50.0        ,50.0        ,40.0                    ,20.0              ,50.009871668311945,43.5                   ,D
IDOX      ,Information Technology,Europe                     ,50.0        ,50.0        ,89.28571428571429       ,100.0             ,50.0              ,65.4                   ,B
EEE       ,Materials             ,Latin America and Caribbean,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
MEKO      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
TLGO      ,Industrials           ,Europe                     ,50.0        ,50.0        ,77.46478873239437       ,0.0               ,50.0              ,48.0                   ,D
IDUNB     ,Industrials           ,Europe                     ,50.0        ,50.0        ,100.0                   ,50.0              ,50.0              ,60.0                   ,C
