ticker    ,sector                ,region                     ,rating_score,upside_score,consensus_strength_score,conviction_score  ,pt_momentum_score ,analyst_consensus_score,consensus_grade
SLGN      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,80.0                    ,90.9090909090909  ,49.98631524222071 ,62.1                   ,C
ACAD      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,28.125                  ,60.0              ,50.14013770687813 ,47.1                   ,D
SRRK      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,64.0                    ,100.0             ,50.10689092034573 ,60.3                   ,C
KNF       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,52.38095238095239       ,80.0              ,50.0              ,55.0                   ,C
ITRI      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,74.12587412587413       ,81.81818181818183 ,50.0              ,59.6                   ,C
FELE      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,73.568281938326         ,40.0              ,50.0              ,53.2                   ,C
BLLN      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,65.51724137931035       ,75.0              ,49.95379200817219 ,56.8                   ,C
CROX      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,53.409090909090914      ,21.428571428571427,50.0              ,46.4                   ,D
FOLD      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,89.65517241379311       ,14.285714285714285,49.82704402515723 ,52.6                   ,C
BYD       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,64.38328847424279       ,92.85714285714286 ,50.016361208189565,59.3                   ,C
CAR       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,44.366197183098585      ,12.5              ,50.0              ,43.2                   ,D
CLBT      ,Information Technology,Africa / Middle East       ,50.0        ,50.0        ,79.16666666666666       ,100.0             ,50.0              ,63.3                   ,C
ECG       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,92.55813953488372       ,60.0              ,50.02563011809775 ,60.0                   ,C
LNTH      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,25.0                    ,84.61538461538461 ,50.04123438215875 ,50.2                   ,C
AGX       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,79.44444444444444       ,25.0              ,50.0              ,52.1                   ,C
COMM      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,93.81443298969072       ,66.66666666666666 ,50.17462841966409 ,61.3                   ,C
FLNC      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,0.0                     ,4.761904761904763 ,50.04862411312574 ,33.2                   ,F
CENX      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,75.67567567567568       ,100.0             ,50.27777777777778 ,62.7                   ,C
FTDR      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,63.15789473684211       ,20.0              ,50.0              ,48.1                   ,D
RSI       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,47.82608695652174       ,75.0              ,50.06250792970237 ,53.3                   ,C
QTWO      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,64.44444444444444       ,66.66666666666666 ,50.00198964936471 ,55.4                   ,C
RUN       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,30.434782608695656      ,60.869565217391305,49.994513934606104,47.7                   ,D
CAAP      ,Industrials           ,Europe                     ,50.0        ,50.0        ,78.47358121330724       ,83.33333333333334 ,50.0              ,60.7                   ,C
INDV      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,66.66666666666667       ,100.0             ,50.33018905304421 ,60.9                   ,C
MGY       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,56.36363636363637       ,47.36842105263158 ,49.991706847398476,50.9                   ,C
CGON      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,30.26315789473685       ,100.0             ,50.20706915008704 ,53.6                   ,C
ADMA      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,56.666666666666664      ,100.0             ,50.0              ,58.8                   ,C
SHAK      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,41.9047619047619        ,42.30769230769231 ,49.91031455812863 ,47.2                   ,D
NG        ,Materials             ,United States and Canada   ,50.0        ,50.0        ,62.96296296296296       ,100.0             ,50.0              ,60.1                   ,C
ALHC      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,46.666666666666664      ,83.33333333333334 ,50.12770943451385 ,54.3                   ,C
GBTG      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,50.90909090909091       ,85.71428571428571 ,50.0              ,55.5                   ,C
RH        ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,10.810810810810807      ,20.0              ,49.93370958723326 ,37.7                   ,D
LEGN      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,40.27777777777778       ,94.44444444444444 ,49.912954137010495,54.7                   ,C
WHD       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,72.54901960784314       ,62.5              ,50.03759398496241 ,56.4                   ,C
PRM       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,87.87878787878788       ,50.0              ,50.161290322580655,57.6                   ,C
MDU       ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,75.60975609756098       ,57.14285714285714 ,49.983978365384615,56.2                   ,C
SCR       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,53.125                  ,22.22222222222222 ,49.71739323251586 ,46.4                   ,D
MARA      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,26.08695652173914       ,61.53846153846154 ,49.90255202013489 ,46.9                   ,D
HSAI      ,Consumer Discretionary,Asia / Pacific             ,50.0        ,50.0        ,56.287501512322564      ,100.0             ,50.05800444588991 ,58.8                   ,C
PSMT      ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,55.55555555555556       ,66.66666666666666 ,50.24305625000001 ,53.6                   ,C
HGV       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,32.653061224489804      ,40.0              ,50.0              ,45.0                   ,D
AC        ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,42.04081632653062       ,68.75             ,50.00644662197009 ,51.2                   ,C
VRNS      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,50.0                    ,80.95238095238095 ,49.874999050000376,54.6                   ,C
BTU       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,61.65191740412979       ,83.33333333333334 ,50.0              ,57.3                   ,C
AMRX      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,86.66666666666667       ,100.0             ,50.10869565217392 ,64.8                   ,C
NWE       ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,81.9672131147541        ,28.57142857142857 ,50.02411575562701 ,53.2                   ,C
TGTX      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,8.16326530612244        ,66.66666666666667 ,50.016128231009105,44.1                   ,D
MATX      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,87.11484593837535       ,100.0             ,50.27173913043479 ,65.0                   ,B
AVT       ,Information Technology,United States and Canada   ,50.0        ,50.0        ,60.0                    ,25.0              ,50.0              ,48.2                   ,D
SXT       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,91.66666666666667       ,66.66666666666666 ,49.95901639344262 ,60.8                   ,C
BOX       ,Information Technology,United States and Canada   ,50.0        ,50.0        ,50.0                    ,40.0              ,50.0              ,48.5                   ,D
VIAV      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,78.94736842105263       ,87.5              ,50.07751538369708 ,61.4                   ,C
GLNG      ,Energy                ,Latin America and Caribbean,50.0        ,50.0        ,75.24752475247524       ,87.5              ,50.0              ,60.7                   ,C
VVV       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,55.0                    ,73.33333333333333 ,49.985920906783   ,54.5                   ,C
ATGE      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,69.96996996996997       ,100.0             ,50.0              ,61.5                   ,C
PII       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,40.0                    ,5.88235294117647  ,50.050149392480705,41.4                   ,D
TEX       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,57.142857142857146      ,45.454545454545446,50.05756294919659 ,50.8                   ,C
GRAL      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,90.47619047619048       ,50.0              ,50.0              ,58.1                   ,C
PATK      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,73.04347826086956       ,60.0              ,50.02710027100271 ,56.1                   ,C
KBH       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,50.0                    ,7.142857142857142 ,49.732621323529415,43.5                   ,D
MWA       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,81.81818181818181       ,33.33333333333333 ,50.0              ,53.9                   ,C
WSC       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,41.666666666666664      ,50.0              ,50.01024590163935 ,48.3                   ,D
SKYW      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,70.76923076923077       ,83.33333333333334 ,50.0              ,59.2                   ,C
TPC       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,90.27027027027027       ,100.0             ,50.07022471910112 ,65.6                   ,B
GFF       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,75.0                    ,100.0             ,50.0              ,62.5                   ,C
BRC       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
ACLX      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,58.92857142857143       ,90.0              ,49.98293701657459 ,57.8                   ,C
SIMO      ,Information Technology,Asia / Pacific             ,50.0        ,50.0        ,54.16666666666667       ,90.0              ,50.05482456140351 ,56.8                   ,C
CRC       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,66.15384615384616       ,92.3076923076923  ,49.982026879399164,59.6                   ,C
KC        ,Information Technology,Asia / Pacific             ,50.0        ,50.0        ,59.10918108524323       ,92.3076923076923  ,49.98377496897752 ,58.2                   ,C
DORM      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,79.71014492753623       ,87.5              ,49.954971181556196,61.6                   ,C
PBF       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,32.25806451612904       ,21.42857142857143 ,50.04407551123992 ,42.2                   ,D
YETI      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,10.256410256410248      ,37.5              ,50.02403846153845 ,40.2                   ,D
CORT      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,25.26315789473685       ,49.99999999999999 ,49.182070240295744,45.0                   ,D
NVST      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,59.090909090909086      ,26.66666666666666 ,50.026045193149706,48.3                   ,D
PPTA      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,93.66694818096882       ,100.0             ,50.350973735263395,66.3                   ,B
CBT       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,63.513513513513516      ,20.0              ,50.14179104477612 ,48.2                   ,D
USLM      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
PBH       ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,60.16260162601626       ,90.9090909090909  ,50.174696109358564,58.2                   ,C
TERN      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,71.68141592920354       ,100.0             ,50.21330169020606 ,61.9                   ,C
VAL       ,Energy                ,Latin America and Caribbean,50.0        ,50.0        ,71.68141592920354       ,10.0              ,49.982206405693944,48.3                   ,D
LNR       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,81.28654970760235       ,66.66666666666666 ,50.052580285820156,58.8                   ,C
ASO       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,66.10169491525424       ,47.368421052631575,50.035846023688656,52.8                   ,C
LGND      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,76.59574468085106       ,100.0             ,50.011462518770635,62.8                   ,C
HNGE      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,63.07692307692307       ,93.75             ,49.9629622139916  ,59.2                   ,C
GTX       ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,71.42857142857143       ,80.0              ,50.23684210526316 ,58.8                   ,C
HAE       ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,62.22222222222222       ,63.63636363636363 ,50.113636363636374,54.5                   ,C
TBBB      ,Consumer Staples      ,Latin America and Caribbean,50.0        ,50.0        ,49.98109104661058       ,58.333333333333336,50.02444977806289 ,51.2                   ,C
VEON      ,Communication Services,Africa / Middle East       ,50.0        ,50.0        ,54.53333333333334       ,100.0             ,50.0              ,58.4                   ,C
KAI       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,75.0                    ,50.0              ,50.0              ,55.0                   ,C
ICUI      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,84.35754189944134       ,85.71428571428571 ,50.0              ,62.2                   ,C
MHO       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,90.96774193548387       ,100.0             ,49.89816651768503 ,65.7                   ,B
VRRM      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,70.0                    ,85.71428571428571 ,50.0              ,59.4                   ,C
EXPO      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,89.47368421052632       ,66.66666666666666 ,50.075301204819276,60.4                   ,C
AZZ       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,82.3076923076923        ,70.0              ,50.12411505960507 ,59.5                   ,C
MYRG      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,92.5925925925926        ,50.0              ,50.027015793848705,58.5                   ,C
SMG       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,58.57142857142857       ,66.66666666666666 ,49.96093605804528 ,54.2                   ,C
NAMS      ,Health Care           ,Europe                     ,50.0        ,50.0        ,51.149225629082544      ,92.85714285714286 ,50.058595466716405,56.7                   ,C
TA        ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,50.0                    ,63.63636363636364 ,50.01996861924687 ,52.0                   ,C
UNF       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,69.1919191919192        ,20.0              ,50.2643504531722  ,49.4                   ,D
GEF       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,51.35135135135135       ,16.666666666666664,50.123966942148755,45.3                   ,D
CALX      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,87.26114649681529       ,71.42857142857143 ,50.0              ,60.7                   ,C
SIG       ,Consumer Discretionary,Latin America and Caribbean,50.0        ,50.0        ,42.85714285714286       ,44.44444444444444 ,50.0              ,47.7                   ,D
JOYY      ,Communication Services,Asia / Pacific             ,50.0        ,50.0        ,57.69230769230769       ,91.66666666666666 ,50.136663813555124,57.8                   ,C
FUL       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,62.857142857142854      ,42.857142857142854,50.0              ,51.5                   ,C
SEI       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,83.20610687022901       ,100.0             ,50.03482972136223 ,64.1                   ,C
OTTR      ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,100.0                   ,33.33333333333333 ,50.0              ,57.5                   ,C
HAYW      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,72.22222222222223       ,10.0              ,50.02015320955386 ,48.4                   ,D
ARIS      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,85.44188000113905       ,100.0             ,50.1462501825617  ,64.6                   ,C
WRBY      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,40.35087719298246       ,69.23076923076923 ,50.318961629018446,51.0                   ,C
LBTYA     ,Communication Services,Latin America and Caribbean,50.0        ,50.0        ,0.0                     ,26.66666666666666 ,49.96496815286625 ,36.5                   ,D
LCID      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,0.0                     ,10.0              ,49.95383703670883 ,34.0                   ,F
EE        ,Energy                ,United States and Canada   ,50.0        ,50.0        ,50.724637681159415      ,75.0              ,50.00603623188405 ,53.9                   ,C
NPI       ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,60.869565217391305      ,53.84615384615385 ,49.991322030532004,52.7                   ,C
KFY       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,80.12422360248448       ,80.0              ,50.0              ,60.5                   ,C
EIF       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,70.65217391304347       ,92.3076923076923  ,50.08312017625911 ,60.5                   ,C
KXS       ,Information Technology,United States and Canada   ,50.0        ,50.0        ,72.82170788098767       ,81.81818181818183 ,50.01645747718636 ,59.3                   ,C
VERA      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,8.219178082191775       ,85.71428571428571 ,50.18701974025751 ,47.0                   ,D
SPSC      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,55.0                    ,41.66666666666667 ,50.04638265306123 ,49.8                   ,D
VKTX      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,11.442786069651746      ,94.44444444444444 ,50.0              ,49.0                   ,D
CARG      ,Communication Services,United States and Canada   ,50.0        ,50.0        ,75.90361445783132       ,57.14285714285714 ,50.02568959861081 ,56.3                   ,C
SPHR      ,Communication Services,United States and Canada   ,50.0        ,50.0        ,36.787564766839374      ,63.63636363636364 ,50.45395590142672 ,49.4                   ,D
CALM      ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,77.6470588235294        ,40.0              ,49.73852040816326 ,54.0                   ,C
SJ        ,Materials             ,United States and Canada   ,50.0        ,50.0        ,75.25773195876289       ,44.44444444444444 ,50.03558628626823 ,54.2                   ,C
GPOR      ,Energy                ,United States and Canada   ,50.0        ,50.0        ,68.58407079646018       ,71.42857142857143 ,49.984743174242   ,56.9                   ,C
TTAM      ,Materials             ,Europe                     ,50.0        ,50.0        ,64.70588235294117       ,28.57142857142857 ,50.15217364839366 ,49.7                   ,D
BEAM      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,0.0                     ,82.35294117647058 ,49.960340615651255,44.8                   ,D
VCYT      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,83.33333333333334       ,66.66666666666667 ,50.008773684210524,59.2                   ,C
INTA      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,39.28571428571429       ,40.0              ,50.0328227571116  ,46.4                   ,D
FUBO      ,Communication Services,United States and Canada   ,50.0        ,50.0        ,82.35294117647058       ,25.0              ,50.0              ,52.7                   ,C
XMTR      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,67.6923076923077        ,60.0              ,50.0              ,55.0                   ,C
LCII      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,55.45454545454545       ,40.0              ,50.0              ,49.6                   ,D
GRBK      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
TARS      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,44.31818181818182       ,90.0              ,50.0              ,54.9                   ,C
CLSK      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,28.888888888888886      ,100.0             ,49.98310251926076 ,53.3                   ,C
AGYS      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,85.71428571428572       ,85.71428571428571 ,50.0              ,62.5                   ,C
DAN       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,85.18518518518519       ,75.0              ,50.040533739963536,60.8                   ,C
AVA       ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,68.29268292682927       ,0.0               ,50.0              ,46.2                   ,D
ARQT      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,73.77049180327869       ,87.5              ,50.0              ,60.4                   ,C
SKE       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,50.0                    ,90.9090909090909  ,50.275263701797776,56.2                   ,C
HWKN      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,89.13043478260869       ,66.66666666666666 ,50.0              ,60.3                   ,C
AVNT      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,61.44578313253012       ,75.0              ,50.01524390243903 ,56.0                   ,C
WGS       ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,72.35294117647058       ,88.88888888888889 ,50.092717283517565,60.3                   ,C
FVI       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,45.35029135513399       ,50.0              ,50.06808541043036 ,49.1                   ,D
KGS       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,72.72727272727273       ,100.0             ,50.036844226039676,62.0                   ,C
COCO      ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,76.27118644067797       ,72.72727272727273 ,50.11523255730065 ,58.7                   ,C
VERX      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,41.17647058823529       ,62.5              ,49.980776893502906,50.1                   ,C
GTM       ,Communication Services,United States and Canada   ,50.0        ,50.0        ,33.33333333333334       ,9.090909090909086 ,49.98190664313585 ,40.5                   ,D
PLUG      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,0.0                     ,4.545454545454543 ,49.89455562728642 ,33.2                   ,F
USAC      ,Energy                ,United States and Canada   ,50.0        ,50.0        ,81.13207547169812       ,0.0               ,50.031062150387775,48.7                   ,D
ARLP      ,Energy                ,United States and Canada   ,50.0        ,50.0        ,87.09677419354838       ,100.0             ,50.0              ,64.9                   ,C
XENE      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,61.81818181818181       ,100.0             ,50.00475162493841 ,59.9                   ,C
CPRI      ,Consumer Discretionary,Europe                     ,50.0        ,50.0        ,16.98113207547169       ,41.17647058823529 ,50.10526911907787 ,42.1                   ,D
IAC       ,Communication Services,United States and Canada   ,50.0        ,50.0        ,47.82608695652174       ,76.92307692307693 ,50.01779605470885 ,53.6                   ,C
FRPT      ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,35.71428571428571       ,61.111111111111114,50.082545951629264,48.8                   ,D
PBH       ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,77.07006369426752       ,85.71428571428571 ,50.0              ,60.8                   ,C
BCC       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,79.67914438502675       ,42.857142857142854,50.02767528696504 ,54.9                   ,C
ERO       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,60.0                    ,52.94117647058824 ,50.075694635525046,52.4                   ,C
AMR       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,78.86178861788618       ,33.33333333333333 ,50.0              ,53.3                   ,C
FIZZ      ,Consumer Staples      ,United States and Canada   ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
HP        ,Energy                ,United States and Canada   ,50.0        ,50.0        ,57.57575757575758       ,35.29411764705882 ,50.20348522850555 ,49.3                   ,D
IDYA      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,0.0                     ,89.47368421052632 ,50.00296089801821 ,45.9                   ,D
TPH       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,60.526315789473685      ,50.0              ,49.961340206185575,52.1                   ,C
VRDN      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,42.85714285714286       ,94.44444444444444 ,50.0984984423676  ,55.2                   ,C
TGNA      ,Communication Services,United States and Canada   ,50.0        ,50.0        ,95.45454545454545       ,0.0               ,50.0              ,51.6                   ,C
GEI       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,78.57142857142857       ,46.15384615384615 ,50.02124932790254 ,55.1                   ,C
CSTM      ,Materials             ,Europe                     ,50.0        ,50.0        ,64.49249025504966       ,75.0              ,50.15755665082959 ,56.7                   ,C
TMC       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,26.66666666666667       ,100.0             ,50.0              ,52.8                   ,C
BTDR      ,Information Technology,Asia / Pacific             ,50.0        ,50.0        ,42.1875                 ,100.0             ,49.915543804788925,55.9                   ,C
WRD       ,Consumer Discretionary,Asia / Pacific             ,50.0        ,50.0        ,49.71374351675547       ,100.0             ,50.06311964922324 ,57.4                   ,C
DML       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,50.0                    ,100.0             ,50.06173722836642 ,57.5                   ,C
BSM       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,100.0                   ,0.0               ,50.0              ,52.5                   ,C
TPZ       ,Energy                ,United States and Canada   ,50.0        ,50.0        ,80.95238095238095       ,100.0             ,50.0              ,63.7                   ,C
PVH       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,25.405405405405403      ,53.84615384615385 ,50.01350355624478 ,45.7                   ,D
VNET      ,Information Technology,Asia / Pacific             ,50.0        ,50.0        ,0.0                     ,84.61538461538461 ,50.00820313829606 ,45.2                   ,D
LRN       ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,54.54545454545455       ,60.0              ,49.80769230769231 ,52.4                   ,C
COLM      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,37.39130434782608       ,25.0              ,50.07650934318082 ,43.7                   ,D
ACLS      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,78.46153846153845       ,16.666666666666664,49.9793388429752  ,50.7                   ,C
CAKE      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,65.0                    ,23.809523809523807,50.015057697957864,49.1                   ,D
TNET      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,45.3125                 ,14.285714285714285,49.99289772727272 ,43.7                   ,D
SUPN      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,83.739837398374         ,83.33333333333334 ,50.03443388429753 ,61.8                   ,C
DRD       ,Materials             ,Africa / Middle East       ,50.0        ,50.0        ,100.0                   ,100.0             ,50.0              ,67.5                   ,B
AERO      ,Industrials           ,Latin America and Caribbean,50.0        ,50.0        ,61.40350877192983       ,100.0             ,50.2590543071161  ,59.8                   ,C
CPK       ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,86.11111111111111       ,66.66666666666666 ,50.0              ,59.7                   ,C
ASH       ,Materials             ,United States and Canada   ,50.0        ,50.0        ,62.31884057971014       ,66.66666666666666 ,50.067246835443036,55.0                   ,C
HURN      ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,81.04265402843602       ,100.0             ,50.28064516129033 ,63.7                   ,C
MH        ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,47.61904761904761       ,92.3076923076923  ,49.98015476190476 ,55.9                   ,C
SXI       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,89.61538461538461       ,100.0             ,50.0              ,65.4                   ,B
KNSA      ,Health Care           ,Europe                     ,50.0        ,50.0        ,78.18181818181819       ,100.0             ,50.01305417413728 ,63.1                   ,C
PTON      ,Consumer Discretionary,United States and Canada   ,50.0        ,50.0        ,0.0                     ,42.857142857142854,50.0              ,38.9                   ,D
AVPT      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,38.888888888888886      ,78.57142857142857 ,49.97817607242311 ,52.1                   ,C
TDC       ,Information Technology,United States and Canada   ,50.0        ,50.0        ,25.925925925925924      ,9.090909090909097 ,50.1416709750043  ,39.1                   ,D
KLIC      ,Information Technology,Asia / Pacific             ,50.0        ,50.0        ,59.090909090909086      ,33.33333333333333 ,50.03623369565218 ,49.3                   ,D
ITGR      ,Health Care           ,United States and Canada   ,50.0        ,50.0        ,73.5632183908046        ,40.0              ,50.00417892836826 ,53.2                   ,C
MTRN      ,Materials             ,United States and Canada   ,50.0        ,50.0        ,90.34482758620689       ,75.0              ,50.0              ,61.8                   ,C
ATS       ,Industrials           ,United States and Canada   ,50.0        ,50.0        ,65.15306122448979       ,62.5              ,50.00407717951724 ,54.9                   ,C
MGEE      ,Utilities             ,United States and Canada   ,50.0        ,50.0        ,84.93975903614458       ,33.33333333333333 ,49.95859316770186 ,54.5                   ,C
NCNO      ,Information Technology,United States and Canada   ,50.0        ,50.0        ,60.0                    ,58.82352941176471 ,49.93877857142858 ,53.3                   ,C
GLOB      ,Information Technology,Europe                     ,50.0        ,50.0        ,0.0                     ,52.17391304347826 ,49.99281422640879 ,40.3                   ,D
MANU      ,Communication Services,Europe                     ,50.0        ,50.0        ,52.98835085660009       ,66.66666666666666 ,50.002988227925705,53.1                   ,C
