ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
300394    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.61545504486358  ,98.7865199704142    ,0.0                    ,59.7                    ,C
5401      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.84148665101412  ,71.35592820831036   ,0.0                    ,51.4                    ,C
J36       ,Industrials           ,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,87.87071767941985  ,72.052570322313     ,0.0                    ,52.0                    ,C
A010130   ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,78.17963401406561  ,57.984495427678276  ,0.0                    ,47.2                    ,D
600989    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.94778518698295  ,56.69149207523736   ,0.0                    ,46.5                    ,D
600019    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.78634750009614  ,81.41462950634453   ,0.0                    ,54.6                    ,C
4307      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.3723621107223   ,63.513554980603445  ,0.0                    ,48.6                    ,D
2345      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.43415632271324  ,95.95498818182855   ,0.0                    ,58.7                    ,C
GULF      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,31.29982823618639  ,20.12728069944908   ,0.0                    ,30.3                    ,F
TLKM      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.23123563625391  ,67.93692525734025   ,0.0                    ,50.4                    ,C
002463    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.84295783861576  ,78.59704110608735   ,0.0                    ,53.7                    ,C
301308    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,62.47950321072287  ,42.54631889517177   ,0.0                    ,41.0                    ,D
BXB       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,67.92131813026087  ,57.8835301494409    ,0.0                    ,45.2                    ,D
2269      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.37930278119279  ,89.16278086649075   ,0.0                    ,57.1                    ,C
3659      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.70620527768489  ,96.02168510276009   ,0.0                    ,58.9                    ,C
002230    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.71062221060856  ,79.2068462488694    ,0.0                    ,53.4                    ,C
A009540   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.52743901061098  ,93.53408413757498   ,0.0                    ,57.8                    ,C
002384    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.44814988012835  ,62.21092546679421   ,0.0                    ,47.5                    ,D
GRASIM    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,60.384326594778884 ,53.16122710992832   ,0.0                    ,42.7                    ,D
2802      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.66816634091775  ,63.97288363303382   ,0.0                    ,48.7                    ,D
HYUNDAI   ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.26092730739053  ,96.46887844312737   ,0.0                    ,58.9                    ,C
5020      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.29787053856138  ,61.94232119678489   ,0.0                    ,47.2                    ,D
603799    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,55.62610467369158  ,40.719330907660755  ,0.0                    ,39.3                    ,D
002028    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.0318079562605   ,50.0                ,50.0                   ,59.8                    ,C
ICT       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,27.190195347306467 ,32.03376757502271   ,0.0                    ,31.8                    ,F
6920      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,0.0                    ,60.0                    ,C
LTIM      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.78970921433579  ,91.07362005968818   ,0.0                    ,57.6                    ,C
4543      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.78865337751363  ,85.37258690741959   ,50.0                   ,66.0                    ,B
2097      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.79516108448313  ,99.4152197814361    ,0.0                    ,59.8                    ,C
300014    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.22433284078974  ,68.34000360281367   ,0.0                    ,49.5                    ,D
002602    ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.3800575879593   ,88.67233280516047   ,0.0                    ,56.8                    ,C
601012    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.82511907309225  ,75.63339014512077   ,68.8131035325755       ,65.7                    ,B
INDIGO    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,27.909462732268807  ,0.0                    ,25.6                    ,F
000408    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.91548503856764  ,99.70904770891705   ,0.0                    ,59.9                    ,C
600089    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.96367813222204  ,73.91981845954274   ,0.0                    ,51.6                    ,C
605499    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.18148144633498  ,63.34376217100075   ,0.0                    ,46.9                    ,D
TENAGA    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,54.11991710140784  ,47.50150790061419   ,0.0                    ,40.3                    ,D
1801      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.80603160471846  ,83.61852841701946   ,0.0                    ,55.3                    ,C
002460    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.93243637055238  ,55.6350591478254    ,0.0                    ,46.1                    ,D
6971      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.48105764621931  ,90.51320959174583   ,50.0                   ,67.4                    ,B
603019    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.50849963550989  ,96.74243239687608   ,0.0                    ,59.1                    ,C
1812      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.3421743276362   ,71.34199780617318   ,0.0                    ,50.1                    ,C
753       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,14.690057409246293  ,0.26410092778950467    ,23.0                    ,F
1038      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.03541188807382  ,84.51960644412078   ,0.0                    ,55.9                    ,C
1928      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,8.686990778046377   ,0.0                    ,21.7                    ,F
532343    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,25.40000998019999   ,0.0                    ,25.1                    ,F
COL       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,9.555065180508127  ,36.391321257707745  ,0.0                    ,29.2                    ,F
A196170   ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.92342232681436  ,96.40833122766487   ,0.0                    ,59.1                    ,C
VBL       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.37208636623865  ,84.73530096828935   ,0.0                    ,55.8                    ,C
7936      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.36079334887168  ,71.75418091634529   ,0.0                    ,51.0                    ,C
000425    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.21736803495756  ,65.092787235509     ,0.0                    ,48.1                    ,D
601689    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.43135793266245  ,75.41531387911425   ,0.0                    ,52.6                    ,C
300442    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,51.20911852310597  ,32.502599382675754  ,0.0                    ,36.7                    ,D
9766      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.85610257048609  ,88.74044510586484   ,0.0                    ,56.9                    ,C
1303      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.39429787483377  ,63.43195132463193   ,0.0                    ,49.4                    ,D
2327      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,70.52153232543725  ,50.99393571753059   ,0.0                    ,44.3                    ,D
2383      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.63291952989933  ,71.68846788333147   ,0.0                    ,51.1                    ,C
002938    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.36263862824934  ,90.10230952256101   ,0.0                    ,57.3                    ,C
2727      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.05264978226352  ,79.90636684238667   ,0.0                    ,51.8                    ,C
IHH       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.468508647693    ,67.44564147004373   ,0.0                    ,50.6                    ,C
DIVISLAB  ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.99105860419104  ,99.97035702752885   ,0.0                    ,60.0                    ,C
6326      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.49631964358292  ,51.342982849903265  ,0.0                    ,44.6                    ,D
601390    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,66.97152382076568  ,71.99791544358317   ,0.0                    ,47.8                    ,D
9503      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,51.9906619658      ,42.041853555200944  ,0.0                    ,38.8                    ,D
600489    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.92379893843173  ,64.70710160859949   ,0.0                    ,49.7                    ,D
EVN       ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.97832463396767  ,76.81029807307252   ,0.0                    ,53.0                    ,C
TMCV      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,50.0               ,50.0                ,50.0                   ,50.0                    ,C
4452      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.55795459861136  ,83.5768368628178    ,0.0                    ,55.2                    ,C
600029    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,15.293742576221147  ,0.0                    ,23.1                    ,F
KZAP      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.33247868782455  ,95.09552942339184   ,0.0                    ,58.7                    ,C
9660      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.85978432441593  ,95.30762563439504   ,100.0                  ,78.6                    ,B
772       ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.69852599468548  ,99.09460052677788   ,0.0                    ,59.8                    ,C
600115    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,20.444227034273123  ,0.0                    ,24.1                    ,F
4689      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.48015705057212  ,76.87358111653899   ,0.0                    ,52.1                    ,C
BPCL      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.97437760051172  ,65.02656473964561   ,0.0                    ,48.0                    ,D
1800      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,54.573047958568964 ,57.114586364726705  ,0.0                    ,42.3                    ,D
3         ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.26155902490476  ,53.46999555402449   ,0.0                    ,44.9                    ,D
1171      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.93994282708157  ,60.96539191405874   ,0.0                    ,46.6                    ,D
A010140   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,68.49639436013346  ,74.23877885195805   ,0.0                    ,48.5                    ,D
002600    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.0497983826543   ,67.07535261688844   ,0.0                    ,49.4                    ,D
600018    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.86838402469166  ,70.98228115271982   ,0.0                    ,52.0                    ,C
A035720   ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.88206056913322  ,79.45242754486628   ,0.0                    ,53.9                    ,C
7832      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,0.0                    ,60.0                    ,C
1801      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.23286860836683  ,83.63624436624066   ,0.0                    ,54.4                    ,C
600905    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,40.900674408396185 ,35.6339553626998    ,0.0                    ,35.3                    ,D
A005490   ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.40640139622093  ,67.47779091058624   ,0.0                    ,50.6                    ,C
ASII      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.63972299334277  ,73.39087199427466   ,0.0                    ,52.2                    ,C
ADANIGREEN,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,10.186926352213622  ,0.0                    ,22.0                    ,F
A051910   ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.98702320900823  ,63.540445094638656  ,0.0                    ,48.9                    ,D
7532      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,76.35914763713801  ,63.38676776871714   ,0.0                    ,47.9                    ,D
1929      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.70300231121817  ,66.04165776956195   ,0.0                    ,48.1                    ,D
3017      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.303677820202    ,76.50947119179163   ,0.0                    ,51.6                    ,C
REA       ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.79223479391679  ,96.88006243898253   ,0.0                    ,59.1                    ,C
1818      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,73.46888910135874  ,53.21041601944658   ,0.0                    ,45.3                    ,D
PIDILITIND,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.47972683127713  ,95.94834366825806   ,0.0                    ,58.9                    ,C
600585    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.96897453755645  ,85.15370781440977   ,0.0                    ,56.0                    ,C
TECHM     ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.57101240776662  ,94.31062158109278   ,0.0                    ,58.4                    ,C
7270      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.4904212380285   ,86.97135913760599   ,50.0                   ,66.1                    ,B
000807    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.88725818524178  ,91.044459579983     ,0.0                    ,57.6                    ,C
6988      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.98550822372432  ,99.9570353665578    ,0.0                    ,60.0                    ,C
688271    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.85342798266392  ,96.94710793719393   ,0.0                    ,59.2                    ,C
002493    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,28.95502328850107  ,33.139616870346075  ,0.0                    ,32.4                    ,F
1177      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.43270207578959  ,81.44243988555155   ,0.0                    ,54.8                    ,C
A064350   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.1751116402233   ,91.69692864226154   ,0.0                    ,57.2                    ,C
1802      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.70877419498734  ,84.65081311350669   ,0.0                    ,54.9                    ,C
BRPT      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,62.805059559342055 ,44.53924307101028   ,0.0                    ,41.5                    ,D
BRITANNIA ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.51621038400542  ,82.37069507138231   ,0.0                    ,54.6                    ,C
6594      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.84171919475092  ,76.01849112827499   ,0.0                    ,52.8                    ,C
688072    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,77.00045913682277  ,70.15602062799078   ,0.0                    ,49.4                    ,D
600893    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.16485940457918  ,72.26879339777629   ,0.0                    ,50.7                    ,C
C6L       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,73.21241559585218  ,62.5340577152379    ,0.0                    ,47.1                    ,D
6         ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.03953043578055  ,96.66627177217092   ,0.0                    ,59.1                    ,C
600418    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,77.68714593879317  ,78.81090329383036   ,79.27624872579         ,67.2                    ,B
4507      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.46466915475177  ,98.21851687623186   ,50.0                   ,69.5                    ,B
002027    ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.28719119999887  ,83.72429182460814   ,0.0                    ,55.6                    ,C
4612      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.2669809335629   ,69.06878737330476   ,0.0                    ,50.7                    ,C
902       ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,49.76593581220418  ,34.82122856805616   ,0.0                    ,36.9                    ,D
F34       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,57.377851098727525 ,39.92282805880666   ,0.0                    ,39.5                    ,D
002241    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.66056988998362  ,77.86321014892444   ,0.0                    ,52.7                    ,C
A006400   ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.85576683696509  ,63.8534718552626    ,39.72675911658962      ,57.1                    ,C
SM        ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.34182622973461  ,60.495443887609056  ,0.0                    ,48.0                    ,D
300498    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.48830009471457  ,65.71638819654794   ,0.0                    ,49.2                    ,D
BN4       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,63.5871353836714   ,43.59192919217855   ,0.0                    ,41.4                    ,D
2502      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.05448218154686  ,70.40815152787638   ,0.0                    ,50.9                    ,C
300015    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.63835236272291  ,74.5143926341319    ,0.0                    ,52.8                    ,C
2344      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.41064934003515  ,61.119083303610864  ,0.0                    ,48.5                    ,D
600886    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,52.23480653432506  ,34.11532297586114   ,0.0                    ,37.3                    ,D
500425    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.58808949391684  ,98.78229876662564   ,0.0                    ,59.7                    ,C
500420    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.73004243058604  ,72.90163457921554   ,0.0                    ,51.7                    ,C
1928      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,69.49889176138873  ,51.98738100659121   ,0.0                    ,44.3                    ,D
WTC       ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.81872958115694  ,93.76146994315384   ,0.0                    ,58.3                    ,C
9735      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.33433460391117  ,95.78532419534751   ,0.0                    ,58.8                    ,C
002202    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,65.32923370983428  ,66.13836732026083   ,0.0                    ,46.3                    ,D
6181      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.62961583814311  ,66.66119538800004   ,0.0                    ,50.5                    ,C
PMETAL    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.78847942330584  ,69.30720017204071   ,0.0                    ,51.2                    ,C
7012      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,59.106505045324155 ,63.14530707677504   ,50.0                   ,54.5                    ,C
1208      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.63831594595311  ,60.15421162559472   ,0.0                    ,47.0                    ,D
000625    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.37917111236636  ,99.11557957916682   ,89.84146096728878      ,77.7                    ,B
A298040   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.4380457136564   ,78.23096062259323   ,0.0                    ,52.1                    ,C
PTTEP     ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.04826205441427  ,83.44631493258426   ,0.0                    ,55.1                    ,C
600436    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.42037140880218  ,91.81602733227355   ,0.0                    ,57.8                    ,C
3231      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.38524410422025  ,70.76959689943207   ,0.0                    ,49.2                    ,D
688082    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.56214353046477  ,87.11153304526799   ,0.0                    ,56.3                    ,C
6505      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.95292886536564  ,87.64263434978562   ,0.0                    ,56.7                    ,C
A009150   ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.95138311182146  ,84.01393284259073   ,0.0                    ,55.6                    ,C
600160    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.88288939349565  ,81.6519189082475    ,0.0                    ,54.9                    ,C
288       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.07373177243787  ,76.53848092334056   ,0.0                    ,53.1                    ,C
601006    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.09712595799014  ,87.98351273107545   ,0.0                    ,56.8                    ,C
1093      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.50063040831061  ,98.57128645470212   ,0.0                    ,59.6                    ,C
000538    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.39572632718918  ,98.3355771631462    ,0.0                    ,59.5                    ,C
002837    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.47214845250622  ,86.32601546097742   ,0.0                    ,55.8                    ,C
916       ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,43.22711394559414  ,29.023789111210885  ,0.0                    ,34.5                    ,F
500570    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.48377864895684  ,74.55709857288258   ,0.0                    ,50.8                    ,C
000977    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.45404925426897  ,81.20962359268901   ,0.0                    ,52.7                    ,C
9926      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.49449163838634  ,61.27087994781086   ,65.314333612741        ,61.4                    ,C
601669    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,41.9473005040569   ,54.133725410210175  ,0.0                    ,39.2                    ,D
688775    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.64893763480336  ,99.1659155666686    ,0.0                    ,59.8                    ,C
7733      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.8411868826908   ,80.01317114216879   ,0.0                    ,54.0                    ,C
603296    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.19075729161028  ,79.93396664131521   ,0.0                    ,52.4                    ,C
PME       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.70829391359193  ,99.17010586757581   ,50.0                   ,69.8                    ,B
6990      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.72343554673138  ,96.2889489345692    ,100.0                  ,79.0                    ,B
688729    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.8068530059028   ,79.51287034320916   ,0.0                    ,54.1                    ,C
COH       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.9714864443752   ,89.57061566511948   ,0.0                    ,57.1                    ,C
992       ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.3061618357778   ,83.79817145559849   ,0.0                    ,51.0                    ,C
000100    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,55.724180086745804 ,41.74945096167818   ,0.0                    ,39.5                    ,D
241       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.9274594796664   ,99.79046544950945   ,0.0                    ,59.9                    ,C
9531      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.61237581839713  ,57.26410408212801   ,0.0                    ,46.6                    ,D
7259      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.5922862054147   ,79.65692742431678   ,50.0                   ,63.8                    ,C
300408    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.1586257390491   ,97.37837202701589   ,0.0                    ,59.3                    ,C
6361      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.66818180835728  ,81.29108591270804   ,0.0                    ,54.2                    ,C
GODREJCP  ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.77027168085328  ,74.30318506744491   ,0.0                    ,52.6                    ,C
601186    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,61.167567764248034 ,66.96487410981797   ,0.0                    ,45.6                    ,D
1913      ,Consumer Discretionary,Europe                     ,50.0               ,50.0             ,50.0            ,78.97582071948102  ,59.247644036394796  ,0.0                    ,47.6                    ,D
JHX       ,Materials             ,Europe                     ,50.0               ,50.0             ,50.0            ,81.37096152363328  ,71.12755502017248   ,0.0                    ,50.5                    ,C
4062      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,76.58882844633143  ,59.638322885099     ,0.0                    ,47.2                    ,D
600415    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.61801364541091  ,75.61229566850778   ,0.0                    ,52.6                    ,C
CPU       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,66.75471622200868  ,49.66666229338592   ,0.0                    ,43.3                    ,D
9532      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.7976831251629   ,62.905558660906166  ,0.0                    ,48.9                    ,D
002466    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.885622782244    ,72.83794512191234   ,0.0                    ,52.5                    ,C
1216      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,55.2572994598878   ,50.48376527515408   ,0.0                    ,41.1                    ,D
