ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
PCELL     ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,94.053668538825    ,86.07399365291465   ,5.761316872427982      ,57.2                    ,C
GTM       ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,72.66410786339928  ,73.1585132042798    ,0.0                    ,49.2                    ,D
RLX       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.87812114849135  ,99.56682472246497   ,50.0                   ,69.9                    ,B
MSGE      ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,10.108902649355622  ,0.0                    ,42.0                    ,D
DNLI      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.52753019755818  ,95.05887147244175   ,100.0                  ,78.7                    ,B
CPRX      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.85386345624379  ,99.53165924760103   ,50.0                   ,69.9                    ,B
WDO       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.94878769561421  ,99.85317903492896   ,0.0                    ,60.0                    ,C
INSW      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,87.21765757028815  ,66.25417235624336   ,0.0                    ,50.7                    ,C
MODG      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,38.19689606955462  ,26.924411676117387  ,0.0                    ,33.0                    ,F
STNG      ,Energy                ,Europe                     ,50.0               ,50.0             ,50.0            ,89.9743417961208   ,71.89460435877037   ,0.0                    ,52.4                    ,C
NCNO      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,92.807944606414    ,81.61769271848881   ,0.0                    ,54.9                    ,C
CNK       ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,14.739984211565037  ,0.0                    ,22.9                    ,F
TDC       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,57.74647887323944   ,0.0                    ,31.5                    ,F
MH        ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,29.210534999722114  ,0.0                    ,25.8                    ,F
RCUS      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,89.0721649484536   ,82.71739130434783   ,100.0                  ,74.4                    ,B
CTRI      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,39.0822653005367   ,38.305959824333904  ,0.0                    ,35.5                    ,D
WDFC      ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,87.85505624961154  ,74.3332422605662    ,0.0                    ,52.4                    ,C
CON       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,3.250388709958918   ,0.0                    ,20.7                    ,F
LION      ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,12.871403233608426  ,0.0                    ,42.6                    ,D
DYN       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.73036538380117  ,95.661718964744     ,100.0                  ,78.9                    ,B
KWR       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,81.8369788359007   ,64.66971826939651   ,0.0                    ,49.3                    ,D
AVPT      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,97.96641446761394  ,96.01916963683654   ,50.0                   ,68.8                    ,B
ERAS      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,95.91578118850846  ,87.09281037947983   ,50.0                   ,66.6                    ,B
IRON      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,97.7456660429676   ,92.45123497795761   ,100.0                  ,78.0                    ,B
ABM       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,68.38784348864993  ,59.83015466363033   ,0.0                    ,45.6                    ,D
CWT       ,Utilities             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,71.60657352076454  ,66.32662713212414   ,0.0                    ,47.6                    ,D
OII       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,60.5846475640456   ,54.42945192287114   ,0.0                    ,43.0                    ,D
CBZ       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,65.66440821432451  ,48.73772053823856   ,0.0                    ,42.9                    ,D
PTEN      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,87.54056573375068  ,72.16043795545362   ,3.7471655328798184     ,52.7                    ,C
MGRC      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,82.11245330271119  ,66.91499310671854   ,0.0                    ,49.8                    ,D
BRSL      ,Consumer Discretionary,Europe                     ,50.0               ,50.0             ,50.0            ,6.63949736797419   ,32.99044461778472   ,0.0                    ,27.9                    ,F
ATHM      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.87207782302522  ,99.59998985634655   ,50.0                   ,69.9                    ,B
ZEP       ,Utilities             ,Europe                     ,50.0               ,50.0             ,50.0            ,99.48166853367256  ,98.90161472024033   ,0.0                    ,59.7                    ,C
CRGY      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,76.67553426923934  ,58.294307718338764  ,0.0                    ,47.0                    ,D
SES       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,85.4767719414435   ,75.12085820354602   ,0.0                    ,52.1                    ,C
INSP      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.4635832004253   ,95.08430441129173   ,0.0                    ,58.7                    ,C
ADPT      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,63.344691918942495 ,48.39677036597575   ,44.25014148273911      ,51.2                    ,C
BBAI      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,46.764645994531385  ,19.53267973856209      ,53.3                    ,C
OLN       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,48.911809542343754 ,48.04462271245927   ,0.0                    ,39.4                    ,D
COTY      ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,64.22624464893654  ,55.43639829690032   ,0.0                    ,43.9                    ,D
PHIN      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,77.89072426937739  ,65.36624203821657   ,0.0                    ,48.7                    ,D
CNXC      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,43.65967773672358  ,46.11942191729648   ,0.0                    ,38.0                    ,D
DNOW      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.02009456264776  ,94.83343615052436   ,0.0                    ,58.6                    ,C
ATRO      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,74.74944683066511  ,62.62100006165608   ,0.0                    ,47.5                    ,D
WOR       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,88.28764495225101  ,75.69020440668967   ,0.0                    ,52.8                    ,C
BKE       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,74.33852446122384  ,55.33964103069526   ,50.0                   ,55.9                    ,C
PTON      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
TENB      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,64.80310038754844  ,69.69855693063623   ,0.0                    ,46.9                    ,D
DIOD      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.36450056627162  ,95.19649831536952   ,0.0                    ,58.7                    ,C
ATEC      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,1.7126245633033     ,12.21835075493612      ,22.8                    ,F
WB        ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.25222531753327  ,63.38073641325237   ,0.0                    ,49.1                    ,D
FA        ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,44.99505243399845  ,31.27483819327078   ,0.7721257739468251     ,35.4                    ,D
AMBP      ,Materials             ,Europe                     ,50.0               ,50.0             ,50.0            ,100.0              ,10.701208348590274  ,0.0                    ,42.1                    ,D
BLKB      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,44.221507220361254  ,0.0                    ,28.8                    ,F
CHEF      ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,43.22018661458817  ,38.40890627269744   ,0.0                    ,36.3                    ,D
GT        ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,40.30438918331295  ,47.61257393627171   ,0.0                    ,37.6                    ,D
TXG       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,96.12230624439657  ,88.75919838021423   ,50.0                   ,67.0                    ,B
UPWK      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,78.61587125030415  ,61.918439101691135  ,0.0                    ,48.1                    ,D
AAP       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,36.28318448129134  ,51.98407406481319   ,0.0                    ,37.7                    ,D
ASAN      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,60.67891467416784  ,62.36440021987637   ,100.0                  ,64.6                    ,C
KMT       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,83.81056631311415  ,68.40587567425287   ,0.0                    ,50.4                    ,C
NSIT      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,78.04767848368641  ,80.43133724817349   ,0.0                    ,51.7                    ,C
BHC       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
BRZE      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,93.86062840091276  ,87.451205510907     ,50.0                   ,66.3                    ,B
SYRE      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
ANTO      ,Materials             ,Europe                     ,50.0               ,50.0             ,50.0            ,84.70148677648947  ,67.16685295715908   ,0.0                    ,50.4                    ,C
ZIM       ,Industrials           ,Africa / Middle East       ,50.0               ,50.0             ,50.0            ,50.28075296212926  ,33.8206242591861    ,0.0                    ,36.8                    ,D
BATRK     ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,54.60507503139258  ,40.098270827181146  ,0.0                    ,38.9                    ,D
VC        ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,89.16030534351145  ,81.39412997903564   ,0.0                    ,54.1                    ,C
NVA       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,95.92079788436051  ,89.56393204915061   ,0.0                    ,57.1                    ,C
DKL       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,0.0                 ,0.0                    ,20.0                    ,F
DRVN      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,3.0282470414060736  ,0.0                    ,20.6                    ,F
BTE       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,81.76391986276896  ,63.24158803269      ,0.0                    ,49.0                    ,D
IHS       ,Communication Services,Europe                     ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
BKV       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,96.2865832676101   ,90.26596865209382   ,0.0                    ,57.3                    ,C
TIC       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,76.47089482873946  ,53.992544411932556  ,0.0                    ,46.1                    ,D
CHA       ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.04660505432308  ,89.61353325218546   ,50.0                   ,66.9                    ,B
TKO       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,47.19254137858789  ,54.601350554762305  ,0.0                    ,40.4                    ,D
ANDG      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,81.64246284501061  ,66.11402342672253   ,0.0                    ,49.6                    ,D
DXC       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,56.57115568290354  ,56.95759182127982   ,0.0                    ,42.7                    ,D
TWST      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,93.61679634641408  ,82.36180787087527   ,50.0                   ,65.2                    ,B
IE        ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,91.1017603917793   ,75.04200784146374   ,100.0                  ,73.2                    ,B
2259      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.58181402598358  ,83.0430948000459    ,0.0                    ,54.9                    ,C
ALRM      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,54.33148794011764  ,35.193748436127784  ,0.0                    ,37.9                    ,D
ALFEN     ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,89.10658804134171  ,82.85611644801618   ,26.916010498687665     ,59.8                    ,C
AAOI      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,72.23167910610624  ,56.387218251284196  ,74.93575207860921      ,60.7                    ,C
APLS      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,31.4809953035209   ,33.650641206711484  ,0.0                    ,33.0                    ,F
F3C       ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,95.65709795220265  ,88.3210680721993    ,0.0                    ,56.8                    ,C
NVTS      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.29887072210568  ,97.65372583209395   ,100.0                  ,79.4                    ,B
DBD       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,62.637674980459046 ,62.90390856497814   ,0.0                    ,45.1                    ,D
TGLS      ,Industrials           ,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,94.12951403191904  ,86.33256282889883   ,0.0                    ,56.1                    ,C
WVE       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.10530996519311  ,90.98549161011896   ,50.0                   ,67.4                    ,B
HE        ,Utilities             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,26.121661446563326 ,53.056456868000836  ,0.0                    ,35.8                    ,D
TVTX      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,15.510915119586633  ,53.078970718722275     ,33.7                    ,F
TVK       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,56.66009420527989  ,40.46277470873852   ,0.0                    ,39.4                    ,D
SVM       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,95.5211045648896   ,87.71006374348079   ,0.0                    ,56.6                    ,C
VSH       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,83.15820256026075  ,68.82708541124383   ,0.0                    ,50.4                    ,C
IMNM      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.1112828438949   ,97.48688811188812   ,50.0                   ,69.3                    ,B
GTLY      ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,78.04082842428957  ,61.668305049668874  ,0.0                    ,47.9                    ,D
POU       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.17881181185075  ,94.69535799439733   ,0.0                    ,58.6                    ,C
RXO       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.26964433416046  ,75.68834212067955   ,0.0                    ,52.4                    ,C
DNTH      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.8590936601604   ,99.50201866260261   ,50.0                   ,69.9                    ,B
EM        ,Consumer Discretionary,Europe                     ,50.0               ,50.0             ,50.0            ,66.61845564011617  ,50.95820460585783   ,0.0                    ,43.5                    ,D
XRAY      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,60.576428203808554 ,50.06952894142187   ,0.0                    ,42.1                    ,D
UAA       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,77.08540533677551  ,62.23293194167692   ,0.0                    ,47.9                    ,D
RXRX      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,96.5052152792542   ,90.63837498274195   ,100.0                  ,77.4                    ,B
ATKR      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,77.78747181181495  ,59.15821621924879   ,0.0                    ,47.4                    ,D
ZGN       ,Consumer Discretionary,Europe                     ,50.0               ,50.0             ,50.0            ,64.37737751500985  ,53.66972086448558   ,0.0                    ,43.6                    ,D
ATH       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,96.42789185964588  ,89.91134298528968   ,0.0                    ,57.3                    ,C
FRO       ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,90.57904970227246  ,78.5972613328916    ,0.0                    ,53.8                    ,C
HOG       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,25.84602395651944  ,26.078223603258166  ,0.0                    ,30.4                    ,F
AII       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,22.950199091469912  ,32.31096911608093      ,31.1                    ,F
GEO       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,54.70260460023548  ,37.6390387876919    ,0.0                    ,38.5                    ,D
OCUL      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,91.98959852857233  ,79.31497576101673   ,100.0                  ,74.3                    ,B
POWI      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.30823230235049  ,97.65331853335425   ,50.0                   ,69.4                    ,B
MLCO      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
CECO      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,66.92736247303716  ,58.8785046728972    ,0.0                    ,45.2                    ,D
NGVT      ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,10.0971521803619    ,0.0                    ,22.0                    ,F
OI        ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,25.19355211462908   ,0.0                    ,25.0                    ,F
GENI      ,Consumer Discretionary,Europe                     ,50.0               ,50.0             ,50.0            ,99.56266014442116  ,98.81511353452737   ,100.0                  ,79.7                    ,B
USAR      ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.47472500308984  ,98.46170551614304   ,100.0                  ,79.6                    ,B
FOM       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,88.76581801974353  ,71.00917659346946   ,25.650406504065042     ,57.1                    ,C
CVI       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,25.300300300300293 ,41.64907342247244   ,0.0                    ,33.4                    ,F
SBET      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
SIKA      ,Materials             ,Europe                     ,50.0               ,50.0             ,50.0            ,72.78907272417455  ,54.99445986053957   ,0.0                    ,45.6                    ,D
CC        ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,27.561543579507653  ,0.0                    ,25.5                    ,F
ALG       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,92.1839757754317   ,79.42121521361393   ,0.0                    ,54.3                    ,C
MFI       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,59.1495632235473   ,46.81286891283679   ,0.0                    ,41.2                    ,D
SBLK      ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,80.44347202411173  ,55.460272906582354  ,0.0                    ,47.2                    ,D
FLO       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,67.87271914956989  ,50.04006822626417   ,0.0                    ,43.6                    ,D
PLUS      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,94.9707793757629   ,90.21784689172914   ,50.0                   ,67.0                    ,B
BB        ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,88.9336481918785   ,76.94118555109601   ,0.0                    ,53.2                    ,C
EVCM      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,75.76459828900461  ,51.988362520844035  ,0.0                    ,45.6                    ,D
AYA       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.29638645461431  ,68.34308065282048   ,0.0                    ,50.9                    ,C
SLNO      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,92.81547060503448  ,80.0472852524398    ,100.0                  ,74.6                    ,B
DAC       ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,92.84843883827766  ,78.85476500178422   ,0.0                    ,54.3                    ,C
OGN       ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,13.785207236088848  ,0.0                    ,22.8                    ,F
TPB       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,54.25464859754177  ,33.80206749771969   ,0.0                    ,37.6                    ,D
OMCL      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,89.74377535235246  ,77.45419527006638   ,0.0                    ,53.4                    ,C
QDEL      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,70.05193499748701  ,47.82131515038296   ,0.0                    ,43.6                    ,D
RNG       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
CIVI      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,76.92677101012005  ,61.62035636758807   ,0.0                    ,47.7                    ,D
HI        ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,62.048869540794826 ,54.62660338922344   ,0.0                    ,43.3                    ,D
GRND      ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,23.315556576008667  ,0.0                    ,44.7                    ,D
LASR      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.13180551063469  ,94.38924659561872   ,100.0                  ,78.5                    ,B
EYE       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,66.67891661460439  ,49.195500480632745  ,0.0                    ,43.2                    ,D
SRPT      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,70.70029367998917  ,57.64533189340857   ,26.338998621956822     ,50.9                    ,C
CCA       ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,58.77475542829873  ,41.24531702534049   ,0.0                    ,40.0                    ,D
TRN       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,17.523380358234654  ,0.0                    ,23.5                    ,F
RVLV      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,96.89881754570304  ,92.35031177221846   ,50.0                   ,67.8                    ,B
RARE      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,24.34035491466352   ,62.47487797875395      ,37.4                    ,D
SDRL      ,Energy                ,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,92.9061000685401   ,81.32218479307026   ,0.0                    ,54.8                    ,C
VOYG      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,50.41397415185784   ,68.12796208530806      ,63.7                    ,C
CSGS      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,31.217043564426504 ,51.43234112308338   ,0.0                    ,36.5                    ,D
NOG       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,65.96478526250162  ,47.150113672459135  ,0.0                    ,42.6                    ,D
SAM       ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.58908450576118  ,96.12206204700725   ,50.0                   ,68.9                    ,B
SAH       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,12.459504384551467  ,0.0                    ,22.5                    ,F
EPAC      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,82.49517704658473  ,65.61205261695677   ,50.0                   ,59.6                    ,C
TE        ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,33.24662200097317   ,25.915970456471726     ,31.8                    ,F
VVX       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,62.561678766911925 ,55.38180894686637   ,0.0                    ,43.6                    ,D
OLMA      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.88344418362024  ,99.6036409596878    ,50.0                   ,69.9                    ,B
VIA       ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,86.71010296010296  ,72.73741320590332   ,52.09653092006034      ,62.3                    ,C
JSE       ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,74.97402466048162   ,0.0                    ,35.0                    ,D
UNFI      ,Consumer Staples      ,United States and Canada   ,50.0               ,50.0             ,50.0            ,25.91162591162591  ,43.15339038841343   ,0.0                    ,33.8                    ,F
NNE       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.58065627293286  ,98.46934312953731   ,50.0                   ,69.6                    ,B
EXTR      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,0.0                ,75.78085707844123   ,0.0                    ,35.2                    ,D
DHT       ,Energy                ,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,86.77855567277261  ,65.2241034851573    ,0.0                    ,50.4                    ,C
ADEA      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,59.19846012893899  ,44.73614703632192   ,0.0                    ,40.8                    ,D
SGD       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.97499374843711  ,99.92194004995837   ,100.0                  ,80.0                    ,A
HLIO      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,81.82939996915009  ,60.87418626278731   ,0.0                    ,48.5                    ,D
PCT       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,21.889720144084222 ,33.79562363786669   ,16.370820984765768     ,34.4                    ,F
NN        ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,52.48736366054803  ,44.78793124768148   ,29.376514650804143     ,45.3                    ,D
PGNY      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.47809948032665  ,96.03236699061111   ,50.0                   ,68.9                    ,B
APPN      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,36.600299497616895  ,0.0                    ,47.3                    ,D
VZLA      ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
AROBS     ,Information Technology,Europe                     ,50.0               ,50.0             ,50.0            ,92.98456385612349  ,82.01888623469694   ,0.0                    ,55.0                    ,C
IPCO      ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,84.09457814867248  ,71.31823021170305   ,0.0                    ,51.1                    ,C
AVDL      ,Health Care           ,Europe                     ,50.0               ,50.0             ,50.0            ,82.46896863010606  ,70.43960058451046   ,0.6728458633710951     ,50.7                    ,C
GEL       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,4.27942489455374   ,22.688765773996867  ,0.0                    ,25.4                    ,F
CLVT      ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,70.20302263734838  ,50.024803745800774  ,0.0                    ,44.0                    ,D
KN        ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,90.60846560846561  ,76.18941155428367   ,0.0                    ,53.4                    ,C
CXW       ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,77.39154696934186  ,56.81667797905106   ,0.0                    ,46.8                    ,D
ASGN      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,79.27055777565148  ,59.72222222222222   ,0.0                    ,47.8                    ,D
