ticker    ,sector                ,region                     ,upside_score       ,spread_score        ,coverage_score,rating_score,price_target_score,price_target_grade
SMG       ,Communication Services,Europe                     ,59.042553191489354 ,66.75531914893618   ,23.333334     ,67.75       ,55.6              ,C
SES       ,Industrials           ,Europe                     ,100.0              ,100.0               ,3.3333335     ,75.0        ,75.7              ,B
ZEAL      ,Health Care           ,Europe                     ,100.0              ,0.0                 ,50.0          ,87.5        ,62.5              ,C
TPE       ,Utilities             ,Europe                     ,37.363857336511956 ,17.96381994110221   ,23.333334     ,78.5        ,37.9              ,D
MYCR      ,Information Technology,Europe                     ,34.65304128746979  ,56.50161962054604   ,10.0          ,75.0        ,43.3              ,D
WPP       ,Communication Services,Europe                     ,50.04928883255878  ,17.617237008872     ,43.333332     ,46.249996   ,39.8              ,D
DEME      ,Industrials           ,Europe                     ,50.5564910765688   ,83.80829015544042   ,20.0          ,91.75       ,61.0              ,C
BUCN      ,Industrials           ,Europe                     ,44.727730563424615 ,85.55240793201133   ,16.666668     ,65.0        ,53.4              ,C
RBREW     ,Consumer Staples      ,Europe                     ,38.31045309268659  ,51.776649746192895  ,50.0          ,76.75001    ,51.7              ,C
CAMX      ,Health Care           ,Europe                     ,52.21338475134571  ,53.723788864786705  ,20.0          ,95.75       ,54.9              ,C
LAGRB     ,Information Technology,Europe                     ,63.67831271592554  ,67.90371113340021   ,23.333334     ,75.0        ,58.9              ,C
GL9       ,Consumer Staples      ,Europe                     ,47.319347319347315 ,61.85632549268911   ,33.333336     ,90.0        ,56.7              ,C
AKE       ,Materials             ,Europe                     ,59.14737883283878  ,18.892185954500494  ,56.666668     ,73.5        ,51.5              ,C
CCC       ,Information Technology,Europe                     ,34.029719045602135 ,56.32147395171538   ,36.666668     ,79.49999    ,49.2              ,D
WAWI      ,Industrials           ,Europe                     ,25.674936386768454 ,66.5026717557252    ,13.333334     ,68.75       ,42.0              ,D
FLS       ,Industrials           ,Europe                     ,29.308499250695778 ,64.73988439306359   ,33.333336     ,66.0        ,46.3              ,D
IOS       ,Information Technology,Europe                     ,72.36467236467236  ,39.56043956043956   ,33.333336     ,79.99999    ,57.9              ,C
COLR      ,Consumer Staples      ,Europe                     ,52.59366509366511  ,38.67438867438867   ,26.666668     ,56.25       ,44.7              ,D
AUTO      ,Industrials           ,Europe                     ,26.259116259116265 ,37.86640926640925   ,40.0          ,70.75       ,40.8              ,D
CENER     ,Industrials           ,Europe                     ,14.602720569539795 ,94.8512585812357    ,10.0          ,100.0       ,50.8              ,C
JUN3      ,Industrials           ,Europe                     ,48.181381381381385 ,62.16216216216216   ,30.000002     ,82.50001    ,54.9              ,C
ROVI      ,Health Care           ,Europe                     ,46.81825176977532  ,69.52908587257618   ,26.666668     ,81.25       ,55.4              ,C
BWY       ,Consumer Discretionary,Europe                     ,51.99185999185998  ,60.80586080586079   ,53.333336     ,80.99999    ,60.3              ,C
DAN       ,Industrials           ,Europe                     ,32.75159976730658  ,77.31239092495638   ,16.666668     ,90.0        ,52.1              ,C
ACP       ,Information Technology,Europe                     ,0.0                ,57.27272727272727   ,16.666668     ,15.000001   ,20.7              ,F
SPG       ,Communication Services,Europe                     ,88.88035126234908  ,67.06915477497255   ,23.333334     ,85.74999    ,69.7              ,B
ENG       ,Utilities             ,Europe                     ,43.2297788972852   ,51.061532925512765  ,63.333332     ,56.5        ,51.9              ,C
DEC       ,Communication Services,Europe                     ,46.193024177566386 ,52.437574316290124  ,40.0          ,64.5        ,50.2              ,C
WBD       ,Industrials           ,Europe                     ,55.676126878130226 ,77.74067890929327   ,20.0          ,79.25       ,58.8              ,C
DRX       ,Utilities             ,Europe                     ,36.4828137490008   ,51.300498063087986  ,30.000002     ,68.75       ,45.3              ,D
CIE       ,Consumer Discretionary,Europe                     ,47.37551789077214  ,67.79661016949152   ,36.666668     ,93.25       ,59.5              ,C
MOVE      ,Health Care           ,Europe                     ,34.610571736785325 ,81.36201456310678   ,13.333334     ,85.0        ,52.1              ,C
BELA      ,Consumer Discretionary,Europe                     ,61.79972879057548  ,37.45232646834478   ,26.666668     ,81.25       ,52.6              ,C
WCH       ,Materials             ,Europe                     ,28.67669644256386  ,46.40338504936531   ,46.666668     ,51.75       ,41.3              ,D
IRE       ,Utilities             ,Europe                     ,40.63260340632602  ,94.52554744525547   ,16.666668     ,70.0        ,55.2              ,C
RS1       ,Industrials           ,Europe                     ,46.087552471515465 ,50.655358519660766  ,53.333336     ,80.99999    ,55.7              ,C
TGYM      ,Consumer Discretionary,Europe                     ,26.309614408929487 ,76.59817351598173   ,26.666668     ,75.0        ,48.7              ,D
ITV       ,Communication Services,Europe                     ,33.74638579099546  ,49.194547707558854  ,16.666668     ,50.0        ,37.4              ,D
HOC       ,Materials             ,Europe                     ,18.610873896954164 ,53.270708795900944  ,33.333336     ,79.99999    ,42.5              ,D
BNJ       ,Communication Services,Europe                     ,89.97289972899732  ,63.414634146341456  ,16.666668     ,70.0        ,64.7              ,C
FIE       ,Consumer Discretionary,Europe                     ,88.0711111111111   ,51.515151515151516  ,23.333334     ,71.5        ,62.7              ,C
AIA       ,Industrials           ,Europe                     ,29.560123125806783 ,72.29669347631813   ,33.333336     ,50.0        ,45.1              ,D
ASKER     ,Health Care           ,Europe                     ,69.59866740072562  ,58.073942319908525  ,16.666668     ,90.0        ,60.2              ,C
AFX       ,Health Care           ,Europe                     ,59.85209601081812  ,36.86612576064908   ,53.333336     ,62.5        ,53.3              ,C
VCT       ,Materials             ,Europe                     ,46.54033878840079  ,59.9483204134367    ,16.666668     ,75.0        ,49.6              ,D
RUI       ,Utilities             ,Europe                     ,45.72004028197381  ,39.57703927492447   ,33.333336     ,83.25       ,49.2              ,D
TRI       ,Consumer Discretionary,Europe                     ,43.68686868686869  ,69.31818181818181   ,33.333336     ,94.50001    ,58.2              ,C
FRAS      ,Consumer Discretionary,Europe                     ,57.51295336787564  ,33.382679496669134  ,26.666668     ,68.75       ,47.6              ,D
SRP       ,Industrials           ,Europe                     ,25.1487758945386   ,35.59322033898306   ,36.666668     ,72.75       ,39.6              ,D
SCT       ,Information Technology,Europe                     ,58.35424747129058  ,53.11430527036276   ,43.333332     ,75.0        ,57.4              ,C
SON       ,Consumer Staples      ,Europe                     ,22.781635802469143 ,53.703703703703695  ,23.333334     ,82.25       ,42.5              ,D
TEP       ,Industrials           ,Europe                     ,100.0              ,0.0                 ,53.333336     ,81.25       ,61.9              ,C
FNTN      ,Communication Services,Europe                     ,44.828939108600125 ,59.039548022598865  ,33.333336     ,65.0        ,50.1              ,C
TOM       ,Industrials           ,Europe                     ,49.09892418893932  ,33.33971255673222   ,26.666668     ,75.0        ,45.9              ,D
ACX       ,Materials             ,Europe                     ,39.42725366876309  ,69.81132075471699   ,50.0          ,85.0        ,58.3              ,C
ROR       ,Industrials           ,Europe                     ,45.71565802113352  ,72.62247838616715   ,50.0          ,75.0        ,59.2              ,C
ERG       ,Utilities             ,Europe                     ,39.03206825536922  ,58.517210944395416  ,30.000002     ,61.0        ,46.5              ,D
OPL       ,Communication Services,Europe                     ,30.31972143083256  ,43.9696106362773    ,30.000002     ,80.49999    ,43.7              ,D
INCH      ,Consumer Discretionary,Europe                     ,56.0789306174411   ,59.261616804583085  ,33.333336     ,85.0        ,58.1              ,C
RSW       ,Information Technology,Europe                     ,28.044731182795697 ,56.00000000000001   ,30.000002     ,62.5        ,42.3              ,D
AMBUB     ,Health Care           ,Europe                     ,61.81783866057838  ,47.397260273972606  ,23.333334     ,85.74999    ,55.3              ,C
AALB      ,Industrials           ,Europe                     ,58.449259259259264 ,53.33333333333334   ,26.666668     ,81.25       ,55.4              ,C
ARCAD     ,Industrials           ,Europe                     ,78.41814873510594  ,41.891178024300046  ,30.000002     ,79.99999    ,59.9              ,C
HIAB      ,Industrials           ,Europe                     ,40.094297660350506 ,85.98879103282626   ,13.333334     ,75.0        ,53.2              ,C
LOUP      ,Consumer Staples      ,Europe                     ,52.538314176245215 ,93.31896551724137   ,16.666668     ,95.00001    ,64.1              ,C
MOH       ,Energy                ,Europe                     ,37.72061570649333  ,75.45393409549428   ,23.333334     ,71.5        ,51.0              ,C
ITH       ,Energy                ,Europe                     ,42.29306047487866  ,8.093270365997629   ,20.0          ,62.5        ,33.3              ,F
VID       ,Materials             ,Europe                     ,52.53467643467643  ,67.03296703296704   ,43.333332     ,77.0        ,59.2              ,C
HUH1V     ,Materials             ,Europe                     ,53.79732983147297  ,58.96257386736704   ,33.333336     ,85.0        ,57.2              ,C
SCYR      ,Industrials           ,Europe                     ,47.41589198760514  ,70.1195219123506    ,40.0          ,91.75       ,60.5              ,C
CWK       ,Consumer Staples      ,Europe                     ,49.229600694444436 ,86.328125           ,26.666668     ,84.5        ,61.0              ,C
HUBN      ,Industrials           ,Europe                     ,39.32803568939077  ,65.49560853199499   ,13.333334     ,81.25       ,49.1              ,D
HT        ,Communication Services,Europe                     ,29.58915343915344  ,79.37928571428571   ,10.0          ,41.75       ,40.6              ,D
QQ        ,Industrials           ,Europe                     ,38.3769802780472   ,63.14258001939865   ,33.333336     ,75.0        ,50.9              ,C
BRE       ,Consumer Discretionary,Europe                     ,39.10975195378865  ,69.41896024464832   ,33.333336     ,62.5        ,50.2              ,C
WIE       ,Materials             ,Europe                     ,50.11608044102803  ,59.468902865129266  ,23.333334     ,67.75       ,50.6              ,C
SUNN      ,Communication Services,Europe                     ,53.665277777777774 ,27.500000000000004  ,43.333332     ,57.25       ,45.8              ,D
1SN       ,Materials             ,Europe                     ,72.3723723723724   ,100.0               ,3.3333335     ,0.0         ,51.0              ,C
DAE       ,Industrials           ,Europe                     ,28.85198365625413  ,66.78529062870699   ,16.666668     ,75.0        ,45.1              ,D
CAN       ,Communication Services,Europe                     ,64.96323529411764  ,55.88235294117647   ,26.666668     ,87.5        ,59.5              ,C
600900    ,Utilities             ,Asia / Pacific             ,58.360985419808955 ,67.76018099547511   ,46.666668     ,88.75001    ,64.4              ,C
IFCN      ,Information Technology,Europe                     ,27.406769936890413 ,51.23958691910499   ,26.666668     ,75.0        ,42.7              ,D
KEMIRA    ,Materials             ,Europe                     ,45.31590413943356  ,76.9607843137255    ,20.0          ,87.5        ,56.6              ,C
TGN       ,Utilities             ,Europe                     ,0.0                ,100.0               ,3.3333335     ,50.0        ,35.7              ,D
CEM       ,Materials             ,Europe                     ,18.200022885913704 ,66.01441812564367   ,26.666668     ,72.0        ,42.6              ,D
TCM       ,Consumer Discretionary,Europe                     ,67.2566371681416   ,86.72566371681415   ,6.666667      ,100.0       ,66.6              ,B
AMP       ,Health Care           ,Europe                     ,62.30690932779609  ,34.041773543422494  ,53.333336     ,61.0        ,53.2              ,C
GEKTERNA  ,Industrials           ,Europe                     ,43.719177064765304 ,26.470588235294134  ,20.0          ,100.0       ,45.9              ,D
VIRP      ,Health Care           ,Europe                     ,47.71241830065359  ,85.43417366946778   ,33.333336     ,83.25       ,61.4              ,C
MCOVB     ,Health Care           ,Europe                     ,63.534489099028114 ,58.741134751773075  ,20.0          ,70.0        ,54.9              ,C
JET2      ,Industrials           ,Europe                     ,76.3835593075808   ,30.928626247122025  ,43.333332     ,77.0        ,58.5              ,C
PNN       ,Utilities             ,Europe                     ,39.40265035677879  ,59.63302752293578   ,43.333332     ,67.25       ,50.8              ,C
EXENS     ,Industrials           ,Europe                     ,22.17343243758339  ,58.833619210977695  ,30.000002     ,77.75       ,44.0              ,D
MTRS      ,Industrials           ,Europe                     ,58.06740997052415  ,65.39792387543253   ,16.666668     ,75.0        ,55.0              ,C
CINT      ,Information Technology,Europe                     ,100.0              ,100.0               ,3.3333335     ,75.0        ,75.7              ,B
SOP       ,Information Technology,Europe                     ,64.67739363629774  ,29.549902152641884  ,36.666668     ,88.75001    ,55.1              ,C
BFT       ,Industrials           ,Europe                     ,38.95240985048373  ,63.06068601583114   ,20.0          ,100.0       ,53.4              ,C
SIX2      ,Industrials           ,Europe                     ,83.93515106853354  ,41.046425939572586  ,26.666668     ,90.75       ,63.1              ,C
CMBT      ,Energy                ,Europe                     ,37.96222664015905  ,89.03081510934393   ,6.666667      ,75.0        ,51.9              ,C
PAF       ,Materials             ,Africa / Middle East       ,38.14874264312467  ,91.97431781701444   ,13.333334     ,100.0       ,59.0              ,C
FR        ,Consumer Discretionary,Europe                     ,38.586456278763976 ,0.0                 ,46.666668     ,57.25       ,34.3              ,F
ALM       ,Health Care           ,Europe                     ,37.59707513867877  ,73.5249621785174    ,36.666668     ,79.49999    ,54.8              ,C
AF        ,Industrials           ,Europe                     ,41.4821667180594   ,0.0                 ,60.000004     ,48.5        ,36.2              ,D
SOLB      ,Materials             ,Europe                     ,34.63413634873812  ,37.315634218289084  ,53.333336     ,47.000004   ,41.5              ,D
EBRO      ,Consumer Staples      ,Europe                     ,45.615942028985515 ,80.43478260869567   ,33.333336     ,79.99999    ,58.7              ,C
IDL       ,Industrials           ,Europe                     ,48.80310495252759  ,84.06466512702079   ,23.333334     ,100.0       ,62.8              ,C
HPOLB     ,Materials             ,Europe                     ,48.278102664067575 ,81.28654970760235   ,16.666668     ,79.99999    ,56.6              ,C
FRVIA     ,Consumer Discretionary,Europe                     ,35.9939639424986   ,0.0                 ,40.0          ,58.25       ,32.2              ,F
VRLA      ,Materials             ,Europe                     ,51.63415567030025  ,18.244406196213415  ,30.000002     ,56.25       ,39.9              ,D
SESGL     ,Communication Services,Europe                     ,91.98709786945082  ,100.0               ,3.3333335     ,75.0        ,72.9              ,B
KALMAR    ,Industrials           ,Europe                     ,30.355743613853626 ,81.19417019275976   ,16.666668     ,75.0        ,49.3              ,D
SCST      ,Consumer Staples      ,Europe                     ,28.30820770519263  ,89.9497487437186    ,6.666667      ,50.0        ,43.7              ,D
ELPE      ,Energy                ,Europe                     ,31.578617534624293 ,67.28708403835307   ,26.666668     ,58.25       ,44.9              ,D
CCC       ,Consumer Discretionary,Europe                     ,69.70066699202863  ,0.0                 ,33.333336     ,60.000004   ,43.1              ,D
DOKA      ,Industrials           ,Europe                     ,71.80371596762326  ,58.609271523178805  ,26.666668     ,75.0        ,60.1              ,C
ALSN      ,Information Technology,Europe                     ,94.26861788617884  ,52.97609756097561   ,23.333334     ,89.25001    ,68.8              ,B
ALL       ,Materials             ,Asia / Pacific             ,100.0              ,0.0                 ,10.0          ,83.25       ,53.6              ,C
OCDO      ,Consumer Staples      ,Europe                     ,24.058313632781722 ,7.801418439716301   ,43.333332     ,59.500004   ,30.9              ,F
ATM       ,Materials             ,Africa / Middle East       ,100.0              ,0.0                 ,6.666667      ,75.0        ,51.3              ,C
OHB       ,Industrials           ,Europe                     ,33.72874654013444  ,100.0               ,3.3333335     ,100.0       ,57.5              ,C
MGNS      ,Industrials           ,Europe                     ,35.525019502953306 ,77.93380140421264   ,20.0          ,87.5        ,53.4              ,C
MMB       ,Communication Services,Europe                     ,85.67829457364341  ,41.86046511627908   ,10.0          ,66.75       ,55.8              ,C
SK        ,Consumer Discretionary,Europe                     ,96.79232804232805  ,13.793103448275856  ,36.666668     ,81.75       ,61.0              ,C
CRL       ,Industrials           ,Europe                     ,39.049565421658464 ,85.62367864693445   ,20.0          ,66.75       ,52.4              ,C
MELE      ,Information Technology,Europe                     ,43.01618614061708  ,39.30197268588771   ,46.666668     ,71.5        ,48.5              ,D
ATE       ,Information Technology,Europe                     ,70.74222817194703  ,3.6144578313253017  ,26.666668     ,84.5        ,47.9              ,D
ENA       ,Utilities             ,Europe                     ,46.09055501460564  ,39.58130477117818   ,20.0          ,75.0        ,45.0              ,D
APAM      ,Materials             ,Europe                     ,28.458942632170974 ,52.19347581552306   ,33.333336     ,60.000004   ,41.7              ,D
GRE       ,Utilities             ,Europe                     ,25.83485124468731  ,69.39890710382514   ,40.0          ,89.5        ,52.3              ,C
THEON     ,Industrials           ,Europe                     ,46.91785957736878  ,61.65644171779141   ,23.333334     ,92.75       ,55.1              ,C
HUSQB     ,Industrials           ,Europe                     ,39.84817977736121  ,63.965840449906274  ,13.333334     ,62.5        ,45.1              ,D
VIS       ,Consumer Staples      ,Europe                     ,60.41881881881882  ,69.90990990990991   ,40.0          ,87.5        ,64.1              ,C
FII       ,Industrials           ,Europe                     ,31.06979542719615  ,69.31407942238266   ,23.333334     ,85.74999    ,50.0              ,C
HAFNI     ,Energy                ,Asia / Pacific             ,55.91877471830461  ,86.56816655473472   ,10.0          ,91.75       ,61.6              ,C
MTO       ,Industrials           ,Europe                     ,47.9281045751634   ,50.0                ,30.000002     ,91.75       ,53.6              ,C
ENAV      ,Industrials           ,Europe                     ,32.45149911816579  ,71.04247104247105   ,20.0          ,75.0        ,48.1              ,D
SZG       ,Materials             ,Europe                     ,17.654533295117975 ,35.5116079105761    ,30.000002     ,55.5        ,32.2              ,F
LIGHT     ,Industrials           ,Europe                     ,48.29263135638017  ,36.72692673644148   ,40.0          ,62.5        ,46.6              ,D
BAMNB     ,Industrials           ,Europe                     ,33.215255638209946 ,74.4952178533475    ,13.333334     ,75.0        ,47.9              ,D
KARN      ,Industrials           ,Europe                     ,53.23535353535354  ,55.8922558922559    ,23.333334     ,89.25001    ,55.1              ,C
LSG       ,Consumer Staples      ,Europe                     ,46.56087962962963  ,56.25               ,23.333334     ,56.25       ,46.3              ,D
DIGI      ,Communication Services,Europe                     ,1.74824516349939   ,78.39129429892142   ,16.666668     ,85.0        ,40.5              ,D
VU        ,Information Technology,Europe                     ,100.0              ,38.01652892561983   ,26.666668     ,87.5        ,67.3              ,B
TRE       ,Energy                ,Europe                     ,38.40479781656253  ,54.75113122171946   ,30.000002     ,69.5        ,47.0              ,D
BOSS      ,Consumer Discretionary,Europe                     ,45.28349206349206  ,11.428571428571432  ,46.666668     ,55.25       ,39.1              ,D
VIV       ,Communication Services,Europe                     ,63.12505734471052  ,66.96944673823288   ,23.333334     ,64.25       ,56.4              ,C
BAKKA     ,Consumer Staples      ,Europe                     ,47.66358802127065  ,87.35999160369438   ,16.666668     ,70.75       ,56.0              ,C
KWS       ,Consumer Staples      ,Europe                     ,42.961944062356714 ,71.11416781292985   ,16.666668     ,79.99999    ,52.1              ,C
VTY       ,Consumer Discretionary,Europe                     ,35.81553034174929  ,49.708678319533895  ,56.666668     ,57.25       ,47.7              ,D
THULE     ,Consumer Discretionary,Europe                     ,54.94538526672312  ,74.5977984758679    ,23.333334     ,82.25       ,59.0              ,C
PEABB     ,Industrials           ,Europe                     ,34.32984554060787  ,88.78923766816143   ,10.0          ,75.0        ,51.2              ,C
HCM       ,Health Care           ,Asia / Pacific             ,89.65132496513249  ,0.0                 ,23.333334     ,79.25       ,51.9              ,C
ASMDEEB   ,Consumer Discretionary,Europe                     ,83.32333290778331  ,77.97778628877825   ,23.333334     ,92.75       ,71.9              ,B
TIN       ,Materials             ,Europe                     ,0.0                ,100.0               ,3.3333335     ,100.0       ,45.7              ,D
SDF       ,Materials             ,Europe                     ,24.151293067138408 ,27.97573919636087   ,43.333332     ,42.25       ,32.6              ,F
MFEB      ,Communication Services,Europe                     ,59.228901032179714 ,23.000496770988565  ,23.333334     ,60.75       ,43.3              ,D
KTY       ,Materials             ,Europe                     ,23.35505952380952  ,68.30753968253968   ,23.333334     ,64.25       ,42.8              ,D
CIRSA     ,Consumer Discretionary,Europe                     ,82.91368621840725  ,58.51216022889842   ,36.666668     ,93.25       ,69.6              ,B
4265      ,Industrials           ,Africa / Middle East       ,100.0              ,100.0               ,3.3333335     ,75.0        ,75.7              ,B
PROX      ,Communication Services,Europe                     ,45.62073460624186  ,37.88819875776398   ,43.333332     ,53.750004   ,44.9              ,D
TES       ,Industrials           ,Europe                     ,44.71825911514628  ,100.0               ,3.3333335     ,75.0        ,56.3              ,C
NVG       ,Materials             ,Europe                     ,61.45069274653626  ,72.49388753056235   ,13.333334     ,75.0        ,57.3              ,C
NOD       ,Information Technology,Europe                     ,41.87577891073884  ,27.895120174799715  ,50.0          ,53.250004   ,42.3              ,D
WWI       ,Industrials           ,Europe                     ,39.936924119241205 ,100.0               ,3.3333335     ,87.5        ,57.1              ,C
OPM       ,Consumer Discretionary,Europe                     ,26.764848233423212 ,32.794026135656495  ,33.333336     ,60.000004   ,36.2              ,D
DOFG      ,Energy                ,Europe                     ,55.43334351766984  ,63.33638863428048   ,16.666668     ,95.00001    ,57.6              ,C
ERA       ,Materials             ,Europe                     ,6.569092283378003  ,61.03896103896103   ,13.333334     ,62.5        ,32.7              ,F
GN        ,Consumer Discretionary,Europe                     ,56.97399527186761  ,0.0                 ,46.666668     ,73.25       ,43.9              ,D
DOC       ,Industrials           ,Europe                     ,51.647572815533984 ,61.165048543689316  ,26.666668     ,87.5        ,56.2              ,C
SEPL      ,Energy                ,Africa / Middle East       ,86.5030674846626   ,58.5889570552147    ,6.666667      ,100.0       ,66.3              ,B
EKTAB     ,Health Care           ,Europe                     ,20.22081686429512  ,0.0                 ,46.666668     ,44.75       ,25.4              ,F
1SXP      ,Health Care           ,Europe                     ,70.19730010384215  ,19.89319092122831   ,40.0          ,70.75       ,51.7              ,C
COTN      ,Information Technology,Europe                     ,30.82946788387204  ,48.926720947446334  ,30.000002     ,80.49999    ,45.1              ,D
EKOP      ,Industrials           ,Europe                     ,38.84648006785411  ,100.0               ,3.3333335     ,50.0        ,49.3              ,D
PAALB     ,Industrials           ,Europe                     ,33.374573125463996 ,96.10244988864143   ,10.0          ,100.0       ,57.7              ,C
AIXA      ,Information Technology,Europe                     ,21.915017948075796 ,41.89832206361132   ,50.0          ,65.0        ,41.1              ,D
PETG      ,Consumer Discretionary,Europe                     ,15.05310457516341  ,82.53676470588235   ,6.666667      ,50.0        ,37.2              ,D
DIA       ,Consumer Staples      ,Europe                     ,43.59196647883253  ,58.38751625487646   ,13.333334     ,100.0       ,52.5              ,C
NXTMH     ,Health Care           ,Europe                     ,27.62406675450153  ,100.0               ,3.3333335     ,25.0        ,40.3              ,D
TIETO     ,Information Technology,Europe                     ,31.69431068307473  ,59.871589085072245  ,23.333334     ,44.5        ,39.6              ,D
DNLM      ,Consumer Discretionary,Europe                     ,64.9906432748538   ,37.36842105263158   ,40.0          ,75.0        ,55.1              ,C
POST      ,Industrials           ,Europe                     ,21.440706761807668 ,83.48623853211011   ,10.0          ,41.75       ,38.7              ,D
OUT1V     ,Materials             ,Europe                     ,27.32411761911548  ,46.55835827276614   ,40.0          ,60.5        ,41.3              ,D
RENE      ,Utilities             ,Europe                     ,34.30345753608594  ,65.25679758308158   ,30.000002     ,72.25       ,48.8              ,D
ENO       ,Industrials           ,Europe                     ,41.66129378895336  ,95.16441005802709   ,13.333334     ,75.0        ,56.0              ,C
GNS       ,Health Care           ,Europe                     ,40.31354105428179  ,66.49029982363317   ,33.333336     ,90.0        ,55.4              ,C
BILL      ,Materials             ,Europe                     ,46.57210401891253  ,70.2127659574468    ,16.666668     ,75.0        ,52.2              ,C
TABAK     ,Consumer Staples      ,Europe                     ,27.422614922614923 ,86.37733887733887   ,6.666667      ,75.0        ,47.5              ,D
SLR       ,Utilities             ,Europe                     ,31.293690989808038 ,7.709622960045026   ,53.333336     ,64.0        ,36.3              ,D
SEFER     ,Materials             ,Europe                     ,43.19793411501955  ,93.71859296482413   ,10.0          ,91.75       ,58.9              ,C
BB        ,Industrials           ,Europe                     ,42.59266247379455  ,64.15094339622642   ,20.0          ,70.75       ,49.1              ,D
CEC       ,Consumer Discretionary,Europe                     ,37.467117624953026 ,100.0               ,16.666668     ,16.749998   ,44.8              ,D
AERO      ,Industrials           ,Europe                     ,41.588888888888896 ,0.0                 ,16.666668     ,85.0        ,34.9              ,F
NETC      ,Information Technology,Europe                     ,38.69365350544166  ,67.25512528473804   ,23.333334     ,71.5        ,49.3              ,D
NOHAL     ,Consumer Staples      ,Europe                     ,90.57239057239057  ,100.0               ,3.3333335     ,75.0        ,72.4              ,B
HILS      ,Materials             ,Europe                     ,39.493085360038144 ,57.08154506437768   ,20.0          ,78.5        ,47.8              ,D
ITP       ,Consumer Staples      ,Europe                     ,50.75844653430861  ,42.398119122257036  ,30.000002     ,66.75       ,47.7              ,D
ALSEN     ,Health Care           ,Europe                     ,100.0              ,0.0                 ,13.333334     ,100.0       ,57.7              ,C
NOS       ,Communication Services,Europe                     ,30.265439509136982 ,59.183673469387756  ,43.333332     ,53.750004   ,44.8              ,D
NK        ,Materials             ,Europe                     ,41.81502025004403  ,48.49445324881141   ,20.0          ,62.5        ,43.3              ,D
RCO       ,Consumer Staples      ,Europe                     ,44.48321048321047  ,18.181818181818198  ,63.333332     ,48.75       ,42.5              ,D
CMO       ,Materials             ,Europe                     ,29.008649367930815 ,100.0               ,3.3333335     ,100.0       ,55.8              ,C
CLR       ,Industrials           ,Europe                     ,100.0              ,35.69131832797427   ,6.666667      ,100.0       ,65.3              ,B
VEI       ,Industrials           ,Europe                     ,26.579043446513328 ,93.97590361445783   ,6.666667      ,50.0        ,44.1              ,D
SRAIL     ,Industrials           ,Europe                     ,43.44653874455199  ,55.68008150789608   ,20.0          ,46.499996   ,42.4              ,D
NCCB      ,Industrials           ,Europe                     ,34.54106280193236  ,84.78260869565217   ,6.666667      ,66.75       ,48.0              ,D
SCHO      ,Consumer Staples      ,Europe                     ,35.435872553776484 ,100.0               ,3.3333335     ,100.0       ,58.1              ,C
KODT      ,Industrials           ,Europe                     ,17.58041867954912  ,100.0               ,3.3333335     ,25.0        ,36.8              ,D
BAVA      ,Health Care           ,Europe                     ,67.2831757190281   ,89.95731860406728   ,6.666667      ,100.0       ,67.4              ,B
GFTU      ,Industrials           ,Europe                     ,59.770968083978396 ,79.85367405365284   ,33.333336     ,97.5        ,67.0              ,B
SINCH     ,Information Technology,Europe                     ,68.17755118556282  ,12.60014566642389   ,23.333334     ,59.500004   ,43.6              ,D
BFIT      ,Consumer Discretionary,Europe                     ,27.744010805431145 ,29.62252079334613   ,26.666668     ,75.0        ,37.4              ,D
TECN      ,Health Care           ,Europe                     ,68.59019433318498  ,0.0                 ,30.000002     ,66.75       ,43.4              ,D
CPS       ,Communication Services,Europe                     ,29.995054401582582 ,46.58753709198814   ,26.666668     ,56.25       ,38.7              ,D
BCHN      ,Industrials           ,Europe                     ,60.150524856407195 ,75.22281639928698   ,16.666668     ,75.0        ,58.2              ,C
AZE       ,Industrials           ,Europe                     ,100.0              ,0.0                 ,50.0          ,71.75       ,59.4              ,C
CAR       ,Consumer Discretionary,Europe                     ,40.40204678362572  ,85.92105263157895   ,16.666668     ,90.0        ,57.0              ,C
DMP       ,Health Care           ,Europe                     ,47.83909077314192  ,62.3149394347241    ,16.666668     ,75.0        ,50.7              ,C
TRMDA     ,Energy                ,Europe                     ,49.69142082061716  ,95.88592743302814   ,6.666667      ,87.5        ,60.2              ,C
CAF       ,Industrials           ,Europe                     ,31.417953116066332 ,58.833619210977695  ,33.333336     ,77.25       ,47.8              ,D
SAX       ,Communication Services,Europe                     ,100.0              ,0.0                 ,33.333336     ,82.50001    ,58.2              ,C
TXGN      ,Communication Services,Europe                     ,67.33001658374795  ,43.16877152698048   ,6.666667      ,62.5        ,48.2              ,D
ALLEI     ,Materials             ,Europe                     ,34.31661750245821  ,85.84070796460178   ,13.333334     ,75.0        ,51.1              ,C
SZU       ,Consumer Staples      ,Europe                     ,32.930548362966796 ,83.42827550491974   ,16.666668     ,45.0        ,44.7              ,D
ENOG      ,Energy                ,Europe                     ,42.31221502279818  ,73.54211663066955   ,20.0          ,75.0        ,52.2              ,C
BYLOT     ,Consumer Discretionary,Europe                     ,47.14315833860426  ,68.69070208728651   ,6.666667      ,75.0        ,50.0              ,C
HTWS      ,Communication Services,Europe                     ,64.37227668845316  ,52.8799019607843    ,23.333334     ,96.5        ,59.7              ,C
HEIJM     ,Industrials           ,Europe                     ,32.43285568866964  ,94.71458773784354   ,6.666667      ,100.0       ,56.4              ,C
