ticker    ,sector                ,region                     ,upside_score       ,spread_score        ,coverage_score,rating_score,price_target_score,price_target_grade
CPK       ,Utilities             ,United States and Canada   ,53.754235776707695 ,83.94863563402889   ,16.666668     ,79.25       ,59.0              ,C
HURN      ,Industrials           ,United States and Canada   ,52.73810821614157  ,78.19688215414804   ,13.333334     ,95.00001    ,59.7              ,C
TVE       ,Energy                ,United States and Canada   ,46.27184207016141  ,63.985594237695075  ,33.333336     ,82.50001    ,55.4              ,C
MGEE      ,Utilities             ,United States and Canada   ,32.75627600457961  ,84.29253581301835   ,10.0          ,33.25       ,41.2              ,D
TTR1      ,Industrials           ,Europe                     ,45.14687100893999  ,91.37931034482759   ,6.666667      ,100.0       ,60.0              ,C
COLM      ,Consumer Discretionary,United States and Canada   ,44.46566536868781  ,33.246801409234195  ,20.0          ,59.500004   ,39.8              ,D
MANU      ,Communication Services,Europe                     ,72.17201743955609  ,27.612960760998817  ,10.0          ,83.25       ,50.8              ,C
EWTX      ,Health Care           ,United States and Canada   ,77.05042391789378  ,0.0                 ,40.0          ,85.5        ,52.1              ,C
BKD       ,Health Care           ,United States and Canada   ,41.75774134790529  ,87.70491803278688   ,13.333334     ,87.5        ,56.7              ,C
ALHEX     ,Consumer Discretionary,Europe                     ,51.11111111111111  ,70.0                ,10.0          ,91.75       ,55.7              ,C
IPAR      ,Consumer Staples      ,United States and Canada   ,53.18828224421463  ,57.74491270988547   ,16.666668     ,90.0        ,54.4              ,C
ASH       ,Materials             ,United States and Canada   ,36.884507340859706 ,58.6579742407378    ,33.333336     ,81.25       ,50.5              ,C
PRVA      ,Health Care           ,United States and Canada   ,71.17972174575947  ,39.96569468267581   ,63.333332     ,90.0        ,65.6              ,B
SUPN      ,Health Care           ,United States and Canada   ,58.51844444444445  ,80.0                ,20.0          ,87.5        ,62.0              ,C
ALERS     ,Health Care           ,Europe                     ,62.2782446311858   ,100.0               ,3.3333335     ,100.0       ,67.5              ,B
HUBG      ,Industrials           ,United States and Canada   ,34.61773700305811  ,61.595903563046726  ,56.666668     ,73.5        ,53.5              ,C
ACLS      ,Information Technology,United States and Canada   ,36.76975945017182  ,77.44845360824742   ,13.333334     ,62.5        ,47.4              ,D
TDW       ,Energy                ,United States and Canada   ,43.74489894594333  ,47.78067885117494   ,20.0          ,53.500004   ,42.0              ,D
QUBT      ,Information Technology,United States and Canada   ,79.70253718285215  ,0.0                 ,16.666668     ,79.99999    ,47.2              ,D
AAA       ,Industrials           ,Europe                     ,22.643343051506314 ,94.16909620991252   ,6.666667      ,12.5        ,35.3              ,D
VNET      ,Information Technology,Asia / Pacific             ,78.50413179641035  ,0.0                 ,43.333332     ,84.5        ,53.0              ,C
RHI       ,Industrials           ,United States and Canada   ,42.45550066650984  ,4.728299223712051   ,30.000002     ,43.25       ,30.7              ,F
BRBR      ,Consumer Staples      ,United States and Canada   ,93.16743343092149  ,0.0                 ,46.666668     ,81.75       ,58.3              ,C
LFST      ,Health Care           ,United States and Canada   ,58.450574712643665 ,72.41379310344827   ,30.000002     ,90.0        ,62.6              ,C
PCELL     ,Industrials           ,Europe                     ,80.51115743957995  ,30.50729673384295   ,13.333334     ,50.0        ,48.5              ,D
GTM       ,Communication Services,United States and Canada   ,73.03326569513618  ,11.455451023796348  ,63.333332     ,54.5        ,52.0              ,C
RLX       ,Consumer Staples      ,Asia / Pacific             ,61.346801346801335 ,82.7056277056277    ,13.333334     ,87.5        ,62.3              ,C
MSGE      ,Communication Services,United States and Canada   ,32.970372861092436 ,61.331540013449896  ,23.333334     ,81.25       ,47.8              ,D
DNLI      ,Health Care           ,United States and Canada   ,100.0              ,16.620344635908836  ,46.666668     ,98.5        ,68.2              ,B
CPRX      ,Health Care           ,United States and Canada   ,92.83945178658838  ,64.75770925110132   ,23.333334     ,100.0       ,73.3              ,B
WDO       ,Materials             ,United States and Canada   ,41.23413773820278  ,72.89972899728997   ,30.000002     ,72.0        ,53.1              ,C
INSW      ,Energy                ,United States and Canada   ,38.123115132162496 ,85.80805392939507   ,16.666668     ,90.0        ,56.1              ,C
MODG      ,Consumer Discretionary,United States and Canada   ,19.66681344488477  ,47.159841479524445  ,30.000002     ,66.0        ,37.9              ,D
STNG      ,Energy                ,Europe                     ,57.631836304822095 ,54.299255247122545  ,26.666668     ,87.5        ,56.6              ,C
NCNO      ,Information Technology,United States and Canada   ,78.66162657502863  ,42.26804123711341   ,46.666668     ,72.0        ,61.8              ,C
CNK       ,Communication Services,United States and Canada   ,74.60277661698471  ,28.9594651065608    ,36.666668     ,77.25       ,56.1              ,C
TDC       ,Information Technology,United States and Canada   ,29.780912925017734 ,32.81827342962714   ,36.666668     ,54.5        ,36.9              ,D
MH        ,Consumer Discretionary,United States and Canada   ,81.86436781609197  ,24.13793103448276   ,40.0          ,90.5        ,60.8              ,C
RCUS      ,Health Care           ,United States and Canada   ,90.41794087665646  ,0.0                 ,33.333336     ,91.75       ,56.7              ,C
CTRI      ,Industrials           ,United States and Canada   ,24.140687450039962 ,64.02877697841727   ,20.0          ,64.25       ,41.3              ,D
WDFC      ,Consumer Staples      ,United States and Canada   ,65.58964935958936  ,65.36416410556612   ,6.666667      ,75.0        ,55.6              ,C
CON       ,Health Care           ,United States and Canada   ,68.79917504511471  ,72.15777262180974   ,23.333334     ,92.75       ,65.3              ,B
LION      ,Communication Services,United States and Canada   ,33.21649725435215  ,57.93901156677181   ,30.000002     ,82.50001    ,48.6              ,D
DYN       ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,53.333336     ,89.0        ,63.5              ,C
KWR       ,Materials             ,United States and Canada   ,38.973991081852844 ,90.5051272312951    ,16.666668     ,90.0        ,57.6              ,C
AVPT      ,Information Technology,United States and Canada   ,88.7907465825447   ,13.249211356466873  ,43.333332     ,85.74999    ,60.2              ,C
ERAS      ,Health Care           ,United States and Canada   ,0.0                ,6.44490644490644    ,30.000002     ,82.50001    ,24.1              ,F
IRON      ,Health Care           ,United States and Canada   ,100.0              ,36.5571690398985    ,40.0          ,98.0        ,71.7              ,B
ABM       ,Industrials           ,United States and Canada   ,60.92698973830216  ,62.439239946973046  ,20.0          ,68.75       ,54.7              ,C
CWT       ,Utilities             ,United States and Canada   ,51.16658151473128  ,82.48303043573462   ,13.333334     ,100.0       ,61.2              ,C
OII       ,Energy                ,United States and Canada   ,22.047019516766493 ,77.997799779978     ,13.333334     ,50.0        ,39.9              ,D
CBZ       ,Industrials           ,United States and Canada   ,99.42245848920392  ,25.18212246505217   ,10.0          ,81.25       ,59.3              ,C
PTEN      ,Energy                ,United States and Canada   ,34.6091686091686   ,58.04195804195804   ,46.666668     ,66.75       ,49.3              ,D
MGRC      ,Industrials           ,United States and Canada   ,70.54526375267385  ,93.64329822012351   ,13.333334     ,87.5        ,68.3              ,B
BRSL      ,Consumer Discretionary,Europe                     ,79.46744639376217  ,15.789473684210531  ,20.0          ,78.5        ,51.5              ,C
ATHM      ,Communication Services,Asia / Pacific             ,55.586834127327855 ,75.74707665656128   ,43.333332     ,60.75       ,59.2              ,C
ZEP       ,Utilities             ,Europe                     ,69.77420076011624  ,100.0               ,3.3333335     ,50.0        ,60.1              ,C
CRGY      ,Energy                ,United States and Canada   ,100.0              ,28.400954653937948  ,43.333332     ,90.5        ,68.9              ,B
SES       ,Energy                ,United States and Canada   ,51.22968818620991  ,71.7673630717109    ,26.666668     ,68.75       ,55.0              ,C
INSP      ,Health Care           ,United States and Canada   ,89.45209440167697  ,3.5021142795185978  ,53.333336     ,79.49999    ,58.8              ,C
ADPT      ,Health Care           ,United States and Canada   ,49.06139015728057  ,82.87671232876713   ,23.333334     ,87.5        ,60.1              ,C
BBAI      ,Information Technology,United States and Canada   ,43.25889615105301  ,50.98039215686274   ,10.0          ,75.0        ,44.9              ,D
OLN       ,Materials             ,United States and Canada   ,32.33660828705681  ,61.55489107219137   ,50.0          ,53.250004   ,47.4              ,D
COTY      ,Consumer Staples      ,United States and Canada   ,85.04189435336978  ,0.0                 ,53.333336     ,51.25       ,50.7              ,C
PHIN      ,Consumer Discretionary,United States and Canada   ,47.192181366658666 ,84.13842826243692   ,13.333334     ,81.25       ,56.5              ,C
CNXC      ,Industrials           ,United States and Canada   ,82.38702201622249  ,23.522595596755515  ,16.666668     ,75.0        ,53.0              ,C
DNOW      ,Industrials           ,United States and Canada   ,53.94390206105688  ,86.05299860529986   ,6.666667      ,100.0       ,61.7              ,C
ATRO      ,Industrials           ,United States and Canada   ,22.723419444072636 ,59.68411189934413   ,16.666668     ,85.0        ,43.2              ,D
WOR       ,Industrials           ,United States and Canada   ,61.96893131199701  ,53.20980722440576   ,16.666668     ,68.75       ,52.1              ,C
BKE       ,Consumer Discretionary,United States and Canada   ,38.138593829033894 ,100.0               ,3.3333335     ,50.0        ,49.0              ,D
PTON      ,Consumer Discretionary,United States and Canada   ,100.0              ,0.0                 ,53.333336     ,72.5        ,60.2              ,C
TENB      ,Information Technology,United States and Canada   ,100.0              ,23.14647377938518   ,63.333332     ,74.0        ,68.3              ,B
DIOD      ,Information Technology,United States and Canada   ,36.783245459871125 ,85.9402460456942    ,10.0          ,83.25       ,53.0              ,C
ATEC      ,Health Care           ,United States and Canada   ,78.32331203808094  ,66.17812852311161   ,43.333332     ,88.5        ,70.3              ,B
WB        ,Communication Services,Asia / Pacific             ,43.456330749354    ,35.81395348837207   ,60.000004     ,71.0        ,50.4              ,C
FA        ,Industrials           ,United States and Canada   ,51.69024462127911  ,73.47480106100795   ,23.333334     ,67.5        ,54.6              ,C
AMBP      ,Materials             ,Europe                     ,35.3674040172896   ,67.96338672768879   ,23.333334     ,53.250004   ,44.7              ,D
BLKB      ,Information Technology,United States and Canada   ,75.23031322598737  ,72.96322999279019   ,16.666668     ,60.000004   ,59.9              ,C
CHEF      ,Consumer Staples      ,United States and Canada   ,54.7448290198524   ,70.37729965700031   ,26.666668     ,90.75       ,60.2              ,C
GT        ,Consumer Discretionary,United States and Canada   ,38.497738662755154 ,37.29372937293729   ,26.666668     ,61.25       ,40.4              ,D
TXG       ,Health Care           ,United States and Canada   ,20.1045050898852   ,61.01364522417153   ,43.333332     ,63.25       ,43.6              ,D
UPWK      ,Industrials           ,United States and Canada   ,55.86870211933119  ,44.64016104680423   ,33.333336     ,77.25       ,52.8              ,C
AAP       ,Consumer Discretionary,United States and Canada   ,55.709876543209866 ,0.0                 ,66.66667      ,48.25       ,42.5              ,D
ASAN      ,Information Technology,United States and Canada   ,84.09169462234422  ,0.0                 ,43.333332     ,58.25       ,49.7              ,D
KMT       ,Industrials           ,United States and Canada   ,19.795545104187067 ,52.96884185773075   ,26.666668     ,44.5        ,34.4              ,F
NSIT      ,Information Technology,United States and Canada   ,83.50825385423734  ,0.0                 ,13.333334     ,60.000004   ,43.9              ,D
BHC       ,Health Care           ,United States and Canada   ,40.47437121935689  ,28.36676217765044   ,23.333334     ,50.0        ,35.9              ,D
BRZE      ,Information Technology,United States and Canada   ,100.0              ,0.0                 ,66.66667      ,92.49999    ,66.8              ,B
SYRE      ,Health Care           ,United States and Canada   ,100.0              ,9.747292418772568   ,46.666668     ,100.0       ,66.8              ,B
ANTO      ,Materials             ,Europe                     ,20.5714731585518   ,40.33876404494381   ,66.66667      ,57.5        ,42.1              ,D
ZIM       ,Industrials           ,Africa / Middle East       ,0.14565126924677843,42.41573033707865   ,16.666668     ,30.000002   ,20.0              ,F
BATRK     ,Communication Services,United States and Canada   ,84.16105149322019  ,40.10481657100075   ,16.666668     ,79.99999    ,58.8              ,C
VC        ,Consumer Discretionary,United States and Canada   ,75.10122033657096  ,59.44070872024763   ,36.666668     ,75.0        ,63.5              ,C
NVA       ,Energy                ,United States and Canada   ,31.08816425120773  ,94.56521739130434   ,36.666668     ,33.25       ,48.5              ,D
DKL       ,Energy                ,United States and Canada   ,24.585892425088407 ,74.87437185929649   ,13.333334     ,62.5        ,42.5              ,D
DRVN      ,Consumer Discretionary,United States and Canada   ,72.01532073310426  ,54.89690721649485   ,43.333332     ,82.25       ,64.0              ,C
BTE       ,Energy                ,United States and Canada   ,44.046758255001194 ,56.61605206073753   ,36.666668     ,66.0        ,50.1              ,C
IHS       ,Communication Services,Europe                     ,63.309879800644964 ,0.0                 ,26.666668     ,78.25       ,43.1              ,D
BKV       ,Energy                ,United States and Canada   ,52.02835978835978  ,73.33333333333334   ,30.000002     ,97.25       ,62.0              ,C
TIC       ,Industrials           ,United States and Canada   ,60.62548562548563  ,51.92307692307692   ,20.0          ,70.0        ,52.2              ,C
CHA       ,Consumer Discretionary,Asia / Pacific             ,100.0              ,0.0                 ,33.333336     ,79.99999    ,57.7              ,C
TKO       ,Materials             ,United States and Canada   ,20.114395741307042 ,36.289500509684004  ,23.333334     ,85.74999    ,37.9              ,D
ANDG      ,Industrials           ,United States and Canada   ,62.658288108159574 ,22.879177377892034  ,20.0          ,85.74999    ,48.8              ,D
DXC       ,Information Technology,United States and Canada   ,33.67626886145405  ,86.28257887517147   ,26.666668     ,41.75       ,47.0              ,D
TWST      ,Health Care           ,United States and Canada   ,26.866833024765903 ,75.85124366095147   ,26.666668     ,87.5        ,51.2              ,C
IE        ,Materials             ,United States and Canada   ,61.375873015873005 ,40.0                ,20.0          ,85.74999    ,52.6              ,C
2259      ,Materials             ,Asia / Pacific             ,36.41485943775101  ,68.62518072289157   ,20.0          ,87.5        ,51.4              ,C
ALRM      ,Information Technology,United States and Canada   ,67.53702243252715  ,40.851735015772874  ,20.0          ,64.25       ,50.7              ,C
ALFEN     ,Industrials           ,Europe                     ,27.99371451743713  ,40.69343065693432   ,30.000002     ,41.75       ,34.3              ,F
AAOI      ,Information Technology,United States and Canada   ,32.01343892488602  ,5.507559395248373   ,16.666668     ,66.75       ,29.3              ,F
APLS      ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,60.000004     ,75.0        ,62.0              ,C
F3C       ,Industrials           ,Europe                     ,86.28979857050031  ,56.14035087719298   ,16.666668     ,75.0        ,62.6              ,C
NVTS      ,Information Technology,United States and Canada   ,6.497606680924737  ,19.340054995417045  ,26.666668     ,53.250004   ,23.1              ,F
DBD       ,Information Technology,United States and Canada   ,47.780479664330336 ,95.70876841653555   ,10.0          ,91.75       ,61.0              ,C
TGLS      ,Industrials           ,Latin America and Caribbean,75.30772254287427  ,81.38149320424503   ,13.333334     ,87.5        ,66.9              ,B
WVE       ,Health Care           ,Asia / Pacific             ,100.0              ,0.0                 ,50.0          ,96.75       ,64.4              ,C
HE        ,Utilities             ,United States and Canada   ,11.931564782775865 ,79.2387543252595    ,10.0          ,41.75       ,34.3              ,F
TVTX      ,Health Care           ,United States and Canada   ,89.38165291233106  ,35.41442411194834   ,46.666668     ,91.75       ,67.8              ,B
TVK       ,Energy                ,United States and Canada   ,52.20722128466362  ,78.74867179198701   ,20.0          ,79.25       ,57.8              ,C
SVM       ,Materials             ,United States and Canada   ,40.256953268389104 ,73.60736975857687   ,16.666668     ,91.75       ,54.2              ,C
VSH       ,Information Technology,United States and Canada   ,7.271733187534177  ,100.0               ,6.666667      ,58.25       ,40.5              ,D
IMNM      ,Health Care           ,United States and Canada   ,93.27681094749367  ,37.527889335118246  ,40.0          ,96.25       ,69.3              ,B
GTLY      ,Industrials           ,Europe                     ,100.0              ,19.191919191919194  ,10.0          ,87.5        ,59.3              ,C
POU       ,Energy                ,United States and Canada   ,48.78499883531328  ,74.8427672955975    ,30.000002     ,80.49999    ,57.9              ,C
RXO       ,Industrials           ,United States and Canada   ,36.45986213030909  ,39.95997331554369   ,56.666668     ,56.0        ,45.3              ,D
DNTH      ,Health Care           ,United States and Canada   ,86.2204585537919   ,0.0                 ,36.666668     ,98.24999    ,57.2              ,C
EM        ,Consumer Discretionary,Europe                     ,100.0              ,100.0               ,3.3333335     ,75.0        ,75.7              ,B
XRAY      ,Health Care           ,United States and Canada   ,39.6123396123396   ,50.859950859950864  ,50.0          ,54.25       ,47.4              ,D
UAA       ,Consumer Discretionary,United States and Canada   ,39.99038831218761  ,0.0                 ,63.333332     ,56.75       ,38.0              ,D
RXRX      ,Health Care           ,United States and Canada   ,88.76992624315965  ,0.0                 ,23.333334     ,62.5        ,48.2              ,D
ATKR      ,Industrials           ,United States and Canada   ,23.751330833680495 ,84.72434384113318   ,16.666668     ,62.5        ,45.3              ,D
ZGN       ,Consumer Discretionary,Europe                     ,55.559042305904235 ,64.33891213389121   ,33.333336     ,77.5        ,57.7              ,C
ATH       ,Energy                ,United States and Canada   ,46.4756446991404   ,64.18338108882521   ,30.000002     ,72.25       ,52.8              ,C
FRO       ,Industrials           ,Europe                     ,44.77124183006536  ,90.52287581699345   ,6.666667      ,75.0        ,54.6              ,C
HOG       ,Consumer Discretionary,United States and Canada   ,67.00829673011226  ,31.673987310883366  ,33.333336     ,65.0        ,51.0              ,C
AII       ,Materials             ,United States and Canada   ,18.245565664920502 ,46.23655913978495   ,20.0          ,93.75       ,40.7              ,D
GEO       ,Industrials           ,United States and Canada   ,100.0              ,43.149516770892546  ,13.333334     ,100.0       ,68.5              ,B
OCUL      ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,40.0          ,91.75       ,61.4              ,C
POWI      ,Information Technology,United States and Canada   ,51.49276700523237  ,74.60757156048015   ,16.666668     ,90.0        ,58.0              ,C
MLCO      ,Consumer Discretionary,Asia / Pacific             ,100.0              ,15.171288743882538  ,46.666668     ,76.75001    ,63.5              ,C
CECO      ,Industrials           ,United States and Canada   ,28.294881994165994 ,70.16706443914082   ,20.0          ,95.75       ,50.6              ,C
NGVT      ,Materials             ,United States and Canada   ,38.924991184323204 ,74.3085990630195    ,13.333334     ,81.25       ,51.1              ,C
OI        ,Materials             ,United States and Canada   ,51.29076479076479  ,48.05194805194806   ,30.000002     ,83.25       ,52.6              ,C
GENI      ,Consumer Discretionary,Europe                     ,100.0              ,19.110212335692623  ,60.000004     ,94.50001    ,70.7              ,B
USAR      ,Materials             ,United States and Canada   ,93.06576220086676  ,0.0                 ,16.666668     ,100.0       ,55.9              ,C
FOM       ,Materials             ,United States and Canada   ,22.427293064876956 ,83.22147651006712   ,20.0          ,83.25       ,49.3              ,D
CVI       ,Energy                ,United States and Canada   ,47.798283261802574 ,44.206008583690995  ,20.0          ,25.0        ,36.8              ,D
SBET      ,Consumer Discretionary,United States and Canada   ,100.0              ,0.0                 ,16.666668     ,95.00001    ,57.3              ,C
SIKA      ,Materials             ,Europe                     ,70.2083148394733   ,23.435419440745665  ,70.0          ,77.5        ,59.9              ,C
CC        ,Materials             ,United States and Canada   ,36.1093316250267   ,55.156950672645735  ,30.000002     ,75.0        ,47.4              ,D
ALG       ,Industrials           ,United States and Canada   ,49.0093583041968   ,67.80558728839962   ,13.333334     ,75.0        ,51.8              ,C
MFI       ,Consumer Staples      ,United States and Canada   ,67.35390788406538  ,42.37418363426816   ,26.666668     ,84.5        ,56.4              ,C
SBLK      ,Industrials           ,Europe                     ,49.99727267768505  ,78.89052528227786   ,13.333334     ,81.25       ,56.1              ,C
FLO       ,Consumer Staples      ,United States and Canada   ,55.46144505160898  ,45.35519125683061   ,20.0          ,54.25       ,45.6              ,D
PLUS      ,Information Technology,United States and Canada   ,38.88762078673057  ,100.0               ,3.3333335     ,100.0       ,59.3              ,C
BB        ,Information Technology,United States and Canada   ,29.722222222222218 ,91.04814814814816   ,6.666667      ,50.0        ,44.5              ,D
EVCM      ,Information Technology,United States and Canada   ,27.886710239651414 ,52.941176470588246  ,26.666668     ,66.75       ,41.7              ,D
AYA       ,Materials             ,United States and Canada   ,65.30858676207514  ,10.107781753130595  ,33.333336     ,87.5        ,49.6              ,D
SLNO      ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,43.333332     ,96.25       ,62.9              ,C
DAC       ,Industrials           ,Europe                     ,31.812488817319736 ,100.0               ,3.3333335     ,50.0        ,46.8              ,D
OGN       ,Health Care           ,United States and Canada   ,40.90690005073568  ,20.09132420091323   ,23.333334     ,40.750004   ,32.2              ,F
TPB       ,Consumer Staples      ,United States and Canada   ,35.481761711269904 ,83.18621269440942   ,13.333334     ,90.0        ,53.9              ,C
OMCL      ,Health Care           ,United States and Canada   ,43.18641682062109  ,74.26761678543151   ,23.333334     ,84.5        ,55.2              ,C
QDEL      ,Health Care           ,United States and Canada   ,48.28212851405621  ,0.0                 ,20.0          ,64.25       ,33.7              ,F
RNG       ,Information Technology,United States and Canada   ,61.92099704267003  ,31.558935361216744  ,50.0          ,67.25       ,53.0              ,C
CIVI      ,Energy                ,United States and Canada   ,77.74029146659927  ,0.0                 ,43.333332     ,60.75       ,48.0              ,D
HI        ,Industrials           ,United States and Canada   ,33.96186884558978  ,100.0               ,3.3333335     ,50.0        ,47.6              ,D
GRND      ,Communication Services,United States and Canada   ,100.0              ,50.57660626029654   ,13.333334     ,87.5        ,67.8              ,B
LASR      ,Information Technology,United States and Canada   ,36.73620593738937  ,77.24169321802458   ,23.333334     ,90.75       ,55.0              ,C
EYE       ,Consumer Discretionary,United States and Canada   ,53.849022174620174 ,57.15815780078544   ,36.666668     ,85.5        ,57.6              ,C
SRPT      ,Health Care           ,United States and Canada   ,31.2778040700426   ,0.0                 ,76.666664     ,55.75       ,37.4              ,D
CCA       ,Communication Services,United States and Canada   ,37.11311557560019  ,54.899548995489965  ,36.666668     ,63.75       ,46.8              ,D
TRN       ,Industrials           ,United States and Canada   ,27.848872638634976 ,78.06215722120659   ,6.666667      ,50.0        ,40.6              ,D
RVLV      ,Consumer Discretionary,United States and Canada   ,24.662495884096142 ,50.60915377016792   ,43.333332     ,73.5        ,44.7              ,D
RARE      ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,66.66667      ,91.75       ,66.7              ,B
SDRL      ,Energy                ,Latin America and Caribbean,62.116935483870975 ,0.0                 ,23.333334     ,71.5        ,40.7              ,D
VOYG      ,Industrials           ,United States and Canada   ,54.64700709754411  ,83.04126625211985   ,20.0          ,87.5        ,61.4              ,C
CSGS      ,Industrials           ,United States and Canada   ,34.86878838637634  ,100.0               ,10.0          ,50.0        ,49.2              ,D
NOG       ,Energy                ,United States and Canada   ,73.60111910471623  ,32.55395683453237   ,33.333336     ,70.5        ,54.7              ,C
SAM       ,Consumer Staples      ,United States and Canada   ,51.24564146371603  ,35.20622793868768   ,46.666668     ,48.5        ,45.8              ,D
SAH       ,Consumer Discretionary,United States and Canada   ,59.61008688281415  ,60.26700572155118   ,33.333336     ,67.5        ,56.1              ,C
EPAC      ,Industrials           ,United States and Canada   ,61.45236145236145  ,100.0               ,6.666667      ,75.0        ,62.8              ,C
TE        ,Industrials           ,United States and Canada   ,43.26125390996872  ,0.0                 ,16.666668     ,95.00001    ,37.5              ,D
VVX       ,Industrials           ,United States and Canada   ,33.09355692850836  ,66.16651956457783   ,40.0          ,66.75       ,49.5              ,D
OLMA      ,Health Care           ,United States and Canada   ,100.0              ,18.93883566691231   ,33.333336     ,95.50001    ,65.5              ,B
VIA       ,Information Technology,United States and Canada   ,100.0              ,17.030567685589514  ,33.333336     ,88.75001    ,63.7              ,C
JSE       ,Energy                ,Asia / Pacific             ,100.0              ,0.0                 ,13.333334     ,100.0       ,57.7              ,C
UNFI      ,Consumer Staples      ,United States and Canada   ,52.66596885209503  ,51.47016842706251   ,26.666668     ,60.000004   ,48.6              ,D
NNE       ,Industrials           ,United States and Canada   ,67.58776438339095  ,85.98261844687413   ,10.0          ,87.5        ,64.7              ,C
EXTR      ,Information Technology,United States and Canada   ,91.04706209969366  ,68.67167919799499   ,26.666668     ,90.75       ,72.5              ,B
DHT       ,Energy                ,Latin America and Caribbean,51.768057650410604 ,87.93363499245852   ,16.666668     ,95.00001    ,62.4              ,C
ADEA      ,Information Technology,United States and Canada   ,52.41937791512863  ,63.94540303888745   ,13.333334     ,87.5        ,54.5              ,C
SGD       ,Materials             ,United States and Canada   ,70.30527891687821  ,32.63034563561804   ,30.000002     ,86.0        ,56.0              ,C
HLIO      ,Industrials           ,United States and Canada   ,39.534162029091036 ,71.91449524106726   ,20.0          ,91.75       ,54.2              ,C
PCT       ,Materials             ,United States and Canada   ,65.52059712773999  ,0.0                 ,20.0          ,75.0        ,41.9              ,D
NN        ,Information Technology,United States and Canada   ,63.7650389242746   ,100.0               ,3.3333335     ,75.0        ,63.0              ,C
PGNY      ,Health Care           ,United States and Canada   ,60.43139387348197  ,59.21696574225122   ,33.333336     ,84.0        ,59.4              ,C
APPN      ,Information Technology,United States and Canada   ,81.39607112353443  ,51.08315863032844   ,16.666668     ,57.25       ,56.0              ,C
VZLA      ,Materials             ,United States and Canada   ,49.16601613322926  ,57.73536299765809   ,20.0          ,87.5        ,53.1              ,C
AROBS     ,Information Technology,Europe                     ,47.84193642461359  ,97.76902887139107   ,6.666667      ,100.0       ,62.5              ,C
IPCO      ,Energy                ,United States and Canada   ,31.77574059927001  ,73.6829640947288    ,20.0          ,77.5        ,49.0              ,D
AVDL      ,Health Care           ,Europe                     ,30.52710531760811  ,79.05027932960894   ,26.666668     ,50.0        ,45.8              ,D
GEL       ,Energy                ,United States and Canada   ,47.47845804988664  ,94.16909620991254   ,10.0          ,91.75       ,60.5              ,C
CLVT      ,Industrials           ,Europe                     ,83.67683140553804  ,0.0                 ,26.666668     ,50.0        ,44.6              ,D
KN        ,Information Technology,United States and Canada   ,42.01247626796855  ,71.52156224572823   ,13.333334     ,81.25       ,51.5              ,C
CXW       ,Industrials           ,United States and Canada   ,88.1114998056527   ,80.00999500249874   ,13.333334     ,100.0       ,73.5              ,B
ASGN      ,Information Technology,United States and Canada   ,35.292128967848804 ,55.07453542985502   ,20.0          ,57.25       ,41.6              ,D
MTX       ,Materials             ,United States and Canada   ,57.55197987021585  ,80.63170441001192   ,13.333334     ,93.75       ,61.7              ,C
KSS       ,Consumer Discretionary,United States and Canada   ,53.502804630624176 ,0.0                 ,40.0          ,44.75       ,35.7              ,D
ALKT      ,Information Technology,United States and Canada   ,100.0              ,24.547283702213274  ,30.000002     ,82.50001    ,63.6              ,C
HRMY      ,Health Care           ,United States and Canada   ,63.61402540033131  ,17.172832689122032  ,36.666668     ,84.0        ,50.7              ,C
SM        ,Energy                ,United States and Canada   ,100.0              ,0.0                 ,40.0          ,71.25       ,57.2              ,C
TNK       ,Energy                ,Latin America and Caribbean,42.681890403872444 ,85.03491852344528   ,16.666668     ,79.99999    ,55.5              ,C
VAC       ,Consumer Discretionary,United States and Canada   ,35.5991685689364   ,26.507432771003835  ,36.666668     ,52.249996   ,36.9              ,D
HUN       ,Materials             ,United States and Canada   ,23.049724787760056 ,49.622166246851386  ,43.333332     ,46.749996   ,38.5              ,D
PRGO      ,Health Care           ,Europe                     ,77.46728764692837  ,33.46640053226879   ,13.333334     ,70.0        ,52.1              ,C
ZLAB      ,Health Care           ,Asia / Pacific             ,100.0              ,0.0                 ,40.0          ,91.75       ,61.4              ,C
MGNI      ,Communication Services,United States and Canada   ,100.0              ,0.0                 ,46.666668     ,89.25001    ,62.2              ,C
PRKS      ,Consumer Discretionary,United States and Canada   ,54.02095439337913  ,7.5541468568409815  ,36.666668     ,63.75       ,40.9              ,D
KALU      ,Materials             ,United States and Canada   ,19.695709433700696 ,88.30318153462258   ,6.666667      ,50.0        ,40.3              ,D
AORT      ,Health Care           ,United States and Canada   ,54.64981690609716  ,58.515787047706844  ,23.333334     ,85.74999    ,55.6              ,C
CEU       ,Energy                ,United States and Canada   ,37.96296296296296  ,70.50147492625369   ,26.666668     ,87.5        ,53.7              ,C
CURA      ,Health Care           ,United States and Canada   ,70.6052393857272   ,56.43902439024389   ,20.0          ,97.0        ,62.2              ,C
RUM       ,Communication Services,United States and Canada   ,100.0              ,100.0               ,3.3333335     ,62.5        ,73.2              ,B
