ticker     ,sector                ,region                     ,payout_score,fcf_coverage_score,div_growth_score,balance_sheet_score,dividend_sustainability_score,sustainability_grade
CRS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ZG         ,Real Estate           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IVN        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
APTV       ,Consumer Discretionary,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
XPO        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
APG        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BIP        ,Utilities             ,Latin America and Caribbean,0           ,5                 ,0               ,10                 ,15                           ,F
ROKU       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DOW        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
COO        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BWXT       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
JLL        ,Real Estate           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
JBS        ,Consumer Staples      ,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
WES        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
MEDP       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
J          ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SN         ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ONON       ,Consumer Discretionary,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
TXT        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CRBG       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
EWBC       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ATI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
OKTA       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RBRK       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
H          ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NLY        ,Real Estate           ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
WMG        ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ROIV       ,Health Care           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
RVMD       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GFL        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RS         ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NWSA       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MRU        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ITT        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MG         ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
FFIV       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
HTHT       ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
KSPI       ,Financials            ,Asia / Pacific             ,0           ,5                 ,0               ,25                 ,30                           ,F
PSKY       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
FNF        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
EMA        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
BBIO       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
NBIX       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DECK       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
QXO        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BBY        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
DPZ        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
RBC        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ALLY       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ARCC       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
UHS        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
PFGC       ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
EG         ,Financials            ,Latin America and Caribbean,0           ,5                 ,0               ,25                 ,30                           ,F
NTNX       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
EQH        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AA         ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
AVY        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
BALL       ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
ICLR       ,Health Care           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
SMMT       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SOLV       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
HII        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
KTOS       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
VTRS       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
GGG        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ALLE       ,Industrials           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
IREN       ,Information Technology,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
DOCU       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
EVR        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
VNOM       ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
LYB        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CSL        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MDGL       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RYAN       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
HL         ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TSEM       ,Information Technology,Africa / Middle East       ,0           ,0                 ,0               ,25                 ,25                           ,F
RGA        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
RPM        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
NXT        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NDSN       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
LECO       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IEX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SNAP       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
JKHY       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
NIO        ,Consumer Discretionary,Asia / Pacific             ,0           ,5                 ,0               ,25                 ,30                           ,F
MAS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
UNM        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CHWY       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
HRL        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
W          ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MTSI       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GH         ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
DT         ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BEPC       ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
WSO        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TOL        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
JEF        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SF         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MLI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IONS       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
JOBY       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AVAV       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RNR        ,Financials            ,Latin America and Caribbean,0           ,5                 ,0               ,25                 ,30                           ,F
CNA        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ACM        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
EDV        ,Materials             ,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
ENTG       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
WYNN       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
AKAM       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CLH        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
OKLO       ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ASND       ,Health Care           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
BMNR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MRNA       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BEN        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
PAA        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
EXEL       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ZBRA       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
HLI        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SNX        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
PEN        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DTM        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
BFB        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BSY        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
SAP        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WCC        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CDE        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
BJ         ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CF         ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
FHN        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AIZ        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
IVZ        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CACI       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IAG        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
BLD        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CLX        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GMED       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CART       ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CCK        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
BMRN       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
YMM        ,Industrials           ,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
SAIL       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
EQX        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CNH        ,Industrials           ,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
PR         ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
WMS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SWK        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
KLAR       ,Financials            ,Europe                     ,0           ,5                 ,0               ,25                 ,30                           ,F
PCOR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AGNC       ,Real Estate           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
AFG        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
TEM        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CELH       ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
EPAM       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NYT        ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
HAS        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BLDR       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GL         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ORI        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CMA        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AYI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BROS       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ALGN       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CCLB       ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
DAY        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RVTY       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TXRH       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ELAN       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
LKNCY      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
SCI        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
STN        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MKSI       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
FDS        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CR         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ATRL       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PAG        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WTRG       ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
RNA        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IGM        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
EHC        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ARX        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
AR         ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
EFN        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PEGA       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
X          ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SEIC       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
KRMN       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DCI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PNW        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
NCLH       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CFLT       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CNM        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MANH       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
LSCC       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SJM        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
WBS        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
FIVE       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BILI       ,Communication Services,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
JAZZ       ,Health Care           ,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
AAL        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
TTAN       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ENSG       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
BAH        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SPXC       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WCP        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
IMG        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
QBTS       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RMBS       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MGM        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
DY         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AMKR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CAE        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ARMK       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CRL        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
SITM       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AIT        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CHYM       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
NVMI       ,Information Technology,Africa / Middle East       ,0           ,0                 ,0               ,25                 ,25                           ,F
AES        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
QGEN       ,Health Care           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
TIH        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SUN        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
ATZ        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SARO       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
KVYO       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GAP        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BZ         ,Industrials           ,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
DDS        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BAX        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
STRL       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BWA        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SSB        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
OVV        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
VIPS       ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
MP         ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
GLXY       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SWKS       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ALA        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
RRX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WTFC       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
FYBR       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
WTS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ARWR       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ACI        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
AOS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PPC        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GIL        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WAL        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
WLK        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
UHAL       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
RGEN       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
OC         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PLNT       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GTLS       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TECH       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DRS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ALV        ,Consumer Discretionary,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
TAP        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
FLS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
UMBF       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
HSIC       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ONB        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
TIGO       ,Communication Services,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
TTEK       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CLF        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
MORN       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
EDU        ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
SFD        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
OGE        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
PAYC       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ZION       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SAIA       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
KNX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
LNC        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
TFII       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
