ticker     ,sector                ,region                     ,payout_score,fcf_coverage_score,div_growth_score,balance_sheet_score,dividend_sustainability_score,sustainability_grade
NVDA       ,Information Technology,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AAPL       ,Information Technology,United States and Canada   ,0           ,25                ,0               ,0                  ,25                           ,F
GOOGL      ,Communication Services,United States and Canada   ,0           ,25                ,0               ,25                 ,50                           ,D
MSFT       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
AMZN       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
META       ,Communication Services,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
AVGO       ,Information Technology,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
TSLA       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
BRKA       ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
LLY        ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
JPM        ,Financials            ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WMT        ,Consumer Staples      ,United States and Canada   ,0           ,25                ,0               ,20                 ,45                           ,D
V          ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
ORCL       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
MA         ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
XOM        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
JNJ        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
PLTR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NFLX       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
BAC        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
ABBV       ,Health Care           ,United States and Canada   ,0           ,25                ,0               ,0                  ,25                           ,F
COST       ,Consumer Staples      ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AMD        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
HD         ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
BABA       ,Consumer Discretionary,Asia / Pacific             ,0           ,5                 ,0               ,25                 ,30                           ,F
PG         ,Consumer Staples      ,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
GE         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MU         ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CSCO       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CVX        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
KO         ,Consumer Staples      ,United States and Canada   ,0           ,25                ,0               ,10                 ,35                           ,F
WFC        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
UNH        ,Health Care           ,United States and Canada   ,0           ,25                ,0               ,20                 ,45                           ,D
MS         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
IBM        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
GS         ,Financials            ,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
CAT        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
AXP        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MRK        ,Health Care           ,United States and Canada   ,0           ,25                ,0               ,20                 ,45                           ,D
PM         ,Consumer Staples      ,United States and Canada   ,0           ,25                ,0               ,0                  ,25                           ,F
RTX        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CRM        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
APP        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
RY         ,Financials            ,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
MCD        ,Consumer Discretionary,United States and Canada   ,0           ,15                ,0               ,0                  ,15                           ,F
TMUS       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
SHOP       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
LRCX       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
TMO        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ABT        ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
C          ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AMAT       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ISRG       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DIS        ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
PEP        ,Consumer Staples      ,United States and Canada   ,0           ,25                ,0               ,0                  ,25                           ,F
LIN        ,Materials             ,Europe                     ,0           ,15                ,0               ,20                 ,35                           ,F
BX         ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
INTU       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
QCOM       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
SCHW       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
GEV        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AMGN       ,Health Care           ,United States and Canada   ,0           ,15                ,0               ,0                  ,15                           ,F
BLK        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
BKNG       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
T          ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
INTC       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
TJX        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
VZ         ,Communication Services,United States and Canada   ,0           ,20                ,0               ,0                  ,20                           ,F
UBER       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
APH        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
KLAC       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
ACN        ,Information Technology,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
NEE        ,Utilities             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ANET       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BA         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
DHR        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TXN        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
NOW        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PDD        ,Consumer Discretionary,Europe                     ,0           ,5                 ,0               ,25                 ,30                           ,F
TD         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
SPGI       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
COF        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
GILD       ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
ADBE       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
BSX        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
PFE        ,Health Care           ,United States and Canada   ,0           ,25                ,0               ,20                 ,45                           ,D
UNP        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
LOW        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
SYK        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ADI        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
PGR        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
PANW       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
DE         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
ETN        ,Industrials           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
MDT        ,Health Care           ,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
HON        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
CB         ,Financials            ,Europe                     ,0           ,5                 ,0               ,25                 ,30                           ,F
SCCO       ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
CRWD       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SPOT       ,Communication Services,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
ARM        ,Information Technology,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
KKR        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
VRTX       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NEM        ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
COP        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
CEG        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
PH         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
IBKR       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
LMT        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
BMY        ,Health Care           ,United States and Canada   ,0           ,15                ,0               ,0                  ,15                           ,F
HCA        ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
HOOD       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CMCSA      ,Communication Services,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
ADP        ,Industrials           ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
BN         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ENB        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
MCK        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
MELI       ,Consumer Discretionary,Latin America and Caribbean,0           ,5                 ,0               ,25                 ,30                           ,F
DASH       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CME        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CVS        ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
MO         ,Consumer Staples      ,United States and Canada   ,0           ,25                ,0               ,0                  ,25                           ,F
CVNA       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SBUX       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
SO         ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
BMO        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
GD         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ICE        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MCO        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
BNS        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,20                 ,35                           ,F
MMC        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AEM        ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SNPS       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
DUK        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
WM         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
TT         ,Industrials           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
CDNS       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
APO        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CM         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
MMM        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
UPS        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CRH        ,Materials             ,Europe                     ,0           ,5                 ,0               ,10                 ,15                           ,F
NKE        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
USB        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
DELL       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
MAR        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
HWM        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PNC        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
NOC        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ABNB       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
BK         ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
NU         ,Financials            ,Latin America and Caribbean,0           ,5                 ,0               ,25                 ,30                           ,F
REGN       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
SHW        ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
RCL        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
ORLY       ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
GM         ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
ABX        ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SNOW       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
GLW        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
AON        ,Financials            ,Europe                     ,0           ,5                 ,0               ,25                 ,30                           ,F
ELV        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CTAS       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
EMR        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MNST       ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ECL        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
FCX        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
SE         ,Consumer Discretionary,Asia / Pacific             ,0           ,5                 ,0               ,25                 ,30                           ,F
MRVL       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
TDG        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
JCI        ,Industrials           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
CI         ,Health Care           ,United States and Canada   ,0           ,5                 ,0               ,20                 ,25                           ,F
ITW        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WMB        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
WBD        ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CMI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NET        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
MDLZ       ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
EPD        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
FDX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
TEL        ,Information Technology,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
CNQ        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
CSX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
HLT        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
CP         ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AJG        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
COR        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
RSG        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
NSC        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
COIN       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
TRV        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
PWR        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TFC        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
CL         ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
VRT        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MSI        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
ADSK       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
FNMA       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
MFC        ,Financials            ,United States and Canada   ,0           ,15                ,0               ,25                 ,40                           ,F
STX        ,Information Technology,Asia / Pacific             ,0           ,0                 ,0               ,0                  ,0                            ,
AEP        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
WDC        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
CNR        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
KMI        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
FTNT       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TRI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PCAR       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ROST       ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AFL        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
SRE        ,Utilities             ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
AZO        ,Consumer Discretionary,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
SLB        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
NXPI       ,Information Technology,Europe                     ,0           ,0                 ,0               ,0                  ,0                            ,
RBLX       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
WDAY       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
EOG        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
ET         ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
NDAQ       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
TRP        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
WPM        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
BDX        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
LHX        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PYPL       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ARES       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MPLX       ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
ALL        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
VST        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
APD        ,Materials             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
IDXX       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ZTS        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
RKT        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MET        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
L          ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
F          ,Consumer Discretionary,United States and Canada   ,0           ,15                ,0               ,0                  ,15                           ,F
ALNY       ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
SU         ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
URI        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
PSX        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
CSU        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
EA         ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ATD        ,Consumer Staples      ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
VLO        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
EW         ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
MPC        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
CMG        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
D          ,Utilities             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
DDOG       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CAH        ,Health Care           ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
GWW        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
ROP        ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
CBRE       ,Real Estate           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
AME        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
FAST       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
TCOM       ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
AXON       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
AIG        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
AMP        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
OKE        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,0                  ,0                            ,
TTWO       ,Communication Services,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
DAL        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
WCN        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CTVA       ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MSTR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
AU         ,Materials             ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
MPWR       ,Information Technology,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
CARR       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
GWO        ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,25                 ,30                           ,F
ROK        ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
LVS        ,Consumer Discretionary,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
BKR        ,Energy                ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
FERG       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,25                 ,25                           ,F
EXC        ,Utilities             ,United States and Canada   ,0           ,5                 ,0               ,10                 ,15                           ,F
XEL        ,Utilities             ,United States and Canada   ,0           ,0                 ,0               ,10                 ,10                           ,F
MSCI       ,Financials            ,United States and Canada   ,0           ,5                 ,0               ,0                  ,5                            ,F
