count,mean                ,median             ,std                ,min                  ,max               ,q25                 ,q75                 ,positive_pct      ,missing_pct        ,category            ,feature
5023 ,41.051960979494325  ,24.3               ,53.53069683295571  ,0.0                  ,495.6             ,15.2                ,42.6                ,99.98009157873781 ,21.735743222187597 ,Valuation Ratios    ,p_e_ratio
6222 ,5.489296046287367   ,2.7                ,11.839475185151189 ,0.1                  ,275.7             ,1.5                 ,5.4                 ,100.0             ,3.0539108756622    ,Valuation Ratios    ,p_b_ratio
5754 ,20.806187000347585  ,11.6               ,34.55290438968978  ,0.2                  ,490.1             ,7.7                 ,19.4                ,100.0             ,10.345902150202555 ,Valuation Ratios    ,ev_ebitda_ratio
6254 ,6.513271506236009   ,2.3                ,24.58782845081266  ,0.0                  ,493.1             ,1.1                 ,4.9                 ,99.92005116725295 ,2.5553131816765347 ,Valuation Ratios    ,ev_sales_ratio
4176 ,0.13040784603149574 ,0.27853616622206145,13.829919968298167 ,-194.9038761920432   ,355.6429909820885 ,-1.6753507847461415 ,1.8229967760197523  ,55.12452107279694 ,34.93300093487068  ,Valuation Ratios    ,peg_ratio
5147 ,9.925840295317661   ,3.9                ,26.059797536753287 ,0.2                  ,479.3             ,2.0                 ,8.6                 ,100.0             ,19.803677157993143 ,Valuation Ratios    ,price_to_tangible_book
6418 ,2335.569817700218   ,506.89             ,13215.608069704396 ,-92583.0             ,355844.22         ,52.875              ,1949.74             ,81.53630414459333 ,0.0                ,Valuation Ratios    ,tangible_book_value_ltm
6409 ,6.262090330646827   ,3.508771929824561  ,16.76854654582454  ,-72.70168855534709   ,302.80898876404495,-2.756244616709733  ,11.849315068493151  ,64.14417225776252 ,0.14023060143346838,Momentum & Technical,price_momentum_1m
6396 ,8.896296797488473   ,4.286612805294334  ,34.60040519932301  ,-73.16636851520572   ,1566.6666666666667,-6.25               ,17.814138738392806  ,60.00625390869293 ,0.3427859146151449 ,Momentum & Technical,price_momentum_3m
6370 ,21.535848538642952  ,8.209433246602472  ,62.41106597590096  ,-97.65448075056617   ,1764.6408839779006,-8.110248506500565  ,31.825978166966443  ,63.249607535321815,0.747896540978498  ,Momentum & Technical,price_momentum_6m
6055 ,36.028442201764236  ,14.263785570905656 ,92.42926085544367  ,-97.64150943396227   ,1907.0            ,-8.764519583123821  ,49.98362802881467   ,65.61519405450042 ,5.65596759114989   ,Momentum & Technical,price_momentum_1y
5249 ,88.8882822568548    ,24.5605223505776   ,264.8349509384715  ,-99.98054841473865   ,5401.158301158302 ,-17.639593908629443 ,93.49164467897977   ,63.57401409792342 ,18.214397008413837 ,Momentum & Technical,price_momentum_3y
5479 ,129.70146964937317  ,32.6530612244898   ,458.7711167158152  ,-99.99189285714286   ,10638.255033557047,-22.979089247507428 ,134.93541022563232  ,63.350976455557586,14.630726082891869 ,Momentum & Technical,price_momentum_5y
6418 ,0.6132919083825036  ,0.6894721233951876 ,0.3022004750463126 ,0.0                  ,1.0               ,0.37131843310000995 ,0.8834191963395993  ,99.73511997507012 ,0.0                ,Momentum & Technical,range_52w_position
6418 ,0.6094972846330532  ,0.21724301891407516,1.565204622551267  ,-0.9646898930046104  ,28.476510067114095,-0.05387514552099961,0.7052360102870456  ,68.43253349953257 ,0.0                ,Momentum & Technical,long_term_trend_score
6418 ,0.3153630414459333  ,0.0                ,0.464696503079206  ,0.0                  ,1.0               ,0.0                 ,1.0                 ,31.53630414459333 ,0.0                ,Momentum & Technical,secular_trend_flag
5975 ,0.08863867782426778 ,0.0999             ,1.3058276570877665 ,-36.4663             ,86.042            ,0.02815             ,0.1789              ,80.56903765690376 ,6.902461826114053  ,Profitability       ,roe
6071 ,0.037160583099983525,0.042              ,0.10326529505449175,-2.3903              ,1.5083            ,0.0187              ,0.07075000000000001 ,85.88370943831329 ,5.4066687441570584 ,Profitability       ,roa
6241 ,0.389133904822945   ,0.3581             ,0.27810248656380454,-2.7736              ,6.6925            ,0.2173              ,0.5428              ,98.55792340970999 ,2.757868494858211  ,Profitability       ,gross_margin_pct
6300 ,-63.623650461307825 ,9.954211183866223  ,1605.5600577105872 ,-87722.22222222222   ,28886.567164179105,4.214085710425208   ,18.362148460188713  ,87.42857142857143 ,1.8385789965721409 ,Profitability       ,operating_margin_pct
6159 ,1.2158530767981817  ,0.0662             ,89.14277626150461  ,-2.9561              ,6995.4401         ,0.0176              ,0.1328              ,82.44844942360773 ,4.035525085696479  ,Profitability       ,net_margin_pct
6300 ,-51.18992858719352  ,14.760986210894709 ,1558.704372120968  ,-86500.0             ,28801.492537313432,7.654048303828798   ,24.79914576406406   ,91.28571428571428 ,1.8385789965721409 ,Profitability       ,ebitda_margin_pct
6386 ,4.0405309404771     ,5.640529633062357  ,56.05280881468894  ,-2267.0699321333727  ,1608.695652173913 ,1.2701588713112166  ,11.231599429743973  ,79.6116504854369  ,0.4985976939856653 ,Profitability       ,roic
6131 ,-0.068801125428152  ,0.0                ,6.83405102365778   ,-423.5292            ,198.7041          ,-0.0121             ,0.0125              ,46.27303865601044 ,4.471798067933936  ,Profitability       ,net_margin_trend_yoy
6418 ,4.899968837644126   ,5.0                ,1.8165764865508438 ,0.0                  ,9.0               ,4.0                 ,6.0                 ,99.23652228108445 ,0.0                ,Quality & Risk      ,piotroski_f_score
6418 ,66.58915030642983   ,100.0              ,43.133832822849456 ,0.0                  ,100.0             ,12.5                ,100.0               ,77.70333437207853 ,0.0                ,Quality & Risk      ,distress_risk_score
