"Date"   ;"D0";"D1"    ;"Value"
"2019-11";"M1";"NOK100";"10.87593"
"2019-11";"M1";"CZK100";"4.30646"
"2019-11";"M1";"HUF100";"0.3287"
"2019-11";"M1";"PLN100";"25.44092"
"2019-11";"M1";"RUB1"  ;"0.0156"
"2019-11";"M1";"SEK100";"10.47193"
"2019-11";"M1";"TRY100";"17.40217"
"2019-11";"M1";"USD1"  ;"0.99965"
"2019-11";"M1";"CAD1"  ;"0.75224"
"2019-11";"M1";"ARS1"  ;"0.0167"
"2019-11";"M1";"BRL100";"23.73676"
"2019-11";"M1";"MXN100";"5.14247"
"2019-11";"M1";"ZAR1"  ;"0.06833"
"2019-11";"M1";"JPY100";"0.91246"
"2019-11";"M1";"AUD1"  ;"0.67746"
"2019-11";"M1";"CNY100";"14.24145"
"2019-11";"M1";"HKD100";"12.77279"
"2019-11";"M1";"KRW100";"0.08458"
"2019-11";"M1";"MYR100";"23.92767"
"2019-11";"M1";"NZD1"  ;"0.64322"
"2019-11";"M1";"SGD1"  ;"0.73159"
"2019-11";"M1";"THB100";"3.30802"
"2019-11";"M1";"XDR1"  ;"1.3744"
"2019-12";"M0";"EUR1"  ;"1.09305"
"2019-12";"M0";"GBP1"  ;"1.29006"
"2019-12";"M0";"DKK100";"14.62927"
"2019-12";"M0";"NOK100";"10.8823"
"2019-12";"M0";"CZK100";"4.2871"
"2019-12";"M0";"HUF100";"0.33039"
"2019-12";"M0";"PLN100";"25.58311"
"2019-12";"M0";"RUB1"  ;"0.01562"
"2019-12";"M0";"SEK100";"10.42864"
"2019-12";"M0";"TRY100";"16.82328"
"2019-12";"M0";"USD1"  ;"0.98355"
"2019-12";"M0";"CAD1"  ;"0.74641"
"2019-12";"M0";"ARS1"  ;"0.01644"
"2019-12";"M0";"BRL100";"23.89135"
"2019-12";"M0";"MXN100";"5.13994"
"2019-12";"M0";"ZAR1"  ;"0.06816"
"2019-12";"M0";"JPY100";"0.90135"
"2019-12";"M0";"AUD1"  ;"0.67644"
"2019-12";"M0";"CNY100";"14.01753"
"2019-12";"M0";"HKD100";"12.59991"
"2019-12";"M0";"KRW100";"0.08367"
"2019-12";"M0";"MYR100";"23.70972"
"2019-12";"M0";"NZD1"  ;"0.64797"
"2019-12";"M0";"SGD1"  ;"0.72472"
"2019-12";"M0";"THB100";"3.25624"
"2019-12";"M0";"XDR1"  ;"1.35506"
"2019-12";"M0";"USD3M" ;"0.9765"
"2019-12";"M0";"USD6M" ;"0.9702"
"2019-12";"M1";"EUR1"  ;"1.08584"
"2019-12";"M1";"GBP1"  ;"1.27393"
"2019-12";"M1";"DKK100";"14.53403"
"2019-12";"M1";"NOK100";"11.01398"
"2019-12";"M1";"CZK100";"4.27393"
"2019-12";"M1";"HUF100";"0.32858"
"2019-12";"M1";"PLN100";"25.49502"
"2019-12";"M1";"RUB1"  ;"0.01559"
"2019-12";"M1";"SEK100";"10.38438"
"2019-12";"M1";"TRY100";"16.27393"
"2019-12";"M1";"USD1"  ;"0.96825"
"2019-12";"M1";"CAD1"  ;"0.74295"
"2019-12";"M1";"ARS1"  ;"0.0162"
"2019-12";"M1";"BRL100";"24.06726"
"2019-12";"M1";"MXN100";"5.12293"
"2019-12";"M1";"ZAR1"  ;"0.06912"
"2019-12";"M1";"JPY100";"0.89162"
"2019-12";"M1";"AUD1"  ;"0.67884"
"2019-12";"M1";"CNY100";"13.90924"
"2019-12";"M1";"HKD100";"12.43562"
"2019-12";"M1";"KRW100";"0.08377"
"2019-12";"M1";"MYR100";"23.65509"
"2019-12";"M1";"NZD1"  ;"0.65197"
"2019-12";"M1";"SGD1"  ;"0.71957"
"2019-12";"M1";"THB100";"3.25222"
"2019-12";"M1";"XDR1"  ;"1.3369"
"2020-01";"M0";"EUR1"  ;"1.07638"
"2020-01";"M0";"GBP1"  ;"1.26692"
"2020-01";"M0";"DKK100";"14.40388"
"2020-01";"M0";"NOK100";"10.82823"
"2020-01";"M0";"CZK100";"4.26998"
"2020-01";"M0";"HUF100";"0.32182"
"2020-01";"M0";"PLN100";"25.32432"
"2020-01";"M0";"RUB1"  ;"0.01567"
"2020-01";"M0";"SEK100";"10.19394"
"2020-01";"M0";"TRY100";"16.3683"
"2020-01";"M0";"USD1"  ;"0.97017"
"2020-01";"M0";"CAD1"  ;"0.74131"
"2020-01";"M0";"ARS1"  ;"0.01619"
"2020-01";"M0";"BRL100";"23.40454"
"2020-01";"M0";"MXN100";"5.15905"
"2020-01";"M0";"ZAR1"  ;"0.06725"
"2020-01";"M0";"JPY100";"0.8875"
"2020-01";"M0";"AUD1"  ;"0.66473"
"2020-01";"M0";"CNY100";"14.03277"
"2020-01";"M0";"HKD100";"12.48193"
"2020-01";"M0";"KRW100";"0.0831"
"2020-01";"M0";"MYR100";"23.79051"
"2020-01";"M0";"NZD1"  ;"0.64036"
"2020-01";"M0";"SGD1"  ;"0.71778"
"2020-01";"M0";"THB100";"3.18409"
"2020-01";"M0";"XDR1"  ;"1.3379"
"2020-01";"M0";"USD3M" ;"0.9636"
"2020-01";"M0";"USD6M" ;"0.9575"
"2020-01";"M1";"EUR1"  ;"1.06994"
"2020-01";"M1";"GBP1"  ;"1.27263"
"2020-01";"M1";"DKK100";"14.31776"
"2020-01";"M1";"NOK100";"10.51385"
"2020-01";"M1";"CZK100";"4.23953"
"2020-01";"M1";"HUF100";"0.31791"
"2020-01";"M1";"PLN100";"24.87757"
"2020-01";"M1";"RUB1"  ;"0.01533"
"2020-01";"M1";"SEK100";"10.03143"
"2020-01";"M1";"TRY100";"16.21245"
"2020-01";"M1";"USD1"  ;"0.97025"
"2020-01";"M1";"CAD1"  ;"0.73326"
"2020-01";"M1";"ARS1"  ;"0.0161"
"2020-01";"M1";"BRL100";"22.84285"
"2020-01";"M1";"MXN100";"5.15907"
"2020-01";"M1";"ZAR1"  ;"0.06529"
"2020-01";"M1";"JPY100";"0.89042"
"2020-01";"M1";"AUD1"  ;"0.64885"
"2020-01";"M1";"CNY100";"14.02866"
"2020-01";"M1";"HKD100";"12.49131"
"2020-01";"M1";"KRW100";"0.08143"
"2020-01";"M1";"MYR100";"23.67676"
"2020-01";"M1";"NZD1"  ;"0.62639"
"2020-01";"M1";"SGD1"  ;"0.7106"
"2020-01";"M1";"THB100";"3.11307"
"2020-01";"M1";"XDR1"  ;"1.3294"
"2020-02";"M0";"EUR1"  ;"1.06504"
"2020-02";"M0";"GBP1"  ;"1.26605"
"2020-02";"M0";"DKK100";"14.2549"
"2020-02";"M0";"NOK100";"10.50356"
"2020-02";"M0";"CZK100";"4.24988"
"2020-02";"M0";"HUF100";"0.3156"
"2020-02";"M0";"PLN100";"24.89281"
"2020-02";"M0";"RUB1"  ;"0.01522"
"2020-02";"M0";"SEK100";"10.07556"
"2020-02";"M0";"TRY100";"16.08833"
"2020-02";"M0";"USD1"  ;"0.97608"
"2020-02";"M0";"CAD1"  ;"0.73484"
"2020-02";"M0";"ARS1"  ;"0.01594"
"2020-02";"M0";"BRL100";"22.48709"
"2020-02";"M0";"MXN100";"5.18102"
"2020-02";"M0";"ZAR1"  ;"0.06496"
"2020-02";"M0";"JPY100";"0.8872"
"2020-02";"M0";"AUD1"  ;"0.65098"
"2020-02";"M0";"CNY100";"13.94961"
"2020-02";"M0";"HKD100";"12.55417"
"2020-02";"M0";"KRW100";"0.08167"
"2020-02";"M0";"MYR100";"23.45052"
"2020-02";"M0";"NZD1"  ;"0.62403"
"2020-02";"M0";"SGD1"  ;"0.70233"
"2020-02";"M0";"THB100";"3.11646"
"2020-02";"M0";"XDR1"  ;"1.33672"
"2020-02";"M0";"USD3M" ;"0.97"
"2020-02";"M0";"USD6M" ;"0.9642"
"2020-02";"M1";"EUR1"  ;"1.06436"
"2020-02";"M1";"GBP1"  ;"1.24404"
"2020-02";"M1";"DKK100";"14.24401"
"2020-02";"M1";"NOK100";"10.21745"
"2020-02";"M1";"CZK100";"4.17975"
"2020-02";"M1";"HUF100";"0.31315"
"2020-02";"M1";"PLN100";"24.55287"
"2020-02";"M1";"RUB1"  ;"0.01428"
"2020-02";"M1";"SEK100";"9.98374"
"2020-02";"M1";"TRY100";"15.41082"
"2020-02";"M1";"USD1"  ;"0.9637"
"2020-02";"M1";"CAD1"  ;"0.71675"
"2020-02";"M1";"ARS1"  ;"0.0155"
"2020-02";"M1";"BRL100";"21.46421"
"2020-02";"M1";"MXN100";"4.85591"
"2020-02";"M1";"ZAR1"  ;"0.06165"
"2020-02";"M1";"JPY100";"0.88677"
"2020-02";"M1";"AUD1"  ;"0.62925"
"2020-02";"M1";"CNY100";"13.79809"
"2020-02";"M1";"HKD100";"12.36337"
"2020-02";"M1";"KRW100";"0.07931"
"2020-02";"M1";"MYR100";"22.86412"
"2020-02";"M1";"NZD1"  ;"0.60251"
"2020-02";"M1";"SGD1"  ;"0.69137"
"2020-02";"M1";"THB100";"3.05365"
"2020-02";"M1";"XDR1"  ;"1.3276"
"2020-03";"M0";"EUR1"  ;"1.05902"
"2020-03";"M0";"GBP1"  ;"1.18516"
"2020-03";"M0";"DKK100";"14.1761"
"2020-03";"M0";"NOK100";"9.41136"
"2020-03";"M0";"CZK100";"3.99434"
"2020-03";"M0";"HUF100";"0.30692"
"2020-03";"M0";"PLN100";"23.87084"
"2020-03";"M0";"RUB1"  ;"0.01293"
"2020-03";"M0";"SEK100";"9.75557"
"2020-03";"M0";"TRY100";"15.1078"
"2020-03";"M0";"USD1"  ;"0.95701"
"2020-03";"M0";"CAD1"  ;"0.68807"
"2020-03";"M0";"ARS1"  ;"0.01518"
"2020-03";"M0";"BRL100";"19.72251"
"2020-03";"M0";"MXN100";"4.32082"
"2020-03";"M0";"ZAR1"  ;"0.05761"
"2020-03";"M0";"JPY100";"0.89067"
"2020-03";"M0";"AUD1"  ;"0.5969"
"2020-03";"M0";"CNY100";"13.63297"
"2020-03";"M0";"HKD100";"12.32581"
"2020-03";"M0";"KRW100";"0.07844"
"2020-03";"M0";"MYR100";"22.2707"
"2020-03";"M0";"NZD1"  ;"0.58"
"2020-03";"M0";"SGD1"  ;"0.67567"
"2020-03";"M0";"THB100";"2.98049"
"2020-03";"M0";"XDR1"  ;"1.31438"
"2020-03";"M0";"USD3M" ;"0.9517"
"2020-03";"M0";"USD6M" ;"0.948"
"2020-03";"M1";"EUR1"  ;"1.05882"
"2020-03";"M1";"GBP1"  ;"1.18728"
"2020-03";"M1";"DKK100";"14.17773"
"2020-03";"M1";"NOK100";"9.19246"
"2020-03";"M1";"CZK100";"3.87284"
"2020-03";"M1";"HUF100";"0.29492"
"2020-03";"M1";"PLN100";"23.25478"
"2020-03";"M1";"RUB1"  ;"0.01228"
"2020-03";"M1";"SEK100";"9.56892"
"2020-03";"M1";"TRY100";"14.67888"
"2020-03";"M1";"USD1"  ;"0.96405"
"2020-03";"M1";"CAD1"  ;"0.67929"
"2020-03";"M1";"ARS1"  ;"0.015"
"2020-03";"M1";"BRL100";"18.56227"
"2020-03";"M1";"MXN100";"4.02979"
"2020-03";"M1";"ZAR1"  ;"0.05361"
"2020-03";"M1";"JPY100";"0.88853"
"2020-03";"M1";"AUD1"  ;"0.5927"
"2020-03";"M1";"CNY100";"13.5908"
"2020-03";"M1";"HKD100";"12.43438"
"2020-03";"M1";"KRW100";"0.07907"
"2020-03";"M1";"MYR100";"22.36775"
"2020-03";"M1";"NZD1"  ;"0.57602"
"2020-03";"M1";"SGD1"  ;"0.67634"
"2020-03";"M1";"THB100";"2.93578"
"2020-03";"M1";"XDR1"  ;"1.3169"
"2020-04";"M0";"EUR1"  ;"1.05442"
"2020-04";"M0";"GBP1"  ;"1.20439"
"2020-04";"M0";"DKK100";"14.13143"
"2020-04";"M0";"NOK100";"9.29542"
"2020-04";"M0";"CZK100";"3.86821"
"2020-04";"M0";"HUF100";"0.29594"
"2020-04";"M0";"PLN100";"23.21129"
"2020-04";"M0";"RUB1"  ;"0.01291"
"2020-04";"M0";"SEK100";"9.68887"
"2020-04";"M0";"TRY100";"14.13949"
"2020-04";"M0";"USD1"  ;"0.97097"
"2020-04";"M0";"CAD1"  ;"0.6902"
"2020-04";"M0";"ARS1"  ;"0.01482"
"2020-04";"M0";"BRL100";"18.24955"
"2020-04";"M0";"MXN100";"3.99807"
"2020-04";"M0";"ZAR1"  ;"0.05223"
"2020-04";"M0";"JPY100";"0.9012"
"2020-04";"M0";"AUD1"  ;"0.611"
"2020-04";"M0";"CNY100";"13.72071"
"2020-04";"M0";"HKD100";"12.52634"
"2020-04";"M0";"KRW100";"0.07931"
"2020-04";"M0";"MYR100";"22.29309"
"2020-04";"M0";"NZD1"  ;"0.58247"
"2020-04";"M0";"SGD1"  ;"0.68165"
"2020-04";"M0";"THB100";"2.97611"
"2020-04";"M0";"XDR1"  ;"1.32292"
"2020-04";"M0";"USD3M" ;"0.9674"
"2020-04";"M0";"USD6M" ;"0.9642"
"2020-04";"M1";"EUR1"  ;"1.05685"
"2020-04";"M1";"GBP1"  ;"1.21127"
"2020-04";"M1";"DKK100";"14.16982"
"2020-04";"M1";"NOK100";"9.42014"
"2020-04";"M1";"CZK100";"3.89734"
"2020-04";"M1";"HUF100";"0.29939"
"2020-04";"M1";"PLN100";"23.26721"
"2020-04";"M1";"RUB1"  ;"0.01336"
"2020-04";"M1";"SEK100";"9.87995"
"2020-04";"M1";"TRY100";"13.90874"
"2020-04";"M1";"USD1"  ;"0.97115"
"2020-04";"M1";"CAD1"  ;"0.69985"
"2020-04";"M1";"ARS1"  ;"0.0146"
"2020-04";"M1";"BRL100";"18.19144"
"2020-04";"M1";"MXN100";"4.09702"
"2020-04";"M1";"ZAR1"  ;"0.05388"
"2020-04";"M1";"JPY100";"0.9103"
"2020-04";"M1";"AUD1"  ;"0.63542"
"2020-04";"M1";"CNY100";"13.76795"
"2020-04";"M1";"HKD100";"12.52919"
"2020-04";"M1";"KRW100";"0.08063"
"2020-04";"M1";"MYR100";"22.56704"
"2020-04";"M1";"NZD1"  ;"0.59434"
"2020-04";"M1";"SGD1"  ;"0.689"
"2020-04";"M1";"THB100";"3.00182"
"2020-04";"M1";"XDR1"  ;"1.3274"
"2020-05";"M0";"EUR1"  ;"1.05675"
"2020-05";"M0";"GBP1"  ;"1.19284"
"2020-05";"M0";"DKK100";"14.16988"
"2020-05";"M0";"NOK100";"9.59359"
"2020-05";"M0";"CZK100";"3.87334"
"2020-05";"M0";"HUF100";"0.30103"
"2020-05";"M0";"PLN100";"23.33323"
"2020-05";"M0";"RUB1"  ;"0.01332"
"2020-05";"M0";"SEK100";"9.96007"
"2020-05";"M0";"TRY100";"13.98901"
"2020-05";"M0";"USD1"  ;"0.97072"
"2020-05";"M0";"CAD1"  ;"0.69451"
"2020-05";"M0";"ARS1"  ;"0.01436"
"2020-05";"M0";"BRL100";"17.22675"
"2020-05";"M0";"MXN100";"4.13087"
"2020-05";"M0";"ZAR1"  ;"0.05347"
"2020-05";"M0";"JPY100";"0.9057"
"2020-05";"M0";"AUD1"  ;"0.63215"
"2020-05";"M0";"CNY100";"13.65617"
"2020-05";"M0";"HKD100";"12.52201"
"2020-05";"M0";"KRW100";"0.07896"
"2020-05";"M0";"MYR100";"22.35367"
"2020-05";"M0";"NZD1"  ;"0.59049"
"2020-05";"M0";"SGD1"  ;"0.68419"
"2020-05";"M0";"THB100";"3.02612"
"2020-05";"M0";"XDR1"  ;"1.32194"
"2020-05";"M0";"USD3M" ;"0.9675"
"2020-05";"M0";"USD6M" ;"0.9647"
"2020-05";"M1";"EUR1"  ;"1.06913"
"2020-05";"M1";"GBP1"  ;"1.18257"
"2020-05";"M1";"DKK100";"14.34292"
"2020-05";"M1";"NOK100";"9.86218"
"2020-05";"M1";"CZK100";"3.96216"
"2020-05";"M1";"HUF100";"0.30687"
"2020-05";"M1";"PLN100";"24.02633"
"2020-05";"M1";"RUB1"  ;"0.01359"
"2020-05";"M1";"SEK100";"10.16929"
"2020-05";"M1";"TRY100";"14.09674"
"2020-05";"M1";"USD1"  ;"0.96175"
"2020-05";"M1";"CAD1"  ;"0.69831"
"2020-05";"M1";"ARS1"  ;"0.01405"
"2020-05";"M1";"BRL100";"17.79009"
"2020-05";"M1";"MXN100";"4.33082"
"2020-05";"M1";"ZAR1"  ;"0.05482"
"2020-05";"M1";"JPY100";"0.89678"
"2020-05";"M1";"AUD1"  ;"0.63942"
"2020-05";"M1";"CNY100";"13.46536"
"2020-05";"M1";"HKD100";"12.40536"
"2020-05";"M1";"KRW100";"0.07776"
"2020-05";"M1";"MYR100";"22.10767"
"2020-05";"M1";"NZD1"  ;"0.59643"
"2020-05";"M1";"SGD1"  ;"0.68103"
"2020-05";"M1";"THB100";"3.02352"
"2020-05";"M1";"XDR1"  ;"1.3216"
"2020-06";"M0";"EUR1"  ;"1.07173"
"2020-06";"M0";"GBP1"  ;"1.19224"
"2020-06";"M0";"DKK100";"14.37663"
"2020-06";"M0";"NOK100";"9.99728"
"2020-06";"M0";"CZK100";"4.02055"
"2020-06";"M0";"HUF100";"0.30837"
"2020-06";"M0";"PLN100";"24.11807"
"2020-06";"M0";"RUB1"  ;"0.01374"
"2020-06";"M0";"SEK100";"10.22319"
"2020-06";"M0";"TRY100";"13.94022"
"2020-06";"M0";"USD1"  ;"0.95106"
"2020-06";"M0";"CAD1"  ;"0.70219"
"2020-06";"M0";"ARS1"  ;"0.01369"
"2020-06";"M0";"BRL100";"18.38785"
"2020-06";"M0";"MXN100";"4.27307"
"2020-06";"M0";"ZAR1"  ;"0.05563"
"2020-06";"M0";"JPY100";"0.88405"
"2020-06";"M0";"AUD1"  ;"0.65658"
"2020-06";"M0";"CNY100";"13.42799"
"2020-06";"M0";"HKD100";"12.2714"
"2020-06";"M0";"KRW100";"0.07878"
"2020-06";"M0";"MYR100";"22.25367"
"2020-06";"M0";"NZD1"  ;"0.61351"
"2020-06";"M0";"SGD1"  ;"0.68276"
"2020-06";"M0";"THB100";"3.05446"
"2020-06";"M0";"XDR1"  ;"1.31299"
"2020-06";"M0";"USD3M" ;"0.9487"
"2020-06";"M0";"USD6M" ;"0.9459"
"2020-06";"M1";"EUR1"  ;"1.06791"
"2020-06";"M1";"GBP1"  ;"1.16837"
"2020-06";"M1";"DKK100";"14.32981"
"2020-06";"M1";"NOK100";"9.77357"
"2020-06";"M1";"CZK100";"3.98323"
"2020-06";"M1";"HUF100";"0.29941"
"2020-06";"M1";"PLN100";"23.90971"
"2020-06";"M1";"RUB1"  ;"0.01347"
"2020-06";"M1";"SEK100";"10.16588"
"2020-06";"M1";"TRY100";"13.88686"
"2020-06";"M1";"USD1"  ;"0.95175"
"2020-06";"M1";"CAD1"  ;"0.69547"
"2020-06";"M1";"ARS1"  ;"0.01352"
"2020-06";"M1";"BRL100";"17.61032"
"2020-06";"M1";"MXN100";"4.11283"
"2020-06";"M1";"ZAR1"  ;"0.05493"
"2020-06";"M1";"JPY100";"0.88383"
"2020-06";"M1";"AUD1"  ;"0.65185"
"2020-06";"M1";"CNY100";"13.4542"
"2020-06";"M1";"HKD100";"12.28033"
"2020-06";"M1";"KRW100";"0.07914"
"2020-06";"M1";"MYR100";"22.22624"
"2020-06";"M1";"NZD1"  ;"0.60917"
"2020-06";"M1";"SGD1"  ;"0.68177"
"2020-06";"M1";"THB100";"3.08279"
"2020-06";"M1";"XDR1"  ;"1.3066"
"2020-07";"M0";"EUR1"  ;"1.07056"
"2020-07";"M0";"GBP1"  ;"1.18276"
"2020-07";"M0";"DKK100";"14.37678"
"2020-07";"M0";"NOK100";"10.0433"
"2020-07";"M0";"CZK100";"4.03661"
"2020-07";"M0";"HUF100";"0.30497"
"2020-07";"M0";"PLN100";"24.05507"
"2020-07";"M0";"RUB1"  ;"0.01308"
"2020-07";"M0";"SEK100";"10.33778"
"2020-07";"M0";"TRY100";"13.59488"
"2020-07";"M0";"USD1"  ;"0.93462"
"2020-07";"M0";"CAD1"  ;"0.69181"
"2020-07";"M0";"ARS1"  ;"0.0131"
"2020-07";"M0";"BRL100";"17.65137"
"2020-07";"M0";"MXN100";"4.16641"
"2020-07";"M0";"ZAR1"  ;"0.05573"
"2020-07";"M0";"JPY100";"0.87546"
"2020-07";"M0";"AUD1"  ;"0.65658"
"2020-07";"M0";"CNY100";"13.33015"
"2020-07";"M0";"HKD100";"12.05816"
"2020-07";"M0";"KRW100";"0.07796"
"2020-07";"M0";"MYR100";"21.91446"
"2020-07";"M0";"NZD1"  ;"0.6151"
"2020-07";"M0";"SGD1"  ;"0.67334"
"2020-07";"M0";"THB100";"2.97486"
"2020-07";"M0";"XDR1"  ;"1.2986"
"2020-07";"M0";"USD3M" ;"0.9321"
"2020-07";"M0";"USD6M" ;"0.9291"
"2020-07";"M1";"EUR1"  ;"1.07648"
"2020-07";"M1";"GBP1"  ;"1.19137"
"2020-07";"M1";"DKK100";"14.46116"
"2020-07";"M1";"NOK100";"10.02186"
"2020-07";"M1";"CZK100";"4.11488"
"2020-07";"M1";"HUF100";"0.31224"
"2020-07";"M1";"PLN100";"24.42492"
"2020-07";"M1";"RUB1"  ;"0.01229"
"2020-07";"M1";"SEK100";"10.46248"
"2020-07";"M1";"TRY100";"13.01316"
"2020-07";"M1";"USD1"  ;"0.90785"
"2020-07";"M1";"CAD1"  ;"0.67644"
"2020-07";"M1";"ARS1"  ;"0.01256"
"2020-07";"M1";"BRL100";"17.60252"
"2020-07";"M1";"MXN100";"4.1005"
"2020-07";"M1";"ZAR1"  ;"0.0536"
"2020-07";"M1";"JPY100";"0.86714"
"2020-07";"M1";"AUD1"  ;"0.65288"
"2020-07";"M1";"CNY100";"13.01372"
"2020-07";"M1";"HKD100";"11.71404"
"2020-07";"M1";"KRW100";"0.07622"
"2020-07";"M1";"MYR100";"21.41509"
"2020-07";"M1";"NZD1"  ;"0.60649"
"2020-07";"M1";"SGD1"  ;"0.66204"
"2020-07";"M1";"THB100";"2.90884"
"2020-07";"M1";"XDR1"  ;"1.2881"
"2020-08";"M0";"EUR1"  ;"1.07678"
"2020-08";"M0";"GBP1"  ;"1.19565"
"2020-08";"M0";"DKK100";"14.46122"
"2020-08";"M0";"NOK100";"10.16996"
"2020-08";"M0";"CZK100";"4.11513"
"2020-08";"M0";"HUF100";"0.30854"
"2020-08";"M0";"PLN100";"24.46304"
"2020-08";"M0";"RUB1"  ;"0.01233"
"2020-08";"M0";"SEK100";"10.44616"
"2020-08";"M0";"TRY100";"12.49916"
"2020-08";"M0";"USD1"  ;"0.91007"
"2020-08";"M0";"CAD1"  ;"0.68753"
"2020-08";"M0";"ARS1"  ;"0.01243"
"2020-08";"M0";"BRL100";"16.71485"
"2020-08";"M0";"MXN100";"4.09887"
"2020-08";"M0";"ZAR1"  ;"0.05277"
"2020-08";"M0";"JPY100";"0.85861"
"2020-08";"M0";"AUD1"  ;"0.65493"
"2020-08";"M0";"CNY100";"13.1368"
"2020-08";"M0";"HKD100";"11.74249"
"2020-08";"M0";"KRW100";"0.07671"
"2020-08";"M0";"MYR100";"21.73602"
"2020-08";"M0";"NZD1"  ;"0.6003"
"2020-08";"M0";"SGD1"  ;"0.66465"
"2020-08";"M0";"THB100";"2.91617"
"2020-08";"M0";"XDR1"  ;"1.28496"
"2020-08";"M0";"USD3M" ;"0.9077"
"2020-08";"M0";"USD6M" ;"0.905"
"2020-08";"M1";"EUR1"  ;"1.07537"
"2020-08";"M1";"GBP1"  ;"1.20239"
"2020-08";"M1";"DKK100";"14.44694"
"2020-08";"M1";"NOK100";"10.28389"
"2020-08";"M1";"CZK100";"4.10455"
"2020-08";"M1";"HUF100";"0.30374"
"2020-08";"M1";"PLN100";"24.45768"
"2020-08";"M1";"RUB1"  ;"0.01224"
"2020-08";"M1";"SEK100";"10.45315"
"2020-08";"M1";"TRY100";"12.30868"
"2020-08";"M1";"USD1"  ;"0.9031"
"2020-08";"M1";"CAD1"  ;"0.691"
"2020-08";"M1";"ARS1"  ;"0.01221"
"2020-08";"M1";"BRL100";"16.75137"
"2020-08";"M1";"MXN100";"4.135"
"2020-08";"M1";"ZAR1"  ;"0.05416"
"2020-08";"M1";"JPY100";"0.85291"
"2020-08";"M1";"AUD1"  ;"0.66446"
"2020-08";"M1";"CNY100";"13.18471"
"2020-08";"M1";"HKD100";"11.65275"
"2020-08";"M1";"KRW100";"0.07605"
"2020-08";"M1";"MYR100";"21.68828"
"2020-08";"M1";"NZD1"  ;"0.60797"
"2020-08";"M1";"SGD1"  ;"0.6638"
"2020-08";"M1";"THB100";"2.90013"
"2020-08";"M1";"XDR1"  ;"1.2812"
"2020-09";"M0";"EUR1"  ;"1.07837"
"2020-09";"M0";"GBP1"  ;"1.1861"
"2020-09";"M0";"DKK100";"14.49105"
"2020-09";"M0";"NOK100";"10.01625"
"2020-09";"M0";"CZK100";"4.03623"
"2020-09";"M0";"HUF100";"0.29919"
"2020-09";"M0";"PLN100";"24.11155"
"2020-09";"M0";"RUB1"  ;"0.01204"
"2020-09";"M0";"SEK100";"10.34543"
"2020-09";"M0";"TRY100";"12.10543"
"2020-09";"M0";"USD1"  ;"0.91437"
"2020-09";"M0";"CAD1"  ;"0.69199"
"2020-09";"M0";"ARS1"  ;"0.01217"
"2020-09";"M0";"BRL100";"16.95348"
"2020-09";"M0";"MXN100";"4.22318"
"2020-09";"M0";"ZAR1"  ;"0.05467"
"2020-09";"M0";"JPY100";"0.86616"
"2020-09";"M0";"AUD1"  ;"0.66159"
"2020-09";"M0";"CNY100";"13.42445"
"2020-09";"M0";"HKD100";"11.79802"
"2020-09";"M0";"KRW100";"0.07767"
"2020-09";"M0";"MYR100";"22.03616"
"2020-09";"M0";"NZD1"  ;"0.61025"
"2020-09";"M0";"SGD1"  ;"0.66964"
"2020-09";"M0";"THB100";"2.91539"
"2020-09";"M0";"XDR1"  ;"1.29238"
"2020-09";"M0";"USD3M" ;"0.9118"
"2020-09";"M0";"USD6M" ;"0.9091"
"2020-09";"M1";"EUR1"  ;"1.08069"
"2020-09";"M1";"GBP1"  ;"1.18329"
"2020-09";"M1";"DKK100";"14.51315"
"2020-09";"M1";"NOK100";"9.75811"
"2020-09";"M1";"CZK100";"3.97752"
"2020-09";"M1";"HUF100";"0.29629"
"2020-09";"M1";"PLN100";"23.87481"
"2020-09";"M1";"RUB1"  ;"0.01176"
"2020-09";"M1";"SEK100";"10.25464"
"2020-09";"M1";"TRY100";"11.88698"
"2020-09";"M1";"USD1"  ;"0.923"
"2020-09";"M1";"CAD1"  ;"0.68857"
"2020-09";"M1";"ARS1"  ;"0.01213"
"2020-09";"M1";"BRL100";"16.36815"
"2020-09";"M1";"MXN100";"4.12662"
"2020-09";"M1";"ZAR1"  ;"0.05462"
"2020-09";"M1";"JPY100";"0.8736"
"2020-09";"M1";"AUD1"  ;"0.65695"
"2020-09";"M1";"CNY100";"13.54683"
"2020-09";"M1";"HKD100";"11.90952"
"2020-09";"M1";"KRW100";"0.07888"
"2020-09";"M1";"MYR100";"22.21046"
"2020-09";"M1";"NZD1"  ;"0.60715"
"2020-09";"M1";"SGD1"  ;"0.67372"
"2020-09";"M1";"THB100";"2.91415"
"2020-09";"M1";"XDR1"  ;"1.3004"
"2020-10";"M0";"EUR1"  ;"1.07399"
"2020-10";"M0";"GBP1"  ;"1.1849"
"2020-10";"M0";"DKK100";"14.43135"
"2020-10";"M0";"NOK100";"9.8309"
"2020-10";"M0";"CZK100";"3.94606"
"2020-10";"M0";"HUF100";"0.29614"
"2020-10";"M0";"PLN100";"23.64597"
"2020-10";"M0";"RUB1"  ;"0.01175"
"2020-10";"M0";"SEK100";"10.32666"
"2020-10";"M0";"TRY100";"11.48677"
"2020-10";"M0";"USD1"  ;"0.91277"
"2020-10";"M0";"CAD1"  ;"0.69094"
"2020-10";"M0";"ARS1"  ;"0.01179"
