ticker,name,region,country,exchange,sector,industry,last_price,pt_median,pt_spread,expected_upside_pct,upside_std,var_5_pct,prob_positive_upside,risk_reward_ratio,price_target_mc
NVDA,NVIDIA Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,191.55,250.0,212.0,29.174225404347208,22.596209361555143,-9.077331752319516,88.656,1.2911114841228106,247.4332287620271
AMZN,Amazon.com Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Broadline Retail,205.27,285.0,185.0,33.18131886262962,18.50476452046526,0.593738456505781,95.364,1.7931229995352216,273.38129322931985
META,Meta Platforms Inc.,United States and Canada,US,NasdaqGS,Communication Services,Interactive Media and Services,637.25,855.0,444.0,41.155263517623126,14.41886485010449,19.163898118528508,100.0,2.8542651550912406,899.5119167660534
INTEK,Ideal Holdings S.A.,Europe,GR,ATSE,Information Technology,Electronic Equipment Instruments and Components,5.83,8.35,0.5,43.22235467529027,1.7542065196814538,40.302784346057976,100.0,24.639262361844953,8.349863277569423
AVGO,Broadcom Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,330.34,458.0,200.0,34.068271088845094,12.47114285828135,12.09536954761292,100.0,2.7317681688027786,442.88112671489085
SEE,Seeing Machines Limited,Asia / Pacific,AU,AIM,Information Technology,Electronic Equipment Instruments and Components,0.0355,0.086,0.0726,109.52145213547252,43.12749673043979,30.706567203278873,99.748,2.539480851856891,0.07438011550809273
TSLA,Tesla Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Automobiles,399.83,458.0,475.0,-1.487107180844582,24.93568320500757,-46.472866411267226,52.11,-0.05963771550265532,393.8840993588291
AORT,Artivion Inc.,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,37.39,53.0,17.0,35.476589484152036,9.521794330956787,18.131060782813297,100.0,3.7258302638203706,50.65469680812445
WMT,Walmart Inc.,United States and Canada,US,NasdaqGS,Consumer Staples,Consumer Staples Distribution and Retail,125.81,137.0,88.0,-7.574147141631278,15.396642636232029,-36.217634239283974,37.913999999999994,-0.4919349835273487,116.28096548111368
LLY,Eli Lilly and Company,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,1058.56,1255.0,670.0,12.735671400205415,13.12381851045354,-10.510936969653905,81.172,0.970424224478649,1193.3747231740144
XOM,Exxon Mobil Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,150.76,141.0,53.0,-4.896729411019601,7.177638636846714,-16.476822083967676,25.83,-0.6822201086973133,143.37769073994684
BORR,Borr Drilling Limited,Latin America and Caribbean,BM,NYSE,Energy,Energy Equipment and Services,5.8,5.6,2.5,-7.458335286566253,8.893590831827684,-23.294321897114955,21.678,-0.8386191165749327,5.367416553379157
JNJ,Johnson & Johnson,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,245.84,237.0,110.0,-10.855340547234933,9.4570611473036,-28.245334087787846,11.97,-1.1478555946875748,219.15323079867764
MU,Micron Technology Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,420.97,400.0,327.0,-11.395069453546204,15.991404951943343,-39.633092685058045,26.088,-0.7125746291704924,373.0001761214066
BRZE,Braze Inc.,United States and Canada,US,NasdaqGS,Information Technology,Software,15.79,44.0,39.0,197.49587511006393,50.80820971808923,117.61442028872959,100.0,3.887085890368413,46.974598679879094
COST,Costco Wholesale Corporation,United States and Canada,US,NasdaqGS,Consumer Staples,Consumer Staples Distribution and Retail,986.02,1050.0,555.0,-1.715739414062703,11.919680016466259,-23.445353058232044,49.366,-0.1439417343160656,969.102466229459
TYRA,Tyra Biosciences Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,33.3,50.0,22.619999999999997,46.885398599157796,13.91473220521184,22.850276030604643,100.0,3.369479046215249,48.91283773351954
ORCL,Oracle Corporation,United States and Canada,US,NYSE,Information Technology,Software,141.31,275.0,245.0,95.69187176736187,35.326284795002366,37.0089801624404,100.0,2.7088008921022872,276.53218399445905
SAA,M&C Saatchi plc,Europe,GB,AIM,Consumer Staples,Media,1.255,1.52,0.75,21.342821022805545,12.209486718537235,1.0020078591019577,95.93,1.7480522740076772,1.5228524038362095
ABBV,AbbVie Inc.,United States and Canada,US,NYSE,Health Care,Biotechnology,229.48,247.5,115.0,6.143841124829077,10.279992766391766,-11.504504694955708,71.69,0.5976503354083136,243.57888661325777
ALMDT,Median Technologies SA,Europe,FR,ENXTPA,Health Care,Health Care Technology,4.7,9.5,9.0,116.42455603775385,39.330194502470064,54.77384674923504,100.0,2.960182564834303,10.171954133774431
PG,The Procter & Gamble Company,United States and Canada,US,NYSE,Consumer Staples,Household Products,165.17,170.5,38.0,1.7708758204565023,4.718333059206032,-6.478090005738239,65.106,0.37531810455841214,168.09495559264798
CMCOM,CM.com N.V.,Europe,NL,ENXTAM,Information Technology,Software,5.22,4.6,3.9,0.24354359844314552,15.770393248552024,-22.598039858793765,46.078,0.015443089757162952,5.232712975838732
CVX,Chevron Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,184.91,180.0,47.0,0.41214364389127833,5.292599755921166,-7.551287084978915,48.594,0.07787168176285902,185.67209481191938
HCC,Warrior Met Coal Inc.,United States and Canada,US,NYSE,Materials,Metals and Mining,87.05,104.0,40.0,16.442854943098162,9.36211610166698,-0.029419768438325354,94.978,1.7563182046172676,101.36350522796694
CAT,Caterpillar Inc.,United States and Canada,US,NYSE,Industrials,Machinery,756.47,700.0,497.52,-13.773966696439787,13.659682900238774,-38.0443356666071,16.692,-1.0083665043351053,652.2740741314419
FDE,La Française de l'Energie S.A.,Europe,FR,ENXTPA,Energy,Oil Gas and Consumable Fuels,32.7,49.0,12.0,49.81693004639636,7.47489894229109,37.32093659536833,100.0,6.6645623480666405,48.99013612517161
KO,The Coca-Cola Company,United States and Canada,US,NYSE,Consumer Staples,Beverages,80.56,84.0,17.620000000000005,1.1589726638531987,4.5994505350064765,-7.2260247046939,62.61600000000001,0.2519806779162517,81.49366837800015
FDEV,Frontier Developments plc,Europe,GB,AIM,Communication Services,Entertainment,4.085,6.15,0.75,54.217584573918266,3.957818526079714,48.72315253210595,100.0,13.698855623787708,6.299788329844561
BABA,Alibaba Group Holding Limited,Asia / Pacific,HK,NYSE,Consumer Discretionary,Broadline Retail,152.78,198.6216,134.27499999999998,27.585849871687405,17.949122776361435,-2.9201150223532144,92.62,1.5368912573274784,194.925661433964
PTRN,Pattern Group Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Broadline Retail,9.62,22.0,3.0,125.24341077244789,6.496749790880127,113.60635400347923,100.0,19.277856590423028,21.668416116309487
RBLX,Roblox Corporation,United States and Canada,US,NYSE,Communication Services,Entertainment,62.43,107.5,99.94,82.1763569100435,32.79730750681816,30.37987768026782,100.0,2.505582413829551,113.73269961894016
AMD,Advanced Micro Devices Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,196.6,290.0,155.0,46.70093628152462,16.154379246545247,19.387249964420082,100.0,2.890914938220979,288.4140407294774
UI,Ubiquiti Inc.,United States and Canada,US,NYSE,Information Technology,Communications Equipment,726.3,623.5,193.0,-14.172687441822262,5.437575360744288,-23.299044127317426,0.0,-2.606435129918333,623.3637711100449
MRK,Merck & Co. Inc.,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,123.82,130.0,50.0,2.3182119424796523,8.267449620268811,-12.205076746154857,62.17,0.2804023065101275,126.6904100271783
LRCX,Lam Research Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,242.27,280.0,125.0,10.695969036746616,10.683620735384824,-8.197959747267108,81.926,1.0011558161476937,268.18312418532605
FUN,Six Flags Entertainment Corporation,United States and Canada,US,NYSE,Consumer Discretionary,Hotels Restaurants and Leisure,16.6,23.0,26.0,54.509649193139744,32.560585604522956,4.70033517875439,97.032,1.674099165635641,25.648601766061198
ABT,Abbott Laboratories,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,115.29,135.0,45.0,17.446095808065788,7.967989210072452,4.152111949345398,99.466,2.1895230211923384,135.40360385711904
MACF,Macfarlane Group PLC,Europe,GB,LSE,Industrials,Trading Companies and Distributors,0.718,0.975,0.15000000000000002,35.7809614891801,4.263220786398883,28.632032860662274,100.0,8.392941224938074,0.9749073034923131
T,AT&T Inc.,United States and Canada,US,NYSE,Communication Services,Diversified Telecommunication Services,28.52,30.0,14.0,-1.8267763248749267,10.301948251493018,-20.451469975235018,48.178,-0.17732338391528804,27.99900339214567
VRG,VRG S.A.,Europe,PL,WSE,Consumer Discretionary,Textiles Apparel and Luxury Goods,5.04,4.8,2.6699999999999995,-2.987050694023275,10.830742685643713,-20.67543935365437,38.486,-0.2757937087714814,4.889452645021227
TXN,Texas Instruments Incorporated,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,219.86,226.0,110.0,-0.4902649423721098,10.30741194896393,-18.633837993053188,51.022,-0.04756431049807704,218.7821034977007
EXA,Exail Technologies,Europe,FR,ENXTPA,Industrials,Aerospace and Defense,121.2,128.0,51.0,13.07602873832225,8.961808861124528,0.3266599185854734,95.758,1.459083644937443,137.04814683084658
NEE,NextEra Energy Inc.,United States and Canada,US,NYSE,Utilities,Electric Utilities,94.06,95.5,56.0,-7.390396052205809,12.535227498923756,-30.186594427312357,32.446000000000005,-0.5895701576090526,87.10859347329522
NCNO,nCino Inc.,United States and Canada,US,NasdaqGS,Information Technology,Software,14.64,35.0,25.0,109.51486843960382,36.282204680484256,43.05186770362639,100.0,3.018418241229715,30.672976739558
KLAC,KLA Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,1487.66,1700.0,618.0,11.665865197297725,8.500427686279835,-3.1312283718158485,89.69,1.3723856760909905,1661.2084101941196
TMO,Thermo Fisher Scientific Inc.,United States and Canada,US,NYSE,Health Care,Life Sciences Tools and Services,516.44,670.0,155.0,30.0164894863598,6.126994738455953,19.867765782286472,100.0,4.899055861426147,671.4571583033567
KITW,Kitwave Group plc,Europe,GB,AIM,Consumer Staples,Consumer Staples Distribution and Retail,2.92,2.975,1.6500000000000004,11.040312387728724,12.004191800618331,-6.23219506209518,80.28999999999999,0.9197047640608377,3.242377121721679
GILD,Gilead Sciences Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,149.83,160.0,59.0,1.24223354514093,8.26446022341805,-13.759380525154507,59.146,0.15031030600413028,151.69123852068466
DOCM,DocMorris AG,Europe,CH,SWX,Consumer Staples,Consumer Staples Distribution and Retail,5.25,8.1,7.0,59.38276256000834,27.223947784220645,15.0111160756512,99.698,2.181269337962342,8.367595034400438
DIS,The Walt Disney Company,United States and Canada,US,NYSE,Communication Services,Entertainment,104.41,131.0,83.0,17.550062479485206,16.553956217103735,-11.986945250742068,83.13199999999999,1.0601733053608227,122.7340202348305
FF,Fine Foods & Pharmaceuticals N.T.M. S.p.A.,Europe,IT,BIT,Health Care,Life Sciences Tools and Services,11.4,12.4,1.0,9.352492815901819,1.8050891339179884,6.498363765691636,100.0,5.181180607742075,12.466184181012808
APH,Amphenol Corporation,United States and Canada,US,NYSE,Information Technology,Electronic Equipment Instruments and Components,147.82,168.5,75.0,15.759244888474438,10.351418019925513,-1.123941250621075,93.464,1.5224237740316702,171.1153157941429
GKP,Gulf Keystone Petroleum Limited,Latin America and Caribbean,BM,LSE,Energy,Oil Gas and Consumable Fuels,2.08,2.3891,0.7630000000000001,7.351585601909165,7.953280329543326,-7.3470442721135125,79.896,0.9243463448158491,2.2329129805197105
COOR,Coor Service Management Holding AB,Europe,SE,OM,Industrials,Commercial Services and Supplies,58.3,64.0,8.0,9.780374291507439,2.7953651241022968,5.0831349680844315,100.0,3.4987823977550363,64.00195821194883
BA,The Boeing Company,United States and Canada,US,NYSE,Industrials,Aerospace and Defense,230.44,275.0,85.0,14.289692741655184,7.764994126695754,0.09845989305260017,95.104,1.8402709014972418,263.3691679538702
EQS,Equasens Société anonyme,Europe,FR,ENXTPA,Health Care,Health Care Technology,34.45,56.0,34.7,68.80820515472267,20.708561148917827,36.015798989310426,100.0,3.322693675331393,58.15442667580196
DE,Deere & Company,United States and Canada,US,NYSE,Industrials,Machinery,646.84,673.5,323.0,-0.22921984730715408,10.313112480504897,-18.507257675085476,52.33,-0.022226059081625785,645.3573143396785
TJX,The TJX Companies Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,157.69,170.0,93.0,-2.121147245564473,12.560797141311726,-25.234596293332675,48.834,-0.1688704324814023,154.34516290846938
LCID,Lucid Group Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Automobiles,9.44,16.0,21.0,94.12668696275279,46.398212705113544,23.774550209241866,99.866,2.0286705343798532,18.325559249283863
ISRG,Intuitive Surgical Inc.,United States and Canada,US,NasdaqGS,Health Care,Health Care Equipment and Supplies,492.1,616.0,372.0,18.0853511309819,15.609809317303922,-9.65046432817931,85.19,1.1585888567475175,581.0980129155619
EQPT,EquipmentShare.com Inc.,United States and Canada,US,NasdaqGS,Industrials,Trading Companies and Distributors,29.25,41.5,28.0,59.02753566402992,20.53474319184325,29.838870609135917,100.0,2.874520275835573,46.51555418172875
ROAD,Construction Partners Inc.,United States and Canada,US,NasdaqGS,Industrials,Construction and Engineering,130.53,134.0,35.0,1.8994844701153284,5.465522158136986,-7.437638496141274,63.754,0.3475394326756877,133.00939707884152
UNP,Union Pacific Corporation,United States and Canada,US,NYSE,Industrials,Ground Transportation,263.76,266.5,79.0,-1.7224347353273584,6.190920393501911,-12.751554024538569,43.094,-0.2782194933624495,259.2169061421005
ADI,Analog Devices Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,355.15,400.0,135.0,5.526862747468215,8.167585871853987,-9.468017386455266,74.22800000000001,0.6766825392695448,374.7786530476333
BKV,BKV Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,29.7,32.0,10.0,5.463304108034299,6.91270445750473,-6.6442076281523645,77.354,0.7903280317594223,31.32260132008619
SCCO,Southern Copper Corporation,United States and Canada,US,NYSE,Materials,Metals and Mining,207.05,150.7189,169.4848,-27.372537330768733,16.712036811068984,-55.4410960410926,5.478000000000001,-1.6378935518283992,150.37516145664335
DFTX,Definium Therapeutics Inc.,United States and Canada,US,NasdaqGS,Health Care,Pharmaceuticals,16.95,28.0,43.0,110.51024005612885,54.33499606933322,33.258958214742094,100.0,2.033868557110305,35.68148568951384
FND,Floor & Decor Holdings Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,68.34,75.0,34.0,7.778901181359305,10.17884363948406,-9.702591886694805,76.304,0.7642224850752888,73.65610106734096
CRM,Salesforce Inc.,United States and Canada,US,NYSE,Information Technology,Software,178.16,305.0,285.0,81.67273875128612,32.83119962188,29.708777859201813,100.0,2.4876562444235573,323.66815135929136
ANET,Arista Networks Inc.,United States and Canada,US,NYSE,Information Technology,Communications Equipment,127.43,176.5,80.0,40.4060611817138,12.863202976944764,19.460797038685058,100.0,3.1412130597748638,178.9194437638579
MBLY,Mobileye Global Inc.,Africa / Middle East,IL,NasdaqGS,Consumer Discretionary,Automobile Components,8.7,15.0,17.0,98.83514854486837,40.925050580350955,38.419653107846656,100.0,2.4150281341942037,17.298657923403546
HLMN,Hillman Solutions Corp.,United States and Canada,US,NasdaqGM,Industrials,Machinery,8.54,11.75,4.0,39.48262774833109,9.597032618730271,23.999726646448362,100.0,4.11404538432785,11.911816409707473
HON,Honeywell International Inc.,United States and Canada,US,NasdaqGS,Industrials,Industrial Conglomerates,243.06,240.0,98.0,0.5674985837417913,8.25077640717692,-12.726456700285073,50.726000000000006,0.06878123412096757,244.4393620576428
LOW,Lowe's Companies Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,274.36,285.0,106.0,0.7450544915590587,7.9822995820407225,-13.352519619724664,56.33200000000001,0.09333832737064236,276.40413150304147
INSP,Inspire Medical Systems Inc.,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,58.29,72.0,60.0,44.05582389520396,22.234469572975026,13.071872003119683,100.0,1.981420053696796,83.97013974851438
PFE,Pfizer Inc.,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,27.06,27.0,10.46,7.721877715575011,8.369872589150035,-3.845807803508613,79.676,0.9225800791262908,29.1495401098346
IMCR,Immunocore Holdings plc,Europe,GB,NasdaqGS,Health Care,Biotechnology,32.93,62.5,62.0,103.07280533550467,38.71090516090698,41.63036298966437,100.0,2.6626296881219638,66.87187479698169
GOOGL,Alphabet Inc.,United States and Canada,US,NasdaqGS,Communication Services,Interactive Media and Services,311.49,387.5,258.0,8.76777656120643,17.805209849472234,-24.125593491660794,69.636,0.49242758919049284,338.80074721050187
TE,T1 Energy Inc.,United States and Canada,US,NYSE,Industrials,Electrical Equipment,6.29,10.0,8.0,69.61422106737236,26.16036571733678,28.626726646176145,100.0,2.661056875869216,10.66873450513772
MSFT,Microsoft Corporation,United States and Canada,US,NasdaqGS,Information Technology,Software,384.47,600.0,338.0,49.264755276788286,18.062482511480862,17.455933336026206,100.0,2.7274631405442,573.878204612668
PHIL,Philogen S.p.A.,Europe,IT,BIT,Health Care,Biotechnology,21.3,26.0,2.0,22.081652523395615,1.917077654545843,18.8599507485521,100.0,11.518392315008635,26.00339198748327
HD,The Home Depot Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,376.99,405.0,130.0,3.8669152750693145,7.171786391032832,-9.001330268429186,70.352,0.5391843906427932,391.56788389548376
CAF,Construcciones y Auxiliar de Ferrocarriles S.A.,Europe,ES,BME,Industrials,Machinery,60.4,59.2,16.0,-3.2969319672912856,5.447586268784155,-12.745497343963704,29.066,-0.6052096845502782,58.408653091756065
GE,General Electric Company,United States and Canada,US,NYSE,Industrials,Aerospace and Defense,338.99,364.0,135.0,6.11159831416412,8.140686628715292,-7.9386732487977865,76.274,0.7507472763545759,359.707707125185
AXS,Accsys Technologies PLC,Europe,GB,AIM,Materials,Paper and Forest Products,0.62,1.1471,0.3121999999999999,85.0233006906572,10.291352299734672,67.77591096952997,100.0,8.261625704218602,1.1471444642820747
NFLX,Netflix Inc.,United States and Canada,US,NasdaqGS,Communication Services,Entertainment,76.02,110.0,72.4,49.31535191979869,19.420639296017608,18.00452886447001,100.0,2.5393269072203655,113.50953052943095
IRTC,iRhythm Holdings Inc.,United States and Canada,US,NasdaqGS,Health Care,Health Care Equipment and Supplies,141.22,210.0,70.0,52.98521801866095,10.162566022058181,37.17679419379037,100.0,5.213763719089727,216.045724885953
PLTR,Palantir Technologies Inc.,United States and Canada,US,NasdaqGS,Information Technology,Software,130.6,196.5,190.0,34.311961522225936,30.265605900357595,-19.876368408409085,84.684,1.1336948493676293,175.41142174802707
GRC,The Gorman-Rupp Company,United States and Canada,US,NYSE,Industrials,Machinery,64.52,67.5,5.0,4.617037758958284,1.5842985471620306,1.9529156469105278,100.0,2.914247297157994,67.49891276207987
CSCO,Cisco Systems Inc.,United States and Canada,US,NasdaqGS,Information Technology,Communications Equipment,77.74,90.0,25.0,13.634510118932193,6.589746266044089,2.084118203401429,97.97,2.0690493333846023,88.33946816645789
AMAT,Applied Materials Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,373.55,422.5,195.0,4.126158776419579,11.157855110441487,-16.313176910012142,65.864,0.36979856214106344,388.9632661093153
TPE,PVA TePla AG,Europe,DE,XTRA,Information Technology,Semiconductors and Semiconductor Equipment,25.08,30.0,11.0,20.995028340058614,9.014722190679848,6.210137549215193,99.992,2.3289711979993104,30.3455531076867
PM,Philip Morris International Inc.,United States and Canada,US,NYSE,Consumer Staples,Tobacco,187.22,202.5,52.0,1.5645708680655759,6.1385911824326405,-9.912423892001845,62.90599999999999,0.25487458303837685,190.14918957919238
TXT,TXT e-solutions S.p.A.,Europe,IT,BIT,Information Technology,Software,24.35,43.7,7.399999999999999,79.48047140091128,6.201003163453923,69.07978483821925,100.0,12.817357015609248,43.7034947861219
RTX,RTX Corporation,United States and Canada,US,NYSE,Industrials,Aerospace and Defense,201.92,225.0,88.0,1.2057955786839458,9.592064901045655,-16.626775412330254,59.07599999999999,0.1257076126072186,204.35474243247862
ALSTI,STIF Société anonyme,Europe,FR,ENXTPA,Industrials,Machinery,59.9,86.25,23.08,49.895467335277445,8.15696019755493,38.06467297150285,100.0,6.116919309013392,89.78738493383118
UNH,UnitedHealth Group Incorporated,United States and Canada,US,NYSE,Health Care,Health Care Providers and Services,282.34,370.0,185.0,25.75219042527387,13.516939600518619,1.8695377195942602,96.5,1.9051790705853127,355.0487344467182
MCRI,Monarch Casino & Resort Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Hotels Restaurants and Leisure,94.43,105.5,32.0,14.202397372907633,6.91641724830625,3.29081593071372,99.536,2.0534327041049516,107.84132383923668
TMUS,T-Mobile US Inc.,United States and Canada,US,NasdaqGS,Communication Services,Wireless Telecommunication Services,219.95,270.0,90.0,21.240216863952767,8.362040278217679,6.866085233922644,100.0,2.5400758854608148,266.6678569922641
MCD,McDonald's Corporation,United States and Canada,US,NYSE,Consumer Discretionary,Hotels Restaurants and Leisure,334.56,347.0,130.0,-2.6319504989570346,8.267275383659468,-17.718769615267046,43.522,-0.31835766643980046,325.75454641068933
EL,Societatea Energetica Electrica S.A.,Europe,RO,BVB,Utilities,Electric Utilities,31.0,14.1,2.1999999999999993,-54.52456487882264,1.454294599989506,-56.95410406688525,0.0,-37.492104336505186,14.097384887564983
LIN,Linde plc,Europe,GB,NasdaqGS,Materials,Chemicals,498.19,522.5,184.0,-1.74456235131584,7.91056855013701,-16.312471455393094,47.348,-0.22053564674382656,489.49876482197965
PEP,PepsiCo Inc.,United States and Canada,US,NasdaqGS,Consumer Staples,Beverages,168.32,172.0,61.0,-2.3677072904484486,7.555568238182478,-15.991156996274666,42.77,-0.31337249771408454,164.33467508871715
GEV,GE Vernova Inc.,United States and Canada,US,NYSE,Industrials,Electrical Equipment,831.7,842.5,459.0,-2.9148757937061136,11.40107138093522,-22.89941837639944,43.184,-0.2556668313278299,807.4569780237463
ALNY,Alnylam Pharmaceuticals Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,329.35,451.0,256.0,34.275924294795644,15.872212395116646,7.064876566470277,98.914,2.1594925421575892,442.2377566649095
INTC,Intel Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,43.63,48.0,51.1,7.029255337964747,23.84203718186554,-33.77600091214691,61.934,0.2948261209537606,46.69686410395402
ACAG,Austriacard Holdings AG,Europe,AT,ATSE,Information Technology,Technology Hardware Storage and Peripherals,7.74,7.0,1.5,-11.715044504176323,4.03885909215133,-18.938052374321956,0.0,-2.900582624172762,6.833255555376753
VZ,Verizon Communications Inc.,United States and Canada,US,NYSE,Communication Services,Diversified Telecommunication Services,49.68,49.0,29.0,8.662089288751837,12.459157563713639,-9.003775063713821,70.8,0.6952387626896638,53.98332595865191
EG7,Enad Global 7 AB (publ),Europe,SE,OM,Communication Services,Entertainment,15.72,20.0,16.0,27.095839229734302,20.718754947189254,-7.678317275900596,89.274,1.307792833053908,19.979465926914234
SHOP,Shopify Inc.,United States and Canada,CA,NasdaqGS,Information Technology,IT Services,117.28,160.0,110.0,39.16744559642557,19.2213255444098,7.741391780939537,98.97399999999999,2.0377078316441484,163.21558019548792
OMCL,Omnicell Inc.,United States and Canada,US,NasdaqGS,Health Care,Health Care Equipment and Supplies,39.56,58.0,21.0,49.15375529665315,10.870741310995838,31.730380763564767,100.0,4.521656241321257,59.005225595355995
LMT,Lockheed Martin Corporation,United States and Canada,US,NYSE,Industrials,Aerospace and Defense,660.62,660.0,223.0,-3.2472644229105883,6.975429061227938,-15.7500680020343,35.571999999999996,-0.46552898673432247,639.167921769368
RXRX,Recursion Pharmaceuticals Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,3.41,7.0,8.0,105.47178434496965,47.65475444309675,25.692325441534,99.446,2.213247882137566,7.006587846163465
PDD,PDD Holdings Inc.,Europe,IE,NasdaqGS,Consumer Discretionary,Broadline Retail,105.76,152.2566,85.15230000000001,49.67285006563757,16.568056739393594,23.75473179568436,100.0,2.9981096061514116,158.2940062294183
HSIC,Henry Schein Inc.,United States and Canada,US,NasdaqGS,Health Care,Health Care Providers and Services,80.57,78.5,32.0,-6.22233825528417,8.201914097098324,-20.80990415445757,24.438,-0.7586446507023904,75.55666206771754
QCOM,QUALCOMM Incorporated,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,140.41,155.0,68.0,15.684530661829857,10.059126955331237,0.3702992610488233,95.544,1.559233791508836,162.4326495022753
AXGN,Axogen Inc.,United States and Canada,US,NasdaqCM,Health Care,Health Care Equipment and Supplies,35.38,40.0,14.0,1.7214109234654473,9.045065629064839,-15.234305131189885,61.38400000000001,0.19031491799616965,35.98903518472208
DHR,Danaher Corporation,United States and Canada,US,NYSE,Health Care,Life Sciences Tools and Services,210.92,270.0,90.0,26.493747256530636,8.751875916569691,11.352298193609707,100.0,3.0272078248242456,266.80061171347444
AMS,Advanced Medical Solutions Group plc,Europe,GB,AIM,Health Care,Health Care Equipment and Supplies,2.095,2.75,0.8500000000000001,33.72945354369825,8.307324711144318,20.40994140726057,100.0,4.060206470375476,2.8016320517404787
SYK,Stryker Corporation,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,384.73,427.5,153.0,5.111865559564964,8.364848874545718,-10.110302278681639,72.798,0.6111127213691092,404.3968803673143
UBER,Uber Technologies Inc.,United States and Canada,US,NYSE,Industrials,Ground Transportation,70.72,105.0,80.0,53.138699357216026,23.088555292408426,15.86129316908055,99.98,2.3015168634084335,108.29968818542316
EDU,New Oriental Education & Technology Group Inc.,Asia / Pacific,CN,NYSE,Consumer Discretionary,Diversified Consumer Services,59.55,69.0,33.1,9.625727163186099,11.570730583979461,-11.127229548128069,77.96,0.8319031450368083,65.28212052567733
ETN,Eaton Corporation plc,Europe,IE,NYSE,Industrials,Electrical Equipment,362.05,413.5,224.0,17.77571840399204,12.675682251245618,-2.378459458373804,91.97,1.4023480591938355,426.4069884816532
EXE,Extendicare Inc.,United States and Canada,CA,TSX,Health Care,Health Care Providers and Services,25.67,25.0,7.25,0.947231566198174,5.887718831125054,-7.823811895462949,51.416,0.1608826089300824,25.913154343043075
NEM,Newmont Corporation,United States and Canada,US,NYSE,Materials,Metals and Mining,124.25,136.5,107.0,2.8196707729538297,17.761337067799417,-28.65390935781768,58.482,0.1587532944276914,127.75344093539512
BO,Bang & Olufsen A/S,Europe,DK,CPSE,Consumer Discretionary,Household Durables,10.2,15.0,4.0,46.99973309548605,8.036890502513755,33.56526154344338,100.0,5.847999681068893,14.993972775739577
COP,ConocoPhillips,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,109.88,118.0,35.0,5.857590697565397,6.5356430854698555,-5.481480323160872,79.806,0.8962531492253738,116.31632065848486
GENL,Genel Energy plc,Europe,GB,LSE,Energy,Oil Gas and Consumable Fuels,0.616,0.9279,0.3689,34.81977596242227,13.402261446446072,9.633459622206175,99.678,2.598052284053566,0.8304898199285212
PH,Parker-Hannifin Corporation,United States and Canada,US,NYSE,Industrials,Machinery,1008.97,1050.0,557.8599999999999,-6.63802245316933,11.91166574655117,-28.545414374162082,35.046,-0.5572707121244787,941.9943448542574
ALFEN,Alfen N.V.,Europe,NL,ENXTAM,Industrials,Electrical Equipment,8.916,9.5,6.0,17.70794567245353,14.276060663672503,-2.876356732540437,90.61399999999999,1.2403943979808068,10.494840436155958
