ticker    ,name                                                            ,country,exchange,sector                ,industry                                             ,kalman_estimate   ,kalman_variance    ,kalman_gain       ,signal_strength   ,original_price,original_target,filtered_upside
3706      ,MiTAC Holdings Corporation                                      ,TW     ,TWSE    ,Information Technology,Technology Hardware Storage and Peripherals          ,117.58185380132907,0.09090917355296778,0.9090917355296769,10.999989988000012,78.4          ,121.5          ,49.97685433842993
6409      ,Voltronic Power Technology Corp.                                ,TW     ,TWSE    ,Industrials           ,Electrical Equipment                                 ,1445.727766111217 ,0.09090917355296778,0.9090917355296769,10.999989988000012,903.0         ,1500.0         ,60.10274264797532
5536      ,Acter Group Corporation Limited                                 ,TW     ,TPEX    ,Industrials           ,Construction and Engineering                         ,839.8183652875882 ,0.09090917355296778,0.9090917355296769,10.999989988000012,638.0         ,860.0          ,31.63297261560944
COPEC     ,Empresas Copec S.A.                                             ,CL     ,SNSE    ,Consumer Discretionary,Specialty Retail                                     ,7068.482834986955 ,0.09090917355296778,0.9090917355296769,10.999989988000012,7350.0        ,7040.3314      ,-3.830165510381566
ETEL      ,Telecom Egypt Company                                           ,EG     ,CASE    ,Communication Services,Diversified Telecommunication Services               ,87.72181161989437 ,0.09090917355296778,0.9090917355296769,10.999989988000012,94.94         ,87.0           ,-7.602894860022783
3008      ,LARGAN Precision Co.Ltd                                         ,TW     ,TWSE    ,Information Technology,Electronic Equipment Instruments and Components      ,2617.273024790684 ,0.09090917355296778,0.9090917355296769,10.999989988000012,2290.0        ,2650.0         ,14.291398462475277
2350      ,Saudi Kayan Petrochemical Company                               ,SA     ,SASE    ,Materials             ,Chemicals                                            ,5.754545867764838 ,0.09090917355296778,0.9090917355296769,10.999989988000012,5.3           ,5.8            ,8.576337127638457
BBWI      ,Bath & Body Works Inc.                                          ,US     ,NYSE    ,Consumer Discretionary,Specialty Retail                                     ,21.27908837192389 ,0.09090917355296778,0.9090917355296769,10.999989988000012,24.07         ,21.0           ,-11.594979759352347
BSY       ,Bentley Systems Incorporated                                    ,US     ,NasdaqGS,Information Technology,Software                                             ,52.19092553704057 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.1          ,54.0           ,53.05256755730372
AUGO      ,Aura Minerals Inc.                                              ,US     ,NasdaqGS,Materials             ,Metals and Mining                                    ,68.3963600330906  ,0.09090917355296778,0.9090917355296769,10.999989988000012,72.36         ,68.0           ,-5.477667173727747
LOAR      ,Loar Holdings Inc.                                              ,US     ,NYSE    ,Industrials           ,Aerospace and Defense                                ,91.76911573531149 ,0.09090917355296778,0.9090917355296769,10.999989988000012,64.46         ,94.5           ,42.36598779911805
GIL       ,Gildan Activewear Inc.                                          ,CA     ,TSX     ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,96.21145216498032 ,0.09090917355296778,0.9090917355296769,10.999989988000012,98.83         ,95.9496        ,-2.6495475412523355
TIGO      ,Millicom International Cellular S.A.                            ,LU     ,NasdaqGS,Communication Services,Wireless Telecommunication Services                  ,55.97362751247716 ,0.09090917355296778,0.9090917355296769,10.999989988000012,65.71         ,55.0           ,-14.81718534092655
CCLB      ,CCL Industries Inc.                                             ,CA     ,TSX     ,Materials             ,Containers and Packaging                             ,96.03091790074636 ,0.09090917355296778,0.9090917355296769,10.999989988000012,86.34         ,97.0           ,11.224134700887603
GOLF      ,Acushnet Holdings Corp.                                         ,US     ,NYSE    ,Consumer Discretionary,Leisure Products                                     ,90.86908300833629 ,0.09090917355296778,0.9090917355296769,10.999989988000012,99.56         ,90.0           ,-8.7293260261789
CAI       ,Caris Life Sciences Inc.                                        ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,36.420014363505786,0.09090917355296778,0.9090917355296769,10.999989988000012,20.62         ,38.0           ,76.6247059335877
XRAY      ,DENTSPLY SIRONA Inc.                                            ,US     ,NasdaqGS,Health Care           ,Health Care Equipment and Supplies                   ,12.540908719011645,0.09090917355296778,0.9090917355296769,10.999989988000012,12.95         ,12.5           ,-3.159006030798104
OS        ,OneStream Inc.                                                  ,US     ,NasdaqGS,Information Technology,Software                                             ,23.955454950409543,0.09090917355296778,0.9090917355296769,10.999989988000012,23.51         ,24.0           ,1.8947467052723992
CELH      ,Celsius Holdings Inc.                                           ,US     ,NasdaqCM,Consumer Staples      ,Beverages                                            ,64.06183580149272 ,0.09090917355296778,0.9090917355296769,10.999989988000012,44.68         ,66.0           ,43.37922068373483
LKNCY     ,Luckin Coffee Inc.                                              ,CN     ,OTCPK   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,47.31364623957964 ,0.09090917355296778,0.9090917355296769,10.999989988000012,36.45         ,48.4           ,29.80424208389475
SJM       ,The J. M. Smucker Company                                       ,US     ,NYSE    ,Consumer Staples      ,Food Products                                        ,112.7754565867583 ,0.09090917355296778,0.9090917355296769,10.999989988000012,110.53        ,113.0          ,2.0315358606335785
VSEC      ,VSE Corporation                                                 ,US     ,NasdaqGS,Industrials           ,Aerospace and Defense                                ,226.60547631385168,0.09090917355296778,0.9090917355296769,10.999989988000012,202.66        ,229.0          ,11.815590799295217
DCI       ,Donaldson Company Inc.                                          ,US     ,NYSE    ,Industrials           ,Machinery                                            ,97.22362523977054 ,0.09090917355296778,0.9090917355296769,10.999989988000012,109.46        ,96.0           ,-11.178855070554954
BCO       ,The Brink's Company                                             ,US     ,NYSE    ,Industrials           ,Commercial Services and Supplies                     ,144.60819447095935,0.09090917355296778,0.9090917355296769,10.999989988000012,130.69        ,146.0          ,10.649777696043577
HRL       ,Hormel Foods Corporation                                        ,US     ,NYSE    ,Consumer Staples      ,Food Products                                        ,26.70727538840556 ,0.09090917355296778,0.9090917355296769,10.999989988000012,23.78         ,27.0           ,12.309820809106636
KBR       ,KBR Inc.                                                        ,US     ,NYSE    ,Industrials           ,Professional Services                                ,56.4818319833456  ,0.09090917355296778,0.9090917355296769,10.999989988000012,41.3          ,58.0           ,36.7598837369143
BLD       ,TopBuild Corp.                                                  ,US     ,NYSE    ,Consumer Discretionary,Household Durables                                   ,504.62723066153944,0.09090917355296778,0.9090917355296769,10.999989988000012,550.9         ,500.0          ,-8.399486175069983
DUOL      ,Duolingo Inc.                                                   ,US     ,NasdaqGS,Consumer Discretionary,Diversified Consumer Services                        ,237.50647721384348,0.09090917355296778,0.9090917355296769,10.999989988000012,112.57        ,250.0          ,110.9855887126619
DELL      ,Dell Technologies Inc.                                          ,US     ,NYSE    ,Information Technology,Technology Hardware Storage and Peripherals          ,160.68094835501495,0.09090917355296778,0.9090917355296769,10.999989988000012,117.49        ,165.0          ,36.761382547463576
ACOX      ,ATCO Ltd.                                                       ,CA     ,TSX     ,Utilities             ,Multi-Utilities                                      ,60.172725702493615,0.09090917355296778,0.9090917355296769,10.999989988000012,61.9          ,60.0           ,-2.790426974969925
CSHUN     ,Chartwell Retirement Residences                                 ,CA     ,TSX     ,Health Care           ,Health Care Providers and Services                   ,22.899091826437942,0.09090917355296778,0.9090917355296769,10.999989988000012,21.89         ,23.0           ,4.6098301801641925
TLN       ,Talen Energy Corporation                                        ,US     ,NasdaqGS,Utilities             ,Independent Power and Renewable Electricity Producers,455.1546167762111 ,0.09090917355296778,0.9090917355296769,10.999989988000012,376.7         ,463.0          ,20.826816240034812
VTRS      ,Viatris Inc.                                                    ,US     ,NasdaqGS,Health Care           ,Pharmaceuticals                                      ,14.160907628112472,0.09090917355296778,0.9090917355296769,10.999989988000012,15.77         ,14.0           ,-10.20350267525382
LI        ,Li Auto Inc.                                                    ,CN     ,NasdaqGS,Consumer Discretionary,Automobiles                                          ,22.861094910046273,0.09090917355296778,0.9090917355296769,10.999989988000012,18.46         ,23.3012        ,23.84125086698955
ESTC      ,Elastic N.V.                                                    ,NL     ,NYSE    ,Information Technology,Software                                             ,102.41549167734838,0.09090917355296778,0.9090917355296769,10.999989988000012,61.57         ,106.5          ,66.33992476424945
FCN       ,FTI Consulting Inc.                                             ,US     ,NYSE    ,Industrials           ,Professional Services                                ,176.16455759493095,0.09090917355296778,0.9090917355296769,10.999989988000012,162.81        ,177.5          ,8.20254136412441
NTAP      ,NetApp Inc.                                                     ,US     ,NasdaqGS,Information Technology,Technology Hardware Storage and Peripherals          ,125.67456659484914,0.09090917355296778,0.9090917355296769,10.999989988000012,102.42        ,128.0          ,22.705103099833174
FAE       ,Faes Farma S.A.                                                 ,ES     ,BME     ,Health Care           ,Pharmaceuticals                                      ,5.14454527686112  ,0.09090917355296778,0.9090917355296769,10.999989988000012,5.34          ,5.125          ,-3.6602008078441974
FWONK     ,Formula One Group                                               ,US     ,NasdaqGS,Communication Services,Entertainment                                        ,116.86821028899737,0.09090917355296778,0.9090917355296769,10.999989988000012,85.55         ,120.0          ,36.608077485677825
LNTH      ,Lantheus Holdings Inc.                                          ,US     ,NasdaqGM,Health Care           ,Health Care Equipment and Supplies                   ,79.03455423132517 ,0.09090917355296778,0.9090917355296769,10.999989988000012,69.38         ,80.0           ,13.915471650800201
TFX       ,Teleflex Incorporated                                           ,US     ,NYSE    ,Health Care           ,Health Care Equipment and Supplies                   ,124.43183698330014,0.09090917355296778,0.9090917355296769,10.999989988000012,103.75        ,126.5          ,19.93430070679532
Q         ,Qnity Electronics Inc.                                          ,US     ,NYSE    ,Information Technology,Semiconductors and Semiconductor Equipment           ,110.15363496695484,0.09090917355296778,0.9090917355296769,10.999989988000012,111.69        ,110.0          ,-1.3755618524891733
CTRA      ,Coterra Energy Inc.                                             ,US     ,NYSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,32.851819528913374,0.09090917355296778,0.9090917355296769,10.999989988000012,31.37         ,33.0           ,4.723683547699628
RVMD      ,Revolution Medicines Inc.                                       ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,125.5736629667003 ,0.09090917355296778,0.9090917355296769,10.999989988000012,96.31         ,128.5          ,30.384864465476376
IEP       ,Icahn Enterprises L.P.                                          ,US     ,NasdaqGS,Industrials           ,Industrial Conglomerates                             ,11.641821437986927,0.09090917355296778,0.9090917355296769,10.999989988000012,8.06          ,12.0           ,44.43947193532167
MNST      ,Monster Beverage Corporation                                    ,US     ,NasdaqGS,Consumer Staples      ,Beverages                                            ,81.95272770247543 ,0.09090917355296778,0.9090917355296769,10.999989988000012,81.48         ,82.0           ,0.5801763653355724
RUN       ,Sunrun Inc.                                                     ,US     ,NasdaqGS,Industrials           ,Electrical Equipment                                 ,22.05363905782675 ,0.09090917355296778,0.9090917355296769,10.999989988000012,19.09         ,22.35          ,15.524562901135413
CRNX      ,Crinetics Pharmaceuticals Inc.                                  ,US     ,NasdaqGS,Health Care           ,Pharmaceuticals                                      ,82.97276388396469 ,0.09090917355296778,0.9090917355296769,10.999989988000012,42.7          ,87.0           ,94.31560628563159
ZS        ,Zscaler Inc.                                                    ,US     ,NasdaqGS,Information Technology,Software                                             ,307.0655721311624 ,0.09090917355296778,0.9090917355296769,10.999989988000012,177.72        ,320.0          ,72.78053799862842
TPC       ,Tutor Perini Corporation                                        ,US     ,NYSE    ,Industrials           ,Construction and Engineering                         ,91.61273533876965 ,0.09090917355296778,0.9090917355296769,10.999989988000012,82.74         ,92.5           ,10.723634685484239
SMR       ,NuScale Power Corporation                                       ,US     ,NYSE    ,Industrials           ,Electrical Equipment                                 ,26.755465859401276,0.09090917355296778,0.9090917355296769,10.999989988000012,14.31         ,28.0           ,86.97041131657076
INDV      ,Indivior Pharmaceuticals Inc.                                   ,US     ,NasdaqGS,Health Care           ,Pharmaceuticals                                      ,46.780011090808266,0.09090917355296778,0.9090917355296769,10.999989988000012,34.58         ,48.0           ,35.280541037617894
VISN      ,Vistance Networks Inc.                                          ,US     ,NasdaqGS,Information Technology,Communications Equipment                             ,23.79091326442487 ,0.09090917355296778,0.9090917355296769,10.999989988000012,19.2          ,24.25          ,23.9110065855462
ACMR      ,ACM Research Inc.                                               ,US     ,NasdaqGM,Information Technology,Semiconductors and Semiconductor Equipment           ,44.53089062826702 ,0.09090917355296778,0.9090917355296769,10.999989988000012,64.84         ,42.5           ,-31.321883670161917
FTDR      ,Frontdoor Inc.                                                  ,US     ,NasdaqGS,Consumer Discretionary,Diversified Consumer Services                        ,56.967273024790686,0.09090917355296778,0.9090917355296769,10.999989988000012,56.64         ,57.0           ,0.5778125437688647
ACIW      ,ACI Worldwide Inc.                                              ,US     ,NasdaqGS,Information Technology,Software                                             ,58.14183507422659 ,0.09090917355296778,0.9090917355296769,10.999989988000012,39.56         ,60.0           ,46.971271673980254
ALHC      ,Alignment Healthcare Inc.                                       ,US     ,NasdaqGS,Health Care           ,Health Care Providers and Services                   ,25.017277115662583,0.09090917355296778,0.9090917355296769,10.999989988000012,20.19         ,25.5           ,23.90924772492611
DRX       ,Drax Group plc                                                  ,GB     ,LSE     ,Utilities             ,Independent Power and Renewable Electricity Producers,9.396364442141435 ,0.09090917355296778,0.9090917355296769,10.999989988000012,8.51          ,9.485          ,10.415563362414042
SJ        ,Stella-Jones Inc.                                               ,CA     ,TSX     ,Materials             ,Paper and Forest Products                            ,98.98000018181654 ,0.09090917355296778,0.9090917355296769,10.999989988000012,98.78         ,99.0           ,0.20247031971708288
KYMR      ,Kymera Therapeutics Inc.                                        ,US     ,NasdaqGM,Health Care           ,Biotechnology                                        ,114.75821128898828,0.09090917355296778,0.9090917355296769,10.999989988000012,82.34         ,118.0          ,39.37115774713174
CMO       ,Cementos Molins S.A.                                            ,ES     ,BDM     ,Materials             ,Construction Materials                               ,32.21818074381142 ,0.09090917355296778,0.9090917355296769,10.999989988000012,33.4          ,32.1           ,-3.5383810065526204
LGND      ,Ligand Pharmaceuticals Incorporated                             ,US     ,NasdaqGM,Health Care           ,Pharmaceuticals                                      ,230.34822410705357,0.09090917355296778,0.9090917355296769,10.999989988000012,183.83        ,235.0          ,25.305023177421287
EOSE      ,Eos Energy Enterprises Inc.                                     ,US     ,NasdaqCM,Industrials           ,Electrical Equipment                                 ,14.64545776856574 ,0.09090917355296778,0.9090917355296769,10.999989988000012,11.1          ,15.0           ,31.94106097806973
ENGI      ,Engie SA                                                        ,FR     ,ENXTPA  ,Utilities             ,Multi-Utilities                                      ,26.00818174380233 ,0.09090917355296778,0.9090917355296769,10.999989988000012,26.09         ,26.0           ,-0.31360006208383
CPNG      ,Coupang Inc.                                                    ,US     ,NYSE    ,Consumer Discretionary,Broadline Retail                                     ,30.634557867655747,0.09090917355296778,0.9090917355296769,10.999989988000012,16.98         ,32.0           ,80.41553514520463
TDW       ,Tidewater Inc.                                                  ,US     ,NYSE    ,Energy                ,Energy Equipment and Services                        ,67.72090708266289 ,0.09090917355296778,0.9090917355296769,10.999989988000012,69.93         ,67.5           ,-3.1590060307981074
WPP       ,WPP plc                                                         ,GB     ,LSE     ,Communication Services,Media                                                ,3.429909728093381 ,0.09090917355296778,0.9090917355296769,10.999989988000012,2.729         ,3.5            ,25.683756984000766
TCOM      ,Trip.com Group Limited                                          ,SG     ,NasdaqGS,Consumer Discretionary,Hotels Restaurants and Leisure                       ,84.56130011908982 ,0.09090917355296778,0.9090917355296769,10.999989988000012,54.43         ,87.5744        ,55.35789108780052
INTU      ,Intuit Inc.                                                     ,US     ,NasdaqGS,Information Technology,Software                                             ,734.036667848474  ,0.09090917355296778,0.9090917355296769,10.999989988000012,399.4         ,767.5          ,83.78484422846122
EME       ,EMCOR Group Inc.                                                ,US     ,NYSE    ,Industrials           ,Construction and Engineering                         ,756.4381414714412 ,0.09090917355296778,0.9090917355296769,10.999989988000012,800.82        ,752.0          ,-5.542051713063964
RKLB      ,Rocket Lab Corporation                                          ,US     ,NasdaqCM,Industrials           ,Aerospace and Defense                                ,81.3809217643476  ,0.09090917355296778,0.9090917355296769,10.999989988000012,67.44         ,82.775         ,20.671592177265136
SHAK      ,Shake Shack Inc.                                                ,US     ,NYSE    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,108.01365442132344,0.09090917355296778,0.9090917355296769,10.999989988000012,88.15         ,110.0          ,22.533924471155338
SOUN      ,SoundHound AI Inc.                                              ,US     ,NasdaqGM,Information Technology,Software                                             ,14.996370487541022,0.09090917355296778,0.9090917355296769,10.999989988000012,7.46          ,15.75          ,101.0237330769574
PEG       ,Public Service Enterprise Group Incorporated                    ,US     ,NYSE    ,Utilities             ,Multi-Utilities                                      ,89.67000299997272 ,0.09090917355296778,0.9090917355296769,10.999989988000012,86.37         ,90.0           ,3.82077457447345
AAOI      ,Applied Optoelectronics Inc.                                    ,US     ,NasdaqGM,Information Technology,Communications Equipment                             ,43.13272606612667 ,0.09090917355296778,0.9090917355296769,10.999989988000012,44.46         ,43.0           ,-2.985321488693947
CON       ,Concentra Group Holdings Parent Inc.                            ,US     ,NYSE    ,Health Care           ,Health Care Providers and Services                   ,28.503640875992037,0.09090917355296778,0.9090917355296769,10.999989988000012,23.54         ,29.0           ,21.085985029702794
BIDU      ,Baidu Inc.                                                      ,CN     ,NasdaqGS,Communication Services,Interactive Media and Services                       ,176.99167271024808,0.09090917355296778,0.9090917355296769,10.999989988000012,137.01        ,180.9898       ,29.18157266640982
LNG       ,Cheniere Energy Inc.                                            ,US     ,NYSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,261.8900373632967 ,0.09090917355296778,0.9090917355296769,10.999989988000012,220.79        ,266.0          ,18.614990426784143
RR        ,Rolls-Royce Holdings plc                                        ,GB     ,LSE     ,Industrials           ,Aerospace and Defense                                ,12.973636603303607,0.09090917355296778,0.9090917355296769,10.999989988000012,12.71         ,13.0           ,2.0742455019953274
ONC       ,BeOne Medicines AG                                              ,CH     ,NasdaqGS,Health Care           ,Biotechnology                                        ,397.3700466359397 ,0.09090917355296778,0.9090917355296769,10.999989988000012,346.07        ,402.5          ,14.823604078926136
CRWV      ,CoreWeave Inc.                                                  ,US     ,NasdaqGS,Information Technology,IT Services                                          ,117.82183798329106,0.09090917355296778,0.9090917355296769,10.999989988000012,96.04         ,120.0          ,22.679964580686228
AMBP      ,Ardagh Metal Packaging S.A.                                     ,LU     ,NYSE    ,Materials             ,Containers and Packaging                             ,4.35090862810338  ,0.09090917355296778,0.9090917355296769,10.999989988000012,4.86          ,4.3            ,-10.475131108983948
PRM       ,Perimeter Solutions Inc.                                        ,US     ,NYSE    ,Materials             ,Chemicals                                            ,32.38364196689121 ,0.09090917355296778,0.9090917355296769,10.999989988000012,26.22         ,33.0           ,23.50740643360493
LASR      ,nLIGHT Inc.                                                     ,US     ,NasdaqGS,Information Technology,Electronic Equipment Instruments and Components      ,49.29817910746266 ,0.09090917355296778,0.9090917355296769,10.999989988000012,52.28         ,49.0           ,-5.703559473101268
VST       ,Vistra Corp.                                                    ,US     ,NYSE    ,Utilities             ,Independent Power and Renewable Electricity Producers,228.77187025572493,0.09090917355296778,0.9090917355296769,10.999989988000012,171.49        ,234.5          ,33.402455102761046
AMBA      ,Ambarella Inc.                                                  ,US     ,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment           ,96.92820974354778 ,0.09090917355296778,0.9090917355296769,10.999989988000012,66.21         ,100.0          ,46.39512119551094
WULF      ,TeraWulf Inc.                                                   ,US     ,NasdaqCM,Information Technology,Software                                             ,22.387278297470022,0.09090917355296778,0.9090917355296769,10.999989988000012,16.26         ,23.0           ,37.68313836082423
SRE       ,Sempra                                                          ,US     ,NYSE    ,Utilities             ,Multi-Utilities                                      ,98.61636712393523 ,0.09090917355296778,0.9090917355296769,10.999989988000012,94.78         ,99.0           ,4.047654699235316
CWT       ,California Water Service Group                                  ,US     ,NYSE    ,Utilities             ,Water Utilities                                      ,51.50545904128144 ,0.09090917355296778,0.9090917355296769,10.999989988000012,46.56         ,52.0           ,10.621690380759102
ENI       ,Eni S.p.A.                                                      ,IT     ,BIT     ,Energy                ,Oil Gas and Consumable Fuels                         ,16.743998690920993,0.09090917355296778,0.9090917355296769,10.999989988000012,18.184        ,16.6           ,-7.919056913104973
NAMS      ,NewAmsterdam Pharma Company N.V.                                ,NL     ,NasdaqGM,Health Care           ,Biotechnology                                        ,46.18755596130944 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.63         ,47.3433        ,33.374403584491596
INSW      ,International Seaways Inc.                                      ,US     ,NYSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,63.99545458677648 ,0.09090917355296778,0.9090917355296769,10.999989988000012,63.95         ,64.0           ,0.07107832177713727
HGV       ,Hilton Grand Vacations Inc.                                     ,US     ,NYSE    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,48.7472750247725  ,0.09090917355296778,0.9090917355296769,10.999989988000012,46.22         ,49.0           ,5.467925194228689
PRVA      ,Privia Health Group Inc.                                        ,US     ,NasdaqGS,Health Care           ,Health Care Providers and Services                   ,30.217279842910518,0.09090917355296778,0.9090917355296769,10.999989988000012,22.39         ,31.0           ,34.95882020058293
WRBY      ,Warby Parker Inc.                                               ,US     ,NYSE    ,Consumer Discretionary,Specialty Retail                                     ,27.950914082599247,0.09090917355296778,0.9090917355296769,10.999989988000012,22.46         ,28.5           ,24.447524855740188
AAON      ,AAON Inc.                                                       ,US     ,NasdaqGS,Industrials           ,Building Products                                    ,116.45819583458332,0.09090917355296778,0.9090917355296769,10.999989988000012,101.04        ,118.0          ,15.25949706510621
VIPS      ,Vipshop Holdings Limited                                        ,CN     ,NYSE    ,Consumer Discretionary,Broadline Retail                                     ,19.92654762411251 ,0.09090917355296778,0.9090917355296769,10.999989988000012,17.54         ,20.1652        ,13.60631484670758
QBRA      ,Quebecor Inc.                                                   ,CA     ,TSX     ,Communication Services,Diversified Telecommunication Services               ,56.6327306115399  ,0.09090917355296778,0.9090917355296769,10.999989988000012,52.96         ,57.0           ,6.934914296714307
QBTS      ,D-Wave Quantum Inc.                                             ,US     ,NYSE    ,Information Technology,Software                                             ,38.15183498331833 ,0.09090917355296778,0.9090917355296769,10.999989988000012,19.67         ,40.0           ,93.95950677843584
CU        ,Canadian Utilities Limited                                      ,CA     ,TSX     ,Utilities             ,Multi-Utilities                                      ,43.26454304960864 ,0.09090917355296778,0.9090917355296769,10.999989988000012,45.91         ,43.0           ,-5.762267371795592
IBP       ,Installed Building Products Inc.                                ,US     ,NYSE    ,Consumer Discretionary,Household Durables                                   ,261.7444705048136 ,0.09090917355296778,0.9090917355296769,10.999989988000012,344.19        ,253.5          ,-23.953493563202418
BVN       ,Compañía de Minas Buenaventura S.A.A.                           ,PE     ,NYSE    ,Materials             ,Metals and Mining                                    ,31.405448586831028,0.09090917355296778,0.9090917355296769,10.999989988000012,37.96         ,30.75          ,-17.2669952928582
NXST      ,Nexstar Media Group Inc.                                        ,US     ,NasdaqGS,Communication Services,Media                                                ,248.2891064626685 ,0.09090917355296778,0.9090917355296769,10.999989988000012,231.18        ,250.0          ,7.400772758313222
MASI      ,Masimo Corporation                                              ,US     ,NasdaqGS,Health Care           ,Health Care Equipment and Supplies                   ,177.7409523549786 ,0.09090917355296778,0.9090917355296769,10.999989988000012,130.15        ,182.5          ,36.56623308104386
PRMB      ,Primo Brands Corporation                                        ,US     ,NYSE    ,Consumer Staples      ,Beverages                                            ,22.16000309088099 ,0.09090917355296778,0.9090917355296769,10.999989988000012,18.76         ,22.5           ,18.12368385331018
DDS       ,Dillard's Inc.                                                  ,US     ,NYSE    ,Consumer Discretionary,Broadline Retail                                     ,534.9735366042127 ,0.09090917355296778,0.9090917355296769,10.999989988000012,644.71        ,524.0          ,-17.021058056457537
ACA       ,Arcosa Inc.                                                     ,US     ,NYSE    ,Industrials           ,Construction and Engineering                         ,129.31545622312524,0.09090917355296778,0.9090917355296769,10.999989988000012,127.47        ,129.5          ,1.4477572943635675
MP        ,MP Materials Corp.                                              ,US     ,NYSE    ,Materials             ,Metals and Mining                                    ,77.09365369405732 ,0.09090917355296778,0.9090917355296769,10.999989988000012,58.03         ,79.0           ,32.851376346816
MIRM      ,Mirum Pharmaceuticals Inc.                                      ,US     ,NasdaqGM,Health Care           ,Biotechnology                                        ,111.64546231397897,0.09090917355296778,0.9090917355296769,10.999989988000012,103.1         ,112.5          ,8.288518248282225
HAFNI     ,Hafnia Limited                                                  ,SG     ,OB      ,Energy                ,Oil Gas and Consumable Fuels                         ,71.21455259497641 ,0.09090917355296778,0.9090917355296769,10.999989988000012,63.36         ,72.0           ,12.396705484495598
UCB       ,UCB SA                                                          ,BE     ,ENXTBR  ,Health Care           ,Pharmaceuticals                                      ,284.5000045454132 ,0.09090917355296778,0.9090917355296769,10.999989988000012,279.5         ,285.0          ,1.788910391918862
VU        ,Vusion S.A.                                                     ,FR     ,ENXTPA  ,Information Technology,Electronic Equipment Instruments and Components      ,243.6455668584831 ,0.09090917355296778,0.9090917355296769,10.999989988000012,120.1         ,256.0          ,102.86891495294182
SGO       ,Compagnie de Saint-Gobain S.A.                                  ,FR     ,ENXTPA  ,Industrials           ,Building Products                                    ,108.26001581803801,0.09090917355296778,0.9090917355296769,10.999989988000012,90.86         ,110.0          ,19.1503585934823
ARGX      ,argenx SE                                                       ,NL     ,ENXTBR  ,Health Care           ,Biotechnology                                        ,823.5273770238452 ,0.09090917355296778,0.9090917355296769,10.999989988000012,708.8         ,835.0          ,16.18614235663732
PRY       ,Prysmian S.p.A.                                                 ,IT     ,BIT     ,Industrials           ,Electrical Equipment                                 ,99.90727357024026 ,0.09090917355296778,0.9090917355296769,10.999989988000012,98.98         ,100.0          ,0.9368292283696301
H2O       ,S.P.E.E.H. Hidroelectrica S.A.                                  ,RO     ,BVB     ,Utilities             ,Independent Power and Renewable Electricity Producers,117.7272479341097 ,0.09090917355296778,0.9090917355296769,10.999989988000012,145.0         ,115.0          ,-18.80879452820021
1COV      ,Covestro AG                                                     ,DE     ,XTRA    ,Materials             ,Chemicals                                            ,61.81636530576995 ,0.09090917355296778,0.9090917355296769,10.999989988000012,59.98         ,62.0           ,3.0616293860786135
GEST      ,Gestamp Automoción S.A.                                         ,ES     ,BME     ,Consumer Discretionary,Automobile Components                                ,3.4705457223116154,0.09090917355296778,0.9090917355296769,10.999989988000012,3.176         ,3.5            ,9.274109644572267
GET       ,Getlink SE                                                      ,FR     ,ENXTPA  ,Industrials           ,Transportation Infrastructure                        ,17.704545413223517,0.09090917355296778,0.9090917355296769,10.999989988000012,17.75         ,17.7           ,-0.25608217902243857
HAG       ,Hensoldt AG                                                     ,DE     ,XTRA    ,Industrials           ,Aerospace and Defense                                ,90.663645330497   ,0.09090917355296778,0.9090917355296769,10.999989988000012,80.8          ,91.65          ,12.207481844674515
DNP       ,Dino Polska S.A.                                                ,PL     ,WSE     ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,46.8181884710139  ,0.09090917355296778,0.9090917355296769,10.999989988000012,39.5          ,47.55          ,18.527059420288346
IDR       ,Indra Sistemas S.A.                                             ,ES     ,BME     ,Information Technology,IT Services                                          ,54.64545776856574 ,0.09090917355296778,0.9090917355296769,10.999989988000012,51.1          ,55.0           ,6.938273519698121
RED       ,Redeia Corporación S.A.                                         ,ES     ,BME     ,Utilities             ,Electric Utilities                                   ,16.5436368760284  ,0.09090917355296778,0.9090917355296769,10.999989988000012,15.98         ,16.6           ,3.527139399426788
TEP       ,Teleperformance SE                                              ,FR     ,ENXTPA  ,Industrials           ,Professional Services                                ,95.63276697484568 ,0.09090917355296778,0.9090917355296769,10.999989988000012,51.96         ,100.0          ,84.05074475528421
CLN       ,Clariant AG                                                     ,CH     ,SWX     ,Materials             ,Chemicals                                            ,8.077727020663449 ,0.09090917355296778,0.9090917355296769,10.999989988000012,8.355         ,8.05           ,-3.318647269138855
SEPL      ,Seplat Energy Plc                                               ,NG     ,LSE     ,Energy                ,Oil Gas and Consumable Fuels                         ,4.72054606412669  ,0.09090917355296778,0.9090917355296769,10.999989988000012,4.05          ,4.7876         ,16.556692941399767
