ticker    ,name                                                            ,country,exchange,sector                ,industry                                             ,kalman_estimate   ,kalman_variance    ,kalman_gain       ,signal_strength   ,original_price,original_target,filtered_upside
MEGACPO   ,Megacable Holdings S. A. B. de C. V.                            ,MX     ,BMV     ,Communication Services,Media                                                ,71.3527331569713  ,0.09090917355296778,0.9090917355296769,10.999989988000012,64.88         ,72.0           ,9.976469107539
PTCT      ,PTC Therapeutics Inc.                                           ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,86.76819756184034 ,0.09090917355296778,0.9090917355296769,10.999989988000012,69.45         ,88.5           ,24.936209592282697
IDA       ,IDACORP Inc.                                                    ,US     ,NYSE    ,Utilities             ,Electric Utilities                                   ,144.02363614876228,0.09090917355296778,0.9090917355296769,10.999989988000012,144.26        ,144.0          ,-0.16384573079004036
SFM       ,Sprouts Farmers Market Inc.                                     ,US     ,NasdaqGS,Consumer Staples      ,Consumer Staples Distribution and Retail             ,101.26912028072472,0.09090917355296778,0.9090917355296769,10.999989988000012,68.96         ,104.5          ,46.85197256485605
ULS       ,UL Solutions Inc.                                               ,US     ,NYSE    ,Industrials           ,Professional Services                                ,90.04729093371878 ,0.09090917355296778,0.9090917355296769,10.999989988000012,70.02         ,92.05          ,28.602243550012552
LAUR      ,Laureate Education Inc.                                         ,US     ,NasdaqGS,Consumer Discretionary,Diversified Consumer Services                        ,38.61545804129053 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.77         ,39.0           ,11.059701010326508
TVTX      ,Travere Therapeutics Inc.                                       ,US     ,NasdaqGM,Health Care           ,Biotechnology                                        ,40.710920809810816,0.09090917355296778,0.9090917355296769,10.999989988000012,27.82         ,42.0           ,46.336882853381795
GATX      ,GATX Corporation                                                ,US     ,NYSE    ,Industrials           ,Trading Companies and Distributors                   ,206.55092226434306,0.09090917355296778,0.9090917355296769,10.999989988000012,192.06        ,208.0          ,7.544997534282545
CG        ,Centerra Gold Inc.                                              ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,29.706003669057555,0.09090917355296778,0.9090917355296769,10.999989988000012,25.67         ,30.1096        ,15.72264771740379
CC        ,The Chemours Company                                            ,US     ,NYSE    ,Materials             ,Chemicals                                            ,15.501813619876184,0.09090917355296778,0.9090917355296769,10.999989988000012,20.52         ,15.0           ,-24.45509931834218
ONTO      ,Onto Innovation Inc.                                            ,US     ,NYSE    ,Information Technology,Semiconductors and Semiconductor Equipment           ,224.2936427850656 ,0.09090917355296778,0.9090917355296769,10.999989988000012,217.23        ,225.0          ,3.2516884339481704
LUN       ,Lundin Mining Corporation                                       ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,34.92281829347006 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.8          ,34.9351        ,0.35292613066109557
VICR      ,Vicor Corporation                                               ,US     ,NasdaqGS,Industrials           ,Electrical Equipment                                 ,134.63270788447377,0.09090917355296778,0.9090917355296769,10.999989988000012,155.96        ,132.5          ,-13.674847470842675
ITGR      ,Integer Holdings Corporation                                    ,US     ,NYSE    ,Health Care           ,Health Care Equipment and Supplies                   ,86.90181907437206 ,0.09090917355296778,0.9090917355296769,10.999989988000012,85.92         ,87.0           ,1.1427130753864698
IRTC      ,iRhythm Holdings Inc.                                           ,US     ,NasdaqGS,Health Care           ,Health Care Equipment and Supplies                   ,213.11006263579424,0.09090917355296778,0.9090917355296769,10.999989988000012,144.21        ,220.0          ,47.77759006712033
PWR       ,Quanta Services Inc.                                            ,US     ,NYSE    ,Industrials           ,Construction and Engineering                         ,493.09815365314864,0.09090917355296778,0.9090917355296769,10.999989988000012,524.08        ,490.0          ,-5.911663552673523
FIX       ,Comfort Systems USA Inc.                                        ,US     ,NYSE    ,Industrials           ,Construction and Engineering                         ,1212.5407950836811,0.09090917355296778,0.9090917355296769,10.999989988000012,1337.95       ,1200.0         ,-9.373235540664368
PRAX      ,Praxis Precision Medicines Inc.                                 ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,487.93197334569686,0.09090917355296778,0.9090917355296769,10.999989988000012,317.25        ,505.0          ,53.80046441156717
CARG      ,CarGurus Inc.                                                   ,US     ,NasdaqGS,Communication Services,Interactive Media and Services                       ,39.30364723957055 ,0.09090917355296778,0.9090917355296769,10.999989988000012,27.34         ,40.5           ,43.75876825007517
DSV       ,Discovery Silver Corp.                                          ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,12.743638694193688,0.09090917355296778,0.9090917355296769,10.999989988000012,10.18         ,13.0           ,25.183091298562754
CWST      ,Casella Waste Systems Inc.                                      ,US     ,NasdaqGS,Industrials           ,Commercial Services and Supplies                     ,112.1563713057154 ,0.09090917355296778,0.9090917355296769,10.999989988000012,103.72        ,113.0          ,8.133794162857113
EVRG      ,Evergy Inc.                                                     ,US     ,NasdaqGS,Utilities             ,Electric Utilities                                   ,84.79000190907355 ,0.09090917355296778,0.9090917355296769,10.999989988000012,82.69         ,85.0           ,2.5396080651512336
SO        ,The Southern Company                                            ,US     ,NYSE    ,Utilities             ,Electric Utilities                                   ,97.72272979336552 ,0.09090917355296778,0.9090917355296769,10.999989988000012,94.95         ,98.0           ,2.920199887694064
LUG       ,Lundin Gold Inc.                                                ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,113.59909455368587,0.09090917355296778,0.9090917355296769,10.999989988000012,109.59        ,114.0          ,3.658266770404115
TXRH      ,Texas Roadhouse Inc.                                            ,US     ,NasdaqGS,Consumer Discretionary,Hotels Restaurants and Leisure                       ,195.99092280979264,0.09090917355296778,0.9090917355296769,10.999989988000012,180.9         ,197.5          ,8.342135328796369
LKQ       ,LKQ Corporation                                                 ,US     ,NasdaqGS,Consumer Discretionary,Distributors                                         ,40.37273297515477 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.1          ,41.0           ,18.395111364090226
DBX       ,Dropbox Inc.                                                    ,US     ,NasdaqGS,Information Technology,Software                                             ,28.593640057817655,0.09090917355296778,0.9090917355296769,10.999989988000012,24.53         ,29.0           ,16.56600105102998
CHH       ,Choice Hotels International Inc.                                ,US     ,NYSE    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,109.09454459504914,0.09090917355296778,0.9090917355296769,10.999989988000012,110.04        ,109.0          ,-0.8591924799626163
LNT       ,Alliant Energy Corporation                                      ,US     ,NasdaqGS,Utilities             ,Electric Utilities                                   ,71.92636430577903 ,0.09090917355296778,0.9090917355296769,10.999989988000012,71.19         ,72.0           ,1.0343648065445066
GH        ,Guardant Health Inc.                                            ,US     ,NasdaqGS,Health Care           ,Health Care Providers and Services                   ,118.6227397932746 ,0.09090917355296778,0.9090917355296769,10.999989988000012,104.85        ,120.0          ,13.135660270171304
DTM       ,DT Midstream Inc.                                               ,US     ,NYSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,128.47363205789037,0.09090917355296778,0.9090917355296769,10.999989988000012,133.21        ,128.0          ,-3.555564854072245
CTCA      ,Canadian Tire Corporation Limited                               ,CA     ,TSX     ,Consumer Discretionary,Broadline Retail                                     ,179.96727302479067,0.09090917355296778,0.9090917355296769,10.999989988000012,179.64        ,180.0          ,0.18218271253099813
ST        ,Sensata Technologies Holding plc                                ,US     ,NYSE    ,Industrials           ,Electrical Equipment                                 ,38.80727447932291 ,0.09090917355296778,0.9090917355296769,10.999989988000012,36.88         ,39.0           ,5.2257984797258965
TECKB     ,Teck Resources Limited                                          ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,77.29727002481796 ,0.09090917355296778,0.9090917355296769,10.999989988000012,80.27         ,77.0           ,-3.7034134485885564
RIG       ,Transocean Ltd.                                                 ,CH     ,NYSE    ,Energy                ,Energy Equipment and Services                        ,4.685452859519459 ,0.09090917355296778,0.9090917355296769,10.999989988000012,6.54          ,4.5            ,-28.3569899156046
NESN      ,Nestlé S.A.                                                     ,CH     ,SWX     ,Consumer Staples      ,Food Products                                        ,88.5981900164544  ,0.09090917355296778,0.9090917355296769,10.999989988000012,79.58         ,89.5           ,11.332231737188234
FND       ,Floor & Decor Holdings Inc.                                     ,US     ,NYSE    ,Consumer Discretionary,Specialty Retail                                     ,75.01818619830729 ,0.09090917355296778,0.9090917355296769,10.999989988000012,70.2          ,75.5           ,6.863513103001834
VC        ,Visteon Corporation                                             ,US     ,NasdaqGS,Consumer Discretionary,Automobile Components                                ,124.085471950255  ,0.09090917355296778,0.9090917355296769,10.999989988000012,104.94        ,126.0          ,18.244208071521822
EPAM      ,EPAM Systems Inc.                                               ,US     ,NYSE    ,Information Technology,IT Services                                          ,222.39732366069398,0.09090917355296778,0.9090917355296769,10.999989988000012,166.37        ,228.0          ,33.67633807819558
ELD       ,Eldorado Gold Corporation                                       ,CA     ,TSX     ,Materials             ,Metals and Mining                                    ,65.78381933982418 ,0.09090917355296778,0.9090917355296769,10.999989988000012,64.51         ,65.9112        ,1.9746075644460885
CENX      ,Century Aluminum Company                                        ,US     ,NasdaqGS,Materials             ,Metals and Mining                                    ,59.640012363523965,0.09090917355296778,0.9090917355296769,10.999989988000012,46.04         ,61.0           ,29.539557696620257
YETI      ,YETI Holdings Inc.                                              ,US     ,NYSE    ,Consumer Discretionary,Leisure Products                                     ,43.454541322351616,0.09090917355296778,0.9090917355296769,10.999989988000012,48.0          ,43.0           ,-9.469705578434134
ICUI      ,ICU Medical Inc.                                                ,US     ,NasdaqGS,Health Care           ,Health Care Equipment and Supplies                   ,175.900028181562  ,0.09090917355296778,0.9090917355296769,10.999989988000012,144.9         ,179.0          ,21.394084321298816
CPRT      ,Copart Inc.                                                     ,US     ,NasdaqGS,Industrials           ,Commercial Services and Supplies                     ,46.13546240488723 ,0.09090917355296778,0.9090917355296769,10.999989988000012,37.49         ,47.0           ,23.060715937282545
NEM       ,Newmont Corporation                                             ,US     ,NYSE    ,Materials             ,Metals and Mining                                    ,134.16364396687302,0.09090917355296778,0.9090917355296769,10.999989988000012,125.8         ,135.0          ,6.648365633444378
INSM      ,Insmed Incorporated                                             ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,206.25005227225205,0.09090917355296778,0.9090917355296769,10.999989988000012,148.75        ,212.0          ,38.65549732588373
WK        ,Workiva Inc.                                                    ,US     ,NYSE    ,Information Technology,Software                                             ,101.08458104926319,0.09090917355296778,0.9090917355296769,10.999989988000012,61.93         ,105.0          ,63.22393193809654
POOL      ,Pool Corporation                                                ,US     ,NasdaqGS,Consumer Discretionary,Distributors                                         ,305.9845819583458 ,0.09090917355296778,0.9090917355296769,10.999989988000012,265.83        ,310.0          ,15.105361305475618
OLED      ,Universal Display Corporation                                   ,US     ,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment           ,165.90003727238843,0.09090917355296778,0.9090917355296769,10.999989988000012,124.9         ,170.0          ,32.826290850591214
W         ,Wayfair Inc.                                                    ,US     ,NYSE    ,Consumer Discretionary,Specialty Retail                                     ,114.30821083444695,0.09090917355296778,0.9090917355296769,10.999989988000012,82.39         ,117.5          ,38.74039426440945
VAL       ,Valaris Limited                                                 ,BM     ,NYSE    ,Energy                ,Energy Equipment and Services                        ,63.269061190352815,0.09090917355296778,0.9090917355296769,10.999989988000012,95.96         ,60.0           ,-34.067255950028326
WSC       ,WillScot Holdings Corporation                                   ,US     ,NasdaqCM,Industrials           ,Construction and Engineering                         ,23.78363833056063 ,0.09090917355296778,0.9090917355296769,10.999989988000012,21.62         ,24.0           ,10.007577847181452
LYV       ,Live Nation Entertainment Inc.                                  ,US     ,NYSE    ,Communication Services,Entertainment                                        ,168.9336460577631 ,0.09090917355296778,0.9090917355296769,10.999989988000012,158.27        ,170.0          ,6.7376294040330365
ETSY      ,Etsy Inc.                                                       ,US     ,NYSE    ,Consumer Discretionary,Broadline Retail                                     ,63.248197743656874,0.09090917355296778,0.9090917355296769,10.999989988000012,45.73         ,65.0           ,38.30788922732753
DE        ,Deere & Company                                                 ,US     ,NYSE    ,Industrials           ,Machinery                                            ,536.6290306451759 ,0.09090917355296778,0.9090917355296769,10.999989988000012,602.92        ,530.0          ,-10.994985960794804
FTI       ,TechnipFMC plc                                                  ,US     ,NYSE    ,Energy                ,Energy Equipment and Services                        ,52.850901355442225,0.09090917355296778,0.9090917355296769,10.999989988000012,61.36         ,52.0           ,-13.867501050452697
BRC       ,Brady Corporation                                               ,US     ,NYSE    ,Industrials           ,Commercial Services and Supplies                     ,100.5754584049236 ,0.09090917355296778,0.9090917355296769,10.999989988000012,96.33         ,101.0          ,4.4072027456904355
MDGL      ,Madrigal Pharmaceuticals Inc.                                   ,US     ,NasdaqGS,Health Care           ,Biotechnology                                        ,623.1555985854674 ,0.09090917355296778,0.9090917355296769,10.999989988000012,464.71        ,639.0          ,34.09558619041282
ED        ,Consolidated Edison Inc.                                        ,US     ,NYSE    ,Utilities             ,Multi-Utilities                                      ,106.24726593394605,0.09090917355296778,0.9090917355296769,10.999989988000012,113.72        ,105.5          ,-6.571169597303856
CVE       ,Cenovus Energy Inc.                                             ,CA     ,TSX     ,Energy                ,Oil Gas and Consumable Fuels                         ,29.08181743802329 ,0.09090917355296778,0.9090917355296769,10.999989988000012,29.9          ,29.0           ,-2.7363965283501974
GTX       ,Garrett Motion Inc.                                             ,CH     ,NasdaqGS,Consumer Discretionary,Automobile Components                                ,21.022727066117582,0.09090917355296778,0.9090917355296769,10.999989988000012,21.25         ,21.0           ,-1.0695196888584364
TRGP      ,Targa Resources Corp.                                           ,US     ,NYSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,213.98999100008183,0.09090917355296778,0.9090917355296769,10.999989988000012,223.89        ,213.0          ,-4.4218183035946925
AU        ,AngloGold Ashanti plc                                           ,US     ,NYSE    ,Materials             ,Metals and Mining                                    ,119.07455386769212,0.09090917355296778,0.9090917355296769,10.999989988000012,109.82        ,120.0          ,8.427020458652454
RNO       ,Renault SA                                                      ,FR     ,ENXTPA  ,Consumer Discretionary,Automobiles                                          ,41.20909855364951 ,0.09090917355296778,0.9090917355296769,10.999989988000012,32.8          ,42.05          ,25.63749559039486
ARCAD     ,Arcadis NV                                                      ,NL     ,ENXTAM  ,Industrials           ,Professional Services                                ,50.40365087590113 ,0.09090917355296778,0.9090917355296769,10.999989988000012,34.44         ,52.0           ,46.35206409959678
MRP       ,Mr Price Group Limited                                          ,ZA     ,JSE     ,Consumer Discretionary,Specialty Retail                                     ,222.4545958673103 ,0.09090917355296778,0.9090917355296769,10.999989988000012,167.0         ,228.0          ,33.20634483072473
MMB       ,Lagardere SA                                                    ,FR     ,ENXTPA  ,Communication Services,Media                                                ,23.03818601649076 ,0.09090917355296778,0.9090917355296769,10.999989988000012,18.42         ,23.5           ,25.071585322968275
DOFG      ,DOF Group ASA                                                   ,NO     ,OB      ,Energy                ,Energy Equipment and Services                        ,128.5363769420278 ,0.09090917355296778,0.9090917355296769,10.999989988000012,113.9         ,130.0          ,12.850199246732041
PTT       ,PTT Public Company Limited                                      ,TH     ,SET     ,Energy                ,Oil Gas and Consumable Fuels                         ,36.204545867764836,0.09090917355296778,0.9090917355296769,10.999989988000012,35.75         ,36.25          ,1.2714569727687708
TOP       ,Thai Oil Public Company Limited                                 ,TH     ,SET     ,Energy                ,Oil Gas and Consumable Fuels                         ,44.681811983527425,0.09090917355296778,0.9090917355296769,10.999989988000012,51.5          ,44.0           ,-13.239200031985584
QUB       ,Qube Holdings Limited                                           ,AU     ,ASX     ,Industrials           ,Transportation Infrastructure                        ,5.168182107435387 ,0.09090917355296778,0.9090917355296769,10.999989988000012,4.85          ,5.2            ,6.560455823410042
500002    ,ABB India Limited                                               ,IN     ,BSE     ,Industrials           ,Electrical Equipment                                 ,5312.999563640331 ,0.09090917355296778,0.9090917355296769,10.999989988000012,5793.0        ,5265.0         ,-8.285869780073693
NVG       ,The Navigator Company S.A.                                      ,PT     ,ENXTLS  ,Materials             ,Paper and Forest Products                            ,4.0807279024736145,0.09090917355296778,0.9090917355296769,10.999989988000012,3.388         ,4.15           ,20.44651424066159
NEX       ,Nexans S.A.                                                     ,FR     ,ENXTPA  ,Industrials           ,Electrical Equipment                                 ,137.0545449586822 ,0.09090917355296778,0.9090917355296769,10.999989988000012,137.6         ,137.0          ,-0.396406280027477
HOT       ,HOCHTIEF Aktiengesellschaft                                     ,DE     ,XTRA    ,Industrials           ,Construction and Engineering                         ,302.76357487659203,0.09090917355296778,0.9090917355296769,10.999989988000012,370.4         ,296.0          ,-18.260373953403874
TLS       ,Telstra Group Limited                                           ,AU     ,ASX     ,Communication Services,Diversified Telecommunication Services               ,4.949090917355297 ,0.09090917355296778,0.9090917355296769,10.999989988000012,4.94          ,4.95           ,0.18402666711125937
Z74       ,Singapore Telecommunications Limited                            ,SG     ,SGX     ,Communication Services,Diversified Telecommunication Services               ,5.27818215288952  ,0.09090917355296778,0.9090917355296769,10.999989988000012,4.91          ,5.315          ,7.4986181851226
WMT       ,Walmart Inc.                                                    ,US     ,NasdaqGS,Consumer Staples      ,Consumer Staples Distribution and Retail             ,130.35363314878956,0.09090917355296778,0.9090917355296769,10.999989988000012,133.89        ,130.0          ,-2.6412479283071413
AZE       ,Azelis Group NV                                                 ,BE     ,ENXTBR  ,Industrials           ,Trading Companies and Distributors                   ,12.68773011154444 ,0.09090917355296778,0.9090917355296769,10.999989988000012,9.565         ,13.0           ,32.647465881280084
JET2      ,Jet2 plc                                                        ,GB     ,AIM     ,Industrials           ,Passenger Airlines                                   ,17.51636803301788 ,0.09090917355296778,0.9090917355296769,10.999989988000012,12.68         ,18.0           ,38.14170373042492
BESI      ,BE Semiconductor Industries N.V.                                ,NL     ,ENXTAM  ,Information Technology,Semiconductors and Semiconductor Equipment           ,179.65454859501278,0.09090917355296778,0.9090917355296769,10.999989988000012,176.2         ,180.0          ,1.9605837656145264
MONC      ,Moncler S.p.A.                                                  ,IT     ,BIT     ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,58.698189107371746,0.09090917355296778,0.9090917355296769,10.999989988000012,50.68         ,59.5           ,15.821209761980557
BH        ,Bumrungrad Hospital Public Company Limited                      ,TH     ,SET     ,Health Care           ,Health Care Providers and Services                   ,212.0454768593013 ,0.09090917355296778,0.9090917355296769,10.999989988000012,187.5         ,214.5          ,13.090920991627353
TNE       ,Technology One Limited                                          ,AU     ,ASX     ,Information Technology,Software                                             ,32.515465768493016,0.09090917355296778,0.9090917355296769,10.999989988000012,20.17         ,33.75          ,61.207068758021876
PKN       ,Orlen S.A.                                                      ,PL     ,WSE     ,Energy                ,Oil Gas and Consumable Fuels                         ,95.30544267779383 ,0.09090917355296778,0.9090917355296769,10.999989988000012,108.36        ,94.0           ,-12.047395092475236
REP       ,Repsol S.A.                                                     ,ES     ,BME     ,Energy                ,Oil Gas and Consumable Fuels                         ,16.544545049590457,0.09090917355296778,0.9090917355296769,10.999989988000012,16.99         ,16.5           ,-2.6218655115334966
TRUE      ,True Corporation Public Company Limited                         ,TH     ,SET     ,Communication Services,Diversified Telecommunication Services               ,15.036365123953418,0.09090917355296778,0.9090917355296769,10.999989988000012,13.4          ,15.2           ,12.211680029503118
BXB       ,Brambles Limited                                                ,AU     ,ASX     ,Industrials           ,Commercial Services and Supplies                     ,23.838091398260016,0.09090917355296778,0.9090917355296769,10.999989988000012,23.3          ,23.8919        ,2.3094051427468445
KBX       ,Knorr-Bremse AG                                                 ,DE     ,XTRA    ,Industrials           ,Machinery                                            ,100.5090862810338 ,0.09090917355296778,0.9090917355296769,10.999989988000012,105.6         ,100.0          ,-4.820941021748288
AHCS      ,Aamal Company Q.P.S.C.                                          ,QA     ,DSM     ,Industrials           ,Industrial Conglomerates                             ,1.1471820710720813,0.09090917355296778,0.9090917355296769,10.999989988000012,0.869         ,1.175          ,32.01174580806458
ALHG      ,Louis Hachette Group S.A.                                       ,FR     ,ENXTPA  ,Communication Services,Media                                                ,2.245409587185571 ,0.09090917355296778,0.9090917355296769,10.999989988000012,1.6995        ,2.3            ,32.12177623922158
MNDI      ,Mondi plc                                                       ,GB     ,LSE     ,Materials             ,Paper and Forest Products                            ,9.589363637603293 ,0.09090917355296778,0.9090917355296769,10.999989988000012,9.588         ,9.5895         ,0.014222336288007568
DTC       ,Dubai Taxi Company P.J.S.C.                                     ,AE     ,DFM     ,Industrials           ,Ground Transportation                                ,3.1436366487577385,0.09090917355296778,0.9090917355296769,10.999989988000012,2.83          ,3.175          ,11.082567093913019
APE       ,Eagers Automotive Limited                                       ,AU     ,ASX     ,Consumer Discretionary,Specialty Retail                                     ,30.651823619785276,0.09090917355296778,0.9090917355296769,10.999989988000012,24.67         ,31.25          ,24.247359626207025
FDJU      ,FDJ United                                                      ,FR     ,ENXTPA  ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,28.438186925573405,0.09090917355296778,0.9090917355296769,10.999989988000012,22.82         ,29.0           ,24.61957460812184
A007660   ,ISU Petasys Co. Ltd.                                            ,KR     ,KOSE    ,Information Technology,Electronic Equipment Instruments and Components      ,155600.0490904628 ,0.09090917355296778,0.9090917355296769,10.999989988000012,101600.0      ,161000.0       ,53.14965461659724
QEWS      ,Qatar Electricity & Water Company Q.P.S.C.                      ,QA     ,DSM     ,Utilities             ,Multi-Utilities                                      ,19.369094371869345,0.09090917355296778,0.9090917355296769,10.999989988000012,15.56         ,19.75          ,24.48004095031712
YTL       ,YTL Corporation Berhad                                          ,MY     ,KLSE    ,Utilities             ,Multi-Utilities                                      ,2.800909855364951 ,0.09090917355296778,0.9090917355296769,10.999989988000012,1.96          ,2.885          ,42.90356404923221
AF        ,Air France-KLM SA                                               ,FR     ,ENXTPA  ,Industrials           ,Passenger Airlines                                   ,11.225908628103381,0.09090917355296778,0.9090917355296769,10.999989988000012,11.735        ,11.175         ,-4.338230693622651
BAMNB     ,Koninklijke BAM Groep nv                                        ,NL     ,ENXTAM  ,Industrials           ,Construction and Engineering                         ,9.502727247934109 ,0.09090917355296778,0.9090917355296769,10.999989988000012,9.53          ,9.5            ,-0.2861778810691544
ASMDEEB   ,Asmodee Group AB (publ)                                         ,FR     ,OM      ,Consumer Discretionary,Leisure Products                                     ,146.28912464432142,0.09090917355296778,0.9090917355296769,10.999989988000012,109.18        ,150.0          ,33.98893995633029
NK        ,Imerys S.A.                                                     ,FR     ,ENXTPA  ,Materials             ,Construction Materials                               ,25.1127262479432  ,0.09090917355296778,0.9090917355296769,10.999989988000012,26.24         ,25.0           ,-4.296012774606699
5101      ,The Yokohama Rubber Company Limited                             ,JP     ,TSE     ,Consumer Discretionary,Automobile Components                                ,6637.908973554786 ,0.09090917355296778,0.9090917355296769,10.999989988000012,6767.0        ,6625.0         ,-1.9076551861270001
UGPA3     ,Ultrapar Participações S.A.                                     ,BR     ,BOVESPA ,Consumer Discretionary,Specialty Retail                                     ,26.770908900828175,0.09090917355296778,0.9090917355296769,10.999989988000012,26.98         ,26.75          ,-0.7749855417784483
GFI       ,Gold Fields Limited                                             ,ZA     ,JSE     ,Materials             ,Metals and Mining                                    ,917.1936846028673 ,0.09090917355296778,0.9090917355296769,10.999989988000012,864.13        ,922.5          ,6.140706213517327
KIO       ,Kumba Iron Ore Limited                                          ,ZA     ,JSE     ,Materials             ,Metals and Mining                                    ,344.02089071917527,0.09090917355296778,0.9090917355296769,10.999989988000012,364.23        ,342.0          ,-5.548447212152966
RI        ,Pernod Ricard SA                                                ,FR     ,ENXTPA  ,Consumer Staples      ,Beverages                                            ,93.64909909909909 ,0.09090917355296778,0.9090917355296769,10.999989988000012,84.64         ,94.55          ,10.644020674739
NICE      ,NICE Ltd.                                                       ,IL     ,TASE    ,Information Technology,Software                                             ,716.4920758984009 ,0.09090917355296778,0.9090917355296769,10.999989988000012,333.0         ,754.8409       ,115.16278555507536
BAB       ,Babcock International Group PLC                                 ,GB     ,LSE     ,Industrials           ,Aerospace and Defense                                ,15.562729611548987,0.09090917355296778,0.9090917355296769,10.999989988000012,12.99         ,15.82          ,19.805462752494122
KRX       ,Kingspan Group plc                                              ,IE     ,ISE     ,Industrials           ,Building Products                                    ,89.22727975200226 ,0.09090917355296778,0.9090917355296769,10.999989988000012,81.5          ,90.0           ,9.48132484908253
SNTS      ,Sonatel SA                                                      ,SN     ,BRVM    ,Communication Services,Diversified Telecommunication Services               ,36443.189507368115,0.09090917355296778,0.9090917355296769,10.999989988000012,27985.0       ,37289.0        ,30.224011103691673
UMI       ,Umicore SA                                                      ,BE     ,ENXTBR  ,Materials             ,Chemicals                                            ,18.09545367769384 ,0.09090917355296778,0.9090917355296769,10.999989988000012,19.05         ,18.0           ,-5.010741849376172
SNN       ,S.N. Nuclearelectrica S.A.                                      ,RO     ,BVB     ,Utilities             ,Electric Utilities                                   ,50.772712066253945,0.09090917355296778,0.9090917355296769,10.999989988000012,67.5          ,49.1           ,-24.781167309253416
SSW       ,Sibanye Stillwater Limited                                      ,ZA     ,JSE     ,Materials             ,Metals and Mining                                    ,74.34909682639248 ,0.09090917355296778,0.9090917355296769,10.999989988000012,67.84         ,75.0           ,9.594777161545517
ISS       ,ISS A/S                                                         ,DK     ,CPSE    ,Industrials           ,Commercial Services and Supplies                     ,252.49090917355298,0.09090917355296778,0.9090917355296769,10.999989988000012,252.4         ,252.5          ,0.0360178976041889
CEMARGOS  ,Cementos Argos S.A.                                             ,CO     ,BVC     ,Materials             ,Construction Materials                               ,11532.726975209316,0.09090917355296778,0.9090917355296769,10.999989988000012,11860.0       ,11500.0        ,-2.7594690117258334
MOL       ,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,HU     ,BUSE    ,Energy                ,Oil Gas and Consumable Fuels                         ,3365.817856201307 ,0.09090917355296778,0.9090917355296769,10.999989988000012,3724.0        ,3330.0         ,-9.618210091264576
ALKB      ,ALK-Abelló A/S                                                  ,DK     ,CPSE    ,Health Care           ,Pharmaceuticals                                      ,245.63639421459806,0.09090917355296778,0.9090917355296769,10.999989988000012,212.0         ,249.0          ,15.866223686131159
PETDAG    ,PETRONAS Dagangan Berhad                                        ,MY     ,KLSE    ,Consumer Discretionary,Specialty Retail                                     ,21.218182471068445,0.09090917355296778,0.9090917355296769,10.999989988000012,20.5          ,21.29          ,3.5033291271631475
AXIATA    ,Axiata Group Berhad                                             ,MY     ,KLSE    ,Communication Services,Wireless Telecommunication Services                  ,2.8672732520613446,0.09090917355296778,0.9090917355296769,10.999989988000012,2.29          ,2.925          ,25.20843895464387
YTLPOWR   ,YTL Power International Berhad                                  ,MY     ,KLSE    ,Utilities             ,Multi-Utilities                                      ,4.310001136353305 ,0.09090917355296778,0.9090917355296769,10.999989988000012,3.06          ,4.435          ,40.84971033834331
SORIANAB  ,Organización Soriana S. A. B. de C. V.                          ,MX     ,BMV     ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,22.545440495995493,0.09090917355296778,0.9090917355296769,10.999989988000012,38.0          ,21.0           ,-40.66989343159081
PCHEM     ,PETRONAS Chemicals Group Berhad                                 ,MY     ,KLSE    ,Materials             ,Chemicals                                            ,3.256363578512923 ,0.09090917355296778,0.9090917355296769,10.999989988000012,3.32          ,3.25           ,-1.9167596833456941
SFZN      ,Siegfried Holding AG                                            ,CH     ,SWX     ,Health Care           ,Life Sciences Tools and Services                     ,111.65456404941773,0.09090917355296778,0.9090917355296769,10.999989988000012,91.2          ,113.7          ,22.4282500541861
A068270   ,Celltrion Inc.                                                  ,KR     ,KOSE    ,Health Care           ,Biotechnology                                        ,258000.01818165288,0.09090917355296778,0.9090917355296769,10.999989988000012,238000.0      ,260000.0       ,8.403368983887765
STO       ,Santos Limited                                                  ,AU     ,ASX     ,Energy                ,Oil Gas and Consumable Fuels                         ,7.336273305697221 ,0.09090917355296778,0.9090917355296769,10.999989988000012,6.7           ,7.3999         ,9.496616502943589
