ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,distress_probability,liquidity_stress_score,cash_runway_months   ,altman_z_score,altman_z_trend,interest_coverage    ,quick_ratio        ,risk_level,confidence_interval                          ,data_quality_score
FOLD      ,Amicus Therapeutics Inc.                                        ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.99                ,0.0                   ,4.052889983870682    ,-0.73         ,0.53          ,-0.739344613407582   ,2.0918916201678983 ,Distressed,"(0.94, 1)"                                  ,1.0
CWAN      ,Clearwater Analytics Holdings Inc.                              ,Information Technology,Software                                             ,US     ,NYSE    ,0.37999999999999995 ,0.0                   ,1.169975444959797    ,4.15          ,17.57         ,-0.6341284403669725  ,1.965441579813494  ,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
AWK       ,American Water Works Company Inc.                               ,Utilities             ,Water Utilities                                      ,US     ,NYSE    ,0.4799999999999999  ,30.0                  ,0.6266121421830765   ,              ,              ,-3.210526315789474   ,0.39137510170870626,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
LBTYA     ,Liberty Global Ltd.                                             ,Communication Services,Diversified Telecommunication Services               ,BM     ,NasdaqGS,0.99                ,15.0                  ,4.2667459542114425   ,0.85          ,0.31          ,-0.11904761904761904 ,0.9556931544547643 ,Distressed,"(0.94, 1)"                                  ,1.0
VRSK      ,Verisk Analytics Inc.                                           ,Industrials           ,Professional Services                                ,US     ,NasdaqGS,0.09999999999999999 ,15.0                  ,15.142053277461837   ,7.12          ,2.11          ,-9.151515151515152   ,1.1930500221336875 ,Low       ,"(0.05, 0.14999999999999997)"                ,1.0
RGLD      ,Royal Gold Inc.                                                 ,Materials             ,Metals and Mining                                    ,US     ,NasdaqGS,0.18                ,0.0                   ,7.522849267372697    ,7.07          ,13.63         ,-64.44269662921349   ,2.6759091822382963 ,Low       ,"(0.13, 0.22999999999999998)"                ,1.0
TNL       ,Travel + Leisure Co.                                            ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,0.63                ,0.0                   ,0.9056603773584906   ,2.27          ,0.04          ,-3.348936170212766   ,2.1409774436090228 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
BKNG      ,Booking Holdings Inc.                                           ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,0.37999999999999995 ,15.0                  ,11.757849130512197   ,7.1           ,-0.74         ,-4.9013333333333335  ,1.3343375345834614 ,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
OMC       ,Omnicom Group Inc.                                              ,Communication Services,Media                                                ,US     ,NYSE    ,0.99                ,30.0                  ,2.9825329422580222   ,1.77          ,0.01          ,-11.989329268292684  ,0.8008282857768372 ,Distressed,"(0.94, 1)"                                  ,1.0
AGI       ,Alamos Gold Inc.                                                ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.45999999999999996 ,0.0                   ,6.4438775510204085   ,3.87          ,-1.12         ,-1867.25             ,1.3323704333050126 ,Medium    ,"(0.41, 0.51)"                               ,1.0
EQX       ,Equinox Gold Corp.                                              ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.99                ,15.0                  ,2.2866860976983525   ,0.94          ,-0.07         ,-2.568345323741007   ,0.6243960350009132 ,Distressed,"(0.94, 1)"                                  ,1.0
IVN       ,Ivanhoe Mines Ltd.                                              ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.01                ,0.0                   ,27.67550797465589    ,5.11          ,6.14          ,3.0580957504034427   ,4.026675514266755  ,Low       ,"(0, 0.05999999999999999)"                   ,1.0
CRSP      ,CRISPR Therapeutics AG                                          ,Health Care           ,Biotechnology                                        ,CH     ,NasdaqGM,0.16                ,0.0                   ,7.29363622055506     ,              ,              ,                     ,13.315920064377682 ,Low       ,"(0.07, 0.25)"                               ,0.6
RS        ,Reliance Inc.                                                   ,Materials             ,Metals and Mining                                    ,US     ,NYSE    ,0.27999999999999997 ,0.0                   ,0.24300123268236334  ,5.92          ,0.79          ,-20.390438247011954  ,2.0810975609756097 ,Low       ,"(0.22999999999999998, 0.32999999999999996)" ,1.0
WES       ,Western Midstream Partners LP                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.33                ,15.0                  ,1.0186885010414422   ,              ,              ,-4.300325393726409   ,1.4116664324636594 ,Medium    ,"(0.26, 0.4)"                                ,0.8
PODD      ,Insulet Corporation                                             ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,0.4799999999999999  ,0.0                   ,4.331300038124285    ,9.07          ,-2.9          ,-7.9736346516007535  ,2.181719932067315  ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
NDSN      ,Nordson Corporation                                             ,Industrials           ,Machinery                                            ,US     ,NasdaqGS,0.33                ,0.0                   ,0.6322417646487222   ,4.65          ,0.0           ,-7.041954685099847   ,1.0524622161263946 ,Medium    ,"(0.28, 0.38)"                               ,1.0
CF        ,CF Industries Holdings Inc.                                     ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.43000000000000005 ,0.0                   ,4.802090137165251    ,2.87          ,0.06          ,-13.31055900621118   ,1.9931297709923663 ,Medium    ,"(0.38000000000000006, 0.48000000000000004)" ,1.0
CLH       ,Clean Harbors Inc.                                              ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,0.33                ,0.0                   ,1.7155899035093667   ,3.38          ,-0.14         ,-3.915960833783865   ,2.0900591150541965 ,Medium    ,"(0.28, 0.38)"                               ,1.0
CDE       ,Coeur Mining Inc.                                               ,Materials             ,Metals and Mining                                    ,US     ,NYSE    ,0.8599999999999999  ,0.0                   ,2.611389819429692    ,1.92          ,-2.04         ,-12.935973955507325  ,1.1007640449438203 ,Distressed,"(0.8099999999999998, 0.9099999999999999)"   ,1.0
GLBE      ,Global-E Online Ltd.                                            ,Consumer Discretionary,Broadline Retail                                     ,IL     ,NasdaqGS,0.5599999999999999  ,0.0                   ,3.44804883067005     ,12.41         ,-2.12         ,-2.146919431279621   ,2.4367954167436703 ,High      ,"(0.51, 0.6099999999999999)"                 ,1.0
IONS      ,Ionis Pharmaceuticals Inc.                                      ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.99                ,0.0                   ,3.2610822403032906   ,1.05          ,0.13          ,3.064925044091711    ,2.7765700750448277 ,Distressed,"(0.94, 1)"                                  ,1.0
RIOT      ,Riot Platforms Inc.                                             ,Information Technology,Software                                             ,US     ,NasdaqCM,0.71                ,0.0                   ,8.723268643266884    ,2.45          ,-0.14         ,-10.47556066705003   ,1.474243480686097  ,Distressed,"(0.6599999999999999, 0.76)"                 ,1.0
NPO       ,Enpro Inc.                                                      ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.4799999999999999  ,0.0                   ,1.699850778085696    ,4.19          ,-0.88         ,-4.858381502890174   ,1.6857295563869588 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
WIE       ,Wienerberger AG                                                 ,Materials             ,Construction Materials                               ,AT     ,WBAG    ,0.73                ,0.0                   ,0.35900805122201784  ,2.07          ,-0.11         ,-3.3392192572650248  ,0.5513496402877698 ,Distressed,"(0.6799999999999999, 0.78)"                 ,1.0
FIG       ,Figma Inc.                                                      ,Information Technology,Software                                             ,US     ,NYSE    ,0.41                ,0.0                   ,2.0305132588558026   ,28.07         ,-28.62        ,                     ,2.961958617144326  ,Medium    ,"(0.33999999999999997, 0.48)"                ,0.8
PAF       ,Pan African Resources PLC                                       ,Materials             ,Metals and Mining                                    ,ZA     ,LSE     ,0.4799999999999999  ,30.0                  ,1.777870838443361    ,3.38          ,0.0           ,-11.150135501355013  ,0.37851822368795135,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
WH        ,Wyndham Hotels & Resorts Inc.                                   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,0.63                ,15.0                  ,0.9940828402366864   ,2.18          ,-0.13         ,-4.41044776119403    ,1.1571753986332574 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
BLCO      ,Bausch + Lomb Corporation                                       ,Health Care           ,Health Care Equipment and Supplies                   ,CA     ,NYSE    ,0.99                ,0.0                   ,0.7654320987654321   ,0.83          ,0.12          ,-0.2755344418052256  ,0.9757383966244726 ,Distressed,"(0.94, 1)"                                  ,1.0
DINO      ,HF Sinclair Corporation                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.43000000000000005 ,0.0                   ,0.6647831398900428   ,2.9           ,0.25          ,-3.7329842931937174  ,0.9698305084745763 ,Medium    ,"(0.38000000000000006, 0.48000000000000004)" ,1.0
TAP       ,Molson Coors Beverage Company                                   ,Consumer Staples      ,Beverages                                            ,US     ,NYSE    ,0.99                ,30.0                  ,1.2042075025346402   ,1.52          ,0.17          ,-7.017289907519099   ,0.4508681335129472 ,Distressed,"(0.94, 1)"                                  ,1.0
WING      ,Wingstop Inc.                                                   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,0.45999999999999996 ,0.0                   ,5.740096618357488    ,4.47          ,0.88          ,-5.6421212121212125  ,4.054190934413776  ,Medium    ,"(0.41, 0.51)"                               ,1.0
OEMB      ,OEM International AB (publ)                                     ,Industrials           ,Trading Companies and Distributors                   ,SE     ,OM      ,0.33                ,0.0                   ,1.735694039354229    ,              ,              ,-47.84615384615385   ,2.262755762755763  ,Medium    ,"(0.26, 0.4)"                                ,0.8
4704      ,Trend Micro Incorporated                                        ,Information Technology,Software                                             ,JP     ,TSE     ,0.22999999999999998 ,15.0                  ,11.521038477869665   ,4.46          ,-0.72         ,                     ,1.1775500132405692 ,Low       ,"(0.15999999999999998, 0.3)"                 ,0.8
STMN      ,Straumann Holding AG                                            ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.33                ,0.0                   ,1.5236476270646213   ,10.3          ,-0.23         ,-34.72632944228275   ,1.130895125658965  ,Medium    ,"(0.28, 0.38)"                               ,1.0
WALMEX    ,Wal-Mart de México S.A.B. de C.V.                               ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,MX     ,BMV     ,0.5800000000000001  ,30.0                  ,0.4560658337262702   ,5.17          ,0.29          ,-8.933689999147413   ,0.34200963822737607,High      ,"(0.53, 0.6300000000000001)"                 ,1.0
PMR       ,Premier Group Limited                                           ,Consumer Staples      ,Food Products                                        ,ZA     ,JSE     ,0.43                ,15.0                  ,0.25282919883084765  ,4.39          ,-0.47         ,-7.438237119801365   ,0.7126202273389682 ,Medium    ,"(0.38, 0.48)"                               ,1.0
FMG       ,Fortescue Ltd                                                   ,Materials             ,Metals and Mining                                    ,AU     ,ASX     ,0.33                ,0.0                   ,5.004914715235617    ,4.12          ,0.0           ,-16.766233766233768  ,1.8365102639296187 ,Medium    ,"(0.28, 0.38)"                               ,1.0
XRO       ,Xero Limited                                                    ,Information Technology,Software                                             ,NZ     ,ASX     ,0.3                 ,0.0                   ,21.82398940643845    ,8.3           ,-0.79         ,-4.133715377268386   ,2.2707146040010318 ,Low       ,"(0.25, 0.35)"                               ,1.0
SSPG      ,SSP Group plc                                                   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,GB     ,LSE     ,0.99                ,30.0                  ,1.2175635581536426   ,1.17          ,0.0           ,-2.2868753571655343  ,0.40427233516816874,Distressed,"(0.94, 1)"                                  ,1.0
SUNN      ,Sunrise Communications AG                                       ,Communication Services,Diversified Telecommunication Services               ,CH     ,SWX     ,0.4799999999999999  ,30.0                  ,0.6436692095492462   ,              ,              ,-0.22959866220735786 ,0.626798418972332  ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
TLC       ,The Lottery Corporation Limited                                 ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,AU     ,ASX     ,0.4799999999999999  ,30.0                  ,1.8411137290173727   ,3.07          ,0.0           ,-5.112504521885928   ,0.6262316185572114 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
NTGY      ,Naturgy Energy Group S.A.                                       ,Utilities             ,Gas Utilities                                        ,ES     ,BME     ,0.43                ,15.0                  ,2.8889260378666597   ,              ,              ,-4.514277767476358   ,0.9283807234586547 ,Medium    ,"(0.36, 0.5)"                                ,0.8
GRUMAB    ,Gruma S.A.B. de C.V.                                            ,Consumer Staples      ,Food Products                                        ,MX     ,BMV     ,0.27999999999999997 ,0.0                   ,1.0040583372202776   ,4.13          ,0.53          ,-6.933116329535767   ,1.4020137442500251 ,Low       ,"(0.22999999999999998, 0.32999999999999996)" ,1.0
IMCD      ,IMCD N.V.                                                       ,Industrials           ,Trading Companies and Distributors                   ,NL     ,ENXTAM  ,0.33                ,0.0                   ,0.5191918178696677   ,3.65          ,0.0           ,-6.345590948222851   ,1.038888490441241  ,Medium    ,"(0.28, 0.38)"                               ,1.0
SPK       ,Spark New Zealand Limited                                       ,Communication Services,Diversified Telecommunication Services               ,NZ     ,NZSE    ,0.63                ,15.0                  ,0.12509680469087875  ,2.52          ,0.0           ,-3.1074534845315425  ,1.2711128893266035 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
YPSN      ,Ypsomed Holding AG                                              ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.4799999999999999  ,0.0                   ,0.7948636007088696   ,9.98          ,-3.71         ,-43.242816091954026  ,1.1943513188689987 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
OPL       ,Orange Polska S.A.                                              ,Communication Services,Diversified Telecommunication Services               ,PL     ,WSE     ,0.99                ,30.0                  ,0.6326443282665724   ,1.61          ,-0.06         ,-2.5207023776988247  ,0.8286492798754379 ,Distressed,"(0.94, 1)"                                  ,1.0
DNL       ,Dyno Nobel Limited                                              ,Materials             ,Chemicals                                            ,AU     ,ASX     ,0.63                ,15.0                  ,2.4064519754959814   ,2.01          ,0.0           ,-3.4383653846153845  ,1.0077317629179332 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
2290      ,Yanbu National Petrochemical Company                            ,Materials             ,Chemicals                                            ,SA     ,SASE    ,0.18                ,0.0                   ,0.0                  ,              ,              ,                     ,                   ,Low       ,"(0.07, 0.29)"                               ,0.4
ZEAL      ,Zealand Pharma A/S                                              ,Health Care           ,Biotechnology                                        ,DK     ,CPSE    ,0.06999999999999999 ,0.0                   ,34.38884651758748    ,17.81         ,14.46         ,-233.62605042016807  ,14.102719033232628 ,Low       ,"(0.020000000000000004, 0.11999999999999998)",1.0
JMAT      ,Johnson Matthey Plc                                             ,Materials             ,Chemicals                                            ,GB     ,LSE     ,0.33                ,0.0                   ,0.5693577379020925   ,3.43          ,-0.27         ,-3.050646551724138   ,1.2818948967524204 ,Medium    ,"(0.28, 0.38)"                               ,1.0
EAST      ,Eastern Company S.A.E                                           ,Consumer Staples      ,Tobacco                                              ,EG     ,CASE    ,0.58                ,0.0                   ,0.17836608327541542  ,5.05          ,-0.96         ,-6.482067851373182   ,0.23208797641696807,High      ,"(0.53, 0.6299999999999999)"                 ,1.0
MEGACPO   ,Megacable Holdings S. A. B. de C. V.                            ,Communication Services,Media                                                ,MX     ,BMV     ,0.63                ,15.0                  ,1.548174665467006    ,1.98          ,-0.01         ,-2.2539914848323575  ,1.2053195022867218 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
PTCT      ,PTC Therapeutics Inc.                                           ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.99                ,0.0                   ,9.419458740328396    ,1.65          ,-3.34         ,-5.604059063012699   ,2.256981240981241  ,Distressed,"(0.94, 1)"                                  ,1.0
IDA       ,IDACORP Inc.                                                    ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.43                ,15.0                  ,2.718639089462734    ,              ,              ,-1.7261254764602865  ,0.8172616357885224 ,Medium    ,"(0.36, 0.5)"                                ,0.8
SFM       ,Sprouts Farmers Market Inc.                                     ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NasdaqGS,0.58                ,15.0                  ,0.48461497994674174  ,6.32          ,-1.22         ,-252.81509433962265  ,0.5343638434272991 ,High      ,"(0.53, 0.6299999999999999)"                 ,1.0
ULS       ,UL Solutions Inc.                                               ,Industrials           ,Professional Services                                ,US     ,NYSE    ,0.4799999999999999  ,15.0                  ,1.229903536977492    ,6.21          ,-1.45         ,-11.444444444444445  ,1.328437917222964  ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
LAUR      ,Laureate Education Inc.                                         ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NasdaqGS,0.37999999999999995 ,30.0                  ,2.3937422398808046   ,3.42          ,-0.22         ,-32.8235807860262    ,0.8065049854138546 ,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
TVTX      ,Travere Therapeutics Inc.                                       ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.99                ,0.0                   ,2.5328411599056246   ,-0.99         ,-2.05         ,7.961845607808341    ,2.706448508180943  ,Distressed,"(0.94, 1)"                                  ,1.0
GATX      ,GATX Corporation                                                ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,0.9299999999999999  ,0.0                   ,7.1036652776596645   ,0.98          ,-0.02         ,-1.3058504073068378  ,2.475841476655809  ,Distressed,"(0.8799999999999999, 0.98)"                 ,1.0
CG        ,Centerra Gold Inc.                                              ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.43000000000000005 ,0.0                   ,5.783306167967745    ,2.69          ,0.16          ,-109.80733944954129  ,2.081847846606079  ,Medium    ,"(0.38000000000000006, 0.48000000000000004)" ,1.0
CC        ,The Chemours Company                                            ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.99                ,0.0                   ,1.338184464253229    ,1.56          ,0.22          ,-1.2639405204460967  ,0.8829787234042553 ,Distressed,"(0.94, 1)"                                  ,1.0
ONTO      ,Onto Innovation Inc.                                            ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NYSE    ,0.03                ,0.0                   ,8.952793309911426    ,24.61         ,6.77          ,                     ,7.893227727635537  ,Low       ,"(0, 0.09999999999999999)"                   ,0.8
LUN       ,Lundin Mining Corporation                                       ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.88                ,0.0                   ,1.264505918523654    ,2.47          ,-0.78         ,-9.351381317564446   ,0.9554637281910009 ,Distressed,"(0.8300000000000001, 0.9299999999999999)"   ,1.0
VICR      ,Vicor Corporation                                               ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqGS,0.15                ,0.0                   ,12.108595773118369   ,19.15         ,-1.84         ,                     ,6.247276842551988  ,Low       ,"(0.08, 0.21999999999999997)"                ,0.8
ITGR      ,Integer Holdings Corporation                                    ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0.43000000000000005 ,0.0                   ,0.44592677590805063  ,2.9           ,0.13          ,-5.194656488549619   ,2.4524830807358686 ,Medium    ,"(0.38000000000000006, 0.48000000000000004)" ,1.0
IRTC      ,iRhythm Holdings Inc.                                           ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,0.71                ,0.0                   ,4.092273618764259    ,2.63          ,-0.64         ,3.5695817490494295   ,4.495745694642979  ,Distressed,"(0.6599999999999999, 0.76)"                 ,1.0
PWR       ,Quanta Services Inc.                                            ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.33                ,15.0                  ,0.2861411024394741   ,4.0           ,0.12          ,-6.581680713931582   ,1.2968413521528235 ,Medium    ,"(0.28, 0.38)"                               ,1.0
FIX       ,Comfort Systems USA Inc.                                        ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.4799999999999999  ,15.0                  ,1.4320102177087537   ,5.7           ,-0.76         ,-143.16216216216216  ,1.1953947932537876 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
PRAX      ,Praxis Precision Medicines Inc.                                 ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.31                ,0.0                   ,5.969857271184749    ,6.8           ,4.87          ,                     ,5.178517397881997  ,Medium    ,"(0.24, 0.38)"                               ,0.8
CARG      ,CarGurus Inc.                                                   ,Communication Services,Interactive Media and Services                       ,US     ,NasdaqGS,0.43                ,0.0                   ,3.0160220373285362   ,10.73         ,-1.88         ,                     ,2.87012571915619   ,Medium    ,"(0.36, 0.5)"                                ,0.8
DSV       ,Discovery Silver Corp.                                          ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.9299999999999999  ,0.0                   ,16.556489413285924   ,1.15          ,              ,-9.452911574406901   ,1.8011897016451344 ,Distressed,"(0.8799999999999999, 0.98)"                 ,1.0
CWST      ,Casella Waste Systems Inc.                                      ,Industrials           ,Commercial Services and Supplies                     ,US     ,NasdaqGS,0.51                ,0.0                   ,1.357008687485325    ,3.03          ,-0.28         ,-1.4773569701853344  ,1.4295446880269815 ,High      ,"(0.46, 0.56)"                               ,1.0
EVRG      ,Evergy Inc.                                                     ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,0.4799999999999999  ,30.0                  ,0.07543201974947426  ,              ,              ,-2.4904785560523264  ,0.2967318510581302 ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
SO        ,The Southern Company                                            ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.4799999999999999  ,30.0                  ,1.937373151638156    ,              ,              ,-2.7071805006587617  ,0.5603252421379887 ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
LUG       ,Lundin Gold Inc.                                                ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.22999999999999998 ,0.0                   ,9.297912356592063    ,20.8          ,-10.24        ,                     ,2.8762596038762984 ,Low       ,"(0.15999999999999998, 0.3)"                 ,0.8
TXRH      ,Texas Roadhouse Inc.                                            ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,0.43                ,30.0                  ,0.2441296894307139   ,6.79          ,-0.47         ,                     ,0.2959946576078278 ,Medium    ,"(0.36, 0.5)"                                ,0.8
LKQ       ,LKQ Corporation                                                 ,Consumer Discretionary,Distributors                                         ,US     ,NasdaqGS,0.53                ,0.0                   ,0.26931738759027724  ,2.69          ,0.22          ,-4.803149606299213   ,0.6699246020664619 ,High      ,"(0.48000000000000004, 0.5800000000000001)"  ,1.0
DBX       ,Dropbox Inc.                                                    ,Information Technology,Software                                             ,US     ,NasdaqGS,0.99                ,30.0                  ,4.7141935483870965   ,0.68          ,0.72          ,-7.163987138263666   ,0.5688839848675914 ,Distressed,"(0.94, 1)"                                  ,1.0
CHH       ,Choice Hotels International Inc.                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,0.33                ,15.0                  ,1.7772019265977523   ,3.24          ,0.16          ,-5.248051507963402   ,0.961177274085457  ,Medium    ,"(0.28, 0.38)"                               ,1.0
LNT       ,Alliant Energy Corporation                                      ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,0.4799999999999999  ,30.0                  ,1.8623881518049985   ,              ,              ,-2.0995934959349594  ,0.6996418979409131 ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
GH        ,Guardant Health Inc.                                            ,Health Care           ,Health Care Providers and Services                   ,US     ,NasdaqGS,0.99                ,0.0                   ,5.175195181797903    ,-1.08         ,-0.02         ,131.64583333333334   ,3.1166216444369406 ,Distressed,"(0.94, 1)"                                  ,1.0
DTM       ,DT Midstream Inc.                                               ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.99                ,30.0                  ,1.9470198675496688   ,1.58          ,-0.4          ,-3.66025641025641    ,0.9226361031518625 ,Distressed,"(0.94, 1)"                                  ,1.0
CTCA      ,Canadian Tire Corporation Limited                               ,Consumer Discretionary,Broadline Retail                                     ,CA     ,TSX     ,0.63                ,0.0                   ,0.029584982429182435 ,1.96          ,-0.07         ,-3.934819618970409   ,1.3614422753426902 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
ST        ,Sensata Technologies Holding plc                                ,Industrials           ,Electrical Equipment                                 ,US     ,NYSE    ,0.63                ,0.0                   ,3.0073440226496118   ,2.07          ,0.11          ,-3.554782723900371   ,2.0983245427424126 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
TECKB     ,Teck Resources Limited                                          ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.53                ,0.0                   ,6.325878949024349    ,1.97          ,-0.01         ,-2.128086200960039   ,2.084441006942526  ,High      ,"(0.48000000000000004, 0.5800000000000001)"  ,1.0
RIG       ,Transocean Ltd.                                                 ,Energy                ,Energy Equipment and Services                        ,CH     ,NYSE    ,0.99                ,15.0                  ,3.0756923076923077   ,-0.05         ,0.3           ,-1.3192389006342495  ,0.9105145413870246 ,Distressed,"(0.94, 1)"                                  ,1.0
NESN      ,Nestlé S.A.                                                     ,Consumer Staples      ,Food Products                                        ,CH     ,SWX     ,0.68                ,30.0                  ,0.7347579919051813   ,2.88          ,0.11          ,-8.75762203639208    ,0.4057321556591681 ,High      ,"(0.6300000000000001, 0.73)"                 ,1.0
FND       ,Floor & Decor Holdings Inc.                                     ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.37999999999999995 ,15.0                  ,0.5586236570889992   ,3.37          ,0.64          ,-77.39080459770115   ,0.34261767424073425,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
VC        ,Visteon Corporation                                             ,Consumer Discretionary,Automobile Components                                ,US     ,NasdaqGS,0.33                ,0.0                   ,2.6823115283074217   ,3.91          ,0.48          ,-26.923076923076923  ,1.5568544102019128 ,Medium    ,"(0.28, 0.38)"                               ,1.0
EPAM      ,EPAM Systems Inc.                                               ,Information Technology,IT Services                                          ,US     ,NYSE    ,0.13                ,0.0                   ,3.149181661075531    ,8.48          ,1.24          ,                     ,3.021861456313004  ,Low       ,"(0.06000000000000001, 0.2)"                 ,0.8
ELD       ,Eldorado Gold Corporation                                       ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.9299999999999999  ,0.0                   ,12.261934359797579   ,1.34          ,-0.23         ,-23.471009305654974  ,2.275252706287189  ,Distressed,"(0.8799999999999999, 0.98)"                 ,1.0
CENX      ,Century Aluminum Company                                        ,Materials             ,Metals and Mining                                    ,US     ,NasdaqGS,0.99                ,0.0                   ,0.7728761645467308   ,1.39          ,-0.34         ,-3.6182572614107884  ,0.785177766649975  ,Distressed,"(0.94, 1)"                                  ,1.0
YETI      ,YETI Holdings Inc.                                              ,Consumer Discretionary,Leisure Products                                     ,US     ,NYSE    ,0.13                ,0.0                   ,1.224713175023734    ,6.35          ,0.55          ,                     ,1.1573047663406304 ,Low       ,"(0.06000000000000001, 0.2)"                 ,0.8
ICUI      ,ICU Medical Inc.                                                ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,0.63                ,0.0                   ,1.6415616185773096   ,2.21          ,-0.23         ,-1.3364341085271318  ,1.1865489957395008 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
CPRT      ,Copart Inc.                                                     ,Industrials           ,Commercial Services and Supplies                     ,US     ,NasdaqGS,0.01                ,0.0                   ,21.820869178491517   ,34.78         ,3.83          ,                     ,7.8875064004096265 ,Low       ,"(0, 0.07999999999999999)"                   ,0.8
NEM       ,Newmont Corporation                                             ,Materials             ,Metals and Mining                                    ,US     ,NYSE    ,0.58                ,0.0                   ,5.572134387351778    ,2.82          ,-0.95         ,-32.3840830449827    ,1.5580023594180101 ,High      ,"(0.53, 0.6299999999999999)"                 ,1.0
