ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,distress_probability,liquidity_stress_score,cash_runway_months   ,altman_z_score,altman_z_trend,interest_coverage    ,quick_ratio        ,risk_level,confidence_interval                          ,data_quality_score
5E2       ,Seatrium Limited                                                ,Industrials           ,Machinery                                            ,SG     ,SGX     ,0.99                ,15.0                  ,1.8163639890767462   ,0.9           ,-0.15         ,-1.7779391337290062  ,1.0453700633285075 ,Distressed,"(0.94, 1)"                                  ,1.0
659       ,CTF Services Limited                                            ,Industrials           ,Industrial Conglomerates                             ,HK     ,SEHK    ,0.9299999999999999  ,0.0                   ,10.923161663453595   ,0.57          ,0.0           ,-0.3088643477233804  ,2.2046110443254445 ,Distressed,"(0.8799999999999999, 0.98)"                 ,1.0
TPG       ,TPG Telecom Limited                                             ,Communication Services,Diversified Telecommunication Services               ,AU     ,ASX     ,0.99                ,0.0                   ,0.10525349497629546  ,0.72          ,-0.25         ,-1.1957309870055808  ,2.9622292453557386 ,Distressed,"(0.94, 1)"                                  ,1.0
VAU       ,Vault Minerals Limited                                          ,Materials             ,Metals and Mining                                    ,AU     ,ASX     ,0.31                ,0.0                   ,6.93937656380317     ,4.75          ,0.0           ,-31.908925318761383  ,2.925323640073975  ,Medium    ,"(0.26, 0.36)"                               ,1.0
IVL       ,Indorama Ventures Public Company Limited                        ,Materials             ,Chemicals                                            ,TH     ,SET     ,0.99                ,15.0                  ,0.8106664330139923   ,1.28          ,0.19          ,-0.6848341232227488  ,0.5642767637146207 ,Distressed,"(0.94, 1)"                                  ,1.0
SIME      ,Sime Darby Berhad                                               ,Industrials           ,Industrial Conglomerates                             ,MY     ,KLSE    ,0.73                ,0.0                   ,0.4592462946141746   ,2.45          ,0.08          ,-2.4262815986442594  ,0.7631624674196351 ,Distressed,"(0.6799999999999999, 0.78)"                 ,1.0
3706      ,MiTAC Holdings Corporation                                      ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,0.58                ,0.0                   ,0.9433263108538011   ,2.8           ,-1.07         ,-28.646428571428572  ,1.0249598039966312 ,High      ,"(0.53, 0.6299999999999999)"                 ,1.0
6409      ,Voltronic Power Technology Corp.                                ,Industrials           ,Electrical Equipment                                 ,TW     ,TWSE    ,0.27999999999999997 ,0.0                   ,3.9324863347614123   ,14.06         ,2.01          ,-85.61309523809524   ,1.4048493088601859 ,Low       ,"(0.22999999999999998, 0.32999999999999996)" ,1.0
5536      ,Acter Group Corporation Limited                                 ,Industrials           ,Construction and Engineering                         ,TW     ,TPEX    ,0.4799999999999999  ,0.0                   ,3.2796143250688705   ,3.85          ,-0.71         ,-211.5529411764706   ,1.7177437477928665 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
COPEC     ,Empresas Copec S.A.                                             ,Consumer Discretionary,Specialty Retail                                     ,CL     ,SNSE    ,0.63                ,0.0                   ,0.9251400980996711   ,2.21          ,0.21          ,-3.1948264125255275  ,1.4922429744349361 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
ETEL      ,Telecom Egypt Company                                           ,Communication Services,Diversified Telecommunication Services               ,EG     ,CASE    ,0.99                ,30.0                  ,1.160596431190418    ,1.17          ,-0.34         ,-2.1776602238046796  ,0.4253655871480715 ,Distressed,"(0.94, 1)"                                  ,1.0
3008      ,LARGAN Precision Co.Ltd                                         ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.12                ,0.0                   ,35.02410694169775    ,9.33          ,-0.38         ,-14003.666666666668  ,4.828808673579142  ,Low       ,"(0.07, 0.16999999999999998)"                ,1.0
2350      ,Saudi Kayan Petrochemical Company                               ,Materials             ,Chemicals                                            ,SA     ,SASE    ,0.99                ,15.0                  ,0.6004500839945482   ,0.14          ,0.21          ,3.183725753324387    ,0.6792125694295271 ,Distressed,"(0.94, 1)"                                  ,1.0
BBWI      ,Bath & Body Works Inc.                                          ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.9099999999999999  ,15.0                  ,0.46168894685360284  ,2.48          ,0.39          ,-4.295774647887324   ,0.40566645202833224,Distressed,"(0.8599999999999999, 0.96)"                 ,1.0
BSY       ,Bentley Systems Incorporated                                    ,Information Technology,Software                                             ,US     ,NasdaqGS,0.5599999999999999  ,30.0                  ,1.7956414362091895   ,4.7           ,-0.14         ,-28.12133227597145   ,0.6122655323896521 ,High      ,"(0.51, 0.6099999999999999)"                 ,1.0
AUGO      ,Aura Minerals Inc.                                              ,Materials             ,Metals and Mining                                    ,US     ,NasdaqGS,0.76                ,0.0                   ,10.060406527340396   ,1.82          ,-0.59         ,-12.140199793317258  ,1.3720678914245756 ,Distressed,"(0.71, 0.81)"                               ,1.0
LOAR      ,Loar Holdings Inc.                                              ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,0.4799999999999999  ,0.0                   ,3.3117643777542254   ,12.55         ,-1.65         ,-3.5575924228536513  ,3.8093424218123495 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
GIL       ,Gildan Activewear Inc.                                          ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,CA     ,TSX     ,0.33                ,0.0                   ,0.5136316305512697   ,3.89          ,0.1           ,-6.949510316630218   ,0.8816733607112235 ,Medium    ,"(0.28, 0.38)"                               ,1.0
TIGO      ,Millicom International Cellular S.A.                            ,Communication Services,Wireless Telecommunication Services                  ,LU     ,NasdaqGS,0.99                ,30.0                  ,4.916481892091648    ,1.19          ,0.03          ,-2.770758122743682   ,0.9087667161961367 ,Distressed,"(0.94, 1)"                                  ,1.0
CCLB      ,CCL Industries Inc.                                             ,Materials             ,Containers and Packaging                             ,CA     ,TSX     ,0.33                ,0.0                   ,2.108850326499359    ,3.56          ,0.04          ,-12.982108626198084  ,1.6643203841569794 ,Medium    ,"(0.28, 0.38)"                               ,1.0
GOLF      ,Acushnet Holdings Corp.                                         ,Consumer Discretionary,Leisure Products                                     ,US     ,NYSE    ,0.33                ,0.0                   ,0.47663842202811235  ,3.65          ,0.11          ,-5.423508771929825   ,1.3028870138602695 ,Medium    ,"(0.28, 0.38)"                               ,1.0
CAI       ,Caris Life Sciences Inc.                                        ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.38                ,0.0                   ,12.391713850920608   ,7.98          ,-19.14        ,1.3672566371681416   ,9.35661978379635   ,Medium    ,"(0.33, 0.43)"                               ,1.0
XRAY      ,DENTSPLY SIRONA Inc.                                            ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,0.99                ,0.0                   ,1.2964285714285715   ,1.08          ,0.42          ,-2.7216494845360826  ,0.9864768683274021 ,Distressed,"(0.94, 1)"                                  ,1.0
OS        ,OneStream Inc.                                                  ,Information Technology,Software                                             ,US     ,NasdaqGS,0.11                ,0.0                   ,11.08768458983961    ,7.09          ,1.06          ,                     ,2.366784568561323  ,Low       ,"(0.04000000000000001, 0.18)"                ,0.8
CELH      ,Celsius Holdings Inc.                                           ,Consumer Staples      ,Beverages                                            ,US     ,NasdaqCM,0.27999999999999997 ,0.0                   ,5.667692199504228    ,3.32          ,12.31         ,-11.547632158590309  ,1.612318875790824  ,Low       ,"(0.22999999999999998, 0.32999999999999996)" ,1.0
LKNCY     ,Luckin Coffee Inc.                                              ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,CN     ,OTCPK   ,0.5599999999999999  ,0.0                   ,0.6393691847151283   ,5.53          ,-0.63         ,-2539.2758620689656  ,1.3130793661029518 ,High      ,"(0.51, 0.6099999999999999)"                 ,1.0
SJM       ,The J. M. Smucker Company                                       ,Consumer Staples      ,Food Products                                        ,US     ,NYSE    ,0.99                ,30.0                  ,0.10167433451611597  ,1.37          ,0.07          ,-3.5048918640576723  ,0.3698218093207432 ,Distressed,"(0.94, 1)"                                  ,1.0
VSEC      ,VSE Corporation                                                 ,Industrials           ,Aerospace and Defense                                ,US     ,NasdaqGS,0.4799999999999999  ,0.0                   ,0.08816219970378304  ,4.52          ,-1.73         ,-5.093100890207715   ,1.40698118352877   ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
DCI       ,Donaldson Company Inc.                                          ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.33                ,0.0                   ,0.8020046945378417   ,6.83          ,-0.14         ,-22.232558139534884  ,1.3938059383435146 ,Medium    ,"(0.28, 0.38)"                               ,1.0
BCO       ,The Brink's Company                                             ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,0.99                ,0.0                   ,3.4694335389792483   ,1.57          ,0.06          ,-2.110789582472096   ,1.4551386623164764 ,Distressed,"(0.94, 1)"                                  ,1.0
HRL       ,Hormel Foods Corporation                                        ,Consumer Staples      ,Food Products                                        ,US     ,NYSE    ,0.33                ,0.0                   ,0.7220995020411826   ,3.87          ,0.0           ,-12.309841107124551  ,1.2010283893395133 ,Medium    ,"(0.28, 0.38)"                               ,1.0
KBR       ,KBR Inc.                                                        ,Industrials           ,Professional Services                                ,US     ,NYSE    ,0.43000000000000005 ,15.0                  ,0.864128256513026    ,2.71          ,0.0           ,-3.3696969696969696  ,1.1773009599096556 ,Medium    ,"(0.38000000000000006, 0.48000000000000004)" ,1.0
BLD       ,TopBuild Corp.                                                  ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,0.27999999999999997 ,0.0                   ,3.132645203159884    ,3.74          ,2.0           ,-10.380733944954128  ,2.4460424824967366 ,Low       ,"(0.22999999999999998, 0.32999999999999996)" ,1.0
DUOL      ,Duolingo Inc.                                                   ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NasdaqGS,0.15                ,0.0                   ,14.236348282979922   ,18.13         ,-4.21         ,                     ,2.8214595286250876 ,Low       ,"(0.08, 0.21999999999999997)"                ,0.8
DELL      ,Dell Technologies Inc.                                          ,Information Technology,Technology Hardware Storage and Peripherals          ,US     ,NYSE    ,0.7799999999999999  ,30.0                  ,1.192435901429951    ,1.95          ,-0.01         ,-5.22319034852547    ,0.7156742418243724 ,Distressed,"(0.73, 0.8299999999999998)"                 ,1.0
ACOX      ,ATCO Ltd.                                                       ,Utilities             ,Multi-Utilities                                      ,CA     ,TSX     ,0.33                ,0.0                   ,2.918752467429925    ,              ,              ,-2.314407814407814   ,1.6627561794199557 ,Medium    ,"(0.26, 0.4)"                                ,0.8
CSHUN     ,Chartwell Retirement Residences                                 ,Health Care           ,Health Care Providers and Services                   ,CA     ,TSX     ,0.4799999999999999  ,30.0                  ,3.7782946930601558   ,              ,              ,-1.1513714866237723  ,0.5677288779661717 ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
TLN       ,Talen Energy Corporation                                        ,Utilities             ,Independent Power and Renewable Electricity Producers,US     ,NasdaqGS,0.41000000000000003 ,0.0                   ,2.833254156769596    ,              ,              ,-0.937007874015748   ,1.7177242888402626 ,Medium    ,"(0.34, 0.48000000000000004)"                ,0.8
VTRS      ,Viatris Inc.                                                    ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGS,0.99                ,15.0                  ,0.9229895663283413   ,0.9           ,0.19          ,-3.0387123921733643  ,0.7930364878260752 ,Distressed,"(0.94, 1)"                                  ,1.0
LI        ,Li Auto Inc.                                                    ,Consumer Discretionary,Automobiles                                          ,CN     ,NasdaqGS,0.33                ,0.0                   ,4.940345782156209    ,              ,              ,-19.079911209766927  ,1.6712960802148351 ,Medium    ,"(0.26, 0.4)"                                ,0.8
ESTC      ,Elastic N.V.                                                    ,Information Technology,Software                                             ,NL     ,NYSE    ,0.41000000000000003 ,0.0                   ,5.849664805489762    ,4.0           ,-0.02         ,1.3241185897435896   ,1.9691599068001382 ,Medium    ,"(0.36000000000000004, 0.46)"                ,1.0
FCN       ,FTI Consulting Inc.                                             ,Industrials           ,Professional Services                                ,US     ,NYSE    ,0.37999999999999995 ,0.0                   ,0.5288927805791238   ,4.53          ,1.37          ,-26.158544955387782  ,1.852316972176557  ,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
NTAP      ,NetApp Inc.                                                     ,Information Technology,Technology Hardware Storage and Peripherals          ,US     ,NasdaqGS,0.33                ,15.0                  ,4.840179092855752    ,              ,              ,-17.045454545454547  ,1.3046109510086454 ,Medium    ,"(0.26, 0.4)"                                ,0.8
FAE       ,Faes Farma S.A.                                                 ,Health Care           ,Pharmaceuticals                                      ,ES     ,BME     ,0.43                ,0.0                   ,0.0                  ,              ,              ,-64.65405405405406   ,                   ,Medium    ,"(0.33999999999999997, 0.52)"                ,0.6
FWONK     ,Formula One Group                                               ,Communication Services,Entertainment                                        ,US     ,NasdaqGS,0.43                ,15.0                  ,4.381221719457014    ,              ,              ,-2.27027027027027    ,1.2468239564428312 ,Medium    ,"(0.36, 0.5)"                                ,0.8
LNTH      ,Lantheus Holdings Inc.                                          ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGM,0.37999999999999995 ,0.0                   ,3.8773228226577237   ,4.91          ,1.48          ,-17.425963488843813  ,2.488323146119248  ,Medium    ,"(0.32999999999999996, 0.42999999999999994)" ,1.0
TFX       ,Teleflex Incorporated                                           ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0.58                ,0.0                   ,1.6447521256330437   ,2.58          ,1.21          ,-6.692604430728535   ,1.5310013841636159 ,High      ,"(0.53, 0.6299999999999999)"                 ,1.0
Q         ,Qnity Electronics Inc.                                          ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NYSE    ,0.33                ,0.0                   ,0.42059145673603504  ,              ,              ,-72.35714285714286   ,1.0703296703296703 ,Medium    ,"(0.26, 0.4)"                                ,0.8
CTRA      ,Coterra Energy Inc.                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.73                ,15.0                  ,0.2643290627107215   ,2.22          ,0.09          ,-10.762135922330097  ,0.9838817998656817 ,Distressed,"(0.6799999999999999, 0.78)"                 ,1.0
RVMD      ,Revolution Medicines Inc.                                       ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.26                ,0.0                   ,2.5160599778217057   ,              ,              ,84.38161106590724    ,8.051013761094373  ,Low       ,"(0.19, 0.33)"                               ,0.8
IEP       ,Icahn Enterprises L.P.                                          ,Industrials           ,Industrial Conglomerates                             ,US     ,NasdaqGS,0.43                ,0.0                   ,2.268966246957994    ,              ,              ,0.38188976377952755  ,1.6196603190941843 ,Medium    ,"(0.36, 0.5)"                                ,0.8
MNST      ,Monster Beverage Corporation                                    ,Consumer Staples      ,Beverages                                            ,US     ,NasdaqGS,0.13                ,0.0                   ,4.92197721406224     ,21.31         ,0.7           ,                     ,2.7424391041360145 ,Low       ,"(0.06000000000000001, 0.2)"                 ,0.8
RUN       ,Sunrun Inc.                                                     ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqGS,0.99                ,0.0                   ,3.1821496281172523   ,-0.08         ,-0.07         ,0.3900518134715026   ,1.0560959472965554 ,Distressed,"(0.94, 1)"                                  ,1.0
CRNX      ,Crinetics Pharmaceuticals Inc.                                  ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGS,0.31                ,0.0                   ,2.776085777462556    ,15.73         ,5.02          ,                     ,15.119741100323624 ,Medium    ,"(0.24, 0.38)"                               ,0.8
ZS        ,Zscaler Inc.                                                    ,Information Technology,Software                                             ,US     ,NasdaqGS,0.51                ,0.0                   ,5.433593763217465    ,5.49          ,-0.64         ,14.346650998824911   ,1.8241337884314295 ,High      ,"(0.46, 0.56)"                               ,1.0
TPC       ,Tutor Perini Corporation                                        ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.99                ,15.0                  ,1.667757362194815    ,1.56          ,-0.16         ,-1.452619012087748   ,1.3004606743674298 ,Distressed,"(0.94, 1)"                                  ,1.0
SMR       ,NuScale Power Corporation                                       ,Industrials           ,Electrical Equipment                                 ,US     ,NYSE    ,0.15000000000000002 ,0.0                   ,24.759339880530526   ,              ,              ,                     ,1.6152862239974868 ,Low       ,"(0.060000000000000026, 0.24000000000000002)",0.6
INDV      ,Indivior Pharmaceuticals Inc.                                   ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGS,0.99                ,15.0                  ,6.075085324232082    ,1.78          ,-0.02         ,-5.788461538461538   ,0.794818652849741  ,Distressed,"(0.94, 1)"                                  ,1.0
VISN      ,Vistance Networks Inc.                                          ,Information Technology,Communications Equipment                             ,US     ,NasdaqGS,0.99                ,0.0                   ,1.9177486234790293   ,0.6           ,-0.49         ,-1.3258494237389613  ,1.6119954976684354 ,Distressed,"(0.94, 1)"                                  ,1.0
ACMR      ,ACM Research Inc.                                               ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGM,0.44999999999999996 ,0.0                   ,16.943237729509182   ,2.39          ,0.1           ,-20.4037558685446    ,2.480932922241728  ,Medium    ,"(0.39999999999999997, 0.49999999999999994)" ,1.0
FTDR      ,Frontdoor Inc.                                                  ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NasdaqGS,0.4799999999999999  ,0.0                   ,4.102003642987249    ,3.42          ,-0.57         ,-5.642857142857143   ,1.7331670822942642 ,Medium    ,"(0.42999999999999994, 0.5299999999999999)"  ,1.0
ACIW      ,ACI Worldwide Inc.                                              ,Information Technology,Software                                             ,US     ,NasdaqGS,0.33                ,0.0                   ,1.7320922820614972   ,3.75          ,-0.35         ,-5.780909990108803   ,1.5785375118708451 ,Medium    ,"(0.28, 0.38)"                               ,1.0
ALHC      ,Alignment Healthcare Inc.                                       ,Health Care           ,Health Care Providers and Services                   ,US     ,NasdaqGS,0.41000000000000003 ,0.0                   ,2.0429139627381203   ,              ,              ,-0.3829296424452134  ,1.6123975191870266 ,Medium    ,"(0.34, 0.48000000000000004)"                ,0.8
DRX       ,Drax Group plc                                                  ,Utilities             ,Independent Power and Renewable Electricity Producers,GB     ,LSE     ,0.43                ,15.0                  ,0.6707725904503334   ,              ,              ,-7.731233720104191   ,0.8733257105521072 ,Medium    ,"(0.36, 0.5)"                                ,0.8
SJ        ,Stella-Jones Inc.                                               ,Materials             ,Paper and Forest Products                            ,CA     ,TSX     ,0.33                ,0.0                   ,0.2765614325350535   ,3.65          ,-0.04         ,-6.680148423005566   ,1.8228814378200793 ,Medium    ,"(0.28, 0.38)"                               ,1.0
KYMR      ,Kymera Therapeutics Inc.                                        ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.26                ,0.0                   ,3.6421776750685226   ,8.66          ,0.48          ,965.8823529411765    ,7.380553227158424  ,Low       ,"(0.21000000000000002, 0.31)"                ,1.0
CMO       ,Cementos Molins S.A.                                            ,Materials             ,Construction Materials                               ,ES     ,BDM     ,0.33                ,0.0                   ,2.399793938353224    ,              ,              ,-2.6439753737906773  ,1.386253940110323  ,Medium    ,"(0.26, 0.4)"                                ,0.8
LGND      ,Ligand Pharmaceuticals Incorporated                             ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGM,0.18                ,0.0                   ,7.520841764467827    ,4.0           ,6.36          ,-7.572178477690288   ,24.296660117878194 ,Low       ,"(0.13, 0.22999999999999998)"                ,1.0
EOSE      ,Eos Energy Enterprises Inc.                                     ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqCM,0.99                ,0.0                   ,2.4964930924548354   ,-11.5         ,1.86          ,10.02014652014652    ,1.3661344944363811 ,Distressed,"(0.94, 1)"                                  ,1.0
ENGI      ,Engie SA                                                        ,Utilities             ,Multi-Utilities                                      ,FR     ,ENXTPA  ,0.43                ,15.0                  ,2.8012447946877765   ,              ,              ,-5.4488175289328025  ,1.0011770975971312 ,Medium    ,"(0.36, 0.5)"                                ,0.8
CPNG      ,Coupang Inc.                                                    ,Consumer Discretionary,Broadline Retail                                     ,US     ,NYSE    ,0.51                ,15.0                  ,2.643144424131627    ,3.71          ,0.15          ,-7.672727272727273   ,0.8161483370940842 ,High      ,"(0.46, 0.56)"                               ,1.0
TDW       ,Tidewater Inc.                                                  ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,0.6599999999999999  ,0.0                   ,4.793038157686102    ,2.6           ,0.96          ,-4.369933454325468   ,2.7941474354336977 ,High      ,"(0.6099999999999999, 0.71)"                 ,1.0
WPP       ,WPP plc                                                         ,Communication Services,Media                                                ,GB     ,LSE     ,0.99                ,30.0                  ,1.319960783570145    ,1.06          ,-0.04         ,-2.9680208272619533  ,0.8612643799271122 ,Distressed,"(0.94, 1)"                                  ,1.0
TCOM      ,Trip.com Group Limited                                          ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SG     ,NasdaqGS,0.15                ,0.0                   ,16.07264377884191    ,              ,              ,-14.701959991917558  ,1.4845472725449365 ,Low       ,"(0.08, 0.21999999999999997)"                ,0.8
INTU      ,Intuit Inc.                                                     ,Information Technology,Software                                             ,US     ,NasdaqGS,0.5800000000000001  ,15.0                  ,2.9542869180535076   ,10.08         ,-1.94         ,-21.191836734693876  ,1.3859555791993616 ,High      ,"(0.53, 0.6300000000000001)"                 ,1.0
EME       ,EMCOR Group Inc.                                                ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.43                ,15.0                  ,0.5345827694776714   ,6.01          ,-0.3          ,-406.8835978835979   ,1.1687888283527499 ,Medium    ,"(0.38, 0.48)"                               ,1.0
RKLB      ,Rocket Lab Corporation                                          ,Industrials           ,Aerospace and Defense                                ,US     ,NasdaqCM,0.22999999999999998 ,0.0                   ,12.367403173955196   ,8.34          ,-6.08         ,31.287858117326056   ,2.82637648989046   ,Low       ,"(0.18, 0.27999999999999997)"                ,1.0
SHAK      ,Shake Shack Inc.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,0.33                ,0.0                   ,3.266394284540412    ,3.15          ,-0.2          ,-27.760563380281692  ,1.8126026181495452 ,Medium    ,"(0.28, 0.38)"                               ,1.0
SOUN      ,SoundHound AI Inc.                                              ,Information Technology,Software                                             ,US     ,NasdaqGM,0.31                ,0.0                   ,9.998698763825635    ,6.48          ,-5.79         ,93.24598930481284    ,5.1492399815753105 ,Medium    ,"(0.26, 0.36)"                               ,1.0
PEG       ,Public Service Enterprise Group Incorporated                    ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.4799999999999999  ,30.0                  ,0.4590539457106861   ,              ,              ,-3.066735112936345   ,0.6929526851666999 ,Medium    ,"(0.4099999999999999, 0.5499999999999999)"   ,0.8
AAOI      ,Applied Optoelectronics Inc.                                    ,Information Technology,Communications Equipment                             ,US     ,NasdaqGM,0.99                ,0.0                   ,3.487279594304993    ,1.71          ,-1.29         ,11.240362811791384   ,1.6259934173557036 ,Distressed,"(0.94, 1)"                                  ,1.0
CON       ,Concentra Group Holdings Parent Inc.                            ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0.73                ,15.0                  ,0.34145257508161975  ,1.88          ,0.09          ,-3.070824912731949   ,1.200831600831601  ,Distressed,"(0.6799999999999999, 0.78)"                 ,1.0
BIDU      ,Baidu Inc.                                                      ,Communication Services,Interactive Media and Services                       ,CN     ,NasdaqGS,0.33                ,0.0                   ,3.9419226539678234   ,              ,              ,-4.645474828815429   ,1.9068801918330311 ,Medium    ,"(0.26, 0.4)"                                ,0.8
LNG       ,Cheniere Energy Inc.                                            ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.78                ,30.0                  ,1.0866818296689411   ,2.13          ,-0.36         ,-7.501061571125265   ,0.8138539716501738 ,Distressed,"(0.73, 0.8300000000000001)"                 ,1.0
RR        ,Rolls-Royce Holdings plc                                        ,Industrials           ,Aerospace and Defense                                ,GB     ,LSE     ,0.63                ,15.0                  ,4.436779467861933    ,1.84          ,-0.47         ,-9.698990212144027   ,0.9370954138471191 ,High      ,"(0.5800000000000001, 0.6799999999999999)"   ,1.0
ONC       ,BeOne Medicines AG                                              ,Health Care           ,Biotechnology                                        ,CH     ,NasdaqGS,0.45999999999999996 ,0.0                   ,10.111513269127206   ,4.29          ,-1.36         ,-6.931021341463414   ,2.16716981291404   ,Medium    ,"(0.41, 0.51)"                               ,1.0
CRWV      ,CoreWeave Inc.                                                  ,Information Technology,IT Services                                          ,US     ,NasdaqGS,0.99                ,30.0                  ,5.515982976080131    ,0.97          ,-1.12         ,-0.18705951251034955 ,0.4870142369378077 ,Distressed,"(0.94, 1)"                                  ,1.0
AMBP      ,Ardagh Metal Packaging S.A.                                     ,Materials             ,Containers and Packaging                             ,LU     ,NYSE    ,0.99                ,15.0                  ,0.7425336716767519   ,1.13          ,-0.05         ,-1.2320441988950277  ,0.7801369863013699 ,Distressed,"(0.94, 1)"                                  ,1.0
PRM       ,Perimeter Solutions Inc.                                        ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.99                ,0.0                   ,6.69264395291344     ,0.86          ,-0.17         ,-0.6617456617456617  ,1.7220178266641382 ,Distressed,"(0.94, 1)"                                  ,1.0
LASR      ,nLIGHT Inc.                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NasdaqGS,0.26                ,0.0                   ,3.617214211386948    ,4.86          ,0.48          ,60.21739130434783    ,4.364331524420326  ,Low       ,"(0.21000000000000002, 0.31)"                ,1.0
VST       ,Vistra Corp.                                                    ,Utilities             ,Independent Power and Renewable Electricity Producers,US     ,NYSE    ,0.41000000000000003 ,15.0                  ,0.48127914723517656  ,              ,              ,-2.20525783619818    ,0.8795395205316876 ,Medium    ,"(0.34, 0.48000000000000004)"                ,0.8
AMBA      ,Ambarella Inc.                                                  ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,0.26                ,0.0                   ,4.50835311892942     ,10.36         ,0.3           ,                     ,2.384977500865351  ,Low       ,"(0.19, 0.33)"                               ,0.8
WULF      ,TeraWulf Inc.                                                   ,Information Technology,Software                                             ,US     ,NasdaqCM,0.8                 ,15.0                  ,30.931439339034643   ,0.02          ,1.22          ,5.182209469153515    ,1.0329390097046116 ,Distressed,"(0.75, 0.8500000000000001)"                 ,1.0
SRE       ,Sempra                                                          ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.33                ,0.0                   ,0.0055819145967066705,              ,              ,-2.276710222905457   ,1.558985391234741  ,Medium    ,"(0.26, 0.4)"                                ,0.8
CWT       ,California Water Service Group                                  ,Utilities             ,Water Utilities                                      ,US     ,NYSE    ,0.5800000000000001  ,30.0                  ,1.1500857632933106   ,              ,              ,-3.0913518299881937  ,0.519563787812363  ,High      ,"(0.5100000000000001, 0.65)"                 ,0.8
ENI       ,Eni S.p.A.                                                      ,Energy                ,Oil Gas and Consumable Fuels                         ,IT     ,BIT     ,0.99                ,15.0                  ,1.3025373307733392   ,1.5           ,-0.06         ,-1.5438545997881212  ,1.0246872644090033 ,Distressed,"(0.94, 1)"                                  ,1.0
NAMS      ,NewAmsterdam Pharma Company N.V.                                ,Health Care           ,Biotechnology                                        ,NL     ,NasdaqGM,0.2                 ,0.0                   ,27.12620707028298    ,22.52         ,-13.03        ,                     ,12.567873691436416 ,Low       ,"(0.13, 0.27)"                               ,0.8
INSW      ,International Seaways Inc.                                      ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.48                ,0.0                   ,9.103988525404093    ,2.24          ,0.89          ,-5.394134477825465   ,1.751177045393977  ,Medium    ,"(0.43, 0.53)"                               ,1.0
HGV       ,Hilton Grand Vacations Inc.                                     ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,0.99                ,0.0                   ,0.6586673474597906   ,1.33          ,0.09          ,-1.7611464968152866  ,3.5055698371893746 ,Distressed,"(0.94, 1)"                                  ,1.0
