category               ,feature                      ,count ,mean                    ,median                  ,std                    ,min                     ,max                   ,q25                     ,q75                     ,positive_pct         ,missing_pct
"Leverage & Liquidity" ,"cash_ratio"                 ,"6232","0.937602822338489"     ,"0.3671395146878197"    ,"2.940840723182482"    ,"0.0"                   ,"97.0909090909091"    ,"0.17873917406649628"   ,"0.8098569883415689"    ,"99.58279845956355"  ,"2.9887920298879203"
"Leverage & Liquidity" ,"debt_to_assets"             ,"6237","0.2595555524024182"    ,"0.2360151648439977"    ,"0.21302851500271539"  ,"0.0"                   ,"3.042691594188932"   ,"0.09378289630976111"   ,"0.37945775498188855"   ,"98.07599807599807"  ,"2.910958904109589"
"Leverage & Liquidity" ,"debt_to_equity"             ,"6398","0.6059570720051185"    ,"0.4530732345555687"    ,"22.949921559546198"   ,"-1029.4831460674156"   ,"1185.379104477612"   ,"0.12656128806839126"   ,"1.0006035759899696"    ,"95.82682088152548"  ,"0.4047322540473225"
"Leverage & Liquidity" ,"equity_ratio"               ,"6237","0.47664727546018504"   ,"0.4814630752410297"    ,"0.25993835290064626"  ,"-3.342372261661741"    ,"0.9998070801581943"  ,"0.33444517139051805"   ,"0.6439741170126719"    ,"97.64309764309765"  ,"2.910958904109589"
"Leverage & Liquidity" ,"interest_coverage"          ,"5991","-59.608775965357886"   ,"-5.485318107667211"    ,"1760.6711375163356"   ,"-60823.0"              ,"93511.0"             ,"-16.501071639368455"   ,"-1.9845110867181837"   ,"12.635620096811884" ,"6.740348692403487"
"Leverage & Liquidity" ,"working_capital_ratio"      ,"6237","0.18200974296423342"   ,"0.143651832460733"     ,"0.23045722888619166"  ,"-1.8312644645487062"   ,"0.970990604911818"   ,"0.02904791551374285"   ,"0.30417047832679606"   ,"80.6317139650473"   ,"2.910958904109589"
"Market Data"          ,"enterprise_value"           ,"6417","18772.313937977247"    ,"4142.38"               ,"113883.98101859936"   ,"-1388.26"              ,"4594481.87"          ,"1442.65"               ,"11314.78"              ,"99.87533115162849"  ,"0.10896637608966377"
"Market Data"          ,"last_price"                 ,"6424","4707.996885569738"     ,"38.6"                  ,"56130.54642012999"    ,"0.0"                   ,"2603000.0"           ,"12.9725"               ,"134.98499999999999"    ,"99.98443337484434"  ,"0.0"
"Market Data"          ,"market_cap"                 ,"6424","16247.28692403487"     ,"3589.895"              ,"112870.2947124247"    ,"7.9"                   ,"4644267.87"          ,"1176.3325"             ,"9229.205"              ,"100.0"              ,"0.0"
"Momentum & Technical" ,"beta_momentum"              ,"6036","0.05426938369781312"   ,"0.02"                  ,"0.710528570647979"    ,"-9.33"                 ,"15.41"               ,"-0.31"                 ,"0.39"                  ,"51.30881378396289"  ,"6.039850560398506"
"Momentum & Technical" ,"ema_crossover_20_50"        ,"6424","0.3279887920298879"    ,"1.0"                   ,"0.9435183818133668"   ,"-1.0"                  ,"1.0"                 ,"-1.0"                  ,"1.0"                   ,"66.2826899128269"   ,"0.0"
"Momentum & Technical" ,"ema_crossover_50_250"       ,"6424","0.30915317559153177"   ,"1.0"                   ,"0.94187461464093"     ,"-1.0"                  ,"1.0"                 ,"-1.0"                  ,"1.0"                   ,"64.58592777085927"  ,"0.0"
"Momentum & Technical" ,"long_term_trend_score"      ,"6424","0.6110802627336519"    ,"0.21602421217203732"   ,"1.5644359603219815"   ,"-0.9649824513248426"   ,"31.40916416895715"   ,"-0.06867380913424384"  ,"0.738225382160792"     ,"67.9016189290162"   ,"0.0"
"Momentum & Technical" ,"multi_year_high_flag"       ,"6424","0.35990037359900373"   ,"0.0"                   ,"0.4800082930804272"   ,"0.0"                   ,"1.0"                 ,"0.0"                   ,"1.0"                   ,"35.99003735990037"  ,"0.0"
"Momentum & Technical" ,"pct_above_52w_low"          ,"6422","-0.18195357077434288"  ,"-0.5394918312380312"   ,"1.335791699570188"    ,"-1.0"                  ,"41.016510486390004"  ,"-0.8044549631397122"   ,"-0.036385437104861564" ,"23.653067580193085" ,"0.031133250311332503"
"Momentum & Technical" ,"pct_off_52w_high"           ,"6424","-0.821202462285463"    ,"-0.8605486128112414"   ,"0.15141558825253365"  ,"-1.0"                  ,"0.0"                 ,"-0.9373753498527315"   ,"-0.7444248252040877"   ,"0.0"                ,"0.0"
"Momentum & Technical" ,"price_momentum_1m"          ,"6415","5.174859873778083"     ,"3.0864197530864197"    ,"15.686623178040257"   ,"-72.78719397363466"    ,"215.65656565656565"  ,"-3.0116393463037605"   ,"10.77974756580975"     ,"62.68121590023382"  ,"0.14009962640099627"
"Momentum & Technical" ,"price_momentum_1y"          ,"6105","32.76015313123458"     ,"13.08127501034911"     ,"85.59936752833656"    ,"-97.92408066429418"    ,"1907.0"              ,"-9.904761904761905"    ,"47.89156626506024"     ,"64.5045045045045"   ,"4.965753424657534"
