ticker    ,name                                                                                   ,industry                                             ,region                     ,market_cap,piotroski_f_score,long_term_trend_score,dilution_score    ,distress_risk_score,cash_runway_months ,earnings_quality_composite,net_income_growth_yoy,cash_flow_quality_score,fcf_yield          ,eps_cont_vs_total_eps,discontinued_ops_impact,rnd_intensity_ltm  ,high_rnd_intensity_flag,inventory_days     ,inventory_turnover_itf,goodwill_concentration,recent_acquisition_flag,tangible_book_value_ltm,tbv_yoy_growth     ,marketing_to_revenue,sga_vs_5y_avg      ,capex_yoy_growth   ,capex_vs_5y_avg   ,underinvestment_flag,acquisitions_ltm_total,serial_acquirer_flag,ma_intensity_score,total_investment_to_cfo,organic_vs_inorganic,investment_efficiency
SOUN      ,SoundHound AI Inc.                                                                     ,Software                                             ,United States and Canada   ,3343.96   ,4                ,0.0913316431244718   ,0.0               ,100.0              ,9.998698763825633  ,15                        ,294.288284236564     ,0                      ,-3.291307312288424 ,1.0                  ,0.0                    ,63.20754716981132  ,1                      ,0.0                ,                      ,30.628193567778776    ,1                      ,85.89                  ,-191.382061921481  ,0.0                 ,                   ,64.1025641025641   ,                  ,0                   ,54.6                  ,0                   ,7.775341061205891 ,0.5043851635300566     ,0.0111721611721611  ,99.53846153846153
STRA      ,Strategic Education Inc.                                                               ,Diversified Consumer Services                        ,United States and Canada   ,1795.88   ,7                ,-0.2060469309596389  ,53.84440762511048 ,100.0              ,1.6915187670429692 ,70                        ,61.455795959306485   ,100                    ,7.331224803438983  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,74.69778395024454     ,0                      ,170.11                 ,-19.195325859775796,0.0                 ,1.1051643192488263 ,9.853817000541417  ,1.0206766917293233,0                   ,0.05                  ,1                   ,0.0023674690808538,0.2474987136241495     ,864.8               ,2.3221243661595943
HRL       ,Hormel Foods Corporation                                                               ,Food Products                                        ,United States and Canada   ,13175.07  ,3                ,-0.3278058481103721  ,49.68202193953352 ,100.0              ,0.7220995020411825 ,55                        ,-40.599224883235614  ,100                    ,4.05576592761936   ,1.0                  ,0.0                    ,0.2907610670931162 ,0                      ,62.49482604537402  ,5.840483494345497     ,62.20576289729036     ,0                      ,1329.79                ,0.0                ,0.0                 ,0.8587678165188727 ,21.236936515364217 ,1.2894402932468632,0                   ,0.0                   ,0                   ,0.0               ,0.3678201715468796     ,                    ,0.7228201528622679
CCLB      ,CCL Industries Inc.                                                                    ,Containers and Packaging                             ,United States and Canada   ,11054.06  ,6                ,0.2995335463992779   ,52.53473505035736 ,100.0              ,2.108850326499359  ,90                        ,46.54888044782087    ,100                    ,5.43257409494792   ,1.0                  ,0.0                    ,0.0                ,0                      ,58.5373039556408   ,6.2353401221995925    ,46.88010535583785     ,0                      ,1359.95                ,20.92206464233317  ,0.0                 ,1.249601605382754  ,-7.761416803008124 ,1.1896691973969633,0                   ,3.95                  ,1                   ,0.052332575504645 ,0.3195355362662682     ,69.92151898734177   ,0.0348141279608867
PENN      ,PENN Entertainment Inc.                                                                ,Hotels Restaurants and Leisure                       ,United States and Canada   ,1780.22   ,7                ,-0.5409729161152136  ,60.86213750659077 ,0.0                ,1.200618406693343  ,30                        ,-36.42857142857143   ,0                      ,-9.796542000426912 ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,91.396968455551       ,0                      ,-1332.3                ,8.290660814435503  ,0.0                 ,1.194786594099112  ,34.08333333333333  ,1.9384891682568188,0                   ,0.0                   ,0                   ,0.0               ,1.346100416749355      ,                    ,0.3190038541357841
IBP       ,Installed Building Products Inc.                                                       ,Household Durables                                   ,United States and Canada   ,9006.76   ,4                ,1.360167807211039    ,54.54491463145346 ,100.0              ,1.541271676300578  ,70                        ,5.293393516618794    ,100                    ,3.3796837042399264 ,1.0                  ,0.0                    ,0.0                ,0                      ,34.70819190435179  ,10.516249334043685    ,65.47303271441201     ,0                      ,-26.0                  ,-1281.8181818181818,0.0                 ,1.2362869198312236 ,43.83116883116883  ,1.322314049586777 ,0                   ,79.0                  ,1                   ,3.851591828774804 ,0.4088644112247574     ,0.9734177215189872  ,1.3424092409240924
STKL      ,SunOpta Inc.                                                                           ,Food Products                                        ,United States and Canada   ,757.82    ,6                ,-0.2295642111930836  ,48.0930506985702  ,0.0                ,0.0360122732411045 ,20                        ,-90.27350522959895   ,75                     ,4.801931857169249  ,4.0                  ,-300.0                 ,0.0                ,0                      ,63.18806727175654  ,5.776407093292213     ,2.2468123349997193    ,0                      ,137.3                  ,18.925941966219145 ,0.0                 ,0.8195848855774348 ,-30.782570995014087,0.3075268817204301,1                   ,0.0                   ,0                   ,0.0               ,0.4589530041641879     ,                    ,2.102753089096033
CU        ,Canadian Utilities Limited                                                             ,Multi-Utilities                                      ,United States and Canada   ,8950.25   ,6                ,0.3042039011825874   ,49.45527025760626 ,100.0              ,3.138567147916099  ,85                        ,-37.43065967016492   ,100                    ,3.7899500013966088 ,1.0                  ,0.0                    ,0.0                ,0                      ,26.701238130821856 ,13.669778090877069    ,1.9672901369511957    ,0                      ,3016.28                ,3.2004215222701986 ,0.0                 ,1.00384834663626   ,14.431145658510731 ,1.1549047123262868,0                   ,0.0                   ,0                   ,0.0               ,0.7720877732837044     ,                    ,-0.1837023542600896
RVMD      ,Revolution Medicines Inc.                                                              ,Biotechnology                                        ,United States and Canada   ,18943.41  ,1                ,1.7683195264858067   ,32.52656197005074 ,100.0              ,2.5160599778217057 ,35                        ,37.518619520132      ,0                      ,-4.102112555236888 ,1.0                  ,0.0                    ,                   ,0                      ,0.0                ,                      ,0.9148976141273716    ,0                      ,1526.43                ,-30.42485402907112 ,                    ,2.999431495167709  ,33.3764553686934   ,1.3729508196721312,0                   ,0.0                   ,0                   ,0.0               ,0.0200711482167001     ,                    ,-1.4980595084087969
H2O       ,S.P.E.E.H. Hidroelectrica S.A.                                                         ,Independent Power and Renewable Electricity Producers,Europe                     ,14888.77  ,5                ,0.0806715806715806   ,50.0              ,100.0              ,2.2606319063214197 ,85                        ,-39.183517471282265  ,100                    ,5.364714479436515  ,1.0                  ,0.0                    ,0.0                ,0                      ,15.709602871519184 ,23.234196496572732    ,0.0                   ,0                      ,4868.65                ,2.3918383484895642 ,0.147436333122461   ,1.0429166666666667 ,40.67554709800191  ,2.0426731078904994,0                   ,0.0                   ,0                   ,0.0               ,0.0811581865660481     ,                    ,-18.8534728829686
BFLY      ,Butterfly Network Inc.                                                                 ,Health Care Equipment and Supplies                   ,United States and Canada   ,828.53    ,5                ,-0.1641591333273858  ,28.04276673207144 ,0.0                ,11.372363493002169 ,30                        ,-45.78160059835453   ,0                      ,-3.321545387614208 ,1.0                  ,0.0                    ,40.44092707744488  ,1                      ,692.498475609756   ,0.5270769725212919    ,0.0                   ,0                      ,195.96                 ,26.63823187281892  ,0.0                 ,0.7850946372239747 ,-53.46020761245674 ,0.5730337078651685,1                   ,0.0                   ,0                   ,0.0               ,0.1074446680080482     ,                    ,2.795847750865052
SGO       ,Compagnie de Saint-Gobain S.A.                                                         ,Building Products                                    ,Europe                     ,51968.96  ,6                ,0.3935021334010562   ,53.26990718796963 ,50.83333333333333  ,1.723121209876282  ,45                        ,-0.0115388400750703  ,75                     ,7.4272026994575215 ,1.0                  ,0.0                    ,0.0                ,0                      ,77.47682597155695  ,4.711086127018131     ,59.554012814882384    ,0                      ,4453.47                ,-28.94321162572517 ,0.0                 ,1.0724261502950396 ,-0.8318091158926093,1.175219830200121 ,0                   ,4959.95               ,1                   ,6.98248560974044  ,1.1696951373763673     ,0.5288541215133217  ,-1.4065558611247884
FOXF      ,Fox Factory Holding Corp.                                                              ,Automobile Components                                ,United States and Canada   ,837.28    ,6                ,-0.5350015516507374  ,51.367541829068706,40.0               ,0.5602902732740025 ,45                        ,-94.58005792304509   ,75                     ,10.194916873686221 ,1.0                  ,0.0                    ,4.6940216162128445 ,0                      ,148.08797321912076 ,2.4647511345159803    ,39.639262622669534    ,0                      ,159.26                 ,41.17542771030937  ,0.0                 ,1.3095681310498883 ,-5.997865528281751 ,0.6771378708551483,1                   ,20.74                 ,1                   ,1.0501691207745123,0.4808418346855169     ,1.8862102217936356  ,-0.093935504572437
AMBP      ,Ardagh Metal Packaging S.A.                                                            ,Containers and Packaging                             ,Europe                     ,2922.75   ,5                ,0.2753898564303175   ,49.98326639892905 ,0.0                ,0.7425336716767519 ,30                        ,-94.0                ,75                     ,10.572235052604569 ,1.0                  ,0.0                    ,0.0                ,0                      ,35.01701765581791  ,10.42350332594235     ,-309.5808383233533    ,0                      ,-1551.0                ,-4.553846153846154 ,0.0                 ,1.262757308424148  ,-54.6195652173913  ,0.505050505050505 ,1                   ,0.0                   ,0                   ,0.0               ,0.3369098712446351     ,                    ,0.2608695652173913
LASR      ,nLIGHT Inc.                                                                            ,Electronic Equipment Instruments and Components      ,United States and Canada   ,3035.94   ,4                ,3.114585786853772    ,31.42110456971707 ,100.0              ,3.617214211386948  ,15                        ,45.8843292536597     ,0                      ,-0.3339986956263957,1.0                  ,0.0                    ,19.909462488463056 ,1                      ,108.32746986562084 ,3.369413136416634     ,5.698201290676919     ,0                      ,205.61                 ,1.1661090336547923 ,0.0                 ,1.2113022113022112 ,48.50187265917602  ,0.8575851393188854,0                   ,0.0                   ,0                   ,0.0               ,143.71428571428572     ,                    ,-2.1292134831460676
BDI       ,Black Diamond Group Limited                                                            ,Commercial Services and Supplies                     ,United States and Canada   ,837.84    ,5                ,1.85472793173952     ,35.68533712631631 ,0.0                ,0.3090279044318803 ,55                        ,-22.130074203404625  ,100                    ,2.994605175212451  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,4.5204171562867215    ,0                      ,245.42                 ,20.878687878638623 ,0.0                 ,1.3345622119815668 ,49.15804422803814  ,1.1376623376623376,0                   ,1.92                  ,0                   ,0.3406852742339017,0.7196951367045729     ,29.984375           ,-0.3384053560559951
BCRX      ,BioCryst Pharmaceuticals Inc.                                                          ,Biotechnology                                        ,United States and Canada   ,1695.25   ,6                ,-0.2718515880509731  ,28.988343209671356,0.0                ,1.931171764345596  ,30                        ,-60.76631058532709   ,25                     ,2.82259253797375   ,1.0                  ,0.0                    ,0.0                ,0                      ,10.081062526404732 ,36.20650095602294     ,0.0                   ,0                      ,-387.89                ,-18.49851868972328 ,0.0                 ,1.661861861861862  ,-48.387096774193544,3.1162790697674416,0                   ,0.0                   ,0                   ,0.0               ,0.046613545816733      ,                    ,54.976958525345616
INDV      ,Indivior Pharmaceuticals Inc.                                                          ,Pharmaceuticals                                      ,United States and Canada   ,4252.52   ,7                ,1.789430535412711    ,58.56627979851669 ,0.0                ,6.075085324232082  ,40                        ,-101.55038759689921  ,75                     ,2.7983407485443923 ,1.0                  ,0.0                    ,7.966101694915254  ,0                      ,296.2041884816754  ,1.232258064516129     ,0.0                   ,0                      ,-209.0                 ,-40.96045197740113 ,0.0                 ,1.053131681051548  ,262.5              ,4.132231404958677 ,0                   ,0.0                   ,0                   ,0.0               ,0.327683615819209      ,                    ,0.6934306569343065
SOLV      ,Solventum Corporation                                                                  ,Health Care Equipment and Supplies                   ,United States and Canada   ,14134.24  ,4                ,0.0532247114731839   ,100.0             ,9.166666666666666  ,2.570645792563601  ,55                        ,-64.41307578008916   ,50                     ,0.3537508914522464 ,1.0                  ,0.0                    ,8.938348012378004  ,0                      ,99.94387888279823  ,3.652049571020019     ,105.49538708383474    ,0                      ,-2497.0                ,-58.11808118081181 ,0.0                 ,                   ,31.034482758620687 ,                  ,0                   ,0.0                   ,0                   ,0.0               ,0.8985801217038539     ,                    ,0.196551724137931
INVA      ,Innoviva Inc.                                                                          ,Pharmaceuticals                                      ,United States and Canada   ,1680.81   ,5                ,0.5406742124751153   ,33.33134462039106 ,100.0              ,26.62067039106145  ,45                        ,-86.9853104829735    ,100                    ,11.930557290830016 ,1.0                  ,0.0                    ,4.285493668279625  ,0                      ,233.0847344764441  ,1.5659541188738269    ,1.77335511658993      ,0                      ,805.85                 ,73.36818553418526  ,0.0                 ,1.5416197975253092 ,-34.146341463414636,8.0               ,0                   ,0.0                   ,0                   ,0.0               ,0.0055539026083506     ,                    ,117.68292682926828
IART      ,Integra LifeSciences Holdings Corporation                                              ,Health Care Equipment and Supplies                   ,United States and Canada   ,870.05    ,5                ,-0.6923828910695446  ,50.36288978061409 ,0.0                ,1.8797765544041447 ,25                        ,-110.2450546206082   ,50                     ,-0.5183610137348428,1.0                  ,0.0                    ,5.354936486971765  ,0                      ,255.67877807057744 ,1.4275725296967963    ,59.29238509209017     ,0                      ,-737.77                ,-2.8303874825487974,0.0                 ,1.0740526281927556 ,56.17708644929704  ,0.9334975369458128,0                   ,4.18                  ,1                   ,0.1146320393807675,1.0973015339827568     ,22.444976076555022  ,1.031408914148968
WLDN      ,Willdan Group Inc.                                                                     ,Professional Services                                ,United States and Canada   ,1670.57   ,7                ,2.825975307695906    ,41.91666481030527 ,100.0              ,0.654520295202952  ,60                        ,106.49588289112533   ,75                     ,3.896873522210982  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,62.70444028400862     ,0                      ,69.96                  ,9.415076634344697  ,0.0                 ,1.3206670311645707 ,-15.307150050352467,1.1105990783410138,0                   ,40.8                  ,0                   ,8.032602917724883 ,0.6731208820761059     ,0.2269607843137254  ,4.830875975715525
SHOO      ,Steven Madden Ltd.                                                                     ,Textiles Apparel and Luxury Goods                    ,United States and Canada   ,2805.32   ,4                ,0.0615110020402668   ,52.61401798292732 ,100.0              ,0.5928996018978022 ,45                        ,-1.2591081317400175  ,75                     ,4.752399013303295  ,1.0                  ,0.0                    ,0.0                ,0                      ,124.3200535199376  ,2.935970422032225     ,30.902914922189744    ,0                      ,299.74                 ,-45.55626191989828 ,0.0                 ,1.6070715141829803 ,33.07652799178223  ,3.0244897959183676,0                   ,381.27                ,0                   ,19.06798097552925 ,2.417562314200777      ,0.1091352584782437  ,3.180810639645345
CSHUN     ,Chartwell Retirement Residences                                                        ,Health Care Providers and Services                   ,United States and Canada   ,4967.71   ,6                ,0.7318039131320137   ,18.1634988771536  ,100.0              ,3.778294693060156  ,55                        ,-83.89629170540233   ,75                     ,5.479788473964865  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,0.6234741784037559    ,0                      ,1049.7                 ,43.717739837621    ,0.0                 ,0.9978094194961664 ,                   ,0.9041365725541693,0                   ,415.34                ,1                   ,12.264724815884431,2.2649223609858016     ,0.1483844561082486  ,
IMCR      ,Immunocore Holdings plc                                                                ,Biotechnology                                        ,Europe                     ,1663.97   ,5                ,-0.1216296700899913  ,47.79085451558    ,0.0                ,14.707783105864994 ,50                        ,-7.59631036353771    ,25                     ,0.1772868501234998 ,1.0                  ,0.0                    ,56.47672488737849  ,1                      ,45.675436657086    ,7.991166077738517     ,0.0                   ,0                      ,396.56                 ,9.935684187181192  ,0.0                 ,1.1931613677264548 ,-4.612546125461256 ,0.925925925925926 ,0                   ,0.0                   ,0                   ,0.0               ,0.6307884856070087     ,                    ,11.212177121771216
VTYX      ,Ventyx Biosciences Inc.                                                                ,Pharmaceuticals                                      ,United States and Canada   ,1000.35   ,2                ,3.600202251016304    ,28.427055609582684,100.0              ,3.2868403015764223 ,50                        ,-29.97512437810945   ,0                      ,-8.78392562603089  ,1.0                  ,0.0                    ,                   ,0                      ,                   ,                      ,0.0                   ,0                      ,191.36                 ,-24.67327979845693 ,                    ,1.2601054481546572 ,-52.94117647058824 ,                  ,0                   ,0.0                   ,0                   ,0.0               ,0.0012535612535612     ,                    ,0.0
ACOX      ,ATCO Ltd.                                                                              ,Multi-Utilities                                      ,United States and Canada   ,5036.61   ,5                ,0.3757166688510906   ,49.00057666411392 ,100.0              ,2.918752467429925  ,55                        ,-8.26867044931759    ,100                    ,8.418757854985794  ,1.0                  ,0.0                    ,0.0                ,0                      ,36.75959439476093  ,9.929380506222905     ,2.7543138246575167    ,0                      ,2429.84                ,5.47553934974172   ,0.0                 ,1.1020303263942433 ,9.515917280421602  ,1.179049413242278 ,0                   ,2.16                  ,1                   ,0.0108338666672016,0.7593290926205893     ,615.1990740740741   ,-0.0882037718347111
KOEI      ,KONCAR - Elektroindustrija d.d.                                                        ,Electrical Equipment                                 ,Europe                     ,2579.6    ,7                ,3.8480080492400695   ,49.920200660779365,100.0              ,2.5414512258479505 ,70                        ,107.80058651026393   ,75                     ,7.287951620406264  ,1.0                  ,0.0                    ,0.0                ,0                      ,137.07888777203203 ,2.6627003321402083    ,1.6502718094745017    ,1                      ,662.39                 ,36.4149350248162   ,0.0                 ,1.4785083973811557 ,82.53713368125251  ,2.8282828282828283,0                   ,44.98                 ,1                   ,2.6242554010770065,0.4711972195518745     ,1.83325922632281    ,2.9769493454752416
ACS       ,ACS Actividades de Construcción y Servicios S.A.                                       ,Construction and Engineering                         ,Europe                     ,30241.18  ,9                ,1.877601843001116    ,52.93371262226526 ,100.0              ,2.478254428173663  ,55                        ,-0.4551523947750362  ,75                     ,7.81080632435639   ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,101.55669565127536    ,0                      ,-440.24                ,-51.640577799747355,0.0                 ,-2.499214921254223 ,25.1412067925494   ,59.24641460234681 ,0                   ,1436.63               ,1                   ,4.46092718028464  ,0.7050743966525489     ,0.5400346644577935  ,1.7092985955173712
FAE       ,Faes Farma S.A.                                                                        ,Pharmaceuticals                                      ,Europe                     ,1967.34   ,1                ,0.4655889544972042   ,50.8788327433865  ,100.0              ,0.0                ,100                       ,13.699980287798148   ,25                     ,0.0                ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,0.0                   ,0                      ,598.66                 ,5.000438481101464  ,0.0                 ,0.942488262910798  ,-66.86530457813092 ,0.0               ,1                   ,0.0                   ,0                   ,                  ,                       ,                    ,0.0549936788874841
VIE       ,Veolia Environnement SA                                                                ,Multi-Utilities                                      ,Europe                     ,28669.56  ,5                ,0.2523471824877595   ,47.72154516029858 ,100.0              ,2.126744638607935  ,70                        ,9.959978345771624    ,100                    ,8.175674827238366  ,1.0967741935483872   ,-9.677419354838706     ,0.0                ,0                      ,15.20793626111446  ,24.00062662895802     ,90.10220706659112     ,0                      ,-10228.5               ,42.004514823113894 ,0.0                 ,1.4013644429259475 ,-11.39374882808556 ,0.9080047219870504,0                   ,0.0                   ,0                   ,0.0               ,0.5961843265891174     ,                    ,-1.0871846648685293
SYENS     ,Syensqo SA/NV                                                                          ,Chemicals                                            ,Europe                     ,9881.14   ,5                ,0.0130817610062893   ,53.70990831697676 ,36.666666666666664 ,2.678544757435729  ,25                        ,-102.4311259210588   ,75                     ,5.0257358968701995 ,1.0                  ,0.0                    ,4.925765603296179  ,0                      ,95.62200114946185  ,3.817113170738679     ,36.47235580700927     ,0                      ,3337.64                ,-6.178600341818836 ,0.0                 ,                   ,-37.31946508172362 ,                  ,0                   ,0.0                   ,1                   ,0.0               ,0.514356406595341      ,                    ,-0.8389728025039717
EN        ,Bouygues SA                                                                            ,Construction and Engineering                         ,Europe                     ,22652.35  ,5                ,0.5821733440679425   ,48.80244787024224 ,0.0                ,0.8658345039602456 ,55                        ,-4.540307971014493   ,100                    ,20.409140773473837 ,1.0                  ,0.0                    ,0.0                ,0                      ,42.65179499918623  ,8.55767031626603      ,95.20845505160061     ,0                      ,-5611.65               ,23.504787979760852 ,0.0                 ,1.1699840594138016 ,-9.22187662457816  ,1.0763157894736841,0                   ,1262.03               ,1                   ,1.7113157589993135,0.510681352981083      ,1.7795377288970944  ,-1.2523652301910688
STLAM     ,Stellantis N.V.                                                                        ,Automobiles                                          ,Europe                     ,22084.99  ,2                ,-0.5228373332133949  ,54.29912404361705 ,0.0                ,2.344582909409856  ,55                        ,-72.3830389986907    ,0                      ,-64.28212102427939 ,1.0                  ,0.0                    ,3.39579080257174   ,0                      ,59.34286680890181  ,6.150697120437189     ,19.150473449451745    ,0                      ,27479.39               ,-43.55480348398661 ,0.0                 ,1.000257759553957  ,1.8176421660280244 ,1.0347244446024804,0                   ,686.69                ,1                   ,0.2905063781398953,4.618493771234428      ,16.816467401593147  ,-3.0072287668244964
GET       ,Getlink SE                                                                             ,Transportation Infrastructure                        ,Europe                     ,11210.06  ,5                ,0.1298516699023526   ,49.811010686286096,0.0                ,15.842921999640904 ,55                        ,-8.75243123089747    ,100                    ,6.903174470074201  ,1.0                  ,0.0                    ,0.0                ,0                      ,1.8832982779019325 ,193.80891719745225    ,2.319034806246265     ,0                      ,2617.2                 ,11.93560666002318  ,0.0                 ,                   ,1.0001258019876713 ,0.8703956343792633,0                   ,14.13                 ,0                   ,0.1361522206880071,0.2036978806364379     ,12.753715498938428  ,-2.1393185039127487
IDR       ,Indra Sistemas S.A.                                                                    ,IT Services                                          ,Europe                     ,10854.77  ,6                ,3.361593680885553    ,50.387371044700686,100.0              ,1.4098324495061356 ,100                       ,26.577151661897425   ,100                    ,4.188112691471122  ,1.0                  ,0.0                    ,0.0                ,0                      ,129.1771346795993  ,2.825577459240886     ,85.08792089641759     ,0                      ,-31.23                 ,-1037.8378378378377,0.0                 ,0.0                ,-3.821907013396375 ,2.014792899408284 ,0                   ,0.0                   ,0                   ,0.0               ,0.0686893104437251     ,                    ,9.743104806934594
HAG       ,Hensoldt AG                                                                            ,Aerospace and Defense                                ,Europe                     ,10888.59  ,4                ,2.123536866708324    ,50.0              ,5.0                ,2.746606527381813  ,60                        ,80.97703008735037    ,100                    ,2.07014866020302   ,1.0                  ,0.0                    ,1.4589598741651546 ,0                      ,181.04855035789168 ,2.016033816777203     ,130.9493614004254     ,0                      ,-1121.16               ,91.89073544765263  ,0.0                 ,1.1729794214136593 ,314.95571658615137 ,2.58467400508044  ,0                   ,5.87                  ,1                   ,0.1005240264410727,0.5253702302453788     ,40.39863713798977   ,5.542339503741631
DNP       ,Dino Polska S.A.                                                                       ,Consumer Staples Distribution and Retail             ,Europe                     ,10691.96  ,8                ,0.0223666951084395   ,50.0              ,100.0              ,0.2269801749312974 ,100                       ,2.0044792833146694   ,75                     ,1.2084781461958332 ,1.0                  ,0.0                    ,0.0                ,0                      ,42.60881842131512  ,8.566301848384706     ,0.0                   ,0                      ,2233.61                ,33.41516443871029  ,0.0                 ,1.540554117237915  ,26.84579517627721  ,1.4612240829346093,0                   ,0.0                   ,0                   ,0.0               ,0.8103812626573919     ,                    ,1.89027540169736
RED       ,Redeia Corporación S.A.                                                                ,Electric Utilities                                   ,Europe                     ,9913.15   ,5                ,-0.0334156145079293  ,49.846555126847704,100.0              ,0.672757713465678  ,85                        ,-49.8686560891037    ,50                     ,-2.9560734983330224,                     ,                       ,0.0                ,0                      ,0.0                ,                      ,0.0                   ,0                      ,6270.96                ,28.130178312740973 ,0.0                 ,0.9841435790207352 ,5.844463389220422  ,6.553576129881527 ,0                   ,0.0                   ,0                   ,0.0               ,1.3010942717698433     ,                    ,-0.3358529885384105
GRF       ,Grifols S.A.                                                                           ,Biotechnology                                        ,Europe                     ,7849.54   ,6                ,-0.0241247596814456  ,49.72820548065448 ,0.0                ,1.2323105400021976 ,60                        ,247.94520547945203   ,75                     ,12.730427515497723 ,1.0                  ,0.0                    ,5.129954000589155  ,0                      ,270.22672183727934 ,1.3507176400555592    ,0.0                   ,0                      ,-6262.66               ,123.16748982631688 ,0.0                 ,0.9531690245276864 ,4.136947218259629  ,1.1535979800813578,0                   ,1994.39               ,1                   ,8.556672148330124 ,1.7496176995683583     ,0.1645666093391964  ,0.735703187175503
SUBC      ,Subsea 7 S.A.                                                                          ,Energy Equipment and Services                        ,Europe                     ,7806.29   ,7                ,0.8066048142649188   ,51.43725304827219 ,28.333333333333332 ,1.0240515434898196 ,90                        ,1207.7922077922076   ,100                    ,11.091056058639891 ,1.0                  ,0.0                    ,0.0                ,0                      ,3.0954659450897566 ,117.91439688715953    ,3.7281571518559127    ,0                      ,3982.6                 ,0.0879595888517503 ,0.0                 ,1.3269731136166523 ,-40.00344115622849 ,0.6093931944624142,1                   ,2.8                   ,0                   ,0.0336829948994322,0.2561627305636959     ,105.14285714285714  ,1.4853750860289057
HWDN      ,Howden Joinery Group Plc                                                               ,Trading Companies and Distributors                   ,Europe                     ,6527.32   ,6                ,0.1530937929787099   ,51.75620578032636 ,100.0              ,1.9186327844333328 ,45                        ,-3.370613426995717   ,100                    ,8.451094783157558  ,1.0                  ,0.0                    ,0.0                ,0                      ,170.93574829227904 ,2.1353052456639734    ,0.0                   ,0                      ,1382.94                ,2.679585699966589  ,0.0                 ,1.0200675961132235 ,1.253463517614461  ,0.7897742725047593,0                   ,0.0                   ,0                   ,0.0               ,0.2347506416036623     ,                    ,-0.1628183137617099
G24       ,Scout24 SE                                                                             ,Interactive Media and Services                       ,Europe                     ,6062.42   ,5                ,0.0283152152408838   ,53.63367406770002 ,100.0              ,1.347323340471092  ,55                        ,-14.916147337487965  ,25                     ,0.0                ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,0.0                   ,0                      ,1675.39                ,-455.671372465768  ,7.598858941569939   ,1.055951727921009  ,13.580246913580247 ,0.0               ,1                   ,0.0                   ,1                   ,0.0               ,                       ,                    ,0.4464705882352941
AKE       ,Arkema S.A.                                                                            ,Chemicals                                            ,Europe                     ,5861.13   ,5                ,-0.2286425576519916  ,48.76515554112435 ,10.833333333333332 ,2.664390293975521  ,45                        ,-20.53004529005136   ,100                    ,5.688493515755495  ,1.0                  ,0.0                    ,3.042446130747068  ,0                      ,63.41734691570188  ,5.755523019359037     ,38.776653189201355    ,0                      ,2573.37                ,17.561307652949345 ,0.0                 ,1.0682659733711497 ,12.634120554912634 ,0.7586700212125695,0                   ,142.05                ,1                   ,0.8462595684523011,0.8336723163841807     ,5.7521295318549805  ,-0.414156889623567
FDR       ,Fluidra S.A.                                                                           ,Machinery                                            ,Europe                     ,5856.73   ,4                ,0.2920412382985989   ,49.976802014811994,65.83333333333333  ,0.8678556090112054 ,60                        ,13.823014483526975   ,25                     ,0.0                ,1.0                  ,0.0                    ,0.0                ,0                      ,172.47643504789903 ,2.116231123971426     ,80.01278236677874     ,0                      ,-518.9                 ,4.830400614153821  ,0.0                 ,2.766956392541416  ,-3.157644824311491 ,0.0               ,1                   ,0.0                   ,1                   ,0.0               ,                       ,                    ,-1.08175785651684
EMMN      ,Emmi AG                                                                                ,Food Products                                        ,Europe                     ,5627.21   ,7                ,-0.0345374806081448  ,50.0              ,100.0              ,0.721292336679936  ,70                        ,9.617555425114011    ,75                     ,5.849257447296262  ,1.0                  ,0.0                    ,0.0                ,0                      ,81.02159812602007  ,4.504971617966399     ,0.0                   ,0                      ,663.84                 ,12.212850115789651 ,0.0                 ,1.2911894273127753 ,-28.124287343215506,0.9813322019516334,0                   ,1090.91               ,1                   ,26.08434714411416 ,2.5278591199005174     ,0.1553107039077467  ,-1.3883119752540876
DEME      ,DEME Group NV                                                                          ,Construction and Engineering                         ,Europe                     ,5549.26   ,6                ,0.3918678442052936   ,50.26402278348022 ,0.0                ,2.190539465517392  ,70                        ,66.1695141632812     ,75                     ,13.557663544328433 ,1.0                  ,0.0                    ,0.0                ,0                      ,2.446514430543304  ,149.19184430027804    ,0.5843011415759762    ,0                      ,2527.09                ,16.7301030070673   ,0.0                 ,1.3143315442038375 ,-32.449861647876695,0.7910035261602973,0                   ,0.0                   ,0                   ,0.0               ,0.2894112980156219     ,                    ,1.421230762194425
