ticker    ,name                                                                                   ,industry                                             ,region                     ,market_cap,piotroski_f_score,long_term_trend_score,dilution_score    ,distress_risk_score,cash_runway_months ,earnings_quality_composite,net_income_growth_yoy,cash_flow_quality_score,fcf_yield          ,eps_cont_vs_total_eps,discontinued_ops_impact,rnd_intensity_ltm  ,high_rnd_intensity_flag,inventory_days     ,inventory_turnover_itf,goodwill_concentration,recent_acquisition_flag,tangible_book_value_ltm,tbv_yoy_growth     ,marketing_to_revenue,sga_vs_5y_avg      ,capex_yoy_growth   ,capex_vs_5y_avg   ,underinvestment_flag,acquisitions_ltm_total,serial_acquirer_flag,ma_intensity_score,total_investment_to_cfo,organic_vs_inorganic,investment_efficiency
PLSE      ,Pulse Biosciences Inc.                                                                 ,Health Care Equipment and Supplies                   ,United States and Canada   ,1711.13   ,1                ,2.256977253825468    ,26.966358727831345,100.0              ,14.456788561305832 ,15                        ,26.9604359156598     ,0                      ,-2.8501633423527144,1.0                  ,0.0                    ,49400.0            ,1                      ,78.21428571428571  ,4.666666666666666     ,3.0100334448160533    ,0                      ,89.16                  ,-19.56698240866035 ,                    ,1.3507692307692307 ,8.333333333333332  ,0.75              ,0                   ,0.0                   ,0                   ,0.0               ,0.0053597196454339     ,                    ,0.0
APPN      ,Appian Corporation                                                                     ,Software                                             ,United States and Canada   ,1728.2    ,6                ,-0.4545748286266544  ,49.18737889980241 ,24.166666666666664 ,2.213679745493107  ,30                        ,-17.21105527638191   ,50                     ,4.203795856961     ,1.0                  ,0.0                    ,22.773796597900834 ,1                      ,0.0                ,                      ,-59.39431396786156    ,0                      ,-78.94                 ,30.60886829913964  ,0.0                 ,1.0998630307558213 ,-60.58091286307054 ,0.4333333333333333,1                   ,0.0                   ,0                   ,0.0               ,0.0391482608120618     ,                    ,7.433609958506224
SVV       ,Savers Value Village Inc.                                                              ,Broadline Retail                                     ,United States and Canada   ,1737.25   ,4                ,0.0049954586739327   ,52.633289289805546,0.0                ,0.508383688823082  ,45                        ,-45.35015060240964   ,75                     ,1.4689883436465678 ,1.0                  ,0.0                    ,0.0                ,0                      ,23.994527569963974 ,15.211801896733403    ,162.5367806666345     ,0                      ,-413.67                ,2.6170867235562607 ,0.0                 ,                   ,15.413124046217572 ,                  ,0                   ,0.0                   ,0                   ,0.0               ,0.807224363334089      ,                    ,0.4073468497928929
TRGP      ,Targa Resources Corp.                                                                  ,Oil Gas and Consumable Fuels                         ,United States and Canada   ,47634.88  ,7                ,1.87249402407406     ,53.73002068387752 ,42.5               ,0.104404155975266  ,85                        ,-2.5187606805854816  ,100                    ,1.349431341067722  ,1.0                  ,0.0                    ,0.0                ,0                      ,16.102555112022152 ,22.66721010800897     ,0.0                   ,0                      ,973.9                  ,70.91962091962093  ,0.0                 ,1.3215341011879636 ,24.331349039993288 ,1.4255400415906294,0                   ,0.0                   ,0                   ,0.0               ,0.8281191507567249     ,                    ,0.1346524691875576
CENX      ,Century Aluminum Company                                                               ,Metals and Mining                                    ,United States and Canada   ,4988.19   ,5                ,2.5207492630641744   ,48.98565075660738 ,0.0                ,0.7728761645467307 ,40                        ,-839.907192575406    ,0                      ,-0.751775694189676 ,1.0                  ,0.0                    ,0.0                ,0                      ,88.93749726441108  ,4.104005748158793     ,0.0                   ,0                      ,741.8                  ,6.8260368663594475 ,0.0                 ,1.487946799667498  ,-13.368421052631579,1.0156644770085903,0                   ,0.0                   ,0                   ,0.0               ,1.9191176470588236     ,                    ,0.3276995305164319
DVAX      ,Dynavax Technologies Corporation                                                       ,Biotechnology                                        ,United States and Canada   ,1762.1    ,6                ,0.3563392625448676   ,62.050660350755855,17.5               ,6.179504482791864  ,50                        ,-527.3865414710485   ,25                     ,4.570682708132343  ,1.0                  ,0.0                    ,0.0                ,0                      ,210.78599007170436 ,1.7316141356255967    ,0.4118770359830755    ,0                      ,531.94                 ,-10.575775405564428,0.0                 ,1.1468573130771522 ,54.87804878048781  ,0.7515151515151515,0                   ,0.0                   ,0                   ,0.0               ,0.1114421273309058     ,                    ,10.968292682926828
ARDX      ,Ardelyx Inc.                                                                           ,Biotechnology                                        ,United States and Canada   ,1763.99   ,2                ,0.5358382653856837   ,45.33182392180841 ,0.0                ,1.1752676585891468 ,60                        ,-40.75980021189647   ,0                      ,-3.13777288986899  ,1.0                  ,0.0                    ,0.0                ,0                      ,84.06121328575351  ,4.34207389749702      ,0.0                   ,0                      ,154.28                 ,-10.970050204858907,0.0                 ,2.1627004655975166 ,197.05882352941177 ,0.6153846153846153,1                   ,0.0                   ,0                   ,0.0               ,0.0320775829914211     ,                    ,615.1764705882352
INSM      ,Insmed Incorporated                                                                    ,Biotechnology                                        ,United States and Canada   ,31656.18  ,4                ,2.934431585486099    ,0.9224167846312018,100.0              ,2.7949071175120017 ,35                        ,21.905892711821444   ,0                      ,-2.8624426573263104,1.0                  ,0.0                    ,155.67759831774865 ,1                      ,421.03604462668073 ,0.8669091510291806    ,14.394492211047304    ,0                      ,749.12                 ,532.168776371308   ,0.0                 ,2.064008859357697  ,64.93604213694508  ,0.7267267267267267,0                   ,0.0                   ,0                   ,0.0               ,0.0257414534752094     ,                    ,4.401805869074492
MD        ,Pediatrix Medical Group Inc.                                                           ,Health Care Providers and Services                   ,United States and Canada   ,1807.37   ,7                ,0.3151323734674611   ,48.36698516847802 ,6.666666666666666  ,2.4175884071021905 ,45                        ,63.996027147823206   ,100                    ,15.12639913244106  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,140.95231679522155    ,0                      ,-379.56                ,-22.42161631852185 ,0.0                 ,1.0157059314954051 ,-33.93339333933393 ,0.7876106194690266,0                   ,19.2                  ,1                   ,0.872961385098731 ,0.1234827586206896     ,0.8651041666666666  ,0.457
MEGACPO   ,Megacable Holdings S. A. B. de C. V.                                                   ,Media                                                ,Latin America and Caribbean,3193.58   ,5                ,0.2638179504628883   ,50.09228037414941 ,15.0               ,1.548174665467006  ,75                        ,-34.47060229445506   ,75                     ,12.775631109914263 ,1.0                  ,0.0                    ,0.0                ,0                      ,12.233452199695488 ,29.836222355050808    ,12.45389092657032     ,0                      ,1532.08                ,5.526052966904295  ,0.0                 ,2.420531573314306  ,-51.60626777179503 ,0.93370355135061  ,0                   ,0.0                   ,0                   ,0.0               ,0.4945867604796353     ,                    ,-0.2234738943674753
AIR       ,Airbus SE                                                                              ,Aerospace and Defense                                ,Europe                     ,175601.08 ,6                ,0.4642484652723156   ,49.97427381694769 ,0.0                ,1.5054357626153134 ,90                        ,4.807269354345165    ,75                     ,2.3867279176187295 ,1.0                  ,0.0                    ,4.2188726494542905 ,0                      ,264.6399509830644  ,1.3792324199128885    ,0.0                   ,0                      ,7808.17                ,85.73766553199789  ,0.0                 ,0.9378519564046972 ,12.843312185114701 ,1.3621406435032375,0                   ,19.96                 ,1                   ,0.0131116897217162,0.5212886951112722     ,226.562625250501    ,-0.1550878620950276
DTC       ,Dubai Taxi Company P.J.S.C.                                                            ,Ground Transportation                                ,Africa / Middle East       ,1917.67   ,7                ,0.0164835164835164   ,50.08284772       ,100.0              ,0.4162123547768545 ,85                        ,-4.063397510903096   ,75                     ,5.017025869935912  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.5903126087579585 ,618.3164556962025     ,0.0                   ,0                      ,-136.35                ,27.63268744734625  ,0.0                 ,                   ,-16.95193194629497 ,                  ,0                   ,0.0                   ,0                   ,0.0               ,0.4258518827952497     ,                    ,0.6784872399303064
CC        ,The Chemours Company                                                                   ,Chemicals                                            ,United States and Canada   ,3150.73   ,4                ,-0.0860183489239708  ,49.02068655122349 ,0.0                ,1.338184464253229  ,50                        ,-136.1344537815126   ,0                      ,-0.3808641172045843,1.0                  ,0.0                    ,1.833133458968648  ,0                      ,117.3187201329732  ,3.1111829347123465    ,15.333333333333332    ,0                      ,250.0                  ,-54.95495495495496 ,0.0                 ,0.6968872370080307 ,-2.7027027027027026,0.5442718704367449,1                   ,0.0                   ,0                   ,0.0               ,1.0452830188679243     ,                    ,-0.8
DBX       ,Dropbox Inc.                                                                           ,Software                                             ,United States and Canada   ,6315.83   ,6                ,-0.100246130606966   ,75.16759217809846 ,0.0                ,4.7141935483870965 ,45                        ,-0.2865961199294532  ,100                    ,14.509573563569631 ,1.0                  ,0.0                    ,29.920107577914887 ,1                      ,0.0                ,                      ,-29.61076280041797    ,0                      ,-2025.0                ,61.98704103671706  ,0.0                 ,0.9078714712517528 ,-7.4074074074074066,1.2650602409638554,0                   ,13.1                  ,1                   ,0.4685599828313899,0.0289185121479251     ,1.0534351145038168  ,1.9176954732510287
CTCA      ,Canadian Tire Corporation Limited                                                      ,Broadline Retail                                     ,United States and Canada   ,7006.7    ,7                ,0.0913995206396038   ,54.561556649958646,13.333333333333332 ,0.0295849824291824 ,90                        ,282.494719840974     ,50                     ,5.446215764910728  ,1.0765199161425576   ,-7.651991614255765     ,0.0                ,0                      ,94.23123323886627  ,3.8734503142367167    ,0.0                   ,0                      ,3256.31                ,17.98908632384486  ,2.527244444248591   ,1.0498517605516506 ,-8.824669844673037 ,1.2112731572723687,0                   ,0.0                   ,0                   ,0.0               ,0.4829408417116067     ,                    ,-2.7937869215154074
CARG      ,CarGurus Inc.                                                                          ,Interactive Media and Services                       ,United States and Canada   ,2625.92   ,7                ,0.0118625877481268   ,64.9783792243171  ,100.0              ,3.016022037328536  ,45                        ,-32.572347266881025  ,100                    ,10.376553741165    ,1.0                  ,0.0                    ,15.294358930074912 ,1                      ,0.0                ,                      ,7.566919696364361     ,0                      ,343.55                 ,-28.98191214470284 ,0.0                 ,1.1102468068760205 ,206.0667752442997  ,0.2402826855123674,1                   ,0.0                   ,0                   ,0.0               ,0.0535602639805488     ,                    ,-0.8086319218241041
ALRM      ,Alarm.com Holdings Inc.                                                                ,Software                                             ,United States and Canada   ,2316.41   ,7                ,-0.2837635649155355  ,50.21626083684765 ,80.83333333333333  ,14.89792925236582  ,100                       ,53.15893385982231    ,75                     ,6.733263973130836  ,1.0                  ,0.0                    ,26.825776137612554 ,1                      ,100.01039007302737 ,3.6496208017334775    ,20.5724183998098      ,0                      ,574.27                 ,12.783298637024236 ,0.0                 ,1.113029182079737  ,34.70744680851064  ,1.217948717948718 ,0                   ,35.73                 ,0                   ,1.682528171633884 ,0.3076125762985143     ,0.4951021550517772  ,3.3768873403019746
LYV       ,Live Nation Entertainment Inc.                                                         ,Entertainment                                        ,United States and Canada   ,35089.14  ,4                ,0.4809280675708342   ,48.27060073781719 ,26.666666666666664 ,3.5211978399863337 ,70                        ,60.94560864802744    ,75                     ,4.643858470170543  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,143.41039499780473    ,0                      ,-3753.49               ,-1.5870393967519834,0.0                 ,1.3803387152520614 ,47.430460556315545 ,2.445775647852325 ,0                   ,117.19                ,1                   ,0.512019056423897 ,0.3936660291800478     ,7.378445259834457   ,0.9412009734067042
OLED      ,Universal Display Corporation                                                          ,Semiconductors and Semiconductor Equipment           ,United States and Canada   ,6283.66   ,3                ,-0.1251706449254675  ,49.611113846770294,100.0              ,3.611820611820612  ,90                        ,9.393625929757155    ,75                     ,2.5674527265956466 ,1.0                  ,0.0                    ,23.9507484608894   ,1                      ,492.61330455757275 ,0.7409462891543598    ,0.8906413878875064    ,0                      ,1663.91                ,9.324634196019684  ,0.0                 ,0.9836423118865866 ,-28.6837263756481  ,1.1030042918454936,0                   ,0.0                   ,0                   ,0.0               ,0.247492886795093      ,                    ,1.1916708479678877
VAL       ,Valaris Limited                                                                        ,Energy Equipment and Services                        ,Latin America and Caribbean,6121.4    ,8                ,0.4717244010089966   ,55.02672303474069 ,53.33333333333333  ,4.256489857089333  ,85                        ,-56.85232262537554   ,75                     ,4.07913222465449   ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,0.0                   ,0                      ,2447.8                 ,9.350011168192985  ,0.0                 ,1.110655737704918  ,-34.6214624335584  ,0.8719550281074328,0                   ,0.0                   ,0                   ,0.0               ,0.5828600066822586     ,                    ,0.8309150984054015
2290      ,Yanbu National Petrochemical Company                                                   ,Chemicals                                            ,Africa / Middle East       ,4121.45   ,3                ,-0.3532827670718487  ,50.0              ,100.0              ,0.0                ,45                        ,-81.16291532690246   ,100                    ,7.883633187349112  ,1.0                  ,0.0                    ,0.0                ,0                      ,                   ,                      ,                      ,0                      ,0.0                    ,                   ,0.0                 ,-3.791408934707904 ,-100.0             ,1.771386430678466 ,0                   ,0.0                   ,0                   ,                  ,0.0                    ,                    ,-2.0706674144699946
EVRG      ,Evergy Inc.                                                                            ,Electric Utilities                                   ,United States and Canada   ,18258.28  ,4                ,0.2783150362519385   ,49.785223152472895,100.0              ,0.0754320197494742 ,90                        ,19.444824285518937   ,25                     ,-1.8610734417480728,1.0                  ,0.0                    ,0.0                ,0                      ,106.84138869979576 ,3.4162790697674414    ,22.614081780788773    ,0                      ,7952.5                 ,4.385435261997269  ,0.0                 ,0.3104421448730009 ,0.1113967437874892 ,1.2821297429620564,0                   ,0.0                   ,0                   ,0.0               ,1.161287260299981      ,                    ,0.1328813824993142
ROCK      ,Gibraltar Industries Inc.                                                              ,Building Products                                    ,United States and Canada   ,1598.85   ,4                ,-0.1486082297836244  ,52.93653284921186 ,100.0              ,0.8758551997779338 ,70                        ,24.255858138062063   ,75                     ,6.6222597491947335 ,32.142857142857146   ,-3114.285714285714     ,0.0                ,0                      ,43.542100098135435 ,8.382691674893058     ,42.392594849596016    ,0                      ,394.39                 ,-9.694777093398669 ,0.7717228521654084  ,0.9174291452800714 ,43.27821710999281  ,1.644             ,0                   ,210.46                ,1                   ,14.63774264670084 ,1.6903881700554528     ,0.2166682504989071  ,-2.901977282288599
BRC       ,Brady Corporation                                                                      ,Commercial Services and Supplies                     ,United States and Canada   ,4463.39   ,5                ,0.5455094867711457   ,50.639458339189275,100.0              ,1.716204896150564  ,55                        ,-4.036101815231721   ,75                     ,3.5820306986393753 ,1.0                  ,0.0                    ,5.464934525855639  ,0                      ,103.94611340097232 ,3.5114348007607736    ,54.76454427146093     ,0                      ,448.17                 ,9.339090975627608  ,0.0                 ,1.2183419689119173 ,-65.47753160595819 ,1.1090909090909091,0                   ,21.33                 ,0                   ,1.1885193378169803,0.2751765629087104     ,1.46601031411158    ,2.1557141068969834
PTCT      ,PTC Therapeutics Inc.                                                                  ,Biotechnology                                        ,United States and Canada   ,5694.05   ,6                ,0.4208733118499823   ,43.605938368987935,0.0                ,9.419458740328398  ,50                        ,-42.02042770507501   ,50                     ,12.385033499881455 ,1.0                  ,0.0                    ,0.0                ,0                      ,38.21605993164295  ,9.550958436135888     ,-52.86337955829481    ,0                      ,-634.57                ,-51.15724170842281 ,0.0                 ,1.0840964787824068 ,-77.14486638537271 ,0.6490566037735849,1                   ,0.0                   ,0                   ,0.0               ,0.0143262470823374     ,                    ,-4.6075949367088604
EPAM      ,EPAM Systems Inc.                                                                      ,IT Services                                          ,United States and Canada   ,9832.63   ,6                ,-0.4224046233854934  ,54.25968409688682 ,100.0              ,3.149181661075531  ,60                        ,8.979092740001919    ,75                     ,4.669249224266549  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,32.437936697040925    ,0                      ,2097.54                ,4.291922315808315  ,0.0                 ,1.254605548331166  ,13.164378739880323 ,0.5634758995247793,1                   ,858.44                ,1                   ,17.72427890074949 ,1.795002986263189      ,0.050312194212758   ,0.7026113094119857
POOL      ,Pool Corporation                                                                       ,Distributors                                         ,United States and Canada   ,10112.49  ,5                ,-0.2112721060297385  ,53.69626607024572 ,100.0              ,0.3276283410755192 ,75                        ,-16.992527186896776  ,100                    ,3.9026985440776705 ,1.0                  ,0.0                    ,0.0                ,0                      ,119.82977484836536 ,3.0459875307441515    ,51.11059577212676     ,0                      ,389.21                 ,37.13268973292932  ,0.0                 ,1.132347637937252  ,-1.0316139767054908,1.6894865525672371,0                   ,7.37                  ,1                   ,0.2105311268985651,0.1512568210207972     ,8.364993215739485   ,-3.220019544883429
SFM       ,Sprouts Farmers Market Inc.                                                            ,Consumer Staples Distribution and Retail             ,United States and Canada   ,6394.25   ,7                ,0.3873759616462246   ,54.12694948982384 ,100.0              ,0.4846149799467417 ,90                        ,47.0292822375029     ,100                    ,7.155804042694608  ,1.0                  ,0.0                    ,0.0                ,0                      ,27.681497452351287 ,13.185702855428314    ,26.610946910550968    ,0                      ,844.59                 ,15.373266853357013 ,0.0                 ,1.2673960697588702 ,2.2502330122941725 ,1.2788990825688071,0                   ,0.0                   ,0                   ,0.0               ,0.3485113835376532     ,                    ,3.700218175715365
ETSY      ,Etsy Inc.                                                                              ,Broadline Retail                                     ,United States and Canada   ,4684.59   ,6                ,-0.4049524727525596  ,67.57069244103452 ,0.0                ,6.091449288321316  ,45                        ,-1.3948044347628181  ,100                    ,14.368386561043762 ,1.0                  ,0.0                    ,15.669772216830236 ,1                      ,0.0                ,                      ,-3.420877599813047    ,0                      ,-1454.7                ,11.058518150933311 ,29.663892776133856  ,1.0980774376027214 ,9.814528593508498  ,1.261006289308176 ,0                   ,0.0                   ,0                   ,0.0               ,0.02625678119349       ,                    ,4.632921174652241
IDA       ,IDACORP Inc.                                                                           ,Electric Utilities                                   ,United States and Canada   ,7442.03   ,4                ,0.3370434365000563   ,43.22341017587253 ,100.0              ,2.718639089462734  ,100                       ,10.71250813583981    ,25                     ,-5.56272952406803  ,1.0                  ,0.0                    ,0.0                ,0                      ,72.34542291220556  ,5.045239702903444     ,0.0                   ,0                      ,3481.08                ,4.507122592653747  ,0.0                 ,0.4436090225563909 ,65.08709892939201  ,1.8059386259162629,0                   ,0.0                   ,0                   ,0.0               ,1.6893921731890091     ,                    ,0.0982123942835726
ICLR      ,ICON Public Limited Company                                                            ,Life Sciences Tools and Services                     ,Europe                     ,10171.91  ,4                ,-0.3468530238729651  ,57.24798151215951 ,30.833333333333332 ,0.8073580370915091 ,70                        ,29.25335597870464    ,100                    ,9.478849105035335  ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,95.63431656641511     ,0                      ,-2976.8                ,-3.6072793212874807,0.0                 ,1.1419132433208847 ,19.454118985002488 ,1.659969088098918 ,0                   ,1.07                  ,1                   ,0.0064819060923253,0.155424602757024      ,164.6448598130841   ,0.760143085757319
AMN       ,AMN Healthcare Services Inc.                                                           ,Health Care Providers and Services                   ,United States and Canada   ,750.61    ,4                ,-0.4874517936695234  ,48.3470383290014  ,60.83333333333333  ,0.2364071856287425 ,25                        ,-169.76457186254035  ,75                     ,29.682524879764458 ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,117.287130863891      ,0                      ,-413.48                ,-27.73855295351276 ,0.0                 ,0.7732091051104664 ,-21.988619924775772,0.4617629889083479,1                   ,0.0                   ,1                   ,0.0               ,0.1646044244469441     ,                    ,-2.0346831030388763
LKQ       ,LKQ Corporation                                                                        ,Distributors                                         ,United States and Canada   ,8907.62   ,5                ,-0.1661293600632781  ,54.34693052014277 ,74.16666666666666  ,0.2693173875902772 ,45                        ,-26.28205128205128   ,100                    ,8.10541985401263   ,0.9962962962962962   ,0.3703703703703703     ,0.0                ,0                      ,140.8846467233151  ,2.5907720144752715    ,82.85453716370269     ,0                      ,7.0                    ,-101.20481927710844,0.0                 ,1.0410667130328948 ,-13.128491620111731,0.0               ,1                   ,1.0                   ,1                   ,0.0064102564102564,0.2551652892561983     ,246.0               ,0.18931475029036
MTUS      ,Metallus Inc.                                                                          ,Metals and Mining                                    ,United States and Canada   ,895.87    ,7                ,0.779864160455485    ,53.48981212201206 ,22.5               ,2.0406713435751707 ,55                        ,-98.12680115273776   ,0                      ,-6.373692611651244 ,1.0                  ,0.0                    ,0.0                ,0                      ,84.04023267086767  ,4.343157894736842     ,0.0                   ,0                      ,694.6                  ,1.091544171154126  ,0.0                 ,1.393939393939394  ,24.612403100775197 ,2.5244444444444443,0                   ,0.0                   ,0                   ,0.0               ,2.7955974842767297     ,                    ,-5.395348837209302
LUG       ,Lundin Gold Inc.                                                                       ,Metals and Mining                                    ,United States and Canada   ,19458.31  ,7                ,4.806771279820403    ,48.381077430876495,100.0              ,9.297912356592064  ,100                       ,137.4066644377577    ,100                    ,3.9993195709185434 ,1.0                  ,0.0                    ,0.0                ,0                      ,83.47925164929245  ,4.372343939227128     ,0.0                   ,0                      ,1321.96                ,8.687001562114611  ,0.0                 ,1.9006410256410255 ,70.84801990462368  ,1.3380645161290323,0                   ,0.0                   ,0                   ,0.0               ,0.0957576602642311     ,                    ,6.023844080447854
ED        ,Consolidated Edison Inc.                                                               ,Multi-Utilities                                      ,United States and Canada   ,39656.0   ,6                ,0.2332322876585324   ,45.44758731799084 ,100.0              ,0.1680464216634429 ,85                        ,-27.749106788408096  ,25                     ,-0.1714746822675005,1.0                  ,0.0                    ,0.0                ,0                      ,24.364812419146183 ,14.98062015503876     ,1.6881827209533269    ,0                      ,23760.0                ,10.234759209427484 ,0.0                 ,1.0904464772520748 ,6.1637739207832665 ,0.9482003358399648,0                   ,0.0                   ,0                   ,0.0               ,1.0146868250539955     ,                    ,0.1319537160658655
CVE       ,Cenovus Energy Inc.                                                                    ,Oil Gas and Consumable Fuels                         ,United States and Canada   ,41549.06  ,5                ,0.7269762905850541   ,49.43989617446614 ,60.83333333333333  ,0.4805558999738828 ,75                        ,-29.528892041790275  ,75                     ,4.884683311728352  ,1.0                  ,0.0                    ,0.0                ,0                      ,27.520289459146888 ,13.262941893900951    ,10.296258392370332    ,0                      ,18209.78               ,-1.073106282232439 ,0.0                 ,1.171705943382244  ,7.533640581407896  ,1.2406689903810193,0                   ,171.76                ,1                   ,0.4461117939117272,0.6706577697096906     ,21.02550069864928   ,-0.4534623156248795
AU        ,AngloGold Ashanti plc                                                                  ,Metals and Mining                                    ,United States and Canada   ,56683.71  ,8                ,3.321755608538156    ,30.274392264306808,100.0              ,5.941656942823804  ,50                        ,-527.2340425531914   ,75                     ,4.452778408470441  ,1.0                  ,0.0                    ,0.0                ,0                      ,83.2801380202717   ,4.382797731568998     ,0.0                   ,0                      ,7585.0                 ,16.138416781503597 ,0.0                 ,1.37398024903392   ,4.606525911708252  ,1.166280180057291 ,0                   ,68.0                  ,0                   ,0.4583445672688056,0.3624091381100726     ,19.52941176470588   ,1.1621880998080614
AHCS      ,Aamal Company Q.P.S.C.                                                                 ,Industrial Conglomerates                             ,Africa / Middle East       ,1519.22   ,3                ,-0.0557183703768084  ,50.0              ,100.0              ,1.0861155387067591 ,70                        ,17.70183259039128    ,0                      ,0.0                ,1.0                  ,0.0                    ,0.0                ,0                      ,46.14619104352092  ,7.909645232815965     ,0.0                   ,0                      ,2279.63                ,-0.6103861564419718,0.4592163862269741  ,1.0808270676691727 ,42.24598930481283  ,0.0               ,1                   ,0.0                   ,0                   ,0.0               ,                       ,                    ,0.7876213592233009
HOTEL     ,Grupo Hotelero Santa Fe S.A.B. de C.V.                                                 ,Hotels Restaurants and Leisure                       ,Latin America and Caribbean,157.92    ,8                ,-0.0602334964258549  ,50.0              ,0.0                ,1.610062893081761  ,55                        ,-87.373901724699     ,75                     ,20.883991894630192 ,1.0                  ,0.0                    ,0.0                ,0                      ,7.8634092171016094 ,46.41752577319588     ,4.752909173341393     ,0                      ,278.14                 ,17.03766042499474  ,0.0                 ,1.1674528301886793 ,-41.54205607476636 ,0.3822341857335127,1                   ,0.0                   ,0                   ,0.0               ,0.2490892531876138     ,                    ,-0.9532710280373832
AXTI      ,AXT Inc.                                                                               ,Semiconductors and Semiconductor Equipment           ,United States and Canada   ,1431.15   ,1                ,7.6696076558668835   ,24.98064407590964 ,0.0                ,2.417785527462947  ,30                        ,-35.01118568232662   ,0                      ,-1.3227125039304055,1.0                  ,0.0                    ,11.937161190397168 ,1                      ,356.23853211009174 ,1.0245943857841875    ,0.0                   ,0                      ,175.62                 ,-6.350983842585186 ,0.0                 ,1.0692567567567568 ,-44.8901623686724  ,0.5023148148148148,1                   ,0.0                   ,0                   ,0.0               ,0.1981012658227848     ,                    ,2.250238777459408
PRM       ,Perimeter Solutions Inc.                                                               ,Chemicals                                            ,United States and Canada   ,4047.19   ,6                ,1.2764384329332872   ,53.181336082062565,0.0                ,6.69264395291344   ,25                        ,-108.75685286709142  ,75                     ,4.5587185182805845 ,1.0                  ,0.0                    ,0.0                ,0                      ,178.78392111106928 ,2.041570616259413     ,94.81981374004589     ,0                      ,-830.64                ,7.0840155216645835 ,0.0                 ,4.710092061837762  ,64.51271186440678  ,1.5166163141993958,0                   ,54.79                 ,1                   ,2.07111104390952  ,0.3926297059374414     ,0.5303887570724584  ,25.302966101694917
KTOS      ,Kratos Defense & Security Solutions Inc.                                               ,Aerospace and Defense                                ,United States and Canada   ,14814.08  ,3                ,3.268559902712384    ,19.053426055693382,100.0              ,5.387385957953192  ,50                        ,-283.1460674157304   ,0                      ,-0.6298062383894241,1.0                  ,0.0                    ,3.1755915317559156 ,0                      ,66.33013629480061  ,5.502777777777777     ,30.02775674993692     ,0                      ,1329.3                 ,81.9712525667351   ,0.0                 ,1.2497387669801463 ,11.068702290076336 ,1.9900497512437807,0                   ,0.0                   ,1                   ,0.0               ,9.848837209302323      ,                    ,1.8823529411764703
LKMNH     ,Lokman Hekim Engürüsag Saglik Turizm Egitim Hizmetleri ve Insaat Taahhüt A.S.          ,Health Care Providers and Services                   ,Africa / Middle East       ,84.05     ,4                ,2.4141798377955612   ,50.00000046296296 ,11.666666666666666 ,0.1910940725449719 ,75                        ,-56.95238095238095   ,0                      ,-15.407495538370016,1.0                  ,0.0                    ,0.0                ,0                      ,45.87723577235772  ,7.95601552393273      ,0.0                   ,0                      ,44.77                  ,-0.9951348960636885,0.0                 ,1.7340425531914894 ,-30.96351730589336 ,2.2125            ,0                   ,0.0                   ,0                   ,0.0               ,6.307377049180328      ,                    ,-0.8868101028999064
DSV       ,Discovery Silver Corp.                                                                 ,Metals and Mining                                    ,United States and Canada   ,6590.93   ,5                ,6.19592596379998     ,0.0               ,0.0                ,16.556489413285924 ,15                        ,22.203532380151387   ,50                     ,1.551526112399919  ,1.0                  ,0.0                    ,0.0                ,0                      ,132.26560861357757 ,2.759598688018522     ,0.0                   ,0                      ,563.44                 ,623.3791244062138  ,                    ,2.257627118644068  ,-73.22896281800391 ,9.62049062049062  ,0                   ,200.63                ,0                   ,11.686889457159332,1.4644475920679887     ,0.5459801624881622  ,0.0
FIVN      ,Five9 Inc.                                                                             ,Software                                             ,United States and Canada   ,1297.6    ,7                ,-0.712924738250728   ,42.40656716224917 ,45.0               ,2.144373712268901  ,30                        ,-84.35665362035226   ,75                     ,12.672626387176324 ,1.0                  ,0.0                    ,13.606570463072188 ,1                      ,0.0                ,                      ,47.240387467915234    ,0                      ,354.43                 ,85.44893260778568  ,0.0                 ,1.1679347226816628 ,35.73487031700288  ,1.0892116182572613,0                   ,0.01                  ,0                   ,0.0005654829224157,0.1455886937545463     ,2801.0              ,1.175549991057056
GTX       ,Garrett Motion Inc.                                                                    ,Automobile Components                                ,Europe                     ,4043.29   ,8                ,1.4780437077149773   ,69.77447927884296 ,0.0                ,0.9114927344782034 ,90                        ,8.045977011494253    ,75                     ,9.200428364030282  ,1.0                  ,0.0                    ,0.0                ,0                      ,41.580633677465286 ,8.778125              ,-23.739237392373923   ,0                      ,-1006.0                ,16.166281755196305 ,0.0                 ,0.988177166049056  ,9.638554216867469  ,0.5184033177812337,1                   ,0.0                   ,0                   ,0.0               ,0.1640449438202247     ,                    ,-4.951807228915663
