ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,dividend_cut_probability,fcf_dividend_coverage,payout_ratio          ,dividend_streak,dividend_consistency,yield_vs_5y_avg      ,sustainable_flag,safety_score      ,risk_category
CEM       ,Cementir Holding N.V.                                           ,Materials             ,Construction Materials                               ,NL     ,BIT     ,0.3                     ,                     ,                      ,6              ,0.6                 ,                     ,0               ,70.0              ,Monitor
VAIAS     ,Vaisala Oyj                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,FI     ,HLSE    ,0.03                    ,2.0192943770672547   ,0.48561102931334493   ,7              ,0.7                 ,1.0994152046783625   ,1               ,97.0              ,Safe
2579      ,Coca-Cola Bottlers Japan Holdings Inc.                          ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.39                    ,2.312736634862941    ,                      ,3              ,0.3                 ,0.669260700389105    ,0               ,61.0              ,Borderline
HEIJM     ,Koninklijke Heijmans N.V.                                       ,Industrials           ,Construction and Engineering                         ,NL     ,ENXTAM  ,0.39                    ,4.4801066057490955   ,                      ,2              ,0.2                 ,0.7173144876325088   ,0               ,61.0              ,Borderline
500420    ,Torrent Pharmaceuticals Limited                                 ,Health Care           ,Pharmaceuticals                                      ,IN     ,BSE     ,0.52                    ,1.2541218931999016   ,0.49961067169378304   ,1              ,0.1                 ,0.8247422680412371   ,0               ,48.0              ,Borderline
6269      ,MODEC Inc.                                                      ,Energy                ,Energy Equipment and Services                        ,JP     ,TSE     ,0.24000000000000002     ,15.160133937364586   ,                      ,4              ,0.4                 ,0.7821782178217822   ,0               ,76.0              ,Monitor
NHY       ,Norsk Hydro ASA                                                 ,Materials             ,Metals and Mining                                    ,NO     ,OB      ,0.49                    ,2.256040057481588    ,0.3680204933272735    ,1              ,0.1                 ,0.5230125523012552   ,0               ,51.0              ,Borderline
9843      ,Nitori Holdings Co. Ltd.                                        ,Consumer Discretionary,Specialty Retail                                     ,JP     ,TSE     ,0.24000000000000002     ,4.379304392854061    ,                      ,2              ,0.2                 ,1.2592592592592593   ,0               ,76.0              ,Monitor
IPCALAB   ,Ipca Laboratories Limited                                       ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,0.33999999999999997     ,4.539055793991416    ,0.10067404078810922   ,1              ,0.1                 ,0.8                  ,0               ,66.0              ,Monitor
9041      ,Kintetsu Group Holdings Co.Ltd.                                 ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.57                    ,0.6902173913043478   ,                      ,2              ,0.2                 ,1.2540983606557377   ,0               ,43.00000000000001 ,Borderline
TFG       ,The Foschini Group Limited                                      ,Consumer Discretionary,Specialty Retail                                     ,ZA     ,JSE     ,0.33999999999999997     ,4.308978161229442    ,                      ,1              ,0.1                 ,1.4262820512820513   ,0               ,66.0              ,Monitor
6460      ,Sega Sammy Holdings Inc.                                        ,Consumer Discretionary,Leisure Products                                     ,JP     ,TSE     ,0.87                    ,-0.7035573122529645  ,                      ,2              ,0.2                 ,1.1485148514851484   ,0               ,13.0              ,At Risk
INCO      ,PT Vale Indonesia Tbk                                           ,Materials             ,Metals and Mining                                    ,ID     ,IDX     ,0.95                    ,-7.0201113861386135  ,0.6879523201362282    ,1              ,0.1                 ,0.7872340425531915   ,0               ,5.000000000000004 ,At Risk
EXCL      ,PT XLSMART Telecom Sejahtera Tbk                                ,Communication Services,Wireless Telecommunication Services                  ,ID     ,IDX     ,0.24000000000000002     ,8.001327042170452    ,-1.3332022803223904   ,3              ,0.3                 ,1.3371428571428572   ,0               ,76.0              ,Monitor
ARCLK     ,Arçelik Anonim Sirketi                                          ,Consumer Discretionary,Household Durables                                   ,TR     ,IBSE    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
1969      ,Takasago Thermal Engineering Co. Ltd.                           ,Industrials           ,Building Products                                    ,JP     ,TSE     ,0.87                    ,0.3224158260186034   ,                      ,2              ,0.2                 ,0.6479400749063671   ,0               ,13.0              ,At Risk
JEN       ,Jenoptik AG                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,DE     ,XTRA    ,0.24000000000000002     ,4.646298472385429    ,0.312752664461595     ,4              ,0.4                 ,1.1428571428571428   ,0               ,76.0              ,Monitor
3088      ,MatsukiyoCocokara & Co.                                         ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,JP     ,TSE     ,0.24000000000000002     ,3.3922041223404253   ,                      ,2              ,0.2                 ,1.2727272727272727   ,0               ,76.0              ,Monitor
6592      ,Mabuchi Motor Co. Ltd.                                          ,Industrials           ,Electrical Equipment                                 ,JP     ,TSE     ,0.42000000000000004     ,                     ,                      ,4              ,0.4                 ,                     ,0               ,57.99999999999999 ,Borderline
1911      ,Sumitomo Forestry Co. Ltd.                                      ,Consumer Discretionary,Household Durables                                   ,JP     ,TSE     ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
7984      ,Kokuyo Co. Ltd.                                                 ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.82                    ,0.9532507739938081   ,                      ,1              ,0.1                 ,0.9921568627450981   ,0               ,18.000000000000004,At Risk
4403      ,NOF Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.24000000000000002     ,2.2378355704697985   ,                      ,2              ,0.2                 ,0.9625               ,0               ,76.0              ,Monitor
TAQA      ,Abu Dhabi National Energy Company PJSC                          ,Utilities             ,Multi-Utilities                                      ,AE     ,ADX     ,0.33999999999999997     ,2.607737240693055    ,                      ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
COLR      ,Colruyt Group N.V.                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,BE     ,ENXTBR  ,0.7999999999999999      ,0.29387353355856455  ,                      ,3              ,0.3                 ,1.7224770642201834   ,0               ,20.000000000000007,At Risk
4324      ,Dentsu Group Inc.                                               ,Communication Services,Media                                                ,JP     ,TSE     ,0.49                    ,8.001633453119895    ,                      ,1              ,0.1                 ,0.7770700636942676   ,0               ,51.0              ,Borderline
2181      ,Persol Holdings Co.Ltd.                                         ,Industrials           ,Professional Services                                ,JP     ,TSE     ,0.24000000000000002     ,3.6603998596983516   ,                      ,2              ,0.2                 ,1.4630350194552528   ,0               ,76.0              ,Monitor
6465      ,Hoshizaki Corporation                                           ,Industrials           ,Machinery                                            ,JP     ,TSE     ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
9364      ,Kamigumi Co. Ltd.                                               ,Industrials           ,Transportation Infrastructure                        ,JP     ,TSE     ,0.27                    ,1.2439696001762308   ,                      ,2              ,0.2                 ,0.9545454545454546   ,0               ,73.0              ,Monitor
TOM       ,Tomra Systems ASA                                               ,Industrials           ,Machinery                                            ,NO     ,OB      ,0.03                    ,2.146850846900181    ,0.5642048617554277    ,21             ,1.0                 ,1.2213740458015268   ,1               ,97.0              ,Safe
ALKEM     ,Alkem Laboratories Limited                                      ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,0.37                    ,1.9316647455952578   ,0.22696016144704387   ,1              ,0.1                 ,1.0240963855421688   ,0               ,63.0              ,Borderline
9147      ,Nippon Express Holdings Inc.                                    ,Industrials           ,Air Freight and Logistics                            ,JP     ,TSE     ,0.49                    ,7.219182061113048    ,                      ,1              ,0.1                 ,0.8114754098360656   ,0               ,51.0              ,Borderline
GMRAIRPORT,GMR Airports Limited                                            ,Industrials           ,Transportation Infrastructure                        ,IN     ,NSEI    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
ADPORTS   ,Abu Dhabi Ports Company PJSC                                    ,Industrials           ,Transportation Infrastructure                        ,AE     ,ADX     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
A298380   ,ABL Bio Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
9007      ,Odakyu Electric Railway Co. Ltd.                                ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.7999999999999999      ,-0.8408488063660478  ,                      ,2              ,0.2                 ,2.0166666666666666   ,0               ,20.000000000000007,At Risk
NH        ,Narayana Hrudayalaya Limited                                    ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,0.03                    ,2.958171206225681    ,0.10734050328913021   ,5              ,0.5                 ,1.25                 ,1               ,97.0              ,Safe
1860      ,Toda Corporation                                                ,Industrials           ,Construction and Engineering                         ,JP     ,TSE     ,0.57                    ,0.8823145884270579   ,                      ,4              ,0.4                 ,0.6355140186915887   ,0               ,43.00000000000001 ,Borderline
A082740   ,Hanwha Engine Co. Ltd.                                          ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
FORTIS    ,Fortis Healthcare Limited                                       ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,0.49                    ,6.358823529411764    ,0.07497574314192468   ,1              ,0.1                 ,0.6470588235294118   ,0               ,51.0              ,Borderline
7272      ,Yamaha Motor Co. Ltd.                                           ,Consumer Discretionary,Automobiles                                          ,JP     ,TSE     ,0.6699999999999999      ,0.6495565544891265   ,                      ,1              ,0.1                 ,1.183783783783784    ,0               ,33.00000000000001 ,At Risk
5020      ,ENEOS Holdings Inc.                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,JP     ,TSE     ,0.39                    ,6.895089884625705    ,                      ,3              ,0.3                 ,0.4910941475826972   ,0               ,61.0              ,Borderline
4681      ,Resorttrust Inc.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,JP     ,TSE     ,0.33999999999999997     ,3.707774798927614    ,                      ,1              ,0.1                 ,1.0714285714285714   ,0               ,66.0              ,Monitor
A079550   ,LIG Nex1 Co. Ltd.                                               ,Industrials           ,Aerospace and Defense                                ,KR     ,KOSE    ,0.52                    ,                     ,0.0                   ,1              ,0.1                 ,0.45689655172413796  ,0               ,48.0              ,Borderline
4004      ,Resonac Holdings Corporation                                    ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
7936      ,ASICS Corporation                                               ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,JP     ,TSE     ,0.42000000000000004     ,                     ,                      ,2              ,0.2                 ,                     ,0               ,57.99999999999999 ,Borderline
TENNIND   ,Tenneco Clean Air India Limited                                 ,Consumer Discretionary,Automobile Components                                ,IN     ,NSEI    ,0.52                    ,1.142690058479532    ,                      ,0              ,0.0                 ,                     ,0               ,48.0              ,Borderline
4543      ,Terumo Corporation                                              ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.32                    ,3.6275663206459052   ,                      ,2              ,0.2                 ,1.6144578313253013   ,0               ,68.0              ,Monitor
1928      ,Sands China Ltd.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MO     ,SEHK    ,0.33999999999999997     ,3.9076923076923076   ,                      ,1              ,0.1                 ,0.40476190476190477  ,0               ,66.0              ,Monitor
A402340   ,SK Square Co. Ltd.                                              ,Industrials           ,Industrial Conglomerates                             ,KR     ,KOSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ENRIN     ,Siemens Energy India Limited                                    ,Industrials           ,Electrical Equipment                                 ,IN     ,NSEI    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ELK       ,Elkem ASA                                                       ,Materials             ,Chemicals                                            ,NO     ,OB      ,0.95                    ,-7.688025210084033   ,-6.611111111111111    ,1              ,0.1                 ,0.13194444444444445  ,0               ,5.000000000000004 ,At Risk
RS1       ,RS Group plc                                                    ,Industrials           ,Trading Companies and Distributors                   ,GB     ,LSE     ,0.33999999999999997     ,2.3451233342784237   ,                      ,1              ,0.1                 ,1.19140625           ,0               ,66.0              ,Monitor
CAP       ,Capgemini SE                                                    ,Information Technology,IT Services                                          ,FR     ,ENXTPA  ,0.08                    ,3.68512044653349     ,                      ,6              ,0.6                 ,1.9578313253012047   ,1               ,92.0              ,Safe
UNVR      ,PT Unilever Indonesia Tbk                                       ,Consumer Staples      ,Household Products                                   ,ID     ,IDX     ,0.42000000000000004     ,1.0534354943031992   ,0.4397741942542065    ,2              ,0.2                 ,0.8181818181818182   ,0               ,57.99999999999999 ,Borderline
BTA       ,BT Group plc                                                    ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,0.49                    ,2.106519571760014    ,                      ,1              ,0.1                 ,0.9030732860520094   ,0               ,51.0              ,Borderline
9006      ,Keikyu Corporation                                              ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.7999999999999999      ,-1.979760429574556   ,                      ,4              ,0.4                 ,1.935483870967742    ,0               ,20.000000000000007,At Risk
MINT      ,Minor International Public Company Limited                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,TH     ,SET     ,0.42                    ,5.72496991576414     ,0.5820550535826854    ,1              ,0.1                 ,1.71                 ,0               ,58.00000000000001 ,Borderline
NAS       ,Norwegian Air Shuttle ASA                                       ,Industrials           ,Passenger Airlines                                   ,NO     ,OB      ,0.33999999999999997     ,2.973733977726413    ,0.4262045495253448    ,0              ,0.0                 ,                     ,0               ,66.0              ,Monitor
KALMAR    ,Kalmar Oyj                                                      ,Industrials           ,Machinery                                            ,FI     ,HLSE    ,0.37                    ,1.3780942241149854   ,0.3858874281018899    ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
BSR       ,Binh Son Refining and Petrochemical Joint Stock Company         ,Energy                ,Oil Gas and Consumable Fuels                         ,VN     ,HOSE    ,0.82                    ,-0.7118787878787879  ,                      ,0              ,0.0                 ,                     ,0               ,18.000000000000004,At Risk
A006260   ,LS Corp.                                                        ,Industrials           ,Electrical Equipment                                 ,KR     ,KOSE    ,0.42000000000000004     ,                     ,0.0                   ,2              ,0.2                 ,0.4902597402597403   ,0               ,57.99999999999999 ,Borderline
SCOM      ,Safaricom PLC                                                   ,Communication Services,Wireless Telecommunication Services                  ,KE     ,NASE    ,0.82                    ,0.9290663503275727   ,                      ,1              ,0.1                 ,0.5341426403641881   ,0               ,18.000000000000004,At Risk
PHX       ,Phoenix Group Plc                                               ,Information Technology,Software                                             ,AE     ,ADX     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
A214150   ,CLASSYS Inc.                                                    ,Health Care           ,Health Care Equipment and Supplies                   ,KR     ,KOSDAQ  ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,1.2352941176470589   ,0               ,63.0              ,Borderline
NAUKRI    ,Info Edge (India) Limited                                       ,Communication Services,Interactive Media and Services                       ,IN     ,NSEI    ,0.42                    ,2.31395881006865     ,                      ,1              ,0.1                 ,1.6363636363636365   ,0               ,58.00000000000001 ,Borderline
534309    ,NBCC (India) Limited                                            ,Industrials           ,Construction and Engineering                         ,IN     ,BSE     ,0.82                    ,-1.2181331549013048  ,                      ,1              ,0.1                 ,1.096774193548387    ,0               ,18.000000000000004,At Risk
4612      ,Nippon Paint Holdings Co. Ltd.                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.24000000000000002     ,3.5529277506689754   ,                      ,2              ,0.2                 ,1.2704918032786885   ,0               ,76.0              ,Monitor
TALABAT   ,Talabat Holding plc                                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,AE     ,DFM     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
QQ        ,QinetiQ Group plc                                               ,Industrials           ,Aerospace and Defense                                ,GB     ,LSE     ,0.49                    ,2.5256783688486895   ,                      ,0              ,0.0                 ,0.8409090909090909   ,0               ,51.0              ,Borderline
2501      ,Sapporo Holdings Limited                                        ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.24000000000000002     ,6.348032069970846    ,                      ,4              ,0.4                 ,0.5089285714285714   ,0               ,76.0              ,Monitor
7747      ,Asahi Intecc Co. Ltd.                                           ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.15                    ,                     ,                      ,6              ,0.6                 ,                     ,0               ,85.0              ,Safe
SOON      ,Sonova Holding AG                                               ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.32                    ,2.8200163869753894   ,                      ,2              ,0.2                 ,1.5467625899280577   ,0               ,68.0              ,Monitor
9735      ,SECOM CO. LTD.                                                  ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.33999999999999997     ,2.8548522590306438   ,                      ,1              ,0.1                 ,0.8629441624365483   ,0               ,66.0              ,Monitor
IRB       ,IRB Infrastructure Developers Limited                           ,Industrials           ,Construction and Engineering                         ,IN     ,NSEI    ,0.33999999999999997     ,13.341689373297003   ,0.18621879439821393   ,1              ,0.1                 ,0.7682926829268293   ,0               ,66.0              ,Monitor
6361      ,Ebara Corporation                                               ,Industrials           ,Machinery                                            ,JP     ,TSE     ,0.95                    ,-0.8774073086156309  ,                      ,1              ,0.1                 ,0.5221238938053098   ,0               ,5.000000000000004 ,At Risk
4578      ,Otsuka Holdings Co. Ltd.                                        ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,0.39                    ,4.217833333333333    ,                      ,4              ,0.4                 ,0.6683673469387755   ,0               ,61.0              ,Borderline
6871      ,Micronics Japan Co. Ltd.                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,0.42000000000000004     ,                     ,                      ,3              ,0.3                 ,                     ,0               ,57.99999999999999 ,Borderline
A310210   ,Voronoi Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
2503      ,Kirin Holdings Company Limited                                  ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.72                    ,0.7974721788609699   ,                      ,2              ,0.2                 ,0.8810975609756098   ,0               ,28.000000000000004,At Risk
7911      ,TOPPAN Holdings Inc.                                            ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.82                    ,-7.22753108348135    ,                      ,1              ,0.1                 ,0.7309941520467836   ,0               ,18.000000000000004,At Risk
7733      ,Olympus Corporation                                             ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.08                    ,2.632555395306149    ,                      ,6              ,0.6                 ,1.6056338028169015   ,1               ,92.0              ,Safe
5706      ,Mitsui Kinzoku Company Limited                                  ,Materials             ,Metals and Mining                                    ,JP     ,TSE     ,0.39                    ,3.9772988505747127   ,                      ,3              ,0.3                 ,0.24305555555555555  ,0               ,61.0              ,Borderline
7912      ,Dai Nippon Printing Co. Ltd.                                    ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.37                    ,1.7405133452715955   ,                      ,1              ,0.1                 ,0.6951871657754011   ,0               ,63.0              ,Borderline
COH       ,Cochlear Limited                                                ,Health Care           ,Health Care Equipment and Supplies                   ,AU     ,ASX     ,0.7499999999999999      ,0.7152370804475227   ,                      ,1              ,0.1                 ,1.735042735042735    ,0               ,25.00000000000001 ,At Risk
A003230   ,Samyang Foods Co. Ltd.                                          ,Consumer Staples      ,Food Products                                        ,KR     ,KOSE    ,0.42000000000000004     ,                     ,0.0                   ,4              ,0.4                 ,0.4473684210526316   ,0               ,57.99999999999999 ,Borderline
4088      ,Air Water Inc.                                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.6699999999999999      ,0.9449310554158356   ,                      ,1              ,0.1                 ,1.022950819672131    ,0               ,33.00000000000001 ,At Risk
AKER      ,Aker ASA                                                        ,Industrials           ,Industrial Conglomerates                             ,NO     ,OB      ,0.52                    ,1.8801584175747232   ,                      ,1              ,0.1                 ,1.432900432900433    ,0               ,48.0              ,Borderline
5105      ,Toyo Tire Corporation                                           ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
AC        ,Air Canada                                                      ,Industrials           ,Passenger Airlines                                   ,CA     ,TSX     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
HUH1V     ,Huhtamäki Oyj                                                   ,Materials             ,Containers and Packaging                             ,FI     ,HLSE    ,0.27                    ,1.6622380807774066   ,0.43140208954246223   ,3              ,0.3                 ,1.1928571428571428   ,0               ,73.0              ,Monitor
USFD      ,US Foods Holding Corp.                                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SAF       ,Safran SA                                                       ,Industrials           ,Aerospace and Defense                                ,FR     ,ENXTPA  ,0.03                    ,3.353627458509918    ,                      ,5              ,0.5                 ,1.2941176470588236   ,1               ,97.0              ,Safe
TXNM      ,TXNM Energy Inc.                                                ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.7200000000000001      ,-4.186232970471286   ,0.72145410082769      ,15             ,1.0                 ,0.8178694158075601   ,0               ,27.999999999999993,At Risk
ATMU      ,Atmus Filtration Technologies Inc.                              ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.33999999999999997     ,7.595238095238095    ,0.07630813953488372   ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
UI        ,Ubiquiti Inc.                                                   ,Information Technology,Communications Equipment                             ,US     ,NYSE    ,0.39                    ,4.129523584627192    ,                      ,2              ,0.2                 ,0.4105263157894737   ,0               ,61.0              ,Borderline
MG        ,Magna International Inc.                                        ,Consumer Discretionary,Automobile Components                                ,CA     ,TSX     ,0.49                    ,3.756457564575646    ,0.3654753877275792    ,1              ,0.1                 ,0.8333333333333334   ,0               ,51.0              ,Borderline
TOI       ,Topicus.com Inc.                                                ,Information Technology,Software                                             ,NL     ,TSXV    ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
AL        ,Air Lease Corporation                                           ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,0.7200000000000001      ,-3.1952783148468504  ,0.17475192943770673   ,12             ,1.0                 ,0.8073770491803278   ,0               ,27.999999999999993,At Risk
CCO       ,Cameco Corporation                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.49                    ,13.964635364635365   ,0.12282510000245404   ,1              ,0.1                 ,0.4166666666666667   ,0               ,51.0              ,Borderline
SXT       ,Sensient Technologies Corporation                               ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.95                    ,0.3412880966072455   ,0.8583415597235933    ,1              ,0.1                 ,0.8502415458937198   ,0               ,5.000000000000004 ,At Risk
AAP       ,Advance Auto Parts Inc.                                         ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.82                    ,-6.702923976608187   ,4.281115879828326     ,1              ,0.1                 ,0.5671140939597316   ,0               ,18.000000000000004,At Risk
BME       ,B&M European Value Retail S.A.                                  ,Consumer Discretionary,Broadline Retail                                     ,LU     ,LSE     ,0.42                    ,3.6303992065459956   ,                      ,1              ,0.1                 ,2.068702290076336    ,0               ,58.00000000000001 ,Borderline
ZTS       ,Zoetis Inc.                                                     ,Health Care           ,Pharmaceuticals                                      ,US     ,NYSE    ,0.12                    ,                     ,0.0                   ,12             ,1.0                 ,                     ,0               ,88.0              ,Safe
AFG       ,AF Gruppen ASA                                                  ,Industrials           ,Construction and Engineering                         ,NO     ,OB      ,0.24000000000000002     ,5.008773533174923    ,0.5235406698564593    ,2              ,0.2                 ,0.4952015355086372   ,0               ,76.0              ,Monitor
H         ,Hydro One Limited                                               ,Utilities             ,Electric Utilities                                   ,CA     ,TSX     ,0.95                    ,-0.7860818734422349  ,0.594178501795246     ,1              ,0.1                 ,0.7567567567567568   ,0               ,5.000000000000004 ,At Risk
MRNA      ,Moderna Inc.                                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
TRP       ,TC Energy Corporation                                           ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.82                    ,0.5390983051890129   ,0.9702386725657114    ,1              ,0.1                 ,0.7714808043875686   ,0               ,18.000000000000004,At Risk
ENB       ,Enbridge Inc.                                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.82                    ,0.5311506517840231   ,1.2949028723961382    ,1              ,0.1                 ,0.7762962962962963   ,0               ,18.000000000000004,At Risk
AEE       ,Ameren Corporation                                              ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.7200000000000001      ,-1.0690104166666667  ,0.5605839416058395    ,13             ,1.0                 ,0.8992805755395683   ,0               ,27.999999999999993,At Risk
539006    ,PTC Industries Limited                                          ,Materials             ,Metals and Mining                                    ,IN     ,BSE     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
AZJ       ,Aurizon Holdings Limited                                        ,Industrials           ,Ground Transportation                                ,AU     ,ASX     ,0.33999999999999997     ,2.6162070906021384   ,                      ,1              ,0.1                 ,0.7466666666666667   ,0               ,66.0              ,Monitor
2050      ,Savola Group Company                                            ,Consumer Staples      ,Food Products                                        ,SA     ,SASE    ,0.33999999999999997     ,37.766666666666666   ,0.006927873142945116  ,1              ,0.1                 ,0.05                 ,0               ,66.0              ,Monitor
JBH       ,JB Hi-Fi Limited                                                ,Consumer Discretionary,Specialty Retail                                     ,AU     ,ASX     ,0.37                    ,1.6307583274273565   ,                      ,1              ,0.1                 ,0.8102466793168881   ,0               ,63.0              ,Borderline
TWE       ,Treasury Wine Estates Limited                                   ,Consumer Staples      ,Beverages                                            ,AU     ,ASX     ,0.45                    ,1.253036340070088    ,                      ,1              ,0.1                 ,2.278688524590164    ,0               ,55.00000000000001 ,Borderline
S59       ,SIA Engineering Company Limited                                 ,Industrials           ,Transportation Infrastructure                        ,SG     ,SGX     ,0.37                    ,1.7230966090850928   ,                      ,1              ,0.1                 ,1.0897435897435896   ,0               ,63.0              ,Borderline
4631      ,DIC Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.27                    ,                     ,                      ,3              ,0.3                 ,                     ,0               ,73.0              ,Monitor
5108      ,Bridgestone Corporation                                         ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,0.15                    ,2.554065081102597    ,                      ,6              ,0.6                 ,1.073015873015873    ,1               ,85.0              ,Safe
DELTA     ,Delta Electronics (Thailand) Public Company Limited             ,Information Technology,Electronic Equipment Instruments and Components      ,TH     ,SET     ,0.5700000000000001      ,1.194833823196925    ,0.30489780443249576   ,4              ,0.4                 ,0.43478260869565216  ,0               ,42.99999999999999 ,Borderline
151       ,Want Want China Holdings Limited                                ,Consumer Staples      ,Food Products                                        ,HK     ,SEHK    ,0.37                    ,1.740421814551354    ,                      ,1              ,0.1                 ,0.8025               ,0               ,63.0              ,Borderline
ANN       ,Ansell Limited                                                  ,Health Care           ,Health Care Equipment and Supplies                   ,AU     ,ASX     ,0.39                    ,2.6687598116169546   ,                      ,2              ,0.2                 ,0.7709923664122137   ,0               ,61.0              ,Borderline
KPJ       ,KPJ Healthcare Berhad                                           ,Health Care           ,Health Care Providers and Services                   ,MY     ,KLSE    ,0.49                    ,2.7928033866415802   ,0.4900875979714154    ,1              ,0.1                 ,0.951048951048951    ,0               ,51.0              ,Borderline
NLMK      ,Public Joint Stock Company Novolipetsk Steel                    ,Materials             ,Metals and Mining                                    ,RU     ,MISX    ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
