ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,dividend_cut_probability,fcf_dividend_coverage,payout_ratio          ,dividend_streak,dividend_consistency,yield_vs_5y_avg      ,sustainable_flag,safety_score      ,risk_category
DOKA      ,dormakaba Holding AG                                            ,Industrials           ,Building Products                                    ,CH     ,SWX     ,0.39                    ,5.764566556134533    ,                      ,2              ,0.2                 ,0.6188118811881188   ,0               ,61.0              ,Borderline
1101      ,TCC Group Holdings Co. Ltd.                                     ,Materials             ,Construction Materials                               ,TW     ,TWSE    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,1.1666666666666667   ,0               ,63.0              ,Borderline
C6L       ,Singapore Airlines Limited                                      ,Industrials           ,Passenger Airlines                                   ,SG     ,SGX     ,0.49                    ,2.1432326448621097   ,                      ,1              ,0.1                 ,1.2413793103448276   ,0               ,51.0              ,Borderline
HMPRO     ,Home Product Center Public Company Limited                      ,Consumer Discretionary,Specialty Retail                                     ,TH     ,SET     ,0.45                    ,1.2398403483309144   ,0.8739495798319328    ,1              ,0.1                 ,1.6242774566473988   ,0               ,55.00000000000001 ,Borderline
7020      ,Etihad Etisalat Company                                         ,Communication Services,Wireless Telecommunication Services                  ,SA     ,SASE    ,0.45                    ,1.521205078038806    ,0.7299601619294083    ,1              ,0.1                 ,1.844106463878327    ,0               ,55.00000000000001 ,Borderline
FME       ,Fresenius Medical Care AG                                       ,Health Care           ,Health Care Providers and Services                   ,DE     ,XTRA    ,0.24000000000000002     ,4.2080317722718386   ,0.383410758040704     ,3              ,0.3                 ,1.2138157894736843   ,0               ,76.0              ,Monitor
SOLB      ,Solvay SA                                                       ,Materials             ,Chemicals                                            ,BE     ,ENXTBR  ,0.52                    ,1.2170424906731816   ,0.9084610539575898    ,0              ,0.0                 ,1.136482939632546    ,0               ,48.0              ,Borderline
GRE       ,Grenergy Renovables S.A.                                        ,Utilities             ,Independent Power and Renewable Electricity Producers,ES     ,BME     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
A036460   ,Korea Gas Corporation                                           ,Utilities             ,Gas Utilities                                        ,KR     ,KOSE    ,0.33999999999999997     ,85.07849462365591    ,0.029930965675940974  ,1              ,0.1                 ,1.2714285714285714   ,0               ,66.0              ,Monitor
ISA       ,Interconexión Eléctrica S.A. E.S.P.                             ,Utilities             ,Electric Utilities                                   ,CO     ,BVC     ,0.82                    ,0.8589027101736675   ,2.9929856115107913    ,1              ,0.1                 ,0.5609397944199707   ,0               ,18.000000000000004,At Risk
VRLA      ,Verallia Société Anonyme                                        ,Materials             ,Containers and Packaging                             ,FR     ,ENXTPA  ,0.45                    ,1.6130311378245263   ,                      ,1              ,0.1                 ,1.5484536082474227   ,0               ,55.00000000000001 ,Borderline
FRVIA     ,Forvia SE                                                       ,Consumer Discretionary,Automobile Components                                ,FR     ,ENXTPA  ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
MRDIY     ,Mr D.I.Y. Group (M) Berhad                                      ,Consumer Discretionary,Specialty Retail                                     ,MY     ,KLSE    ,0.45                    ,1.4254191033138401   ,0.876084431996721     ,1              ,0.1                 ,1.79874213836478     ,0               ,55.00000000000001 ,Borderline
FALABELLA ,Falabella S.A.                                                  ,Consumer Discretionary,Broadline Retail                                     ,CL     ,SNSE    ,0.24000000000000002     ,4.696637848222863    ,0.26696962547315944   ,2              ,0.2                 ,0.7637362637362637   ,0               ,76.0              ,Monitor
505790    ,Schaeffler India Limited                                        ,Consumer Discretionary,Automobile Components                                ,IN     ,BSE     ,0.12                    ,                     ,0.0                   ,13             ,1.0                 ,                     ,0               ,88.0              ,Safe
LSG       ,Lerøy Seafood Group ASA                                         ,Consumer Staples      ,Food Products                                        ,NO     ,OB      ,0.67                    ,1.0133879248716449   ,0.6522402611165274    ,1              ,0.1                 ,1.1300448430493275   ,0               ,32.99999999999999 ,At Risk
CPF       ,Charoen Pokphand Foods Public Company Limited                   ,Consumer Staples      ,Food Products                                        ,TH     ,SET     ,0.32                    ,3.177109240482112    ,0.6452820871569072    ,3              ,0.3                 ,3.2                  ,0               ,68.0              ,Monitor
DGE       ,Diageo plc                                                      ,Consumer Staples      ,Beverages                                            ,GB     ,LSE     ,0.6                     ,1.1684073107049608   ,1.5548037889039241    ,1              ,0.1                 ,1.52014652014652     ,0               ,40.0              ,Borderline
VID       ,Vidrala S.A.                                                    ,Materials             ,Containers and Packaging                             ,ES     ,BME     ,0.7499999999999999      ,0.9860327178800344   ,0.9687673772011122    ,1              ,0.1                 ,2.530701754385965    ,0               ,25.00000000000001 ,At Risk
VCYT      ,Veracyte Inc.                                                   ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
EBRO      ,Ebro Foods S.A.                                                 ,Consumer Staples      ,Food Products                                        ,ES     ,BME     ,0.42000000000000004     ,                     ,0.0                   ,2              ,0.2                 ,                     ,0               ,57.99999999999999 ,Borderline
BVI       ,Bureau Veritas SA                                               ,Industrials           ,Professional Services                                ,FR     ,ENXTPA  ,0.08                    ,2.014641288433382    ,                      ,5              ,0.5                 ,1.5330396475770924   ,1               ,92.0              ,Safe
RDOR3     ,Rede D'Or São Luiz S.A.                                         ,Health Care           ,Health Care Providers and Services                   ,BR     ,BOVESPA ,0.82                    ,-0.13488722749261794 ,0.3658617875900748    ,1              ,0.1                 ,1.0056818181818181   ,0               ,18.000000000000004,At Risk
NVDA      ,NVIDIA Corporation                                              ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,0.39                    ,79.14431934493346    ,0.009818108732790674  ,3              ,0.3                 ,0.4                  ,0               ,61.0              ,Borderline
MGNS      ,Morgan Sindall Group plc                                        ,Industrials           ,Construction and Engineering                         ,GB     ,LSE     ,0.49                    ,2.0953389830508473   ,                      ,1              ,0.1                 ,0.6586666666666666   ,0               ,51.0              ,Borderline
FGR       ,Eiffage SA                                                      ,Industrials           ,Construction and Engineering                         ,FR     ,ENXTPA  ,0.03                    ,6.761077405661263    ,                      ,6              ,0.6                 ,0.945054945054945    ,1               ,97.0              ,Safe
MTNN      ,MTN Nigeria Communications PLC                                  ,Communication Services,Wireless Telecommunication Services                  ,NG     ,NGSE    ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
SK        ,SEB SA                                                          ,Consumer Discretionary,Household Durables                                   ,FR     ,ENXTPA  ,0.6499999999999999      ,0.978103697583144    ,                      ,3              ,0.3                 ,2.402684563758389    ,0               ,35.00000000000001 ,At Risk
WKL       ,Wolters Kluwer N.V.                                             ,Industrials           ,Professional Services                                ,NL     ,ENXTAM  ,0.42                    ,2.560870927318296    ,                      ,1              ,0.1                 ,2.339622641509434    ,0               ,58.00000000000001 ,Borderline
EOAN      ,E.ON SE                                                         ,Utilities             ,Multi-Utilities                                      ,DE     ,XTRA    ,0.87                    ,-0.6332645730341074  ,0.6253271159677073    ,4              ,0.4                 ,0.6496674057649667   ,0               ,13.0              ,At Risk
FRE       ,Fresenius SE & Co. KGaA                                         ,Health Care           ,Health Care Providers and Services                   ,DE     ,XTRA    ,0.42000000000000004     ,1.7675371415050871   ,0.356996465645631     ,2              ,0.2                 ,0.9714285714285714   ,0               ,57.99999999999999 ,Borderline
BID       ,Bid Corporation Limited                                         ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,ZA     ,JSE     ,0.37                    ,1.5235709938673283   ,                      ,1              ,0.1                 ,1.2617801047120418   ,0               ,63.0              ,Borderline
FER       ,Ferrovial SE                                                    ,Industrials           ,Construction and Engineering                         ,NL     ,BME     ,0.39                    ,7.11546499477534     ,0.6676258992805756    ,2              ,0.2                 ,0.5686274509803921   ,0               ,61.0              ,Borderline
SDZ       ,Sandoz Group AG                                                 ,Health Care           ,Pharmaceuticals                                      ,CH     ,SWX     ,0.37                    ,1.6126984126984127   ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
LDO       ,Leonardo S.p.a.                                                 ,Industrials           ,Aerospace and Defense                                ,IT     ,BIT     ,0.24000000000000002     ,2.341708945260347    ,0.7617362297616141    ,4              ,0.4                 ,0.8938053097345132   ,0               ,76.0              ,Monitor
BEM       ,Bangkok Expressway and Metro Public Company Limited             ,Industrials           ,Transportation Infrastructure                        ,TH     ,SET     ,0.7999999999999999      ,-3.087628121842067   ,0.5921018890503462    ,4              ,0.4                 ,1.6838709677419355   ,0               ,20.000000000000007,At Risk
ALC       ,Alcon Inc.                                                      ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.24000000000000002     ,9.319277108433734    ,0.11081441922563418   ,3              ,0.3                 ,                     ,0               ,76.0              ,Monitor
GRUPOARGOS,Grupo Argos S.A.                                                ,Materials             ,Construction Materials                               ,CO     ,BVC     ,0.57                    ,0.6712275075717086   ,                      ,21             ,1.0                 ,1.1384615384615384   ,0               ,43.00000000000001 ,Borderline
2689      ,Nine Dragons Paper (Holdings) Limited                           ,Materials             ,Paper and Forest Products                            ,CN     ,SEHK    ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
NKT       ,NKT A/S                                                         ,Industrials           ,Electrical Equipment                                 ,DK     ,CPSE    ,0.82                    ,-34.73741285824942   ,0.048660058045305495  ,1              ,0.1                 ,0.5588235294117647   ,0               ,18.000000000000004,At Risk
OPM       ,OPmobility SE                                                   ,Consumer Discretionary,Automobile Components                                ,FR     ,ENXTPA  ,0.24000000000000002     ,4.817235712981559    ,                      ,2              ,0.2                 ,1.0758426966292134   ,0               ,76.0              ,Monitor
1212      ,Astra Industrial Group Company                                  ,Industrials           ,Industrial Conglomerates                             ,SA     ,SASE    ,0.24000000000000002     ,3.23015625           ,0.5065695741649517    ,2              ,0.2                 ,1.1191709844559585   ,0               ,76.0              ,Monitor
BAYN      ,Bayer Aktiengesellschaft                                        ,Health Care           ,Pharmaceuticals                                      ,DE     ,XTRA    ,0.39                    ,37.142237222757956   ,0.020232501422648565  ,2              ,0.2                 ,0.06301369863013699  ,0               ,61.0              ,Borderline
GENM      ,Genting Malaysia Berhad                                         ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MY     ,KLSE    ,0.49                    ,2.468705917291558    ,                      ,1              ,0.1                 ,1.0130434782608695   ,0               ,51.0              ,Borderline
GENTING   ,Genting Berhad                                                  ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MY     ,KLSE    ,0.49                    ,3.184302036761053    ,97.71844660194175     ,1              ,0.1                 ,1.057057057057057    ,0               ,51.0              ,Borderline
1686      ,SUNeVision Holdings Ltd.                                        ,Information Technology,IT Services                                          ,HK     ,SEHK    ,0.42000000000000004     ,1.512425621281064    ,                      ,2              ,0.2                 ,0.4752186588921283   ,0               ,57.99999999999999 ,Borderline
CRCL      ,Circle Internet Group Inc.                                      ,Information Technology,Software                                             ,US     ,NYSE    ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CRM       ,Salesforce Inc.                                                 ,Information Technology,Software                                             ,US     ,NYSE    ,0.33999999999999997     ,8.166561114629513    ,0.14235485034258924   ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
PSTG      ,Pure Storage Inc.                                               ,Information Technology,Technology Hardware Storage and Peripherals          ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
TJX       ,The TJX Companies Inc.                                          ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.12                    ,2.464026770775237    ,0.35026372338347334   ,30             ,1.0                 ,0.8677685950413223   ,1               ,88.0              ,Safe
LOW       ,Lowe's Companies Inc.                                           ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.12                    ,2.69804822043628     ,0.3805714835005585    ,54             ,1.0                 ,0.9364161849710982   ,1               ,88.0              ,Safe
KNTK      ,Kinetik Holdings Inc.                                           ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.87                    ,0.34607487922705316  ,4.99597747385358      ,3              ,0.3                 ,                     ,0               ,13.0              ,At Risk
CHE       ,Chemed Corporation                                              ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0.03                    ,11.7445421961551     ,0.09467838963442851   ,18             ,1.0                 ,1.4838709677419355   ,1               ,97.0              ,Safe
TTD       ,The Trade Desk Inc.                                             ,Communication Services,Media                                                ,US     ,NasdaqGM,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SNPS      ,Synopsys Inc.                                                   ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SNOW      ,Snowflake Inc.                                                  ,Information Technology,IT Services                                          ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
MDLN      ,Medline Inc.                                                    ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,0.6699999999999999      ,0.566535654126895    ,                      ,0              ,0.0                 ,                     ,0               ,33.00000000000001 ,At Risk
L         ,Loblaw Companies Limited                                        ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,CA     ,TSX     ,0.52                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
TKO       ,TKO Group Holdings Inc.                                         ,Communication Services,Entertainment                                        ,US     ,NYSE    ,0.33999999999999997     ,5.105392156862745    ,0.5139365351629502    ,0              ,0.0                 ,                     ,0               ,66.0              ,Monitor
EBAY      ,eBay Inc.                                                       ,Consumer Discretionary,Broadline Retail                                     ,US     ,NasdaqGS,0.15                    ,2.893939393939394    ,0.20762878489972472   ,6              ,0.6                 ,0.8452380952380952   ,1               ,85.0              ,Safe
HLN       ,Haleon plc                                                      ,Health Care           ,Pharmaceuticals                                      ,GB     ,LSE     ,0.33999999999999997     ,3.728661736350101    ,0.735215741164437     ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
NPI       ,Northland Power Inc.                                            ,Utilities             ,Independent Power and Renewable Electricity Producers,CA     ,TSX     ,0.57                    ,5.576629286526898    ,0.778204047217538     ,1              ,0.1                 ,1.5181818181818183   ,0               ,43.00000000000001 ,Borderline
A         ,Agilent Technologies Inc.                                       ,Health Care           ,Life Sciences Tools and Services                     ,US     ,NYSE    ,0.03                    ,4.085106382978723    ,0.1771356783919598    ,11             ,1.0                 ,1.196969696969697    ,1               ,97.0              ,Safe
FTAI      ,FTAI Aviation Ltd.                                              ,Industrials           ,Trading Companies and Distributors                   ,US     ,NasdaqGS,0.87                    ,-9.607946697001706   ,0.25289222233638137   ,2              ,0.2                 ,0.12224938875305623  ,0               ,13.0              ,At Risk
ACAD      ,ACADIA Pharmaceuticals Inc.                                     ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ZM        ,Zoom Communications Inc.                                        ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ODL       ,Odfjell Drilling Ltd.                                           ,Energy                ,Energy Equipment and Services                        ,GB     ,OB      ,0.35000000000000003     ,1.6767275615567911   ,0.8810356892932121    ,2              ,0.2                 ,2.1623931623931623   ,0               ,64.99999999999999 ,Borderline
WSP       ,WSP Global Inc.                                                 ,Industrials           ,Construction and Engineering                         ,CA     ,TSX     ,0.49                    ,9.777169607490098    ,0.15969866007245961   ,1              ,0.1                 ,1.2115384615384615   ,0               ,51.0              ,Borderline
UTHR      ,United Therapeutics Corporation                                 ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
IONQ      ,IonQ Inc.                                                       ,Information Technology,Technology Hardware Storage and Peripherals          ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
PNW       ,Pinnacle West Capital Corporation                               ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.7200000000000001      ,-1.8451893921162823  ,0.6992091536261148    ,15             ,1.0                 ,0.828978622327791    ,0               ,27.999999999999993,At Risk
PR        ,Permian Resources Corporation                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.27                    ,1.644178632100719    ,0.35805884460591114   ,2              ,0.2                 ,                     ,0               ,73.0              ,Monitor
UHS       ,Universal Health Services Inc.                                  ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0.49                    ,18.638306063522617   ,0.038209205513305186  ,1              ,0.1                 ,0.7142857142857143   ,0               ,51.0              ,Borderline
STRL      ,Sterling Infrastructure Inc.                                    ,Industrials           ,Construction and Engineering                         ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SMMT      ,Summit Therapeutics Inc.                                        ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
PSKY      ,Paramount Skydance Corporation                                  ,Communication Services,Media                                                ,US     ,NasdaqGS,0.37                    ,1.801169590643275    ,0.41204819277108434   ,1              ,0.1                 ,0.41597796143250687  ,0               ,63.0              ,Borderline
NTNX      ,Nutanix Inc.                                                    ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
WTRG      ,Essential Utilities Inc.                                        ,Utilities             ,Water Utilities                                      ,US     ,NYSE    ,0.5700000000000001      ,-1.169037542662116   ,0.5964692278878883    ,25             ,1.0                 ,1.1897810218978102   ,0               ,42.99999999999999 ,Borderline
OC        ,Owens Corning                                                   ,Industrials           ,Building Products                                    ,US     ,NYSE    ,0.03                    ,4.859649122807017    ,0.1896838602329451    ,11             ,1.0                 ,1.4375               ,1               ,97.0              ,Safe
SARO      ,StandardAero Inc.                                               ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
STN       ,Stantec Inc.                                                    ,Industrials           ,Construction and Engineering                         ,CA     ,TSX     ,0.33999999999999997     ,8.11418151213354     ,0.16875769340024618   ,1              ,0.1                 ,0.8470588235294118   ,0               ,66.0              ,Monitor
JOBY      ,Joby Aviation Inc.                                              ,Industrials           ,Passenger Airlines                                   ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
JBTM      ,JBT Marel Corporation                                           ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.49                    ,14.244791666666666   ,0.06748681898066784   ,1              ,0.1                 ,0.696969696969697    ,0               ,51.0              ,Borderline
FSS       ,Federal Signal Corporation                                      ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.39                    ,6.677811550151976    ,0.13572607260726072   ,4              ,0.4                 ,0.6818181818181818   ,0               ,61.0              ,Borderline
ORA       ,Ormat Technologies Inc.                                         ,Utilities             ,Independent Power and Renewable Electricity Producers,US     ,NYSE    ,0.95                    ,-7.3478858714334825  ,0.20913012221423435   ,1              ,0.1                 ,0.6666666666666666   ,0               ,5.000000000000004 ,At Risk
SWX       ,Southwest Gas Holdings Inc.                                     ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,0.95                    ,-1.1023886957496916  ,0.6800381315538608    ,1              ,0.1                 ,0.8463855421686747   ,0               ,5.000000000000004 ,At Risk
URBN      ,Urban Outfitters Inc.                                           ,Consumer Discretionary,Specialty Retail                                     ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CHDN      ,Churchill Downs Incorporated                                    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,0.05                    ,14.67100977198697    ,0.06820706509664519   ,16             ,1.0                 ,1.53125              ,1               ,95.0              ,Safe
HUT       ,Hut 8 Corp.                                                     ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CHRD      ,Chord Energy Corporation                                        ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NasdaqGS,0.39                    ,2.549493444576877    ,0.4839849439725415    ,2              ,0.2                 ,                     ,0               ,61.0              ,Borderline
AROC      ,Archrock Inc.                                                   ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,0.87                    ,0.14259341308521636  ,0.4878593558613733    ,4              ,0.4                 ,0.48559670781893005  ,0               ,13.0              ,At Risk
ALKS      ,Alkermes plc                                                    ,Health Care           ,Biotechnology                                        ,IE     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SM        ,SM Energy Company                                               ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.6                     ,-17.04778529347589   ,0.122566324347454     ,5              ,0.5                 ,1.475                ,0               ,40.0              ,Borderline
APG       ,APi Group Corporation                                           ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
GHC       ,Graham Holdings Company                                         ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NYSE    ,0.12                    ,11.683155512447462   ,0.11254639400334765   ,11             ,1.0                 ,0.7127659574468085   ,1               ,88.0              ,Safe
WHD       ,Cactus Inc.                                                     ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,0.03                    ,5.682401091405184    ,0.16465989756492047   ,5              ,0.5                 ,0.9894736842105263   ,1               ,97.0              ,Safe
EE        ,Excelerate Energy Inc.                                          ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.24000000000000002     ,29.49171270718232    ,0.0352071581404396    ,3              ,0.3                 ,                     ,0               ,76.0              ,Monitor
GLNG      ,Golar LNG Limited                                               ,Energy                ,Oil Gas and Consumable Fuels                         ,BM     ,NasdaqGS,0.95                    ,-4.198404306450063   ,0.8289243027888447    ,1              ,0.1                 ,1.1196172248803828   ,0               ,5.000000000000004 ,At Risk
KGS       ,Kodiak Gas Services Inc.                                        ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,0.52                    ,1.2258254331480876   ,1.245825527408976     ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
MYRG      ,MYR Group Inc.                                                  ,Industrials           ,Construction and Engineering                         ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
DORM      ,Dorman Products Inc.                                            ,Consumer Discretionary,Automobile Components                                ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
TPH       ,Tri Pointe Homes Inc.                                           ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
YOU       ,Clear Secure Inc.                                               ,Information Technology,Software                                             ,US     ,NYSE    ,0.24000000000000002     ,6.894761904761904    ,0.18232332002083695   ,2              ,0.2                 ,                     ,0               ,76.0              ,Monitor
HAYW      ,Hayward Holdings Inc.                                           ,Industrials           ,Building Products                                    ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
LIVN      ,LivaNova PLC                                                    ,Health Care           ,Health Care Equipment and Supplies                   ,GB     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
HNI       ,HNI Corporation                                                 ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,0.12                    ,3.0237341772151898   ,0.37799043062200954   ,16             ,1.0                 ,0.5443425076452599   ,1               ,88.0              ,Safe
GRBK      ,Green Brick Partners Inc.                                       ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,0.6666666666666666   ,0               ,63.0              ,Borderline
AVA       ,Avista Corporation                                              ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.7200000000000001      ,-0.1464968152866242  ,0.829985197716219     ,24             ,1.0                 ,0.9955555555555555   ,0               ,27.999999999999993,At Risk
CRGY      ,Crescent Energy Company                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.82                    ,-3.1641518500720807  ,0.21938517331534116   ,1              ,0.1                 ,                     ,0               ,18.000000000000004,At Risk
TVE       ,Tamarack Valley Energy Ltd.                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.49                    ,4.140328923846979    ,                      ,0              ,0.0                 ,                     ,0               ,51.0              ,Borderline
ARQT      ,Arcutis Biotherapeutics Inc.                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CTRI      ,Centuri Holdings Inc.                                           ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CPRX      ,Catalyst Pharmaceuticals Inc.                                   ,Health Care           ,Biotechnology                                        ,US     ,NasdaqCM,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
MGRC      ,McGrath RentCorp                                                ,Industrials           ,Trading Companies and Distributors                   ,US     ,NasdaqGS,0.03                    ,2.8454430911381774   ,0.32385745375408054   ,35             ,1.0                 ,0.8677248677248677   ,1               ,97.0              ,Safe
SHOO      ,Steven Madden Ltd.                                              ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,US     ,NasdaqGS,0.33999999999999997     ,2.190961380443714    ,0.483051520203223     ,1              ,0.1                 ,1.07                 ,0               ,66.0              ,Monitor
BATRK     ,Atlanta Braves Holdings Inc.                                    ,Communication Services,Entertainment                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
DRVN      ,Driven Brands Holdings Inc.                                     ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
BKV       ,BKV Corporation                                                 ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SBLK      ,Star Bulk Carriers Corp.                                        ,Industrials           ,Marine Transportation                                ,GR     ,NasdaqGS,0.49                    ,2.5683290155440415   ,1.1808795411089865    ,1              ,0.1                 ,0.28264462809917357  ,0               ,51.0              ,Borderline
SDRL      ,Seadrill Limited                                                ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
NGVT      ,Ingevity Corporation                                            ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
APLS      ,Apellis Pharmaceuticals Inc.                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
