ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,current_streak,streak_type,continuation_probability,mean_reversion_probability,expected_next_outcome,prediction_confidence,dynamic_total_reports,historical_beat_rate,revision_momentum_score,next_earnings_status
CEM       ,Cementir Holding N.V.                                           ,Materials             ,Construction Materials                               ,NL     ,BIT     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,3                    ,0.0                 ,                       ,Confirmed
VAIAS     ,Vaisala Oyj                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,FI     ,HLSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
2579      ,Coca-Cola Bottlers Japan Holdings Inc.                          ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
HEIJM     ,Koninklijke Heijmans N.V.                                       ,Industrials           ,Construction and Engineering                         ,NL     ,ENXTAM  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
500420    ,Torrent Pharmaceuticals Limited                                 ,Health Care           ,Pharmaceuticals                                      ,IN     ,BSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
6269      ,MODEC Inc.                                                      ,Energy                ,Energy Equipment and Services                        ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
NHY       ,Norsk Hydro ASA                                                 ,Materials             ,Metals and Mining                                    ,NO     ,OB      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
9843      ,Nitori Holdings Co. Ltd.                                        ,Consumer Discretionary,Specialty Retail                                     ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
IPCALAB   ,Ipca Laboratories Limited                                       ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
9041      ,Kintetsu Group Holdings Co.Ltd.                                 ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
TFG       ,The Foschini Group Limited                                      ,Consumer Discretionary,Specialty Retail                                     ,ZA     ,JSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
6460      ,Sega Sammy Holdings Inc.                                        ,Consumer Discretionary,Leisure Products                                     ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
INCO      ,PT Vale Indonesia Tbk                                           ,Materials             ,Metals and Mining                                    ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Estimated
EXCL      ,PT XLSMART Telecom Sejahtera Tbk                                ,Communication Services,Wireless Telecommunication Services                  ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Confirmed
ARCLK     ,Arçelik Anonim Sirketi                                          ,Consumer Discretionary,Household Durables                                   ,TR     ,IBSE    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,5                    ,0.0                 ,                       ,Estimated
1969      ,Takasago Thermal Engineering Co. Ltd.                           ,Industrials           ,Building Products                                    ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
JEN       ,Jenoptik AG                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,DE     ,XTRA    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
3088      ,MatsukiyoCocokara & Co.                                         ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
6592      ,Mabuchi Motor Co. Ltd.                                          ,Industrials           ,Electrical Equipment                                 ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
1911      ,Sumitomo Forestry Co. Ltd.                                      ,Consumer Discretionary,Household Durables                                   ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
7984      ,Kokuyo Co. Ltd.                                                 ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
4403      ,NOF Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
TAQA      ,Abu Dhabi National Energy Company PJSC                          ,Utilities             ,Multi-Utilities                                      ,AE     ,ADX     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,4                    ,0.0                 ,                       ,Estimated
COLR      ,Colruyt Group N.V.                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,BE     ,ENXTBR  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
4324      ,Dentsu Group Inc.                                               ,Communication Services,Media                                                ,JP     ,TSE     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
2181      ,Persol Holdings Co.Ltd.                                         ,Industrials           ,Professional Services                                ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
6465      ,Hoshizaki Corporation                                           ,Industrials           ,Machinery                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
9364      ,Kamigumi Co. Ltd.                                               ,Industrials           ,Transportation Infrastructure                        ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
TOM       ,Tomra Systems ASA                                               ,Industrials           ,Machinery                                            ,NO     ,OB      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ALKEM     ,Alkem Laboratories Limited                                      ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
9147      ,Nippon Express Holdings Inc.                                    ,Industrials           ,Air Freight and Logistics                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
GMRAIRPORT,GMR Airports Limited                                            ,Industrials           ,Transportation Infrastructure                        ,IN     ,NSEI    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Confirmed
ADPORTS   ,Abu Dhabi Ports Company PJSC                                    ,Industrials           ,Transportation Infrastructure                        ,AE     ,ADX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A298380   ,ABL Bio Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,5                    ,0.0                 ,                       ,Estimated
9007      ,Odakyu Electric Railway Co. Ltd.                                ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
NH        ,Narayana Hrudayalaya Limited                                    ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
1860      ,Toda Corporation                                                ,Industrials           ,Construction and Engineering                         ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A082740   ,Hanwha Engine Co. Ltd.                                          ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Estimated
FORTIS    ,Fortis Healthcare Limited                                       ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
7272      ,Yamaha Motor Co. Ltd.                                           ,Consumer Discretionary,Automobiles                                          ,JP     ,TSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
5020      ,ENEOS Holdings Inc.                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,JP     ,TSE     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,4                    ,0.0                 ,                       ,Confirmed
4681      ,Resorttrust Inc.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A079550   ,LIG Nex1 Co. Ltd.                                               ,Industrials           ,Aerospace and Defense                                ,KR     ,KOSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
4004      ,Resonac Holdings Corporation                                    ,Materials             ,Chemicals                                            ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
7936      ,ASICS Corporation                                               ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
TENNIND   ,Tenneco Clean Air India Limited                                 ,Consumer Discretionary,Automobile Components                                ,IN     ,NSEI    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,4                    ,0.0                 ,                       ,Confirmed
4543      ,Terumo Corporation                                              ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
1928      ,Sands China Ltd.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MO     ,SEHK    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A402340   ,SK Square Co. Ltd.                                              ,Industrials           ,Industrial Conglomerates                             ,KR     ,KOSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
ENRIN     ,Siemens Energy India Limited                                    ,Industrials           ,Electrical Equipment                                 ,IN     ,NSEI    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
ELK       ,Elkem ASA                                                       ,Materials             ,Chemicals                                            ,NO     ,OB      ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
RS1       ,RS Group plc                                                    ,Industrials           ,Trading Companies and Distributors                   ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
CAP       ,Capgemini SE                                                    ,Information Technology,IT Services                                          ,FR     ,ENXTPA  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
UNVR      ,PT Unilever Indonesia Tbk                                       ,Consumer Staples      ,Household Products                                   ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Estimated
BTA       ,BT Group plc                                                    ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
9006      ,Keikyu Corporation                                              ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
MINT      ,Minor International Public Company Limited                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,TH     ,SET     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Estimated
NAS       ,Norwegian Air Shuttle ASA                                       ,Industrials           ,Passenger Airlines                                   ,NO     ,OB      ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
KALMAR    ,Kalmar Oyj                                                      ,Industrials           ,Machinery                                            ,FI     ,HLSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
BSR       ,Binh Son Refining and Petrochemical Joint Stock Company         ,Energy                ,Oil Gas and Consumable Fuels                         ,VN     ,HOSE    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,5                    ,0.0                 ,                       ,Estimated
A006260   ,LS Corp.                                                        ,Industrials           ,Electrical Equipment                                 ,KR     ,KOSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Estimated
SCOM      ,Safaricom PLC                                                   ,Communication Services,Wireless Telecommunication Services                  ,KE     ,NASE    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Estimated
PHX       ,Phoenix Group Plc                                               ,Information Technology,Software                                             ,AE     ,ADX     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Estimated
A214150   ,CLASSYS Inc.                                                    ,Health Care           ,Health Care Equipment and Supplies                   ,KR     ,KOSDAQ  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
NAUKRI    ,Info Edge (India) Limited                                       ,Communication Services,Interactive Media and Services                       ,IN     ,NSEI    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
534309    ,NBCC (India) Limited                                            ,Industrials           ,Construction and Engineering                         ,IN     ,BSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
4612      ,Nippon Paint Holdings Co. Ltd.                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
TALABAT   ,Talabat Holding plc                                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,AE     ,DFM     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
QQ        ,QinetiQ Group plc                                               ,Industrials           ,Aerospace and Defense                                ,GB     ,LSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Estimated
2501      ,Sapporo Holdings Limited                                        ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
7747      ,Asahi Intecc Co. Ltd.                                           ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
SOON      ,Sonova Holding AG                                               ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
9735      ,SECOM CO. LTD.                                                  ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
IRB       ,IRB Infrastructure Developers Limited                           ,Industrials           ,Construction and Engineering                         ,IN     ,NSEI    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
6361      ,Ebara Corporation                                               ,Industrials           ,Machinery                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
4578      ,Otsuka Holdings Co. Ltd.                                        ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
6871      ,Micronics Japan Co. Ltd.                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A310210   ,Voronoi Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Estimated
2503      ,Kirin Holdings Company Limited                                  ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
7911      ,TOPPAN Holdings Inc.                                            ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
7733      ,Olympus Corporation                                             ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
5706      ,Mitsui Kinzoku Company Limited                                  ,Materials             ,Metals and Mining                                    ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
7912      ,Dai Nippon Printing Co. Ltd.                                    ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
COH       ,Cochlear Limited                                                ,Health Care           ,Health Care Equipment and Supplies                   ,AU     ,ASX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
A003230   ,Samyang Foods Co. Ltd.                                          ,Consumer Staples      ,Food Products                                        ,KR     ,KOSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
4088      ,Air Water Inc.                                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
AKER      ,Aker ASA                                                        ,Industrials           ,Industrial Conglomerates                             ,NO     ,OB      ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,3                    ,0.0                 ,                       ,Confirmed
5105      ,Toyo Tire Corporation                                           ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,3                    ,0.0                 ,                       ,Confirmed
AC        ,Air Canada                                                      ,Industrials           ,Passenger Airlines                                   ,CA     ,TSX     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Confirmed
HUH1V     ,Huhtamäki Oyj                                                   ,Materials             ,Containers and Packaging                             ,FI     ,HLSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
USFD      ,US Foods Holding Corp.                                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
SAF       ,Safran SA                                                       ,Industrials           ,Aerospace and Defense                                ,FR     ,ENXTPA  ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
TXNM      ,TXNM Energy Inc.                                                ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
ATMU      ,Atmus Filtration Technologies Inc.                              ,Industrials           ,Machinery                                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
UI        ,Ubiquiti Inc.                                                   ,Information Technology,Communications Equipment                             ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
MG        ,Magna International Inc.                                        ,Consumer Discretionary,Automobile Components                                ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
TOI       ,Topicus.com Inc.                                                ,Information Technology,Software                                             ,NL     ,TSXV    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
AL        ,Air Lease Corporation                                           ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
CCO       ,Cameco Corporation                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
SXT       ,Sensient Technologies Corporation                               ,Materials             ,Chemicals                                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
AAP       ,Advance Auto Parts Inc.                                         ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
BME       ,B&M European Value Retail S.A.                                  ,Consumer Discretionary,Broadline Retail                                     ,LU     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
ZTS       ,Zoetis Inc.                                                     ,Health Care           ,Pharmaceuticals                                      ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
AFG       ,AF Gruppen ASA                                                  ,Industrials           ,Construction and Engineering                         ,NO     ,OB      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
H         ,Hydro One Limited                                               ,Utilities             ,Electric Utilities                                   ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
MRNA      ,Moderna Inc.                                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
TRP       ,TC Energy Corporation                                           ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
ENB       ,Enbridge Inc.                                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
AEE       ,Ameren Corporation                                              ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
539006    ,PTC Industries Limited                                          ,Materials             ,Metals and Mining                                    ,IN     ,BSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
AZJ       ,Aurizon Holdings Limited                                        ,Industrials           ,Ground Transportation                                ,AU     ,ASX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
2050      ,Savola Group Company                                            ,Consumer Staples      ,Food Products                                        ,SA     ,SASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
JBH       ,JB Hi-Fi Limited                                                ,Consumer Discretionary,Specialty Retail                                     ,AU     ,ASX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
TWE       ,Treasury Wine Estates Limited                                   ,Consumer Staples      ,Beverages                                            ,AU     ,ASX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
S59       ,SIA Engineering Company Limited                                 ,Industrials           ,Transportation Infrastructure                        ,SG     ,SGX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
4631      ,DIC Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
5108      ,Bridgestone Corporation                                         ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
