ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,current_streak,streak_type,continuation_probability,mean_reversion_probability,expected_next_outcome,prediction_confidence,dynamic_total_reports,historical_beat_rate,revision_momentum_score,next_earnings_status
ALCN      ,Alexandria Container&Cargo Handling Company                     ,Industrials           ,Transportation Infrastructure                        ,EG     ,CASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
CDB       ,Celcomdigi Berhad                                               ,Communication Services,Wireless Telecommunication Services                  ,MY     ,KLSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
OTTR      ,Otter Tail Corporation                                          ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SON       ,Sonoco Products Company                                         ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
VCT       ,Vicat S.A.                                                      ,Materials             ,Construction Materials                               ,FR     ,ENXTPA  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
ALPHADHABI,Alpha Dhabi Holding PJSC                                        ,Industrials           ,Industrial Conglomerates                             ,AE     ,ADX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
3918      ,NagaCorp Ltd.                                                   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,KH     ,SEHK    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Estimated
2702      ,McDonald's Holdings Company (Japan) Ltd.                        ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,JP     ,TSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
4013      ,Dr. Sulaiman Al Habib Medical Services Group Company            ,Health Care           ,Health Care Providers and Services                   ,SA     ,SASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
4030      ,The National Shipping Company of Saudi Arabia                   ,Energy                ,Oil Gas and Consumable Fuels                         ,SA     ,SASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
EREGL     ,Eregli Demir ve Çelik Fabrikalari T.A.S.                        ,Materials             ,Metals and Mining                                    ,TR     ,IBSE    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
SEK       ,SEEK Limited                                                    ,Communication Services,Interactive Media and Services                       ,AU     ,ASX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
SINCH     ,Sinch AB (publ)                                                 ,Information Technology,Software                                             ,SE     ,OM      ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Confirmed
GMAB      ,Genmab A/S                                                      ,Health Care           ,Biotechnology                                        ,DK     ,CPSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
7010      ,Saudi Telecom Company                                           ,Communication Services,Diversified Telecommunication Services               ,SA     ,SASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
IHG       ,InterContinental Hotels Group PLC                               ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
ALBH      ,Aluminium Bahrain B.S.C.                                        ,Materials             ,Metals and Mining                                    ,BH     ,BAX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
HACK      ,Hacksaw AB (publ)                                               ,Communication Services,Entertainment                                        ,SE     ,OM      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
MMT       ,Métropole Télévision S.A.                                       ,Communication Services,Media                                                ,FR     ,ENXTPA  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
AOT       ,Airports of Thailand Public Company Limited                     ,Industrials           ,Transportation Infrastructure                        ,TH     ,SET     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
AUTO      ,Autotrader Group plc                                            ,Communication Services,Interactive Media and Services                       ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
ENG       ,Enagás S.A.                                                     ,Utilities             ,Gas Utilities                                        ,ES     ,BME     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,3                    ,0.0                 ,                       ,Confirmed
ESI       ,Element Solutions Inc                                           ,Materials             ,Chemicals                                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
MKSI      ,MKS Inc.                                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
BCHN      ,Burckhardt Compression Holding AG                               ,Industrials           ,Machinery                                            ,CH     ,SWX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
SGI       ,Somnigroup International Inc.                                   ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
IMG       ,IAMGOLD Corporation                                             ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
MDT       ,Medtronic plc                                                   ,Health Care           ,Health Care Equipment and Supplies                   ,IE     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
EXAS      ,Exact Sciences Corporation                                      ,Health Care           ,Biotechnology                                        ,US     ,NasdaqCM,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Estimated
ITRI      ,Itron Inc.                                                      ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
RBA       ,RB Global Inc.                                                  ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CDNS      ,Cadence Design Systems Inc.                                     ,Information Technology,Software                                             ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
FELE      ,Franklin Electric Co. Inc.                                      ,Industrials           ,Machinery                                            ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
LPX       ,Louisiana-Pacific Corporation                                   ,Materials             ,Paper and Forest Products                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
KNF       ,Knife River Corporation                                         ,Materials             ,Construction Materials                               ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
LDOS      ,Leidos Holdings Inc.                                            ,Industrials           ,Professional Services                                ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
HRI       ,Herc Holdings Inc.                                              ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
LH        ,Labcorp Holdings Inc.                                           ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
RSI       ,Rush Street Interactive Inc.                                    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
FLR       ,Fluor Corporation                                               ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Confirmed
PANW      ,Palo Alto Networks Inc.                                         ,Information Technology,Software                                             ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
RSG       ,Republic Services Inc.                                          ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ET        ,Energy Transfer LP                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CZR       ,Caesars Entertainment Inc.                                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
EXE       ,Expand Energy Corporation                                       ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NasdaqGS,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
DVN       ,Devon Energy Corporation                                        ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SUNC      ,SunocoCorp LLC                                                  ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,0                    ,0.0                 ,                       ,Confirmed
USAC      ,USA Compression Partners LP                                     ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SSRM      ,SSR Mining Inc.                                                 ,Materials             ,Metals and Mining                                    ,US     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
GPC       ,Genuine Parts Company                                           ,Consumer Discretionary,Distributors                                         ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
FE        ,FirstEnergy Corp.                                               ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CE        ,Celanese Corporation                                            ,Materials             ,Chemicals                                            ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
WAY       ,Waystar Holding Corp.                                           ,Health Care           ,Health Care Technology                               ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
VMI       ,Valmont Industries Inc.                                         ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
DTE       ,DTE Energy Company                                              ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ACLS      ,Axcelis Technologies Inc.                                       ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
RUSHA     ,Rush Enterprises Inc.                                           ,Industrials           ,Trading Companies and Distributors                   ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
KVUE      ,Kenvue Inc.                                                     ,Consumer Staples      ,Personal Care Products                               ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
GEI       ,Gibson Energy Inc.                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
EQT       ,EQT Corporation                                                 ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
VMC       ,Vulcan Materials Company                                        ,Materials             ,Construction Materials                               ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
HALO      ,Halozyme Therapeutics Inc.                                      ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
GKOS      ,Glaukos Corporation                                             ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Confirmed
TFII      ,TFI International Inc.                                          ,Industrials           ,Ground Transportation                                ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
HL        ,Hecla Mining Company                                            ,Materials             ,Metals and Mining                                    ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
BIPC      ,Brookfield Infrastructure Corporation                           ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Estimated
ALLE      ,Allegion plc                                                    ,Industrials           ,Building Products                                    ,IE     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
TOL       ,Toll Brothers Inc.                                              ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
WSO       ,Watsco Inc.                                                     ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SUN       ,Sunoco LP                                                       ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
CNH       ,CNH Industrial N.V.                                             ,Industrials           ,Machinery                                            ,GB     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
KRYS      ,Krystal Biotech Inc.                                            ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SGM       ,Sims Limited                                                    ,Materials             ,Metals and Mining                                    ,AU     ,ASX     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,2                    ,0.0                 ,                       ,Confirmed
REC       ,Recordati Industria Chimica e Farmaceutica S.p.A.               ,Health Care           ,Pharmaceuticals                                      ,IT     ,BIT     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CCEP      ,Coca-Cola Europacific Partners PLC                              ,Consumer Staples      ,Beverages                                            ,GB     ,ENXTAM  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
TAVHL     ,TAV Havalimanlari Holding A.S.                                  ,Industrials           ,Transportation Infrastructure                        ,TR     ,IBSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
VOD       ,Vodafone Group Public Limited Company                           ,Communication Services,Wireless Telecommunication Services                  ,GB     ,LSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Estimated
AMRZ      ,Amrize AG                                                       ,Materials             ,Construction Materials                               ,CH     ,SWX     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,4                    ,0.0                 ,                       ,Confirmed
ORSTED    ,Ørsted A/S                                                      ,Utilities             ,Independent Power and Renewable Electricity Producers,DK     ,CPSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
PINFRA    ,Promotora y Operadora de Infraestructura S. A. B. de C. V.      ,Industrials           ,Transportation Infrastructure                        ,MX     ,BMV     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
KRZ       ,Kerry Group plc                                                 ,Consumer Staples      ,Food Products                                        ,IE     ,ISE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,3                    ,0.0                 ,                       ,Confirmed
CA        ,Carrefour SA                                                    ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,FR     ,ENXTPA  ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,3                    ,0.0                 ,                       ,Estimated
4001      ,Abdullah Al-Othaim Markets Company                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,SA     ,SASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
BIOAB     ,BioArctic AB (publ)                                             ,Health Care           ,Biotechnology                                        ,SE     ,OM      ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
ERA       ,ERAMET S.A.                                                     ,Materials             ,Metals and Mining                                    ,FR     ,ENXTPA  ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
PUIG      ,Puig Brands S.A.                                                ,Consumer Staples      ,Personal Care Products                               ,ES     ,BME     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
CWY       ,Cleanaway Waste Management Limited                              ,Industrials           ,Commercial Services and Supplies                     ,AU     ,ASX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
SHOT      ,Scandic Hotels Group AB (publ)                                  ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SE     ,OM      ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
BRAV      ,Bravida Holding AB (publ)                                       ,Industrials           ,Commercial Services and Supplies                     ,SE     ,OM      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
PAAS      ,Pan American Silver Corp.                                       ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
OGS       ,ONE Gas Inc.                                                    ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
BTO       ,B2Gold Corp.                                                    ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Confirmed
ICL       ,ICL Group Ltd                                                   ,Materials             ,Chemicals                                            ,IL     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
NGD       ,New Gold Inc.                                                   ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
OGC       ,OceanaGold Corporation                                          ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CAMT      ,Camtek Ltd.                                                     ,Information Technology,Semiconductors and Semiconductor Equipment           ,IL     ,NasdaqGM,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
TX        ,Ternium S.A.                                                    ,Materials             ,Metals and Mining                                    ,LU     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
TFPM      ,Triple Flag Precious Metals Corp.                               ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
OR        ,OR Royalties Inc.                                               ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CRL       ,Charles River Laboratories International Inc.                   ,Health Care           ,Life Sciences Tools and Services                     ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
CRH       ,CRH plc                                                         ,Materials             ,Construction Materials                               ,IE     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
CVNA      ,Carvana Co.                                                     ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
DASH      ,DoorDash Inc.                                                   ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
KAI       ,Kadant Inc.                                                     ,Industrials           ,Machinery                                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
BKD       ,Brookdale Senior Living Inc.                                    ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Confirmed
CNK       ,Cinemark Holdings Inc.                                          ,Communication Services,Entertainment                                        ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
AWR       ,American States Water Company                                   ,Utilities             ,Water Utilities                                      ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CAKE      ,The Cheesecake Factory Incorporated                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
OPLN      ,OPENLANE Inc.                                                   ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
OXY       ,Occidental Petroleum Corporation                                ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
DRD       ,DRDGOLD Limited                                                 ,Materials             ,Metals and Mining                                    ,ZA     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
K         ,Kinross Gold Corporation                                        ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
GRMN      ,Garmin Ltd.                                                     ,Consumer Discretionary,Household Durables                                   ,CH     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
LCII      ,LCI Industries                                                  ,Consumer Discretionary,Automobile Components                                ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ADI       ,Analog Devices Inc.                                             ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
CSTM      ,Constellium SE                                                  ,Materials             ,Metals and Mining                                    ,FR     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
NTR       ,Nutrien Ltd.                                                    ,Materials             ,Chemicals                                            ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
