ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,achievement_probability,upside_potential     ,price_target_spread_pct,analyst_conviction,eps_revision_momentum,analyst_rating_normalized,expected_return_prob_weighted,confidence_level
YTLPOWR   ,YTL Power International Berhad                                  ,Utilities             ,Multi-Utilities                                      ,MY     ,KLSE    ,0.22999999999999998    ,44.93464052287582    ,56.36978579481398      ,50.0              ,-0.00458             ,75.0                     ,10.334967320261438           ,Low
SORIANAB  ,Organización Soriana S. A. B. de C. V.                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,MX     ,BMV     ,0.9                    ,-44.73684210526316   ,61.904761904761905     ,85.71428571428571 ,-0.010205            ,21.5                     ,-40.26315789473684           ,Low
PCHEM     ,PETRONAS Chemicals Group Berhad                                 ,Materials             ,Chemicals                                            ,MY     ,KLSE    ,0.86                   ,-2.108433734939759   ,95.07692307692308      ,31.57894736842105 ,0.0                  ,34.25                    ,-1.8132530120481927          ,Low
SFZN      ,Siegfried Holding AG                                            ,Health Care           ,Life Sciences Tools and Services                     ,CH     ,SWX     ,0.45                   ,24.67105263157895    ,40.45734388742304      ,66.66666666666667 ,0.052505             ,77.0                     ,11.101973684210527           ,Low
A068270   ,Celltrion Inc.                                                  ,Health Care           ,Biotechnology                                        ,KR     ,KOSE    ,0.85                   ,9.243697478991596    ,53.84615384615385      ,86.95652173913044 ,0.072985             ,85.75                    ,7.857142857142856            ,Low
STO       ,Santos Limited                                                  ,Energy                ,Oil Gas and Consumable Fuels                         ,AU     ,ASX     ,0.63                   ,10.446268656716418   ,55.58318355653455      ,58.333333333333336,-0.15104             ,79.25                    ,6.581149253731343            ,Low
A011200   ,HMM Co.Ltd                                                      ,Industrials           ,Marine Transportation                                ,KR     ,KOSE    ,0.7899999999999999     ,0.2331002331002331   ,27.906976744186046     ,16.666666666666668,-0.072945            ,54.25                    ,0.18414918414918413          ,Medium
ENJSA     ,Enerjisa Enerji A.S.                                            ,Utilities             ,Electric Utilities                                   ,TR     ,IBSE    ,0.75                   ,1.8050541516245486   ,42.287234042553195     ,42.857142857142854,-0.02461             ,71.5                     ,1.3537906137184115           ,Low
IAM       ,Itissalat Al-Maghrib (IAM) S.A.                                 ,Communication Services,Diversified Telecommunication Services               ,MA     ,CBSE    ,0.9                    ,-2.3233760075865337  ,24.271844660194176     ,66.66666666666667 ,0.031365             ,25.0                     ,-2.0910384068278804          ,Medium
SIKA      ,Sika AG                                                         ,Materials             ,Chemicals                                            ,CH     ,SWX     ,0.51                   ,21.561100447856685   ,58.94736842105263      ,57.142857142857146,-0.01796             ,77.5                     ,10.99616122840691            ,Low
ZEG       ,Zegona Communications plc                                       ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,0.75                   ,17.238650306748465   ,42.00911569395968      ,85.71428571428571 ,0.34586              ,89.25                    ,12.928987730061348           ,Low
CNA       ,Centrica plc                                                    ,Utilities             ,Multi-Utilities                                      ,GB     ,LSE     ,0.7999999999999999     ,4.465917994254374    ,32.5                   ,71.42857142857143 ,-0.02822             ,75.0                     ,3.572734395403499            ,Medium
BN        ,Danone S.A.                                                     ,Consumer Staples      ,Food Products                                        ,FR     ,ENXTPA  ,0.6799999999999999     ,7.853982300884955    ,37.17948717948718      ,28.571428571428573,0.02172              ,63.0                     ,5.340707964601769            ,Low
BDMS      ,Bangkok Dusit Medical Services Public Company Limited           ,Health Care           ,Health Care Providers and Services                   ,TH     ,SET     ,0.39                   ,25.586854460093896   ,51.58878504672897      ,86.95652173913044 ,0.01904              ,88.0                     ,9.97887323943662             ,Low
KRN       ,Krones AG                                                       ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,0.7                    ,9.285714285714286    ,45.09803921568628      ,66.66666666666667 ,0.015355             ,80.5                     ,6.5                          ,Low
GNC       ,Greencore Group plc                                             ,Consumer Staples      ,Food Products                                        ,IE     ,LSE     ,0.48000000000000004    ,20.147874306839185   ,44.0                   ,60.0              ,-0.028585            ,80.5                     ,9.67097966728281             ,Low
PETGAS    ,PETRONAS Gas Berhad                                             ,Utilities             ,Gas Utilities                                        ,MY     ,KLSE    ,0.75                   ,2.6344676180021955   ,21.97860962566845      ,30.76923076923077 ,0.041825             ,63.5                     ,1.9758507135016465           ,Medium
Y92       ,Thai Beverage Public Company Limited                            ,Consumer Staples      ,Beverages                                            ,TH     ,SGX     ,0.5800000000000001     ,10.553191489361701   ,45.93918398768283      ,33.333333333333336,-0.010165            ,64.5                     ,6.120851063829788            ,Low
285A      ,Kioxia Holdings Corporation                                     ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,0.7799999999999999     ,7.2444736266141385   ,145.30612244897958     ,50.0              ,0.0                  ,77.0                     ,5.650689428759027            ,Low
BAX       ,Baxter International Inc.                                       ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0.53                   ,6.114199090449722    ,119.04761904761905     ,11.764705882352942,-0.18579             ,54.5                     ,3.2405255179383525           ,Low
PPL       ,PPL Corporation                                                 ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.7799999999999999     ,5.7641459545214175   ,25.0                   ,62.5              ,-0.001405            ,79.75                    ,4.496033844526705            ,Medium
OGE       ,OGE Energy Corp.                                                ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.88                   ,-1.0217113665389528  ,30.107526881720432     ,8.333333333333334 ,0.00296              ,54.25                    ,-0.8991060025542784          ,Medium
RCUS      ,Arcus Biosciences Inc.                                          ,Health Care           ,Biotechnology                                        ,US     ,NYSE    ,0.27                   ,63.84778012684989    ,87.09677419354838      ,75.0              ,0.0                  ,87.5                     ,17.23890063424947            ,Low
MIDD      ,The Middleby Corporation                                        ,Industrials           ,Machinery                                            ,US     ,NasdaqGS,0.83                   ,4.617824681266394    ,25.65597667638484      ,63.63636363636363 ,-0.00751             ,82.5                     ,3.832794485451107            ,Medium
AD        ,Array Digital Infrastructure Inc.                               ,Communication Services,Wireless Telecommunication Services                  ,US     ,NYSE    ,0.81                   ,19.88993710691824    ,22.950819672131146     ,71.42857142857143 ,0.0                  ,79.25                    ,16.110849056603776           ,Medium
ESAB      ,ESAB Corporation                                                ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.82                   ,7.92167334223409     ,30.240549828178693     ,80.0              ,-0.00205             ,90.0                     ,6.495772140631954            ,Medium
BLDR      ,Builders FirstSource Inc.                                       ,Industrials           ,Building Products                                    ,US     ,NYSE    ,0.6100000000000001     ,18.539178941863504   ,40.44117647058823      ,38.095238095238095,-0.035455            ,67.5                     ,11.30889915453674            ,Low
MGEE      ,MGE Energy Inc.                                                 ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,0.84                   ,0.14478764478764478  ,12.650602409638553     ,33.333333333333336,0.002515             ,33.25                    ,0.1216216216216216           ,High
GRAL      ,GRAIL Inc.                                                      ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.7100000000000001     ,12.820512820512821   ,22.727272727272727     ,50.0              ,0.0                  ,75.0                     ,9.102564102564104            ,Medium
MATX      ,Matson Inc.                                                     ,Industrials           ,Marine Transportation                                ,US     ,NYSE    ,0.8                    ,17.153779750894067   ,24.210526315789473     ,100.0             ,0.085035             ,100.0                    ,13.723023800715254           ,Medium
CEG       ,Constellation Energy Corporation                                ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,0.25                   ,40.76205665152723    ,50.24630541871921      ,70.0              ,0.002715             ,81.5                     ,10.190514162881808           ,Low
BMRN      ,BioMarin Pharmaceutical Inc.                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.24                   ,57.00684817103725    ,63.829787234042556     ,75.0              ,-0.08575             ,83.25                    ,13.681643561048938           ,Low
HBM       ,Hudbay Minerals Inc.                                            ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.85                   ,8.862767154105736    ,56.52879240331063      ,95.23809523809524 ,-0.00564             ,90.5                     ,7.533352080989875            ,Low
BCPC      ,Balchem Corporation                                             ,Materials             ,Chemicals                                            ,US     ,NasdaqGS,0.7899999999999999     ,5.635750235053371    ,30.36649214659686      ,50.0              ,0.00298              ,75.0                     ,4.452242685692163            ,Medium
CNP       ,CenterPoint Energy Inc.                                         ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.88                   ,-1.2229539040451551  ,28.571428571428573     ,47.05882352941177 ,0.00167              ,72.0                     ,-1.0761994355597366          ,Medium
KODT      ,Koncar - distributivni i specijalni transformatori d.d.         ,Industrials           ,Electrical Equipment                                 ,HR     ,ZGSE    ,0.76                   ,1.3537444717444718   ,33.59368193342538      ,0.0               ,-0.0196              ,50.0                     ,1.0288457985257986           ,Medium
TDS       ,Telephone and Data Systems Inc.                                 ,Communication Services,Wireless Telecommunication Services                  ,US     ,NYSE    ,0.9                    ,7.165370876234503    ,1.9607843137254901     ,100.0             ,0.0                  ,83.25                    ,6.4488337886110525           ,High
POR       ,Portland General Electric Company                               ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.85                   ,-5.555555555555555   ,30.392156862745097     ,8.333333333333334 ,-0.01599             ,52.0                     ,-4.722222222222222           ,Medium
BABA      ,Alibaba Group Holding Limited                                   ,Consumer Discretionary,Broadline Retail                                     ,HK     ,NYSE    ,0.52                   ,27.462916586399537   ,67.60345192394885      ,78.72340425531915 ,-0.103665            ,89.0                     ,14.28071662492776            ,Low
CQP       ,Cheniere Energy Partners L.P.                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.85                   ,-6.103286384976526   ,46.42857142857143      ,50.0              ,-0.020385            ,30.0                     ,-5.187793427230047           ,Low
MNSO      ,MINISO Group Holding Limited                                    ,Consumer Discretionary,Broadline Retail                                     ,CN     ,NYSE    ,0.42000000000000004    ,40.49662688116243    ,38.030634896597064     ,94.11764705882354 ,0.009775             ,92.75                    ,17.00858329008822            ,Low
BBIO      ,BridgeBio Pharma Inc.                                           ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.55                   ,25.58139534883721    ,97.35449735449735      ,95.23809523809524 ,0.0                  ,91.75                    ,14.069767441860465           ,Low
BCC       ,Boise Cascade Company                                           ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,0.75                   ,8.092485549132949    ,20.32085561497326      ,42.857142857142854,-0.11115             ,75.0                     ,6.069364161849712            ,Medium
AEP       ,American Electric Power Company Inc.                            ,Utilities             ,Electric Utilities                                   ,US     ,NasdaqGS,0.7799999999999999     ,0.43096813914114207  ,23.754789272030653     ,39.130434782608695,0.00215              ,66.25                    ,0.33615514853009076          ,Medium
SES       ,SECURE Waste Infrastructure Corp.                               ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.73                   ,6.1571125265392785   ,27.5                   ,44.44444444444444 ,0.00189              ,66.75                    ,4.494692144373674            ,Medium
PTGX      ,Protagonist Therapeutics Inc.                                   ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGM,0.42000000000000004    ,31.91802675174868    ,49.30232558139535      ,91.66666666666667 ,0.0                  ,89.5                     ,13.405571235734447           ,Low
AG        ,First Majestic Silver Corp.                                     ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.5800000000000001     ,15.089514066496164   ,47.22222222222222      ,42.857142857142854,0.19427              ,67.75                    ,8.751918158567776            ,Low
IDYA      ,IDEAYA Biosciences Inc.                                         ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.27                   ,58.572844400396434   ,100.0                  ,89.47368421052632 ,0.0                  ,90.75                    ,15.814667988107038           ,Low
ADRS      ,Adris grupa d. d.                                               ,Industrials           ,Industrial Conglomerates                             ,HR     ,ZGSE    ,0.9                    ,-0.10542635658914729 ,0.0                    ,0.0               ,-0.00144             ,50.0                     ,-0.09488372093023256         ,Low
REH       ,Reece Limited                                                   ,Industrials           ,Trading Companies and Distributors                   ,AU     ,ASX     ,0.83                   ,-10.591471801925723  ,46.15384615384615      ,6.666666666666667 ,-0.005395            ,46.75                    ,-8.79092159559835            ,Low
ALD       ,Ampol Limited                                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,AU     ,ASX     ,0.7200000000000001     ,17.606364579730197   ,21.176470588235293     ,80.0              ,0.07217              ,82.5                     ,12.676582497405743           ,Medium
GLPG      ,Galapagos NV                                                    ,Health Care           ,Biotechnology                                        ,BE     ,ENXTAM  ,0.7999999999999999     ,-1.622002820874471   ,92.47311827956989      ,30.0              ,0.0                  ,37.5                     ,-1.2976022566995766          ,Low
ALM       ,Almirall S.A.                                                   ,Health Care           ,Pharmaceuticals                                      ,ES     ,BME     ,0.83                   ,1.8656716417910448   ,25.641025641025642     ,66.66666666666667 ,0.008405             ,79.25                    ,1.5485074626865671           ,Medium
BEAN      ,BELIMO Holding AG                                               ,Industrials           ,Building Products                                    ,CH     ,SWX     ,0.6799999999999999     ,5.3977272727272725   ,58.867924528301884     ,25.0              ,0.065655             ,62.5                     ,3.670454545454545            ,Low
GAPB      ,Grupo Aeroportuario del Pacífico S.A.B. de C.V.                 ,Industrials           ,Transportation Infrastructure                        ,MX     ,BMV     ,0.73                   ,0.6780782270735136   ,31.006160164271048     ,20.0              ,0.035735             ,56.75                    ,0.4949971057636649           ,Medium
HLE       ,HELLA GmbH & Co. KGaA                                           ,Consumer Discretionary,Automobile Components                                ,DE     ,XTRA    ,0.78                   ,-22.894424673784105  ,15.384615384615385     ,33.333333333333336,-0.169385            ,33.25                    ,-17.8576512455516            ,High
2282      ,MGM China Holdings Limited                                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MO     ,SEHK    ,0.4                    ,32.54786450662739    ,45.0                   ,82.3529411764706  ,-0.00821             ,86.75                    ,13.019145802650957           ,Low
EXENS     ,Exosens                                                         ,Industrials           ,Aerospace and Defense                                ,FR     ,ENXTPA  ,0.7999999999999999     ,-3.5398230088495577  ,44.03669724770642      ,60.0              ,0.04265              ,75.0                     ,-2.831858407079646           ,Low
NESTLE    ,Nestlé (Malaysia) Berhad                                        ,Consumer Staples      ,Food Products                                        ,MY     ,KLSE    ,0.62                   ,2.293577981651376    ,55.60538116591928      ,15.384615384615385,0.05191              ,55.75                    ,1.4220183486238531           ,Low
DIGI      ,Digi Communications N.V.                                        ,Communication Services,Diversified Telecommunication Services               ,RO     ,BVB     ,0.9                    ,-34.000416088765604  ,81.43097611257163      ,57.142857142857146,0.0                  ,85.0                     ,-30.600374479889044          ,Low
WGS       ,GeneDx Holdings Corp.                                           ,Health Care           ,Health Care Providers and Services                   ,US     ,NasdaqGS,0.30000000000000004    ,88.57459789240156    ,27.647058823529413     ,90.0              ,0.12661              ,97.25                    ,26.572379367720472           ,Medium
OKE       ,ONEOK Inc.                                                      ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.9                    ,-4.192312158866566   ,36.36363636363637      ,57.142857142857146,-0.0132              ,73.75                    ,-3.77308094297991            ,Low
SOLV      ,Solvac S.A.                                                     ,Materials             ,Chemicals                                            ,BE     ,ENXTBR  ,0.44                   ,25.770142180094787   ,30.428638718794158     ,0.0               ,0.0                  ,50.0                     ,11.338862559241706           ,Medium
EIX       ,Edison International                                            ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.77                   ,-7.64063811922754    ,48.484848484848484     ,40.0              ,0.014225             ,66.75                    ,-5.883291351805206           ,Low
HIMS      ,Hims & Hers Health Inc.                                         ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,0.05                   ,90.1840490797546     ,151.61290322580646     ,12.5              ,-0.01616             ,55.0                     ,4.50920245398773             ,Low
ALSN      ,Allison Transmission Holdings Inc.                              ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.88                   ,-3.642074879021988   ,55.50660792951542      ,20.0              ,-0.023015            ,62.5                     ,-3.2050258935393496          ,Low
SGHC      ,Super Group (SGHC) Limited                                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,GG     ,NYSE    ,0.41000000000000003    ,100.89285714285714   ,16.666666666666668     ,100.0             ,0.0                  ,93.75                    ,41.36607142857143            ,High
BWXT      ,BWX Technologies Inc.                                           ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,0.52                   ,12.275449101796408   ,42.666666666666664     ,58.333333333333336,0.01765              ,75.0                     ,6.383233532934132            ,Low
OVV       ,Ovintiv Inc.                                                    ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.75                   ,17.195823567014703   ,34.54545454545455      ,79.16666666666667 ,-0.04055             ,87.0                     ,12.896867675261028           ,Medium
CWENA     ,Clearway Energy Inc.                                            ,Utilities             ,Independent Power and Renewable Electricity Producers,US     ,NYSE    ,0.9                    ,-0.42189670082020914 ,23.68421052631579      ,83.33333333333333 ,0.39517              ,88.75                    ,-0.37970703073818823         ,Medium
VNOM      ,Viper Energy Inc.                                               ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NasdaqGS,0.67                   ,15.254237288135593   ,50.98039215686274      ,94.44444444444444 ,-0.035885            ,90.25                    ,10.220338983050848           ,Low
EMA       ,Emera Incorporated                                              ,Utilities             ,Electric Utilities                                   ,CA     ,TSX     ,0.7999999999999999     ,-0.9124607927003137  ,33.093525179856115     ,20.0              ,0.02543              ,56.75                    ,-0.7299686341602508          ,Medium
KTOS      ,Kratos Defense & Security Solutions Inc.                        ,Industrials           ,Aerospace and Defense                                ,US     ,NasdaqGS,0.4                    ,34.74062429822592    ,55.833333333333336     ,78.94736842105263 ,-0.01101             ,85.5                     ,13.896249719290367           ,Low
AXSM      ,Axsome Therapeutics Inc.                                        ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGM,0.7000000000000001     ,18.922796755145963   ,49.65197215777262      ,95.0              ,0.0                  ,93.75                    ,13.245957728602177           ,Low
PEN       ,Penumbra Inc.                                                   ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0.47000000000000003    ,10.22693781314471    ,50.26737967914438      ,15.789473684210526,0.00394              ,55.5                     ,4.806660772178014            ,Low
DPZ       ,Domino's Pizza Inc.                                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,0.2                    ,30.22636484687084    ,52.556237218813905     ,47.05882352941177 ,0.000205             ,74.25                    ,6.045272969374168            ,Low
KWR       ,Quaker Chemical Corporation                                     ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.9                    ,-5.48678487788558    ,17.699115044247787     ,80.0              ,-0.020005            ,80.0                     ,-4.938106390097023           ,High
WCP       ,Whitecap Resources Inc.                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.85                   ,6.382978723404255    ,21.428571428571427     ,93.75             ,0.006735             ,90.75                    ,5.425531914893617            ,Medium
KEYS      ,Keysight Technologies Inc.                                      ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,0.9                    ,-3.6443835381782366  ,23.555555555555557     ,69.23076923076923 ,0.011765             ,80.75                    ,-3.279945184360413           ,Medium
HEI       ,HEICO Corporation                                               ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,0.68                   ,14.27884037050403    ,36.05263157894737      ,57.142857142857146,0.036045             ,77.5                     ,9.709611451942742            ,Low
CPK       ,Chesapeake Utilities Corporation                                ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,0.83                   ,8.222713864306785    ,13.62862010221465      ,60.0              ,-0.00669             ,75.0                     ,6.824852507374631            ,High
PRIM      ,Primoris Services Corporation                                   ,Industrials           ,Construction and Engineering                         ,US     ,NYSE    ,0.9                    ,-7.524169819251786   ,30.51948051948052      ,57.142857142857146,0.05001              ,75.0                     ,-6.771752837326607           ,Medium
FANG      ,Diamondback Energy Inc.                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NasdaqGS,0.87                   ,5.238264159867565    ,33.70786516853933      ,90.625            ,-0.05457             ,90.25                    ,4.557289819084782            ,Medium
FRPT      ,Freshpet Inc.                                                   ,Consumer Staples      ,Food Products                                        ,US     ,NasdaqGM,0.72                   ,6.3201417601890135   ,62.5                   ,61.111111111111114,0.166155             ,77.75                    ,4.550502067336089            ,Low
BSM       ,Black Stone Minerals L.P.                                       ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,0.88                   ,-14.473684210526315  ,0.0                    ,0.0               ,0.002375             ,50.0                     ,-12.736842105263158          ,Low
UFPI      ,UFP Industries Inc.                                             ,Industrials           ,Building Products                                    ,US     ,NasdaqGS,0.9                    ,-2.268760907504363   ,24.107142857142858     ,40.0              ,-0.0358              ,70.0                     ,-2.0418848167539267          ,Medium
OGDC      ,Oil and Gas Development Company Limited                         ,Energy                ,Oil Gas and Consumable Fuels                         ,PK     ,KASE    ,0.6200000000000001     ,17.052317296600393   ,60.869565217391305     ,81.81818181818181 ,-0.048575            ,97.25                    ,10.572436723892245           ,Low
A352820   ,HYBE Co. Ltd.                                                   ,Communication Services,Entertainment                                        ,KR     ,KOSE    ,0.8300000000000001     ,10.256410256410257   ,30.232558139534884     ,100.0             ,0.06197              ,92.0                     ,8.512820512820515            ,Medium
VIVT3     ,Telefônica Brasil S.A.                                          ,Communication Services,Diversified Telecommunication Services               ,BR     ,BOVESPA ,0.82                   ,-7.904366918760673   ,45.033112582781456     ,38.46153846153846 ,0.025095             ,71.25                    ,-6.481580873383752           ,Low
OMAB      ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.             ,Industrials           ,Transportation Infrastructure                        ,MX     ,BMV     ,0.83                   ,-4.4516434317329745  ,34.666666666666664     ,6.25              ,0.06669              ,53.25                    ,-3.694864048338369           ,Medium
NPN       ,Naspers Limited                                                 ,Consumer Discretionary,Broadline Retail                                     ,ZA     ,JSE     ,0.27                   ,75.24932675044883    ,37.033695261047676     ,87.5              ,0.020095             ,87.5                     ,20.317318222621186           ,Low
8046      ,Nan Ya Printed Circuit Board Corporation                        ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.9                    ,-5.048076923076923   ,124.05063291139241     ,58.333333333333336,0.008605             ,77.0                     ,-4.543269230769231           ,Low
ZAIN      ,Mobile Telecommunications Company K.S.C.P.                      ,Communication Services,Wireless Telecommunication Services                  ,KW     ,KWSE    ,0.6200000000000001     ,13.461538461538462   ,45.76271186440678      ,71.42857142857143 ,0.037575             ,82.25                    ,8.346153846153848            ,Low
PAALB     ,Per Aarsleff Holding A/S                                        ,Industrials           ,Construction and Engineering                         ,DK     ,CPSE    ,0.9                    ,2.3890784982935154   ,3.888888888888889      ,100.0             ,0.054315             ,100.0                    ,2.150170648464164            ,High
CPAXT     ,CP Axtra Public Company Limited                                 ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,TH     ,SET     ,0.38000000000000006    ,12.0                 ,56.81818181818182      ,5.882352941176471 ,-0.059955            ,56.0                     ,4.5600000000000005           ,Low
2049      ,Hiwin Technologies Corporation                                  ,Industrials           ,Machinery                                            ,TW     ,TWSE    ,0.78                   ,-8.405172413793103   ,86.11764705882354      ,12.5              ,-0.097425            ,54.75                    ,-6.556034482758621           ,Low
IOICORP   ,IOI Corporation Berhad                                          ,Consumer Staples      ,Food Products                                        ,MY     ,KLSE    ,0.75                   ,8.040201005025125    ,19.767441860465116     ,33.333333333333336,0.0672               ,63.25                    ,6.030150753768844            ,High
CRDA      ,Croda International Plc                                         ,Materials             ,Chemicals                                            ,GB     ,LSE     ,0.7                    ,2.257853403141361    ,76.8                   ,35.714285714285715,0.011565             ,64.25                    ,1.5804973821989527           ,Low
ATE       ,Alten S.A.                                                      ,Information Technology,IT Services                                          ,FR     ,ENXTPA  ,0.30000000000000004    ,58.93416927899686    ,70.01972386587771      ,75.0              ,0.03935              ,84.5                     ,17.680250783699062           ,Low
TEMN      ,Temenos AG                                                      ,Information Technology,Software                                             ,CH     ,SWX     ,0.5                    ,18.32943925233645    ,62.979037088228516     ,0.0               ,0.019785             ,48.5                     ,9.164719626168225            ,Low
AUSS      ,Austevoll Seafood ASA                                           ,Consumer Staples      ,Food Products                                        ,NO     ,OB      ,0.69                   ,8.51063829787234     ,29.41176470588235      ,50.0              ,-0.1057              ,70.75                    ,5.872340425531914            ,Medium
WOW       ,Woolworths Group Limited                                        ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,AU     ,ASX     ,0.88                   ,-3.3343769567939887  ,28.34008097165992      ,50.0              ,0.03128              ,68.75                    ,-2.93425172197871            ,Medium
ECOPETROL ,Ecopetrol S.A.                                                  ,Energy                ,Oil Gas and Consumable Fuels                         ,CO     ,BVC     ,0.72                   ,-14.549653579676674  ,54.054054054054056     ,25.0              ,-0.10351             ,40.75                    ,-10.475750577367204          ,Low
CUERVO    ,Becle S.A.B. de C.V.                                            ,Consumer Staples      ,Beverages                                            ,MX     ,BMV     ,0.27                   ,45.55256064690027    ,44.44444444444444      ,58.333333333333336,0.22049              ,77.25                    ,12.299191374663073           ,Low
CTEC      ,Convatec Group PLC                                              ,Health Care           ,Health Care Equipment and Supplies                   ,GB     ,LSE     ,0.42000000000000004    ,35.70237050043898    ,36.36981205318151      ,88.88888888888889 ,0.006145             ,87.5                     ,14.994995610184374           ,Low
TEF       ,Telefónica S.A.                                                 ,Communication Services,Diversified Telecommunication Services               ,ES     ,BME     ,0.71                   ,8.962135657858894    ,52.5                   ,13.636363636363637,0.050095             ,44.25                    ,6.363116317079815            ,Low
SPM       ,Saipem SpA                                                      ,Energy                ,Energy Equipment and Services                        ,IT     ,BIT     ,0.85                   ,2.1456633423995166   ,53.25443786982248      ,77.77777777777777 ,-0.04912             ,83.25                    ,1.823813841039589            ,Low
2360      ,Chroma ATE Inc.                                                 ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.9                    ,-5.238095238095238   ,87.43718592964824      ,92.85714285714286 ,0.147565             ,91.0                     ,-4.714285714285714           ,Low
4015      ,Jamjoom Pharmaceuticals Factory Company                         ,Health Care           ,Pharmaceuticals                                      ,SA     ,SASE    ,0.43000000000000005    ,29.46564885496183    ,3.9504716981132075     ,25.0              ,0.03467              ,56.25                    ,12.670229007633589           ,High
ASURB     ,Grupo Aeroportuario del Sureste S. A. B. de C. V.               ,Industrials           ,Transportation Infrastructure                        ,MX     ,BMV     ,0.7799999999999999     ,4.526878340144608    ,33.54887218045113      ,62.5              ,0.01211              ,76.5                     ,3.530965105312794            ,Medium
ISAE4     ,ISA Energía Brasil S.A.                                         ,Utilities             ,Electric Utilities                                   ,BR     ,BOVESPA ,0.85                   ,-12.570108874958759  ,35.886792452830186     ,7.142857142857143 ,0.065645             ,44.75                    ,-10.684592543714945          ,Low
G13       ,Genting Singapore Limited                                       ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SG     ,SGX     ,0.47000000000000003    ,12.987012987012987   ,42.52873563218391      ,50.0              ,-0.014195            ,70.25                    ,6.103896103896104            ,Low
MCY       ,Mercury NZ Limited                                              ,Utilities             ,Electric Utilities                                   ,NZ     ,NZSE    ,0.7                    ,9.004739336492891    ,18.840579710144926     ,40.0              ,0.142                ,65.0                     ,6.303317535545023            ,High
JDEP      ,JDE Peet's N.V.                                                 ,Consumer Staples      ,Food Products                                        ,NL     ,ENXTAM  ,0.6499999999999999     ,0.6637168141592921   ,25.11773940345369      ,18.181818181818183,0.061745             ,55.5                     ,0.43141592920353977          ,Medium
TIT       ,Telecom Italia S.p.A.                                           ,Communication Services,Diversified Telecommunication Services               ,IT     ,BIT     ,0.9                    ,-9.82587064676617    ,55.172413793103445     ,58.8235294117647  ,0.0                  ,78.0                     ,-8.843283582089553           ,Low
