ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,achievement_probability,upside_potential     ,price_target_spread_pct,analyst_conviction,eps_revision_momentum,analyst_rating_normalized,expected_return_prob_weighted,confidence_level
CEM       ,Cementir Holding N.V.                                           ,Materials             ,Construction Materials                               ,NL     ,BIT     ,0.73                   ,4.342581423401689    ,50.28901734104046      ,50.0              ,0.01566              ,72.0                     ,3.1700844390832326           ,Low
VAIAS     ,Vaisala Oyj                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,FI     ,HLSE    ,0.75                   ,13.839285714285714   ,13.72549019607843      ,80.0              ,-0.003055            ,85.0                     ,10.379464285714285           ,High
2579      ,Coca-Cola Bottlers Japan Holdings Inc.                          ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.7999999999999999     ,-14.321890827236917  ,44.33497536945813      ,50.0              ,0.0                  ,70.0                     ,-11.457512661789533          ,Low
HEIJM     ,Koninklijke Heijmans N.V.                                       ,Industrials           ,Construction and Engineering                         ,NL     ,ENXTAM  ,0.75                   ,-20.13232514177694   ,28.007889546351084     ,33.333333333333336,0.09681              ,66.75                    ,-15.099243856332704          ,Medium
500420    ,Torrent Pharmaceuticals Limited                                 ,Health Care           ,Pharmaceuticals                                      ,IN     ,BSE     ,0.9                    ,-0.0994096783299174  ,26.781326781326783     ,63.333333333333336,-0.021025            ,80.5                     ,-0.08946871049692566         ,Medium
6269      ,MODEC Inc.                                                      ,Energy                ,Energy Equipment and Services                        ,JP     ,TSE     ,0.82                   ,-33.82096830372692   ,81.05263157894737      ,66.66666666666667 ,0.0                  ,83.25                    ,-27.733194009056074          ,Low
NHY       ,Norsk Hydro ASA                                                 ,Materials             ,Metals and Mining                                    ,NO     ,OB      ,0.75                   ,-3.28594733162433    ,65.06024096385542      ,25.0              ,-0.02306             ,54.75                    ,-2.4644604987182475          ,Low
9843      ,Nitori Holdings Co. Ltd.                                        ,Consumer Discretionary,Specialty Retail                                     ,JP     ,TSE     ,0.78                   ,-9.74493132766514    ,41.666666666666664     ,27.272727272727273,0.0                  ,63.75                    ,-7.60104643557881            ,Low
IPCALAB   ,Ipca Laboratories Limited                                       ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,0.8999999999999999     ,6.368654907768951    ,24.11392405063291      ,72.22222222222223 ,-0.00494             ,79.5                     ,5.731789416992055            ,Medium
9041      ,Kintetsu Group Holdings Co.Ltd.                                 ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.9                    ,-11.137440758293838  ,6.666666666666667      ,0.0               ,0.0                  ,50.0                     ,-10.023696682464454          ,High
TFG       ,The Foschini Group Limited                                      ,Consumer Discretionary,Specialty Retail                                     ,ZA     ,JSE     ,0.12                   ,30.107003891050585   ,45.32710280373832      ,50.0              ,-0.04589             ,75.0                     ,3.61284046692607             ,Low
6460      ,Sega Sammy Holdings Inc.                                        ,Consumer Discretionary,Leisure Products                                     ,JP     ,TSE     ,0.46                   ,38.97662665824384    ,36.36363636363637      ,72.72727272727273 ,0.0                  ,84.0                     ,17.929248262792164           ,Low
INCO      ,PT Vale Indonesia Tbk                                           ,Materials             ,Metals and Mining                                    ,ID     ,IDX     ,0.82                   ,9.613870967741935    ,84.74204171240395      ,78.57142857142857 ,-0.037505            ,84.0                     ,7.883374193548386            ,Low
EXCL      ,PT XLSMART Telecom Sejahtera Tbk                                ,Communication Services,Wireless Telecommunication Services                  ,ID     ,IDX     ,0.55                   ,14.912280701754385   ,88.54961832061069      ,20.0              ,0.0                  ,60.0                     ,8.201754385964913            ,Low
ARCLK     ,Arçelik Anonim Sirketi                                          ,Consumer Discretionary,Household Durables                                   ,TR     ,IBSE    ,0.35000000000000003    ,22.288519637462237   ,71.02711382867025      ,61.53846153846154 ,-0.467935            ,78.75                    ,7.800981873111784            ,Low
1969      ,Takasago Thermal Engineering Co. Ltd.                           ,Industrials           ,Building Products                                    ,JP     ,TSE     ,0.82                   ,-3.8648281219654304  ,59.5959595959596       ,50.0              ,0.0                  ,75.0                     ,-3.1691590600116526          ,Low
JEN       ,Jenoptik AG                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,DE     ,XTRA    ,0.9                    ,-2.386117136659436   ,38.888888888888886     ,77.77777777777777 ,-0.028565            ,90.75                    ,-2.1475054229934925          ,Low
3088      ,MatsukiyoCocokara & Co.                                         ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,JP     ,TSE     ,0.5                    ,27.319025100036377   ,32.57142857142857      ,70.0              ,0.0                  ,80.0                     ,13.659512550018189           ,Medium
6592      ,Mabuchi Motor Co. Ltd.                                          ,Industrials           ,Electrical Equipment                                 ,JP     ,TSE     ,0.77                   ,-9.965849115181621   ,50.0                   ,0.0               ,0.0                  ,52.5                     ,-7.673703818689848           ,Low
1911      ,Sumitomo Forestry Co. Ltd.                                      ,Consumer Discretionary,Household Durables                                   ,JP     ,TSE     ,0.8800000000000001     ,10.893307196863624   ,12.121212121212121     ,100.0             ,0.0                  ,95.0                     ,9.58611033323999             ,High
7984      ,Kokuyo Co. Ltd.                                                 ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.86                   ,3.4996688010598365   ,10.666666666666666     ,50.0              ,0.0                  ,68.75                    ,3.0097151689114594           ,High
4403      ,NOF Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.53                   ,25.644329896907216   ,28.205128205128204     ,66.66666666666667 ,0.0                  ,85.0                     ,13.591494845360826           ,Medium
TAQA      ,Abu Dhabi National Energy Company PJSC                          ,Utilities             ,Multi-Utilities                                      ,AE     ,ADX     ,0.6                    ,2.73972602739726     ,65.0                   ,25.0              ,0.0                  ,33.25                    ,1.643835616438356            ,Low
COLR      ,Colruyt Group N.V.                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,BE     ,ENXTBR  ,0.6599999999999999     ,6.594656054576464    ,50.82666666666667      ,11.11111111111111 ,0.02051              ,61.0                     ,4.352472996020466            ,Low
4324      ,Dentsu Group Inc.                                               ,Communication Services,Media                                                ,JP     ,TSE     ,0.53                   ,15.156646909398814   ,35.294117647058826     ,20.0              ,0.0                  ,58.25                    ,8.033022861981372            ,Low
2181      ,Persol Holdings Co.Ltd.                                         ,Industrials           ,Professional Services                                ,JP     ,TSE     ,0.37                   ,23.314065510597302   ,46.875                 ,50.0              ,0.0                  ,68.75                    ,8.626204238921002            ,Low
6465      ,Hoshizaki Corporation                                           ,Industrials           ,Machinery                                            ,JP     ,TSE     ,0.7200000000000001     ,19.532226388144974   ,24.495892457057504     ,77.77777777777777 ,0.0                  ,83.25                    ,14.063202999464382           ,Medium
9364      ,Kamigumi Co. Ltd.                                               ,Industrials           ,Transportation Infrastructure                        ,JP     ,TSE     ,0.85                   ,-0.47050307636626854 ,21.818181818181817     ,66.66666666666667 ,0.0                  ,75.0                     ,-0.3999276149113282          ,Medium
TOM       ,Tomra Systems ASA                                               ,Industrials           ,Machinery                                            ,NO     ,OB      ,0.35000000000000003    ,21.156372549019608   ,55.62782122709133      ,62.5              ,-0.04901             ,75.0                     ,7.404730392156863            ,Low
ALKEM     ,Alkem Laboratories Limited                                      ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,0.47000000000000003    ,13.836186950485887   ,45.13821138211382      ,23.80952380952381 ,-0.00772             ,57.25                    ,6.5030078667283675           ,Low
9147      ,Nippon Express Holdings Inc.                                    ,Industrials           ,Air Freight and Logistics                            ,JP     ,TSE     ,0.6699999999999999     ,1.3420980553273076   ,46.486486486486484     ,44.44444444444444 ,0.0                  ,69.5                     ,0.899205697069296            ,Low
GMRAIRPORT,GMR Airports Limited                                            ,Industrials           ,Transportation Infrastructure                        ,IN     ,NSEI    ,0.55                   ,20.706157609273635   ,30.837004405286343     ,83.33333333333333 ,-0.00385             ,87.5                     ,11.3883866851005             ,Medium
ADPORTS   ,Abu Dhabi Ports Company PJSC                                    ,Industrials           ,Transportation Infrastructure                        ,AE     ,ADX     ,0.37                   ,32.32514177693762    ,48.57142857142857      ,75.0              ,0.04302              ,81.25                    ,11.96030245746692            ,Low
A298380   ,ABL Bio Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0.82                   ,3.036876355748373    ,102.10526315789474     ,83.33333333333333 ,0.0                  ,85.0                     ,2.4902386117136657           ,Low
9007      ,Odakyu Electric Railway Co. Ltd.                                ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.7                    ,4.590354445090064    ,22.22222222222222      ,40.0              ,0.0                  ,65.0                     ,3.2132481115630447           ,Medium
NH        ,Narayana Hrudayalaya Limited                                    ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,0.42000000000000004    ,10.451697988789977   ,47.014925373134325     ,27.272727272727273,-0.010705            ,63.75                    ,4.3897131552917905           ,Low
1860      ,Toda Corporation                                                ,Industrials           ,Construction and Engineering                         ,JP     ,TSE     ,0.85                   ,-22.85060477280157   ,33.898305084745765     ,0.0               ,0.0                  ,50.0                     ,-19.423014056881335          ,Medium
A082740   ,Hanwha Engine Co. Ltd.                                          ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,0.8                    ,18.51851851851852    ,28.125                 ,85.71428571428571 ,0.25738              ,91.75                    ,14.814814814814817           ,Medium
FORTIS    ,Fortis Healthcare Limited                                       ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,0.75                   ,19.225524952277066   ,21.50045745654163      ,76.47058823529412 ,-0.001465            ,83.75                    ,14.419143714207799           ,Medium
7272      ,Yamaha Motor Co. Ltd.                                           ,Consumer Discretionary,Automobiles                                          ,JP     ,TSE     ,0.78                   ,-11.39240506329114   ,42.857142857142854     ,0.0               ,0.0                  ,50.0                     ,-8.88607594936709            ,Low
5020      ,ENEOS Holdings Inc.                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,JP     ,TSE     ,0.9                    ,-14.766748509294985  ,85.59670781893004      ,75.0              ,0.0                  ,78.25                    ,-13.290073658365486          ,Low
4681      ,Resorttrust Inc.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,JP     ,TSE     ,0.5700000000000001     ,20.14529198100028    ,18.6046511627907       ,71.42857142857143 ,0.0                  ,87.5                     ,11.48281642917016            ,High
A079550   ,LIG Nex1 Co. Ltd.                                               ,Industrials           ,Aerospace and Defense                                ,KR     ,KOSE    ,0.37                   ,35.43478260869565    ,47.8330658105939       ,85.71428571428571 ,0.029455             ,84.5                     ,13.11086956521739            ,Low
4004      ,Resonac Holdings Corporation                                    ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.9                    ,-23.323471400394478  ,82.31511254019293      ,83.33333333333333 ,0.0                  ,85.5                     ,-20.99112426035503           ,Low
7936      ,ASICS Corporation                                               ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,JP     ,TSE     ,0.82                   ,8.05277525022748     ,42.10526315789474      ,85.71428571428571 ,0.0                  ,85.75                    ,6.603275705186533            ,Low
TENNIND   ,Tenneco Clean Air India Limited                                 ,Consumer Discretionary,Automobile Components                                ,IN     ,NSEI    ,0.8099999999999999     ,8.831400535236396    ,37.21311475409836      ,33.333333333333336,-0.002265            ,66.75                    ,7.15343443354148             ,Low
4543      ,Terumo Corporation                                              ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.25                   ,56.67744342203432    ,44.44444444444444      ,78.57142857142857 ,0.0                  ,85.75                    ,14.16936085550858            ,Low
1928      ,Sands China Ltd.                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,MO     ,SEHK    ,0.6000000000000001     ,24.303783783783782   ,22.811160104712954     ,95.23809523809524 ,-0.033535            ,91.75                    ,14.582270270270271           ,Medium
A402340   ,SK Square Co. Ltd.                                              ,Industrials           ,Industrial Conglomerates                             ,KR     ,KOSE    ,0.85                   ,0.35842293906810035  ,87.5                   ,100.0             ,1.13919              ,91.75                    ,0.3046594982078853           ,Low
ENRIN     ,Siemens Energy India Limited                                    ,Industrials           ,Electrical Equipment                                 ,IN     ,NSEI    ,0.5900000000000001     ,14.04693259370096    ,38.4                   ,0.0               ,-0.016975            ,52.25                    ,8.287690230283568            ,Low
ELK       ,Elkem ASA                                                       ,Materials             ,Chemicals                                            ,NO     ,OB      ,0.53                   ,28.2                 ,31.201248049921997     ,66.66666666666667 ,0.03593              ,79.25                    ,14.946                       ,Medium
RS1       ,RS Group plc                                                    ,Industrials           ,Trading Companies and Distributors                   ,GB     ,LSE     ,0.9                    ,-0.06906077348066299 ,44.2294402211472       ,70.58823529411765 ,0.010395             ,81.0                     ,-0.06215469613259669         ,Low
CAP       ,Capgemini SE                                                    ,Information Technology,IT Services                                          ,FR     ,ENXTPA  ,0.28                   ,66.90510252742013    ,35.42857142857143      ,68.42105263157895 ,0.03023              ,83.25                    ,18.733428707677636           ,Low
UNVR      ,PT Unilever Indonesia Tbk                                       ,Consumer Staples      ,Household Products                                   ,ID     ,IDX     ,0.47000000000000003    ,11.956521739130435   ,81.55339805825243      ,16.666666666666668,0.04957              ,59.75                    ,5.619565217391305            ,Low
BTA       ,BT Group plc                                                    ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,0.77                   ,-0.6181645268663813  ,82.29665071770334      ,0.0               ,0.01773              ,50.0                     ,-0.47598668568711366         ,Low
9006      ,Keikyu Corporation                                              ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,0.73                   ,3.008502289077829    ,10.158730158730158     ,25.0              ,0.0                  ,43.75                    ,2.196206671026815            ,High
MINT      ,Minor International Public Company Limited                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,TH     ,SET     ,0.6000000000000001     ,29.906542056074766   ,30.93525179856115      ,100.0             ,0.03356              ,96.0                     ,17.943925233644862           ,Medium
NAS       ,Norwegian Air Shuttle ASA                                       ,Industrials           ,Passenger Airlines                                   ,NO     ,OB      ,0.63                   ,12.392783200236616   ,21.05263157894737      ,50.0              ,0.121185             ,70.75                    ,7.807453416149069            ,Medium
KALMAR    ,Kalmar Oyj                                                      ,Industrials           ,Machinery                                            ,FI     ,HLSE    ,0.7799999999999999     ,9.914759982054733    ,30.612244897959183     ,60.0              ,0.023305             ,75.0                     ,7.733512786002691            ,Medium
BSR       ,Binh Son Refining and Petrochemical Joint Stock Company         ,Energy                ,Oil Gas and Consumable Fuels                         ,VN     ,HOSE    ,0.88                   ,-39.3441587755102    ,0.0                    ,0.0               ,0.0                  ,50.0                     ,-34.62285972244898           ,Low
A006260   ,LS Corp.                                                        ,Industrials           ,Electrical Equipment                                 ,KR     ,KOSE    ,0.8                    ,18.951612903225808   ,27.11864406779661      ,100.0             ,-0.05972             ,89.25                    ,15.161290322580648           ,Medium
SCOM      ,Safaricom PLC                                                   ,Communication Services,Wireless Telecommunication Services                  ,KE     ,NASE    ,0.7899999999999999     ,6.0382916053019144   ,53.333333333333336     ,71.42857142857143 ,0.03472              ,82.25                    ,4.770250368188512            ,Low
PHX       ,Phoenix Group Plc                                               ,Information Technology,Software                                             ,AE     ,ADX     ,0.22999999999999998    ,218.56687898089172   ,0.0                    ,                  ,0.0                  ,-25.0                    ,50.27038216560509            ,Low
A214150   ,CLASSYS Inc.                                                    ,Health Care           ,Health Care Equipment and Supplies                   ,KR     ,KOSDAQ  ,0.6200000000000001     ,15.930599369085174   ,47.61904761904762      ,93.75             ,-0.00908             ,86.0                     ,9.87697160883281             ,Low
NAUKRI    ,Info Edge (India) Limited                                       ,Communication Services,Interactive Media and Services                       ,IN     ,NSEI    ,0.22                   ,38.681973534309      ,47.39336492890995      ,63.63636363636363 ,0.837735             ,76.25                    ,8.51003417754798             ,Low
534309    ,NBCC (India) Limited                                            ,Industrials           ,Construction and Engineering                         ,IN     ,BSE     ,0.38                   ,48.827726809378184   ,0.0                    ,50.0              ,-0.007545            ,100.0                    ,18.55453618756371            ,Low
4612      ,Nippon Paint Holdings Co. Ltd.                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.6799999999999999     ,7.0265239646347135   ,47.82608695652174      ,36.36363636363637 ,0.0                  ,63.75                    ,4.778036295951605            ,Low
TALABAT   ,Talabat Holding plc                                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,AE     ,DFM     ,0.23                   ,85.83042973286875    ,56.25                  ,93.33333333333333 ,-0.060915            ,88.25                    ,19.740998838559815           ,Low
QQ        ,QinetiQ Group plc                                               ,Industrials           ,Aerospace and Defense                                ,GB     ,LSE     ,0.6900000000000001     ,15.525672371638143   ,38.80070546737213      ,60.0              ,0.01064              ,77.5                     ,10.712713936430319           ,Low
2501      ,Sapporo Holdings Limited                                        ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.9                    ,-37.25073118851369   ,42.3728813559322       ,80.0              ,0.0                  ,20.0                     ,-33.52565806966232           ,Low
7747      ,Asahi Intecc Co. Ltd.                                           ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.32                   ,30.76923076923077    ,50.0                   ,80.0              ,0.0                  ,85.0                     ,9.846153846153847            ,Low
SOON      ,Sonova Holding AG                                               ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.56                   ,13.69378473976756    ,62.22222222222222      ,5.2631578947368425,-0.01405             ,52.75                    ,7.668519454269834            ,Low
9735      ,SECOM CO. LTD.                                                  ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.9                    ,-1.8106995884773662  ,10.896898575020955     ,16.666666666666668,0.0                  ,58.25                    ,-1.6296296296296295          ,High
IRB       ,IRB Infrastructure Developers Limited                           ,Industrials           ,Construction and Engineering                         ,IN     ,NSEI    ,0.63                   ,29.486597001363016   ,35.08771929824562      ,83.33333333333333 ,-0.07035             ,79.25                    ,18.5765561108587             ,Low
6361      ,Ebara Corporation                                               ,Industrials           ,Machinery                                            ,JP     ,TSE     ,0.9                    ,-6.656609466339807   ,44.44444444444444      ,72.72727272727273 ,0.0                  ,85.0                     ,-5.990948519705826           ,Low
4578      ,Otsuka Holdings Co. Ltd.                                        ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,0.7                    ,1.5588096362777515   ,42.7906976744186       ,66.66666666666667 ,0.0                  ,77.0                     ,1.091166745394426            ,Low
6871      ,Micronics Japan Co. Ltd.                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,0.82                   ,-27.966101694915253  ,48.36601307189542      ,50.0              ,0.0                  ,87.5                     ,-22.932203389830505          ,Low
A310210   ,Voronoi Inc.                                                    ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0.6000000000000001     ,27.058823529411764   ,29.62962962962963      ,100.0             ,0.0                  ,93.75                    ,16.23529411764706            ,Medium
2503      ,Kirin Holdings Company Limited                                  ,Consumer Staples      ,Beverages                                            ,JP     ,TSE     ,0.9                    ,-3.530773683195061   ,40.0                   ,30.76923076923077 ,0.0                  ,61.5                     ,-3.177696314875555           ,Low
7911      ,TOPPAN Holdings Inc.                                            ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.68                   ,22.699386503067483   ,1.6666666666666667     ,100.0             ,0.0                  ,93.75                    ,15.43558282208589            ,High
7733      ,Olympus Corporation                                             ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,0.7                    ,7.96221322537112     ,35.0                   ,21.428571428571427,0.0                  ,60.75                    ,5.573549257759784            ,Low
5706      ,Mitsui Kinzoku Company Limited                                  ,Materials             ,Metals and Mining                                    ,JP     ,TSE     ,0.9                    ,-15.22230595327807   ,53.333333333333336     ,88.88888888888889 ,0.0                  ,86.0                     ,-13.700075357950263          ,Low
7912      ,Dai Nippon Printing Co. Ltd.                                    ,Industrials           ,Commercial Services and Supplies                     ,JP     ,TSE     ,0.85                   ,-11.219358893777498  ,28.31858407079646      ,50.0              ,0.0                  ,62.5                     ,-9.536455059710873           ,Medium
COH       ,Cochlear Limited                                                ,Health Care           ,Health Care Equipment and Supplies                   ,AU     ,ASX     ,0.15                   ,50.35618913763678    ,36.72302426790982      ,13.333333333333334,0.015975             ,58.25                    ,7.553428370645517            ,Low
A003230   ,Samyang Foods Co. Ltd.                                          ,Consumer Staples      ,Food Products                                        ,KR     ,KOSE    ,0.30000000000000004    ,51.260504201680675   ,22.22222222222222      ,100.0             ,0.0217               ,91.75                    ,15.378151260504204           ,Medium
4088      ,Air Water Inc.                                                  ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.52                   ,19.748325553074892   ,56.94915254237288      ,50.0              ,0.0                  ,68.75                    ,10.269129287598945           ,Low
AKER      ,Aker ASA                                                        ,Industrials           ,Industrial Conglomerates                             ,NO     ,OB      ,0.78                   ,-5.793025871766029   ,36.417910447761194     ,40.0              ,0.0                  ,65.0                     ,-4.518560179977503           ,Low
5105      ,Toyo Tire Corporation                                           ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,0.7799999999999999     ,4.119511090991399    ,36.95652173913044      ,54.54545454545455 ,0.0                  ,72.75                    ,3.2132186509732907           ,Low
AC        ,Air Canada                                                      ,Industrials           ,Passenger Airlines                                   ,CA     ,TSX     ,0.4                    ,20.987654320987655   ,57.95918367346939      ,62.5              ,-0.04436             ,76.5                     ,8.395061728395062            ,Low
HUH1V     ,Huhtamäki Oyj                                                   ,Materials             ,Containers and Packaging                             ,FI     ,HLSE    ,0.7200000000000001     ,16.866708780795957   ,33.78378378378378      ,80.0              ,0.03507              ,85.0                     ,12.14403032217309            ,Medium
USFD      ,US Foods Holding Corp.                                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,0.9                    ,2.0714500150105075   ,35.294117647058826     ,82.3529411764706  ,0.01135              ,88.25                    ,1.8643050135094568           ,Low
SAF       ,Safran SA                                                       ,Industrials           ,Aerospace and Defense                                ,FR     ,ENXTPA  ,0.7799999999999999     ,2.1634615384615383   ,36.76470588235294      ,61.904761904761905,0.03426              ,78.5                     ,1.6874999999999998           ,Low
TXNM      ,TXNM Energy Inc.                                                ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.73                   ,3.1123481781376516   ,3.6809815950920246     ,16.666666666666668,-0.022645            ,54.25                    ,2.2720141700404857           ,High
ATMU      ,Atmus Filtration Technologies Inc.                              ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.9                    ,-7.985028072364317   ,16.949152542372882     ,80.0              ,0.025735             ,85.0                     ,-7.1865252651278855          ,High
UI        ,Ubiquiti Inc.                                                   ,Information Technology,Communications Equipment                             ,US     ,NYSE    ,0.9                    ,-13.409993611643474  ,30.95429029671211      ,0.0               ,0.416665             ,50.0                     ,-12.068994250479127          ,Medium
MG        ,Magna International Inc.                                        ,Consumer Discretionary,Automobile Components                                ,CA     ,TSX     ,0.88                   ,-29.045765611633875  ,39.4233261599484       ,15.789473684210526,0.0065               ,55.25                    ,-25.56027373823781           ,Low
TOI       ,Topicus.com Inc.                                                ,Information Technology,Software                                             ,NL     ,TSXV    ,0.30000000000000004    ,123.9016181988743    ,21.905612818045984     ,100.0             ,-0.017085            ,83.25                    ,37.170485459662295           ,Medium
AL        ,Air Lease Corporation                                           ,Industrials           ,Trading Companies and Distributors                   ,US     ,NYSE    ,0.7799999999999999     ,0.4171172562953808   ,0.0                    ,0.0               ,0.01267              ,50.0                     ,0.325351459910397            ,Low
CCO       ,Cameco Corporation                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.75                   ,13.680654800571652   ,46.285714285714285     ,85.71428571428571 ,-0.026005            ,82.25                    ,10.26049110042874            ,Low
SXT       ,Sensient Technologies Corporation                               ,Materials             ,Chemicals                                            ,US     ,NYSE    ,0.53                   ,28.990648178007095   ,8.333333333333334      ,66.66666666666667 ,0.007795             ,75.0                     ,15.365043534343762           ,High
AAP       ,Advance Auto Parts Inc.                                         ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.8099999999999999     ,-6.542056074766355   ,81.81818181818181      ,3.7037037037037037,0.01409              ,50.0                     ,-5.299065420560748           ,Low
BME       ,B&M European Value Retail S.A.                                  ,Consumer Discretionary,Broadline Retail                                     ,LU     ,LSE     ,0.48000000000000004    ,10.558319513543394   ,67.5                   ,52.94117647058823 ,-0.144215            ,73.5                     ,5.067993366500829            ,Low
ZTS       ,Zoetis Inc.                                                     ,Health Care           ,Pharmaceuticals                                      ,US     ,NYSE    ,0.56                   ,14.488748519542044   ,46.206896551724135     ,55.0              ,0.02141              ,72.5                     ,8.113699170943546            ,Low
AFG       ,AF Gruppen ASA                                                  ,Industrials           ,Construction and Engineering                         ,NO     ,OB      ,0.9                    ,-10.054347826086957  ,36.858006042296076     ,50.0              ,0.143075             ,25.0                     ,-9.048913043478262           ,Low
H         ,Hydro One Limited                                               ,Utilities             ,Electric Utilities                                   ,CA     ,TSX     ,0.85                   ,-6.144855675579954   ,28.30188679245283      ,14.285714285714286,0.050645             ,44.75                    ,-5.223127324242961           ,Medium
MRNA      ,Moderna Inc.                                                    ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,0.83                   ,-26.59246980819323   ,396.7741935483871      ,4.166666666666667 ,0.0                  ,52.0                     ,-22.07174994080038           ,Low
TRP       ,TC Energy Corporation                                           ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.88                   ,-7.535829865926953   ,37.5                   ,52.17391304347826 ,-0.00122             ,70.75                    ,-6.631530282015719           ,Low
ENB       ,Enbridge Inc.                                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,0.85                   ,-3.1377899045020463  ,25.35211267605634      ,39.130434782608695,0.014125             ,67.5                     ,-2.6671214188267394          ,Medium
AEE       ,Ameren Corporation                                              ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,0.75                   ,0.02703433360367667  ,23.423423423423422     ,46.666666666666664,0.003695             ,73.25                    ,0.0202757502027575           ,Medium
539006    ,PTC Industries Limited                                          ,Materials             ,Metals and Mining                                    ,IN     ,BSE     ,0.6000000000000001     ,25.181269334262012   ,17.604868506846337     ,100.0             ,-0.009905            ,100.0                    ,15.108761600557209           ,High
AZJ       ,Aurizon Holdings Limited                                        ,Industrials           ,Ground Transportation                                ,AU     ,ASX     ,0.72                   ,-3.8997214484679668  ,43.82028985507247      ,13.333333333333334,0.04543              ,56.75                    ,-2.807799442896936           ,Low
2050      ,Savola Group Company                                            ,Consumer Staples      ,Food Products                                        ,SA     ,SASE    ,0.25                   ,45.73510501500214    ,41.470588235294116     ,33.333333333333336,0.01228              ,66.75                    ,11.433776253750535           ,Low
JBH       ,JB Hi-Fi Limited                                                ,Consumer Discretionary,Specialty Retail                                     ,AU     ,ASX     ,0.25                   ,25.19561815336463    ,64.58333333333333      ,13.333333333333334,0.051265             ,56.75                    ,6.298904538341158            ,Low
TWE       ,Treasury Wine Estates Limited                                   ,Consumer Staples      ,Beverages                                            ,AU     ,ASX     ,0.83                   ,-0.7633587786259542  ,73.07692307692308      ,6.666666666666667 ,-0.16071             ,51.75                    ,-0.633587786259542           ,Low
S59       ,SIA Engineering Company Limited                                 ,Industrials           ,Transportation Infrastructure                        ,SG     ,SGX     ,0.8                    ,15.606936416184972   ,5.5                    ,75.0              ,0.04575              ,81.25                    ,12.485549132947979           ,High
4631      ,DIC Corporation                                                 ,Materials             ,Chemicals                                            ,JP     ,TSE     ,0.9                    ,-3.5294117647058822  ,12.195121951219512     ,33.333333333333336,0.0                  ,66.75                    ,-3.176470588235294           ,High
5108      ,Bridgestone Corporation                                         ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,0.6499999999999999     ,2.174482577940791    ,52.56410256410256      ,57.142857142857146,0.0                  ,73.0                     ,1.4134136756615139           ,Low
