ticker    ,name                                                                            ,sector                ,industry                                             ,country,exchange,last_price,pt_median  ,pt_spread          ,expected_upside_pct  ,upside_std         ,var_5_pct             ,prob_positive_upside,risk_reward_ratio
512599    ,Adani Enterprises Limited                                                       ,Industrials           ,Trading Companies and Distributors                   ,IN     ,BSE     ,2019.4    ,2965.0     ,50.0               ,46.822626344761986   ,0.5047149080600376 ,45.98201023307649     ,100.0               ,92.77044445691759
526371    ,NMDC Limited                                                                    ,Materials             ,Metals and Mining                                    ,IN     ,BSE     ,81.15     ,79.0       ,39.0               ,-3.1899241013373394  ,9.781847039158992  ,-19.687160232016286   ,38.33               ,-0.32610652043191196
3064      ,MonotaRO Co. Ltd.                                                               ,Industrials           ,Trading Companies and Distributors                   ,JP     ,TSE     ,2091.5    ,2500.0     ,1100.0             ,17.840387770645226   ,10.70568562473623  ,-0.5565671636713017   ,94.27               ,1.6664404687378238
MANKIND   ,Mankind Pharma Limited                                                          ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,2124.0    ,2590.0     ,1120.0             ,20.75058566911357    ,10.73562977571792  ,2.4258619103087877    ,97.22               ,1.93287083316227
6841      ,Yokogawa Electric Corporation                                                   ,Information Technology,Electronic Equipment Instruments and Components      ,JP     ,TSE     ,5128.0    ,5200.0     ,1240.0             ,3.7307166550044064   ,5.025791638784408  ,-4.069272780744932    ,75.06               ,0.7423142308993051
2768      ,Sojitz Corporation                                                              ,Industrials           ,Trading Companies and Distributors                   ,JP     ,TSE     ,5628.0    ,5055.0     ,2100.0             ,-10.252852104747566  ,7.660430268434382  ,-23.08474365419003    ,10.08               ,-1.3384172618861285
7259      ,Aisin Corporation                                                               ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,2763.5    ,3000.0     ,1400.0             ,6.1175363671355285   ,10.42529237901437  ,-11.743973994819696   ,71.45               ,0.5867975827181446
3626      ,TIS Inc.                                                                        ,Information Technology,IT Services                                          ,JP     ,TSE     ,4498.0    ,5315.0     ,1550.0             ,17.55205973054064    ,7.104360726515209  ,5.4680457371820035    ,100.0               ,2.47060367656052
VBL       ,Varun Beverages Limited                                                         ,Consumer Staples      ,Beverages                                            ,IN     ,NSEI    ,471.25    ,587.5      ,244.0              ,29.59375108668877    ,10.706297511313124 ,13.067607652540659    ,100.0               ,2.764144285680242
9107      ,Kawasaki Kisen Kaisha Ltd.                                                      ,Industrials           ,Marine Transportation                                ,JP     ,TSE     ,2229.0    ,2100.0     ,1010.0             ,-14.860667237867094  ,9.829951045197571  ,-33.16368581520698    ,2.53                ,-1.5117742875359774
2897      ,Nissin Foods Holdings Co.Ltd.                                                   ,Consumer Staples      ,Food Products                                        ,JP     ,TSE     ,3130.0    ,3100.0     ,2100.0             ,12.82843480371887    ,14.452489561699519 ,-7.190307569976303    ,78.03               ,0.8876280276109281
A042700   ,HANMI Semiconductor Co. Ltd.                                                    ,Information Technology,Semiconductors and Semiconductor Equipment           ,KR     ,KOSE    ,211000.0  ,145000.0   ,141000.0           ,-26.656088508905157  ,13.744192218861942 ,-48.42454466503059    ,2.87                ,-1.9394438090238202
PIDILITIND,Pidilite Industries Limited                                                     ,Materials             ,Chemicals                                            ,IN     ,NSEI    ,1431.1    ,1637.5     ,595.0              ,12.624791318815092   ,8.456041907918742  ,-2.0981914251166045   ,91.82000000000001   ,1.4929906280375083
LUMN      ,Lumen Technologies Inc.                                                         ,Communication Services,Diversified Telecommunication Services               ,US     ,NYSE    ,8.82      ,8.0        ,6.0                ,-9.25531925457263    ,13.940949219463898 ,-32.838577673633736   ,26.86               ,-0.6638944815644731
SNAP      ,Snap Inc.                                                                       ,Communication Services,Interactive Media and Services                       ,US     ,NYSE    ,6.93      ,9.5        ,9.0                ,56.546526967853666   ,27.55656462757973  ,16.09413924263602     ,100.0               ,2.0520165605570297
CBT       ,Cabot Corporation                                                               ,Materials             ,Chemicals                                            ,US     ,NYSE    ,72.19     ,74.0       ,27.0               ,-3.3592592571857263  ,7.914808358756837  ,-17.823235485552637   ,39.1                ,-0.4244271124352729
CRUS      ,Cirrus Logic Inc.                                                               ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,130.34    ,150.0      ,55.0               ,3.4316600152220227   ,9.561976837939781  ,-14.33291199336398    ,65.86               ,0.358886041389053
MRCY      ,Mercury Systems Inc.                                                            ,Industrials           ,Aerospace and Defense                                ,US     ,NasdaqGS,93.88     ,95.0       ,65.0               ,-4.00228490556351    ,14.247390315392702 ,-29.245110472822123   ,42.03               ,-0.28091354395193985
BALL      ,Ball Corporation                                                                ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,56.87     ,63.0       ,22.0               ,8.475079024398331    ,7.949333927698327  ,-5.491118167030534    ,83.54               ,1.0661369998394608
MTCH      ,Match Group Inc.                                                                ,Communication Services,Interactive Media and Services                       ,US     ,NasdaqGS,31.15     ,37.0       ,18.0               ,25.015013929104672   ,11.87500037682898  ,7.017519122733047     ,99.98               ,2.1065274219203447
SR        ,Spire Inc.                                                                      ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,84.49     ,93.0       ,16.0               ,9.241535161660032    ,3.849784273212001  ,2.623860132336646     ,99.81               ,2.400533252204679
INGR      ,Ingredion Incorporated                                                          ,Consumer Staples      ,Food Products                                        ,US     ,NYSE    ,118.1     ,123.5      ,11.0               ,5.129943803687869    ,1.9250840718418394 ,2.0823418752897633    ,100.0               ,2.6647894908713026
HRB       ,H&R Block Inc.                                                                  ,Consumer Discretionary,Diversified Consumer Services                        ,US     ,NYSE    ,39.45     ,55.0       ,14.0               ,39.54771102666467    ,7.241093067249446  ,27.45962205767116     ,100.0               ,5.461566459563128
ZWS       ,Zurn Elkay Water Solutions Corporation                                          ,Industrials           ,Building Products                                    ,US     ,NYSE    ,46.11     ,52.0       ,13.0               ,11.991815991525073   ,5.729882923377603  ,2.1869677163560275    ,98.71               ,2.0928553256470797
IT        ,Gartner Inc.                                                                    ,Information Technology,IT Services                                          ,US     ,NYSE    ,209.61    ,270.0      ,239.0              ,50.16914560345601    ,24.446800629886386 ,15.542763543651777    ,100.0               ,2.0521763302689138
ATI       ,ATI Inc.                                                                        ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,120.3     ,137.0      ,32.0               ,9.476759104641454    ,5.635599011647983  ,-0.7160168277180515   ,93.54               ,1.6815886093127526
SWKS      ,Skyworks Solutions Inc.                                                         ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,55.76     ,73.0       ,80.0               ,63.658199488557955   ,31.77139440565221  ,20.39282680375319     ,100.0               ,2.003632534215527
MZTI      ,The Marzetti Company                                                            ,Consumer Staples      ,Food Products                                        ,US     ,NasdaqGS,171.57    ,190.0      ,52.0               ,17.004363209781864   ,6.62989317911846   ,7.814196678547538     ,100.0               ,2.564801988565801
POWL      ,Powell Industries Inc.                                                          ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqGS,443.59    ,427.0      ,78.0               ,-6.10112464146701    ,3.6797170413119358 ,-12.732195349313375   ,2.23                ,-1.6580417931515097
DOX       ,Amdocs Limited                                                                  ,Information Technology,IT Services                                          ,US     ,NasdaqGS,81.94     ,101.0      ,14.0               ,25.648311886932508   ,3.5896178801517524 ,20.402369372509828    ,100.0               ,7.145137099063095
SKY       ,Champion Homes Inc.                                                             ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,78.38     ,96.0       ,26.0               ,24.186097365754883   ,6.8330974323637195 ,13.164463972366589    ,100.0               ,3.5395510755052086
CSL       ,Carlisle Companies Incorporated                                                 ,Industrials           ,Building Products                                    ,US     ,NYSE    ,340.89    ,373.0      ,76.0               ,8.282290045473585    ,4.544472564549625  ,0.45238645559822444   ,96.19               ,1.822497534715427
GPK       ,Graphic Packaging Holding Company                                               ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,14.65     ,17.0       ,10.0               ,16.09191856723296    ,13.770328253045365 ,-6.784506553913706    ,86.03               ,1.16859367994181
CLX       ,The Clorox Company                                                              ,Consumer Staples      ,Household Products                                   ,US     ,NYSE    ,112.79    ,115.0      ,69.0               ,10.028318676229174   ,12.85922411085405  ,-8.955930873290749    ,76.08               ,0.7798541023765655
SIMO      ,Silicon Motion Technology Corporation                                           ,Information Technology,Semiconductors and Semiconductor Equipment           ,HK     ,NasdaqGS,118.93    ,120.0      ,65.0               ,-3.2550747378616203  ,11.240775338187023 ,-23.02946699299966    ,41.83               ,-0.28957742147941706
BKH       ,Black Hills Corporation                                                         ,Utilities             ,Multi-Utilities                                      ,US     ,NYSE    ,72.98     ,79.0       ,15.0               ,8.767510572308119    ,4.186883572366186  ,1.7808804030501963    ,99.1                ,2.0940421248334893
REYN      ,Reynolds Consumer Products Inc.                                                 ,Consumer Staples      ,Household Products                                   ,US     ,NasdaqGS,23.17     ,26.0       ,6.0                ,15.081834453250046   ,5.334321854431392  ,7.115812206305042     ,100.0               ,2.827319922722901
MOD       ,Modine Manufacturing Company                                                    ,Industrials           ,Building Products                                    ,US     ,NYSE    ,184.66    ,207.5      ,80.0               ,15.178801321808313   ,8.886524940487114  ,1.1057305172201943    ,96.6                ,1.7080693998453225
ENPH      ,Enphase Energy Inc.                                                             ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGM,36.98     ,37.0       ,59.0               ,33.4019924907062     ,34.59904157961364  ,-13.7609765056396     ,81.08999999999999   ,0.9654022471647664
MUSA      ,Murphy USA Inc.                                                                 ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,422.51    ,435.0      ,210.0              ,4.411715567540658    ,10.22244780562662  ,-12.115145707507121   ,65.03999999999999   ,0.4315713468463365
PFGC      ,Performance Food Group Company                                                  ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,95.45     ,120.0      ,25.0               ,24.002494706914437   ,5.370977559099594  ,14.634448945100372    ,100.0               ,4.4689247800428875
QGEN      ,Qiagen N.V.                                                                     ,Health Care           ,Life Sciences Tools and Services                     ,NL     ,NYSE    ,53.67     ,50.53      ,16.0               ,-1.4388037914214216  ,6.2365432385326685 ,-10.651128337913088   ,38.86               ,-0.23070533409144497
UGI       ,UGI Corporation                                                                 ,Utilities             ,Gas Utilities                                        ,US     ,NYSE    ,40.11     ,44.0       ,2.0                ,9.708060264422803    ,1.0153605285395708 ,8.005549475059805     ,100.0               ,9.561195251883833
TECH      ,Bio-Techne Corporation                                                          ,Health Care           ,Life Sciences Tools and Services                     ,US     ,NasdaqGS,64.09     ,70.0       ,20.0               ,9.328437440308111    ,6.356677529909325  ,-1.3445830613376013   ,92.01               ,1.4675020710766142
SLGN      ,Silgan Holdings Inc.                                                            ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,43.15     ,50.0       ,11.0               ,13.474852830493637   ,5.295924777453004  ,4.05947425327054      ,99.99               ,2.544381462490139
TTMI      ,TTM Technologies Inc.                                                           ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NasdaqGS,98.2      ,109.0      ,51.0               ,3.324414253128875    ,11.028855561960281 ,-16.959110183123304   ,64.29               ,0.30142875971602534
UHAL      ,U-Haul Holding Company                                                          ,Industrials           ,Ground Transportation                                ,US     ,NYSE    ,56.55     ,80.45      ,35.1               ,42.334856658261685   ,12.66142898569288  ,21.11385482800732     ,100.0               ,3.3436081113829323
CCK       ,Crown Holdings Inc.                                                             ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,104.68    ,120.0      ,34.0               ,16.59161413533228    ,6.6260666076782675 ,6.039116733700653     ,100.0               ,2.5039914503886758
FORM      ,FormFactor Inc.                                                                 ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,70.49     ,64.5       ,46.0               ,-0.5696461753293739  ,13.491558466695865 ,-20.731193329179092   ,44.16               ,-0.04222241461099953
MLI       ,Mueller Industries Inc.                                                         ,Industrials           ,Machinery                                            ,US     ,NYSE    ,136.14    ,135.5      ,29.0               ,-0.5110445667364686  ,4.3792984196429945 ,-7.786303134570545    ,45.26               ,-0.11669553379697051
NYT       ,The New York Times Company                                                      ,Communication Services,Media                                                ,US     ,NYSE    ,73.31     ,69.5       ,24.0               ,-5.666588192393693   ,6.651909884644147  ,-16.937271958780634   ,21.08               ,-0.8518738664026316
ELF       ,e.l.f. Beauty Inc.                                                              ,Consumer Staples      ,Personal Care Products                               ,US     ,NYSE    ,84.99     ,110.0      ,51.0               ,30.073710890399244   ,12.300296763265145 ,9.665886940487777     ,100.0               ,2.4449581558238846
BOOT      ,Boot Barn Holdings Inc.                                                         ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,178.48    ,232.5      ,97.0               ,30.79920236432824    ,11.178116381129714 ,12.160183083297266    ,100.0               ,2.75531237233509
IEX       ,IDEX Corporation                                                                ,Industrials           ,Machinery                                            ,US     ,NYSE    ,198.55    ,202.0      ,50.0               ,-0.6485983245059069  ,5.174854758042068  ,-9.796644639826347    ,48.620000000000005  ,-0.12533652727121317
FLNC      ,Fluence Energy Inc.                                                             ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqGS,30.77     ,19.0       ,22.0               ,-38.273349645585775  ,14.64937054658672  ,-62.910533001886016   ,0.0                 ,-2.612627588596522
RAL       ,Ralliant Corporation                                                            ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,52.97     ,60.0       ,15.0               ,10.110054939143701   ,5.940445093932368  ,-0.5071336177771416   ,93.75               ,1.7019019247345988
ARW       ,Arrow Electronics Inc.                                                          ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,132.49    ,107.5      ,30.0               ,-18.13234740111741   ,4.609262728947343  ,-25.647306033571663   ,0.0                 ,-3.933893220545155
ENS       ,EnerSys                                                                         ,Industrials           ,Electrical Equipment                                 ,US     ,NYSE    ,180.19    ,174.2      ,22.0               ,-3.0278860954046305  ,2.4850898052420556 ,-7.133899502848802    ,12.790000000000001  ,-1.2184211971002412
TKR       ,The Timken Company                                                              ,Industrials           ,Machinery                                            ,US     ,NYSE    ,93.19     ,88.0       ,25.0               ,-2.323643488782609   ,5.537082969246814  ,-10.73995133609239    ,33.239999999999995  ,-0.41965119570868276
WFRD      ,Weatherford International plc                                                   ,Energy                ,Energy Equipment and Services                        ,US     ,NasdaqGS,94.08     ,98.0       ,49.45              ,3.8747946324844857   ,10.788175045395882 ,-14.229282202713133   ,64.02               ,0.35917053775820496
DAY       ,Dayforce Inc.                                                                   ,Industrials           ,Professional Services                                ,US     ,NYSE    ,69.27     ,70.0       ,1.0                ,0.5728906405062182   ,0.34112239111864656,-0.06366714719678807  ,92.78999999999999   ,1.6794284263414412
MWA       ,Mueller Water Products Inc.                                                     ,Industrials           ,Machinery                                            ,US     ,NYSE    ,27.07     ,27.5       ,5.0                ,1.55627186796238     ,3.7719549907957868 ,-4.736059367619605    ,65.16               ,0.41259025406187205
NOV       ,NOV Inc.                                                                        ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,18.35     ,17.0       ,8.0                ,-3.747867828468318   ,8.963378439244797  ,-17.854804935847124   ,33.1                ,-0.4181311604627609
AVY       ,Avery Dennison Corporation                                                      ,Materials             ,Containers and Packaging                             ,US     ,NYSE    ,185.51    ,210.0      ,49.0               ,12.897258169791023   ,5.401749397793147  ,3.7650759828816516    ,99.98               ,2.3876076470819108
SITM      ,SiTime Corporation                                                              ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGM,363.11    ,400.0      ,110.0              ,5.451451594131746    ,6.410006665257568  ,-6.045683110633506    ,78.25               ,0.8504595827768449
VVV       ,Valvoline Inc.                                                                  ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,32.72     ,40.0       ,18.0               ,20.22050454236291    ,11.340998061763917 ,0.7143213547872945    ,95.77               ,1.7829563528924475
APOLLOTYRE,Apollo Tyres Limited                                                            ,Consumer Discretionary,Automobile Components                                ,IN     ,NSEI    ,492.15    ,572.5      ,201.0              ,13.323805980559776   ,8.485434845996584  ,-1.7755087650563184   ,92.27               ,1.5701971934704004
9706      ,Japan Airport Terminal Co. Ltd.                                                 ,Industrials           ,Transportation Infrastructure                        ,JP     ,TSE     ,4832.0    ,5500.0     ,3400.0             ,13.77502503409591    ,14.389772836740182 ,-10.493711088848439   ,81.41000000000001   ,0.9572788389629967
EMCURE    ,Emcure Pharmaceuticals Limited                                                  ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,1463.8    ,1697.5     ,200.0              ,13.789307217354837   ,2.9055777464685244 ,8.516554491881891     ,100.0               ,4.745805626476364
ASGN      ,ASGN Incorporated                                                               ,Information Technology,IT Services                                          ,US     ,NYSE    ,52.09     ,54.5       ,21.0               ,2.163630008179108    ,8.191375759638124  ,-12.133677463756475   ,61.61               ,0.26413511865004374
CLB       ,Core Laboratories Inc.                                                          ,Energy                ,Energy Equipment and Services                        ,US     ,NYSE    ,19.54     ,14.0       ,10.5               ,-18.903509480010126  ,11.50931844453209  ,-35.24494213352631    ,7.539999999999999   ,-1.6424525545203685
AZTA      ,Azenta Inc.                                                                     ,Health Care           ,Life Sciences Tools and Services                     ,US     ,NasdaqGS,38.88     ,43.0       ,11.0               ,13.134032838240245   ,5.9175024454244065 ,3.976008737316973     ,100.0               ,2.2195230098123373
ATEN      ,A10 Networks Inc.                                                               ,Information Technology,Software                                             ,US     ,NYSE    ,17.44     ,23.0       ,3.0                ,33.829720048253236   ,3.613398863985574  ,28.36055167291027     ,100.0               ,9.362298855360546
ATS       ,ATS Corporation                                                                 ,Industrials           ,Machinery                                            ,CA     ,TSX     ,38.7      ,48.0       ,17.075000000000003 ,24.745570889716536   ,8.970261318374739  ,9.926329107661703     ,100.0               ,2.758623189608485
MCRI      ,Monarch Casino & Resort Inc.                                                    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NasdaqGS,91.53     ,109.0      ,33.0               ,18.825366330230835   ,7.379711204713026  ,6.509325352479246     ,100.0               ,2.5509624710257066
SWK       ,Stanley Black & Decker Inc.                                                     ,Industrials           ,Machinery                                            ,US     ,NYSE    ,78.66     ,88.0       ,51.150000000000006 ,17.50903131693771    ,13.481568449872448 ,-3.583437806559594    ,90.07               ,1.2987384503546666
CENT      ,Central Garden & Pet Company                                                    ,Consumer Staples      ,Household Products                                   ,US     ,NasdaqGS,33.83     ,46.0       ,8.0                ,35.920655308379644   ,4.833458960065718  ,27.850985486081047    ,100.0               ,7.431666557047016
RRX       ,Regal Rexnord Corporation                                                       ,Industrials           ,Electrical Equipment                                 ,US     ,NYSE    ,161.5     ,180.0      ,52.0               ,13.896068943904853   ,6.637492908432726  ,3.555171923481165     ,99.71               ,2.0935719458547872
DHT       ,DHT Holdings Inc.                                                               ,Energy                ,Oil Gas and Consumable Fuels                         ,BM     ,NYSE    ,14.33     ,15.9       ,1.8000000000000007 ,11.819653660319068   ,2.596798964195373  ,7.786328561584372     ,100.0               ,4.551624451214084
ADNT      ,Adient plc                                                                      ,Consumer Discretionary,Automobile Components                                ,IE     ,NYSE    ,20.8      ,25.5       ,10.0               ,20.91102470087953    ,9.768558830004388  ,4.217715203754394     ,98.82               ,2.1406458275759945
FMC       ,FMC Corporation                                                                 ,Materials             ,Chemicals                                            ,US     ,NYSE    ,15.8      ,17.0       ,47.0               ,89.41110696507116    ,67.48684894165785  ,1.6519361698896216    ,95.72               ,1.3248671165898818
KLIC      ,Kulicke and Soffa Industries Inc.                                               ,Information Technology,Semiconductors and Semiconductor Equipment           ,SG     ,NasdaqGS,57.33     ,50.0       ,20.0               ,-8.090390074372317   ,7.38458637104197   ,-18.918200470037124   ,16.619999999999997  ,-1.0955779603442783
PAHC      ,Phibro Animal Health Corporation                                                ,Health Care           ,Pharmaceuticals                                      ,US     ,NasdaqGM,40.15     ,45.0       ,18.0               ,5.374920165844088    ,9.398180628745314  ,-11.642642780379106   ,71.77               ,0.5719107110374465
NOVN      ,Novartis AG                                                                     ,Health Care           ,Pharmaceuticals                                      ,CH     ,SWX     ,114.62    ,111.329    ,47.092899999999986 ,-4.368728460216199   ,8.351663212527452  ,-18.704015680096123   ,31.77               ,-0.5230968190459511
DGII      ,Digi International Inc.                                                         ,Information Technology,Communications Equipment                             ,US     ,NasdaqGS,43.07     ,47.0       ,10.0               ,13.752198759203788   ,4.9718346541004035 ,6.80261762870016      ,100.0               ,2.7660209391440613
NOVOB     ,Novo Nordisk A/S                                                                ,Health Care           ,Pharmaceuticals                                      ,DK     ,CPSE    ,369.55    ,410.0      ,270.0              ,10.03288842166248    ,14.87909745384604  ,-15.012747401080551   ,73.96000000000001   ,0.6742941534447117
KMT       ,Kennametal Inc.                                                                 ,Industrials           ,Machinery                                            ,US     ,NYSE    ,34.39     ,28.5       ,16.0               ,-10.54745179193478   ,9.773039752375215  ,-24.78019598599297    ,16.3                ,-1.0792396285271788
HTLD      ,Heartland Express Inc.                                                          ,Industrials           ,Ground Transportation                                ,US     ,NasdaqGS,10.09     ,9.0        ,4.0                ,-4.172388852873725   ,8.44764981751076   ,-16.25877480211482    ,30.06               ,-0.49391119932847655
TENB      ,Tenable Holdings Inc.                                                           ,Information Technology,Software                                             ,US     ,NasdaqGS,22.06     ,36.0       ,20.0               ,60.17945223032193    ,18.74025957073752  ,28.41154748838185     ,100.0               ,3.211238990749666
CMP       ,Compass Minerals International Inc.                                             ,Materials             ,Metals and Mining                                    ,US     ,NYSE    ,24.98     ,23.0       ,8.0                ,-10.616358316996008  ,6.621364622791964  ,-22.38914031896476    ,4.18                ,-1.6033489955307
LLY       ,Eli Lilly and Company                                                           ,Health Care           ,Pharmaceuticals                                      ,US     ,NYSE    ,1037.1499 ,1173.5     ,730.0              ,10.402956231708117   ,14.422847042928721 ,-14.099465859040718   ,75.11               ,0.7212831281330485
COR       ,Cencora Inc.                                                                    ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,359.22    ,405.0      ,125.0              ,7.743514572197225    ,7.300095032054466  ,-5.504809389137124    ,83.02000000000001   ,1.060741612019531
COHR      ,Coherent Corp.                                                                  ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,212.18    ,210.0      ,137.0              ,-9.801038536786539   ,13.603989074766922 ,-34.59769029269128    ,26.529999999999998  ,-0.7204532790287073
BLBD      ,Blue Bird Corporation                                                           ,Industrials           ,Machinery                                            ,US     ,NasdaqGM,50.31     ,66.0       ,27.0               ,26.632433283182706   ,11.043652744386675 ,6.76567544700282      ,99.68               ,2.411560187522156
QCOM      ,QUALCOMM Incorporated                                                           ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,151.59    ,192.5      ,68.0               ,26.170430034431117   ,9.1828009859228    ,10.699985933186964    ,100.0               ,2.8499398031766443
YUMC      ,Yum China Holdings Inc.                                                         ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,CN     ,NYSE    ,49.42     ,57.25      ,23.0               ,25.696153568224474   ,10.138010993817284 ,11.666469208089307    ,100.0               ,2.5346346126370745
VSH       ,Vishay Intertechnology Inc.                                                     ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,20.15     ,15.0       ,2.0                ,-25.539255511871257  ,2.017128995868817  ,-28.880914286170892   ,0.0                 ,-12.661191011669036
YUM       ,Yum! Brands Inc.                                                                ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,155.5     ,164.5      ,55.0               ,9.205910083525565    ,7.372421918042797  ,-2.2626952007578796   ,89.27000000000001   ,1.2486955014058008
ODFL      ,Old Dominion Freight Line Inc.                                                  ,Industrials           ,Ground Transportation                                ,US     ,NasdaqGS,173.2     ,167.0      ,82.0               ,-8.25248184268437    ,9.848332422182017  ,-25.83431230852724    ,21.55               ,-0.837957279355923
SU        ,Suncor Energy Inc.                                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,71.97     ,70.0       ,22.0               ,-4.512146465879464   ,6.267866997347674  ,-15.422699653380437   ,25.39               ,-0.7198854838159193
FOXA      ,Fox Corporation                                                                 ,Communication Services,Media                                                ,US     ,NasdaqGS,72.78     ,72.0       ,42.0               ,2.558454602631602    ,11.784018534644098 ,-16.08172558090509    ,56.16               ,0.21711223510977556
GOOGL     ,Alphabet Inc.                                                                   ,Communication Services,Interactive Media and Services                       ,US     ,NasdaqGS,338.0     ,348.0      ,247.0              ,-4.787250579671756   ,15.17320620427644  ,-32.149726763466234   ,42.11               ,-0.3155068556520711
BSX       ,Boston Scientific Corporation                                                   ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,93.53     ,127.0      ,41.0               ,30.47297684502698    ,9.164714130260382  ,13.95726760163932     ,100.0               ,3.325032991963188
LUCK      ,Lucky Strike Entertainment Corporation                                          ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,8.1       ,14.0       ,9.0                ,68.58219331896721    ,22.68725606220721  ,29.27767027547677     ,100.0               ,3.0229390954515876
SYM       ,Symbotic Inc.                                                                   ,Industrials           ,Machinery                                            ,US     ,NasdaqGM,54.37     ,63.39      ,43.0               ,14.469800448156143   ,16.20693728520754  ,-13.144544068936867   ,79.58               ,0.8928152305101517
OMC       ,Omnicom Group Inc.                                                              ,Communication Services,Media                                                ,US     ,NYSE    ,77.04     ,105.5      ,43.0               ,31.037133583568153   ,11.633705256861758 ,10.060300745281484    ,100.0               ,2.667863152649662
ARM       ,Arm Holdings plc                                                                ,Information Technology,Semiconductors and Semiconductor Equipment           ,GB     ,NasdaqGS,105.36    ,160.0      ,135.0              ,43.89948926461345    ,26.093619304396608 ,-1.1877325349773982   ,94.36               ,1.6823840630347768
PTC       ,PTC Inc.                                                                        ,Information Technology,Software                                             ,US     ,NasdaqGS,156.13    ,214.5      ,99.0               ,31.584447559964104   ,12.925593076433644 ,8.308963442763385     ,99.69               ,2.4435588659796106
FLEX      ,Flex Ltd.                                                                       ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NasdaqGS,63.04     ,75.0       ,5.420000000000002  ,16.140632970449598   ,2.016229632656525  ,12.34420057656105     ,100.0               ,8.005354503783963
BG        ,Bunge Global SA                                                                 ,Consumer Staples      ,Food Products                                        ,US     ,NYSE    ,113.88    ,112.5      ,40.0               ,-8.542691155754145   ,7.659206588313094  ,-22.817700598847768   ,12.55               ,-1.1153493586123042
PSX       ,Phillips 66                                                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,143.56    ,151.0      ,42.0               ,6.621643798162129    ,6.022556253953426  ,-3.052946131394976    ,85.61999999999999   ,1.0994739640356932
CDW       ,CDW Corporation                                                                 ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NasdaqGS,126.39    ,175.0      ,84.0               ,42.768895054613566   ,13.6283141549939   ,21.049132559667846    ,100.0               ,3.138238124554938
ORLY      ,O'Reilly Automotive Inc.                                                        ,Consumer Discretionary,Specialty Retail                                     ,US     ,NasdaqGS,98.41     ,110.0      ,61.0               ,1.1728621023259789   ,13.16910529358858  ,-22.75370792033476    ,57.74               ,0.0890616390543244
CVS       ,CVS Health Corporation                                                          ,Health Care           ,Health Care Providers and Services                   ,US     ,NYSE    ,74.52     ,95.0       ,26.0               ,24.734474197799177   ,7.213688310990904  ,12.122435497908238    ,100.0               ,3.4288249133405575
CTSH      ,Cognizant Technology Solutions Corporation                                      ,Information Technology,IT Services                                          ,US     ,NasdaqGS,82.06     ,90.0       ,28.0               ,12.165218438894179   ,7.047219485390955  ,1.044116593448435     ,96.93               ,1.726243728340369
