ticker    ,sector                ,region                     ,payout_score      ,fcf_coverage_score  ,div_growth_score,balance_sheet_score,streak_score,dividend_sustainability_score,sustainability_grade
S         ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.77762293107601  ,0.0         ,62.5                         ,C
NPO       ,Industrials           ,United States and Canada   ,91.82389937106919 ,100.0               ,50.0            ,89.99189183266496  ,40.0        ,77.5                         ,B
WIX       ,Information Technology,Africa / Middle East       ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
NE        ,Energy                ,United States and Canada   ,13.020323877839369,24.511433212545292  ,50.0            ,85.4663134918797   ,4.0         ,32.8                         ,F
GPI       ,Consumer Discretionary,United States and Canada   ,97.64781255720301 ,100.0               ,50.0            ,37.978884849278884 ,68.0        ,75.3                         ,B
TDS       ,Communication Services,United States and Canada   ,80.9375           ,0.0                 ,50.0            ,91.10636810987617  ,4.0         ,44.5                         ,D
INGM      ,Information Technology,United States and Canada   ,95.57498952660242 ,0.0                 ,50.0            ,65.28917360166537  ,0.0         ,43.7                         ,D
CNX       ,Energy                ,United States and Canada   ,100.0             ,50.0                ,50.0            ,77.49619129306512  ,4.0         ,59.7                         ,C
TMDX      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,51.26219969969969  ,0.0         ,55.2                         ,C
AQN       ,Utilities             ,United States and Canada   ,61.92670948243294 ,0.0                 ,50.0            ,57.61039507048731  ,4.0         ,34.7                         ,F
VSEC      ,Industrials           ,United States and Canada   ,94.50593412454994 ,65.4126213592233    ,50.0            ,86.63093809533495  ,4.0         ,63.6                         ,C
POWL      ,Industrials           ,United States and Canada   ,96.43983402489627 ,100.0               ,50.0            ,99.91364556185006  ,16.0        ,76.5                         ,B
SSRM      ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,97.04370541771524  ,4.0         ,62.7                         ,C
TXG       ,Materials             ,United States and Canada   ,50.0              ,50.0                ,50.0            ,95.48786156101397  ,0.0         ,49.3                         ,D
CELC      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,8.700980392156854  ,0.0         ,48.8                         ,D
SR        ,Utilities             ,United States and Canada   ,66.9328493647913  ,0.0                 ,50.0            ,48.47563973958026  ,92.0        ,47.8                         ,D
LOPE      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,95.13965841732185  ,0.0         ,61.8                         ,C
TNL       ,Consumer Discretionary,United States and Canada   ,82.54716981132076 ,68.37837837837839   ,50.0            ,100.0              ,24.0        ,66.3                         ,B
ALKS      ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,98.62315370873547  ,0.0         ,62.3                         ,C
SLAB      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
MMSI      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,82.1031203753953   ,0.0         ,59.8                         ,C
AUGO      ,Materials             ,United States and Canada   ,50.96944151738673 ,17.13303245218139   ,50.0            ,52.86625520784873  ,0.0         ,35.0                         ,D
LMN       ,Information Technology,United States and Canada   ,50.0              ,50.0                ,50.0            ,92.84251978771401  ,0.0         ,48.9                         ,D
WHR       ,Consumer Discretionary,United States and Canada   ,68.13227415481249 ,3.5942028985507246  ,50.0            ,0.0                ,4.0         ,28.5                         ,F
QLYS      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,96.56151618184109  ,0.0         ,62.0                         ,C
ABG       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,48.5516589307203   ,4.0         ,55.4                         ,C
ENPH      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,58.67352750028476  ,0.0         ,56.3                         ,C
CSHUN     ,Health Care           ,United States and Canada   ,50.0              ,60.77695914266579   ,50.0            ,35.51236306729264  ,4.0         ,43.6                         ,D
MUR       ,Energy                ,United States and Canada   ,59.800700832238284,44.17651865976573   ,50.0            ,85.91017178923039  ,20.0        ,51.9                         ,C
NJR       ,Utilities             ,United States and Canada   ,72.68521327589346 ,0.0                 ,50.0            ,47.48857492881543  ,100.0       ,50.3                         ,C
RIG       ,Energy                ,Europe                     ,100.0             ,50.0                ,50.0            ,74.32945448543369  ,4.0         ,59.2                         ,C
ANF       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,71.68690836531697  ,4.0         ,58.9                         ,C
BBWI      ,Consumer Discretionary,United States and Canada   ,88.04809052333805 ,100.0               ,50.0            ,100.0              ,4.0         ,72.6                         ,B
ACIW      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,79.16368077808876  ,0.0         ,59.4                         ,C
NOVT      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,78.98554341135566  ,0.0         ,59.3                         ,C
IEP       ,Industrials           ,United States and Canada   ,50.0              ,0.0                 ,50.0            ,30.047772253095452 ,4.0         ,27.6                         ,F
SON       ,Materials             ,United States and Canada   ,81.65451675269159 ,28.791453156724355  ,50.0            ,45.23796613164956  ,100.0       ,59.4                         ,C
MSM       ,Industrials           ,United States and Canada   ,56.06486386879808 ,17.46670860857712   ,50.0            ,86.01828617159497  ,20.0        ,44.3                         ,D
PAGP      ,Energy                ,United States and Canada   ,62.638160967256496,100.0               ,50.0            ,77.29157830246477  ,4.0         ,62.9                         ,C
STUB      ,Communication Services,United States and Canada   ,50.0              ,50.0                ,50.0            ,77.21804245411322  ,0.0         ,46.6                         ,D
ACOX      ,Utilities             ,United States and Canada   ,77.58960002217479 ,52.445269016697594  ,50.0            ,51.26239383630136  ,4.0         ,50.8                         ,C
MIRM      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,63.618101923186664 ,0.0         ,57.0                         ,C
BDC       ,Information Technology,United States and Canada   ,98.65556335908498 ,100.0               ,50.0            ,62.24549765322471  ,4.0         ,69.6                         ,B
OSIS      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,74.4446558698747   ,0.0         ,58.7                         ,C
SOUN      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.59756871388973  ,0.0         ,62.4                         ,C
OGS       ,Utilities             ,United States and Canada   ,69.03192908135247 ,0.0                 ,50.0            ,64.3853551953779   ,44.0        ,43.5                         ,D
AD        ,Communication Services,United States and Canada   ,0.0               ,0.0                 ,50.0            ,84.19552122131788  ,0.0         ,22.6                         ,F
PLXS      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,95.97916480474453  ,0.0         ,61.9                         ,C
EFR       ,Energy                ,United States and Canada   ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
TFX       ,Health Care           ,United States and Canada   ,95.25639429958305 ,86.69399803214169   ,50.0            ,74.77371402057288  ,4.0         ,67.3                         ,B
GPK       ,Materials             ,United States and Canada   ,89.96840442338072 ,0.0                 ,50.0            ,39.59220937309799  ,8.0         ,39.6                         ,D
FRSH      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,98.44703598006632  ,0.0         ,62.3                         ,C
MZTI      ,Consumer Staples      ,United States and Canada   ,70.0194252413872  ,48.617436874702236  ,50.0            ,98.65720427574428  ,100.0       ,69.5                         ,B
AROC      ,Energy                ,United States and Canada   ,75.60703220693134 ,2.8518682617043276  ,50.0            ,39.72776105970696  ,16.0        ,38.0                         ,D
YOU       ,Information Technology,United States and Canada   ,90.88383399895815 ,100.0               ,50.0            ,77.17469879518072  ,8.0         ,70.5                         ,B
NGEX      ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
KNT       ,Materials             ,United States and Canada   ,50.0              ,50.0                ,50.0            ,97.09932383704327  ,0.0         ,49.6                         ,D
RUSHA     ,Industrials           ,United States and Canada   ,89.42195477753465 ,100.0               ,50.0            ,77.31202265191311  ,24.0        ,72.6                         ,B
ATMU      ,Industrials           ,United States and Canada   ,96.18459302325581 ,100.0               ,50.0            ,38.798138798138794 ,4.0         ,65.5                         ,B
TREX      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,94.93835213465326  ,0.0         ,61.7                         ,C
AEO       ,Consumer Discretionary,United States and Canada   ,78.92716629881969 ,35.73542805100182   ,50.0            ,59.57276631350978  ,4.0         ,48.2                         ,D
PSK       ,Energy                ,United States and Canada   ,50.0              ,21.60303587856486   ,50.0            ,96.79658340901386  ,4.0         ,43.0                         ,D
SLGN      ,Materials             ,United States and Canada   ,89.80220570606569 ,15.340307981662162  ,50.0            ,27.431920027576684 ,84.0        ,53.0                         ,C
ACAD      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,98.00822004426178  ,0.0         ,62.2                         ,C
SRRK      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,85.02312925170068  ,0.0         ,60.3                         ,C
KNF       ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,74.33009789281566  ,0.0         ,58.6                         ,C
ITRI      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,75.29852575550653  ,0.0         ,58.8                         ,C
FELE      ,Industrials           ,United States and Canada   ,86.8623000432339  ,83.23735088440971   ,50.0            ,93.17939609236234  ,100.0       ,81.5                         ,A
BLLN      ,Health Care           ,United States and Canada   ,50.0              ,50.0                ,50.0            ,80.00739508227029  ,0.0         ,47.0                         ,D
CROX      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,58.285282509500135 ,0.0         ,56.2                         ,C
FOLD      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,35.9401672308538   ,0.0         ,52.9                         ,C
BYD       ,Industrials           ,United States and Canada   ,85.62211981566821 ,100.0               ,50.0            ,47.09594768776132  ,4.0         ,64.1                         ,C
CAR       ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,4.0         ,63.1                         ,C
CLBT      ,Information Technology,Africa / Middle East       ,100.0             ,50.0                ,50.0            ,98.40365729262064  ,0.0         ,62.3                         ,C
ECG       ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,78.50216676846115  ,0.0         ,59.3                         ,C
LNTH      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,81.55127277275935  ,0.0         ,59.7                         ,C
AGX       ,Industrials           ,United States and Canada   ,90.70291003085134 ,100.0               ,50.0            ,99.7911256184826   ,16.0        ,75.0                         ,B
COMM      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
FLNC      ,Industrials           ,United States and Canada   ,100.0             ,0.0                 ,50.0            ,75.33448726124321  ,0.0         ,46.3                         ,D
CENX      ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,70.43781665232768  ,4.0         ,58.7                         ,C
FTDR      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
RSI       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.29049580250513  ,0.0         ,62.4                         ,C
QTWO      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,71.1512115763336   ,0.0         ,58.2                         ,C
RUN       ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
CAAP      ,Industrials           ,Europe                     ,100.0             ,50.0                ,50.0            ,74.92534664448142  ,0.0         ,58.7                         ,C
INDV      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
MGY       ,Energy                ,United States and Canada   ,84.22150470040289 ,73.80840275262585   ,50.0            ,93.16291286427001  ,12.0        ,65.3                         ,B
CGON      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.64904116495066  ,0.0         ,62.4                         ,C
ADMA      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,93.57437170002396  ,0.0         ,61.5                         ,C
SHAK      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,46.18987121042274  ,0.0         ,54.4                         ,C
NG        ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,69.23945570549377  ,0.0         ,57.9                         ,C
ALHC      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,32.114248059142106 ,0.0         ,52.3                         ,C
GBTG      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,66.73185571490656  ,0.0         ,57.5                         ,C
RH        ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
LEGN      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,86.47759560680075  ,0.0         ,60.5                         ,C
WHD       ,Energy                ,United States and Canada   ,91.76700512175398 ,100.0               ,50.0            ,99.05148759757239  ,20.0        ,75.8                         ,B
PRM       ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,75.28681333513293  ,0.0         ,58.8                         ,C
MDU       ,Utilities             ,United States and Canada   ,71.52021563342319 ,0.0                 ,50.0            ,71.19473343395433  ,12.0        ,40.4                         ,D
SCR       ,Energy                ,United States and Canada   ,88.13948471400394 ,42.632194361439524  ,50.0            ,93.52388700981984  ,0.0         ,56.7                         ,C
MARA      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,76.53808076377308  ,0.0         ,59.0                         ,C
HSAI      ,Consumer Discretionary,Asia / Pacific             ,100.0             ,50.0                ,50.0            ,96.85014428561841  ,0.0         ,62.0                         ,C
PSMT      ,Consumer Staples      ,United States and Canada   ,87.14399522007568 ,64.78698683191324   ,50.0            ,91.50719017364224  ,20.0        ,64.7                         ,C
HGV       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
AC        ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
VRNS      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,71.30535899301194  ,0.0         ,58.2                         ,C
BTU       ,Energy                ,United States and Canada   ,69.50508248625229 ,0.0                 ,50.0            ,96.208760033857    ,4.0         ,42.4                         ,D
AMRX      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,100.0              ,0.0         ,62.5                         ,C
NWE       ,Utilities             ,United States and Canada   ,63.09600367478181 ,0.0                 ,50.0            ,61.78270375501596  ,80.0        ,47.0                         ,D
TGTX      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,86.02703029105322  ,0.0         ,60.4                         ,C
MATX      ,Industrials           ,United States and Canada   ,94.76378868978357 ,71.1111111111111    ,50.0            ,91.08813941670076  ,56.0        ,73.5                         ,B
AVT       ,Information Technology,United States and Canada   ,80.48363120959657 ,59.039943317686664  ,50.0            ,78.00457911346713  ,56.0        ,65.0                         ,B
SXT       ,Materials             ,United States and Canada   ,57.08292201382034 ,6.825761932144911   ,50.0            ,79.89114470354302  ,4.0         ,38.6                         ,D
BOX       ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
VIAV      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,61.01671501588617  ,0.0         ,56.7                         ,C
GLNG      ,Energy                ,Latin America and Caribbean,58.55378486055777 ,0.0                 ,50.0            ,72.24354342530536  ,4.0         ,36.1                         ,D
VVV       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,0.0                ,4.0         ,48.1                         ,D
ATGE      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,82.25532031668061  ,4.0         ,60.4                         ,C
PII       ,Consumer Discretionary,United States and Canada   ,0.0               ,77.52               ,50.0            ,46.39339053066413  ,100.0       ,51.3                         ,C
TEX       ,Industrials           ,United States and Canada   ,92.45901639344262 ,100.0               ,50.0            ,57.14757891257642  ,4.0         ,67.3                         ,B
GRAL      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.12810943052554  ,0.0         ,62.4                         ,C
PATK      ,Consumer Discretionary,United States and Canada   ,81.3680072997824  ,79.5102655867395    ,50.0            ,56.29134538857177  ,32.0        ,63.5                         ,C
KBH       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,85.53327556829349  ,16.0        ,62.7                         ,C
MWA       ,Industrials           ,United States and Canada   ,89.82021379980564 ,82.10023866348448   ,50.0            ,83.70174187633697  ,48.0        ,72.7                         ,B
WSC       ,Industrials           ,United States and Canada   ,91.94076874606175 ,100.0               ,50.0            ,0.0                ,0.0         ,58.0                         ,C
SKYW      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,69.26436343858784  ,4.0         ,58.5                         ,C
TPC       ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,87.4201844036136   ,0.0         ,60.6                         ,C
GFF       ,Industrials           ,United States and Canada   ,92.47126218748815 ,100.0               ,50.0            ,0.0                ,52.0        ,65.9                         ,B
BRC       ,Industrials           ,United States and Canada   ,89.85784095957352 ,70.03066141042488   ,50.0            ,95.2662500066944   ,100.0       ,79.3                         ,B
ACLX      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,96.08345811213455  ,0.0         ,61.9                         ,C
SIMO      ,Information Technology,Asia / Pacific             ,68.8564814814815  ,0.0                 ,50.0            ,100.0              ,4.0         ,42.8                         ,D
CRC       ,Energy                ,United States and Canada   ,82.87841191066998 ,79.13043478260869   ,50.0            ,89.35037273695421  ,12.0        ,65.7                         ,B
KC        ,Information Technology,Asia / Pacific             ,100.0             ,50.0                ,50.0            ,40.73183330649922  ,0.0         ,53.6                         ,C
DORM      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,87.52714861929879  ,0.0         ,60.6                         ,C
PBF       ,Energy                ,United States and Canada   ,100.0             ,0.0                 ,50.0            ,80.28221522172721  ,16.0        ,49.4                         ,D
YETI      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,89.44194564639794  ,0.0         ,60.9                         ,C
CORT      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.66450387719576  ,0.0         ,62.4                         ,C
NVST      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,82.70729443257129  ,0.0         ,59.9                         ,C
PPTA      ,Materials             ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.99686710903087  ,0.0         ,62.5                         ,C
CBT       ,Materials             ,United States and Canada   ,87.79123003357412 ,75.83333333333333   ,50.0            ,75.9921798631476   ,60.000004   ,71.3                         ,B
USLM      ,Materials             ,United States and Canada   ,50.0              ,100.0               ,50.0            ,99.7609045776811   ,12.0        ,64.3                         ,C
PBH       ,Consumer Staples      ,United States and Canada   ,60.602018745493865,0.0                 ,50.0            ,32.76593039709913  ,4.0         ,30.7                         ,F
TERN      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.87913777120663  ,0.0         ,62.5                         ,C
VAL       ,Energy                ,Latin America and Caribbean,100.0             ,50.0                ,50.0            ,84.17122337386762  ,0.0         ,60.1                         ,C
LNR       ,Consumer Discretionary,United States and Canada   ,94.55182692531613 ,100.0               ,50.0            ,88.06583030560769  ,4.0         ,72.4                         ,B
ASO       ,Consumer Discretionary,United States and Canada   ,95.78320802005013 ,100.0               ,50.0            ,70.97258654937791  ,12.0        ,71.4                         ,B
LGND      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,84.17826985346481  ,0.0         ,60.1                         ,C
HNGE      ,Health Care           ,United States and Canada   ,50.0              ,50.0                ,50.0            ,99.26201976119842  ,0.0         ,49.9                         ,D
GTX       ,Consumer Discretionary,Europe                     ,94.68728786045276 ,100.0               ,50.0            ,100.0              ,0.0         ,73.7                         ,B
HAE       ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,51.90794148011195  ,0.0         ,55.3                         ,C
TBBB      ,Consumer Staples      ,Latin America and Caribbean,100.0             ,50.0                ,50.0            ,7.2442046362909736 ,0.0         ,48.6                         ,D
VEON      ,Communication Services,Africa / Middle East       ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
KAI       ,Industrials           ,United States and Canada   ,92.87745367822417 ,100.0               ,50.0            ,91.05573524976339  ,48.0        ,79.1                         ,B
ICUI      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,78.37395698671995  ,0.0         ,59.3                         ,C
MHO       ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,89.62855948393106  ,4.0         ,61.5                         ,C
VRRM      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,11.79957832072428  ,0.0         ,49.3                         ,D
EXPO      ,Industrials           ,United States and Canada   ,70.96528042731782 ,40.37450722733246   ,50.0            ,93.16553310496616  ,48.0        ,59.0                         ,C
AZZ       ,Industrials           ,United States and Canada   ,95.15113707253445 ,100.0               ,50.0            ,85.63173520308256  ,8.0         ,72.8                         ,B
MYRG      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,93.57880362916066  ,0.0         ,61.5                         ,C
SMG       ,Materials             ,United States and Canada   ,64.867941712204   ,35.502268308489946  ,50.0            ,100.0              ,4.0         ,50.7                         ,C
NAMS      ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,99.9876385512382   ,0.0         ,62.5                         ,C
TA        ,Utilities             ,United States and Canada   ,68.10897435897436 ,100.0               ,50.0            ,8.705222270176948  ,4.0         ,53.9                         ,C
UNF       ,Industrials           ,United States and Canada   ,91.4080320729937  ,75.57522123893806   ,50.0            ,98.81408181509912  ,36.0        ,72.0                         ,B
GEF       ,Materials             ,United States and Canada   ,9.598360655737704 ,0.0                 ,50.0            ,84.39802498330432  ,24.0        ,28.7                         ,F
CALX      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.5412416465048   ,0.0         ,62.4                         ,C
SIG       ,Consumer Discretionary,Latin America and Caribbean,94.04582976853885 ,100.0               ,50.0            ,77.67898651789865  ,20.0        ,73.2                         ,B
JOYY      ,Communication Services,Asia / Pacific             ,100.0             ,50.0                ,50.0            ,99.82545543100785  ,0.0         ,62.5                         ,C
FUL       ,Materials             ,United States and Canada   ,88.48967496990461 ,48.82139983909896   ,50.0            ,62.0300464019357   ,100.0       ,68.6                         ,B
SEI       ,Energy                ,United States and Canada   ,86.3382099827883  ,0.0                 ,50.0            ,78.84284051222352  ,4.0         ,44.0                         ,D
OTTR      ,Utilities             ,United States and Canada   ,84.65426389934402 ,24.919411352487735  ,50.0            ,81.00885455058379  ,52.0        ,57.3                         ,C
HAYW      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,77.60667371513253  ,0.0         ,59.1                         ,C
ARIS      ,Materials             ,United States and Canada   ,50.0              ,50.0                ,50.0            ,87.83041925173904  ,0.0         ,48.2                         ,D
WRBY      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,79.03038173308443  ,0.0         ,59.4                         ,C
LBTYA     ,Communication Services,Latin America and Caribbean,100.0             ,50.0                ,50.0            ,75.43846114282775  ,0.0         ,58.8                         ,C
LCID      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,74.7965425901192   ,0.0         ,58.7                         ,C
EE        ,Energy                ,United States and Canada   ,98.23964209297802 ,100.0               ,50.0            ,77.78046010518771  ,12.0        ,73.0                         ,B
NPI       ,Utilities             ,United States and Canada   ,61.0897976391231  ,100.0               ,50.0            ,41.8730192013245   ,4.0         ,57.2                         ,C
KFY       ,Industrials           ,United States and Canada   ,82.47528377883559 ,56.951525282072716  ,50.0            ,90.53624578373397  ,24.0        ,62.0                         ,C
EIF       ,Industrials           ,United States and Canada   ,61.8403354695783  ,0.0                 ,50.0            ,49.33560515320726  ,4.0         ,33.5                         ,F
KXS       ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,96.34708303507516  ,0.0         ,62.0                         ,C
VERA      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,93.54693140794224  ,0.0         ,61.5                         ,C
SPSC      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.66490778011833  ,0.0         ,62.4                         ,C
VKTX      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,99.96447087312829  ,0.0         ,62.5                         ,C
CARG      ,Communication Services,United States and Canada   ,100.0             ,50.0                ,50.0            ,82.84192302570249  ,0.0         ,59.9                         ,C
SPHR      ,Communication Services,United States and Canada   ,100.0             ,50.0                ,50.0            ,84.52074923050748  ,0.0         ,60.2                         ,C
CALM      ,Consumer Staples      ,United States and Canada   ,81.58895668143403 ,55.3179218077814    ,50.0            ,100.0              ,4.0         ,59.8                         ,C
SJ        ,Materials             ,United States and Canada   ,89.4602048857368  ,100.0               ,50.0            ,75.32240628350222  ,4.0         ,69.3                         ,B
GPOR      ,Energy                ,United States and Canada   ,100.0             ,50.0                ,50.0            ,87.41706690799265  ,0.0         ,60.6                         ,C
TTAM      ,Materials             ,Europe                     ,76.47400442477877 ,29.253555895145176  ,50.0            ,84.4334295184377   ,0.0         ,49.1                         ,D
BEAM      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,94.77501725327812  ,0.0         ,61.7                         ,C
VCYT      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,98.92791166734251  ,0.0         ,62.3                         ,C
INTA      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,98.37294733667791  ,0.0         ,62.3                         ,C
FUBO      ,Communication Services,United States and Canada   ,100.0             ,50.0                ,50.0            ,68.12714336899217  ,0.0         ,57.7                         ,C
XMTR      ,Industrials           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,59.299132154234854 ,0.0         ,56.4                         ,C
LCII      ,Consumer Discretionary,United States and Canada   ,66.67243767313019 ,53.625974025974024  ,50.0            ,70.63578324814446  ,36.0        ,56.1                         ,C
GRBK      ,Consumer Discretionary,United States and Canada   ,100.0             ,50.0                ,50.0            ,93.81796828708386  ,0.0         ,61.6                         ,C
TARS      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,91.79200986829017  ,0.0         ,61.3                         ,C
CLSK      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,87.34573718965457  ,0.0         ,60.6                         ,C
AGYS      ,Information Technology,United States and Canada   ,100.0             ,50.0                ,50.0            ,97.681550126369    ,4.0         ,62.8                         ,C
DAN       ,Consumer Discretionary,United States and Canada   ,63.46153846153846 ,25.6140350877193    ,50.0            ,12.007972097658193 ,4.0         ,34.7                         ,F
AVA       ,Utilities             ,United States and Canada   ,58.50074011418904 ,0.0                 ,50.0            ,59.52110901071204  ,96.0        ,48.0                         ,D
ARQT      ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,76.008519432319    ,0.0         ,58.9                         ,C
SKE       ,Materials             ,United States and Canada   ,50.0              ,50.0                ,50.0            ,75.86638376584517  ,0.0         ,46.4                         ,D
HWKN      ,Materials             ,United States and Canada   ,90.98438239469948 ,100.0               ,50.0            ,80.71878020395684  ,32.0        ,74.7                         ,B
AVNT      ,Materials             ,United States and Canada   ,80.69620253164558 ,30.96311475409836   ,50.0            ,72.47948417350527  ,60.000004   ,57.8                         ,C
WGS       ,Health Care           ,United States and Canada   ,100.0             ,50.0                ,50.0            ,87.09368370628891  ,0.0         ,60.6                         ,C
FVI       ,Materials             ,United States and Canada   ,50.0              ,50.0                ,50.0            ,95.74333137872024  ,0.0         ,49.4                         ,D
