ticker    ,sector                ,region                     ,payout_score      ,fcf_coverage_score  ,div_growth_score,balance_sheet_score,streak_score,dividend_sustainability_score,sustainability_grade
VSVS      ,Industrials           ,Europe                     ,50.0              ,13.264775120802877  ,50.0            ,82.27945295143151  ,4.0         ,38.8                         ,D
EVT       ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,79.81121697627792  ,0.0         ,59.5                         ,C
ELO       ,Materials             ,Europe                     ,80.80991236022967 ,51.425196850393704  ,50.0            ,61.153306564752555 ,4.0         ,52.8                         ,C
ICOS      ,Consumer Staples      ,Europe                     ,50.0              ,42.186616399623     ,50.0            ,81.4010889292196   ,4.0         ,45.9                         ,D
BILIA     ,Consumer Discretionary,Europe                     ,56.04307061236449 ,7.222129645059158   ,50.0            ,34.61794487755546  ,4.0         ,31.6                         ,F
DOU       ,Consumer Discretionary,Europe                     ,100.0             ,50.0                ,50.0            ,17.21525860898683  ,0.0         ,50.1                         ,C
ATT       ,Health Care           ,Europe                     ,86.37275985663082 ,100.0               ,50.0            ,0.0                ,12.0        ,58.4                         ,C
ELN       ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,50.0               ,8.0         ,43.7                         ,D
MONY      ,Communication Services,Europe                     ,50.0              ,31.73118747281427   ,50.0            ,90.43838197774743  ,4.0         ,44.6                         ,D
A3M       ,Communication Services,Europe                     ,0.0               ,13.165511505406155  ,50.0            ,93.45914166841094  ,4.0         ,27.9                         ,F
FEVR      ,Consumer Staples      ,Europe                     ,50.0              ,51.94906261054122   ,50.0            ,99.18647208709753  ,4.0         ,51.0                         ,C
DBG       ,Industrials           ,Europe                     ,50.0              ,100.0               ,50.0            ,74.91698420995483  ,4.0         ,59.3                         ,C
PSM       ,Communication Services,Europe                     ,97.65588607173754 ,100.0               ,50.0            ,38.193763483035895 ,4.0         ,65.7                         ,B
SLYG      ,Information Technology,Europe                     ,50.0              ,50.94202898550726   ,50.0            ,97.45495702181029  ,4.0         ,50.5                         ,C
CMB       ,Industrials           ,Europe                     ,0.0               ,18.970627863109673  ,50.0            ,96.06955662205574  ,24.0        ,32.8                         ,F
NWG       ,Industrials           ,Europe                     ,70.64959696538644 ,63.22294022617123   ,50.0            ,94.47000969975863  ,12.0        ,59.4                         ,C
PODR      ,Consumer Staples      ,Europe                     ,90.08802287089979 ,21.13851992409867   ,50.0            ,79.51691050356074  ,24.0        ,53.3                         ,C
SL        ,Consumer Discretionary,Europe                     ,65.8467674921057  ,3.8978102189781025  ,50.0            ,87.67832635597227  ,4.0         ,41.2                         ,D
KIE       ,Industrials           ,Europe                     ,50.0              ,100.0               ,50.0            ,0.0                ,4.0         ,48.1                         ,D
ELM       ,Materials             ,Europe                     ,50.0              ,47.377049180327866  ,50.0            ,90.02201027146002  ,4.0         ,48.4                         ,D
BONEX     ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,99.5494988174344   ,0.0         ,62.4                         ,C
FQT       ,Industrials           ,Europe                     ,50.0              ,86.39810426540284   ,50.0            ,89.06782285537318  ,20.0        ,60.5                         ,C
CVSG      ,Health Care           ,Europe                     ,50.0              ,100.0               ,50.0            ,72.51066570071642  ,24.0        ,62.0                         ,C
EMBRACB   ,Communication Services,Europe                     ,100.0             ,50.0                ,50.0            ,97.27357181313054  ,0.0         ,62.1                         ,C
BCG       ,Communication Services,Europe                     ,50.0              ,64.60370194589464   ,50.0            ,98.45420080714197  ,4.0         ,54.0                         ,C
ATO       ,Information Technology,Europe                     ,50.0              ,0.0                 ,50.0            ,100.0              ,4.0         ,38.1                         ,D
BFG       ,Consumer Staples      ,Europe                     ,50.0              ,0.0                 ,50.0            ,84.77283377297593  ,16.0        ,37.6                         ,D
VITB      ,Information Technology,Europe                     ,90.45498149924627 ,100.0               ,50.0            ,82.7528795947189   ,20.0        ,73.0                         ,B
SNR       ,Industrials           ,Europe                     ,50.0              ,20.809418690213395  ,50.0            ,82.26576754348336  ,4.0         ,40.6                         ,D
GUBRA     ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,97.45647868237256  ,0.0         ,49.6                         ,D
KAR       ,Communication Services,Europe                     ,100.0             ,50.0                ,50.0            ,68.493947858473    ,4.0         ,58.4                         ,C
PPGN      ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,88.78885041255184  ,0.0         ,48.3                         ,D
AUTN      ,Consumer Discretionary,Europe                     ,50.0              ,100.0               ,50.0            ,66.06556625401193  ,12.0        ,59.2                         ,C
TIMA      ,Consumer Discretionary,Europe                     ,0.0               ,47.41153763671456   ,50.0            ,86.28996933858957  ,12.0        ,36.6                         ,D
PUUILO    ,Consumer Discretionary,Europe                     ,52.356933235509906,26.683349374398457  ,50.0            ,29.209750425646774 ,12.0        ,35.9                         ,D
AMBEA     ,Health Care           ,Europe                     ,64.83536148890481 ,100.0               ,50.0            ,16.701216869868716 ,16.0        ,56.1                         ,C
FUR       ,Industrials           ,Europe                     ,50.0              ,15.264442636289669  ,50.0            ,86.25856846803762  ,0.0         ,39.3                         ,D
BIOGB     ,Health Care           ,Europe                     ,37.23990208078335 ,33.39834227206241   ,50.0            ,100.0              ,20.0        ,45.7                         ,D
PHARM     ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,83.50967351874245  ,0.0         ,60.0                         ,C
PEP       ,Utilities             ,Europe                     ,100.0             ,50.0                ,50.0            ,74.1352726599496   ,4.0         ,59.2                         ,C
JUVE      ,Communication Services,Europe                     ,50.0              ,50.0                ,50.0            ,0.0                ,0.0         ,35.0                         ,D
FSKRS     ,Consumer Discretionary,Europe                     ,50.0              ,9.780454146280267   ,50.0            ,68.94410954643486  ,16.0        ,37.7                         ,D
OXB       ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,0.0                ,0.0         ,35.0                         ,D
NRO       ,Information Technology,Europe                     ,50.0              ,41.96510067114094   ,50.0            ,96.79733034373791  ,16.0        ,49.9                         ,D
VETO      ,Health Care           ,Europe                     ,50.0              ,100.0               ,50.0            ,98.95831775048494  ,12.0        ,64.1                         ,C
EUZ       ,Health Care           ,Europe                     ,50.0              ,84.91830065359476   ,50.0            ,93.36426518583467  ,8.0         ,58.9                         ,C
SOI       ,Information Technology,Europe                     ,50.0              ,50.0                ,50.0            ,78.45190823810928  ,0.0         ,46.8                         ,D
ZEHN      ,Industrials           ,Europe                     ,50.0              ,89.8273381294964    ,50.0            ,92.17449679965739  ,4.0         ,59.4                         ,C
DYVOX     ,Information Technology,Europe                     ,50.0              ,50.0                ,50.0            ,31.89882311610749  ,0.0         ,39.8                         ,D
STG       ,Consumer Staples      ,Europe                     ,36.23697601163073 ,31.20463613908417   ,50.0            ,78.33508728097736  ,32.0        ,43.4                         ,D
BNOR      ,Energy                ,Europe                     ,100.0             ,19.658730158730158  ,50.0            ,50.74791772904981  ,0.0         ,47.5                         ,D
GVR       ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,85.54729895815608  ,0.0         ,47.8                         ,D
PETS      ,Consumer Discretionary,Europe                     ,50.0              ,58.9827915869981    ,50.0            ,86.32051909195144  ,4.0         ,50.8                         ,C
BWE       ,Energy                ,Latin America and Caribbean,100.0             ,50.0                ,50.0            ,67.84436795572653  ,0.0         ,57.7                         ,C
BYIT      ,Information Technology,Europe                     ,50.0              ,49.398105713412775  ,50.0            ,99.1717635066259   ,4.0         ,50.3                         ,C
BAR       ,Information Technology,Europe                     ,50.0              ,48.873104242656936  ,50.0            ,95.70263449839686  ,16.0        ,51.5                         ,C
PPA       ,Industrials           ,Europe                     ,50.0              ,50.0                ,50.0            ,95.64014875446169  ,20.0        ,52.3                         ,C
SENS      ,Information Technology,Europe                     ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
TRST      ,Communication Services,Europe                     ,50.0              ,50.0                ,50.0            ,78.30807266473181  ,0.0         ,46.7                         ,D
DATA      ,Industrials           ,Europe                     ,50.0              ,47.889428464699286  ,50.0            ,90.84194692995989  ,4.0         ,48.7                         ,D
NORBT     ,Information Technology,Europe                     ,82.7140974967062  ,58.21646341463415   ,50.0            ,83.67704435066486  ,16.0        ,60.2                         ,C
GAMA      ,Communication Services,Europe                     ,50.0              ,88.84554140127389   ,50.0            ,94.07882163431348  ,4.0         ,59.4                         ,C
SOLG      ,Materials             ,Europe                     ,50.0              ,50.0                ,50.0            ,64.80939845958858  ,0.0         ,44.7                         ,D
TMV       ,Information Technology,Europe                     ,100.0             ,50.0                ,50.0            ,0.0                ,0.0         ,47.5                         ,D
ZIG       ,Industrials           ,Europe                     ,50.0              ,0.0                 ,50.0            ,69.8969212148454   ,4.0         ,33.6                         ,F
CTT       ,Industrials           ,Europe                     ,81.49302093718843 ,88.47811447811446   ,50.0            ,40.30024257403084  ,4.0         ,59.1                         ,C
UPR       ,Health Care           ,Europe                     ,50.0              ,49.86622073578595   ,50.0            ,57.390967859419106 ,4.0         ,44.2                         ,D
LSS       ,Information Technology,Europe                     ,58.66247755834829 ,92.62757871878392   ,50.0            ,88.53560526078878  ,8.0         ,62.3                         ,C
VLTSA     ,Utilities             ,Europe                     ,50.0              ,50.0                ,50.0            ,29.439719287539567 ,0.0         ,39.4                         ,D
LNZ       ,Materials             ,Europe                     ,50.0              ,91.46074074074073   ,50.0            ,45.38873702798809  ,4.0         ,52.8                         ,C
GXI       ,Health Care           ,Europe                     ,99.89039093898428 ,0.0                 ,50.0            ,46.05729294525977  ,4.0         ,42.5                         ,D
JDW       ,Consumer Discretionary,Europe                     ,50.0              ,100.0               ,50.0            ,0.0                ,4.0         ,48.1                         ,D
HAS       ,Industrials           ,Europe                     ,50.0              ,43.05441243712849   ,50.0            ,77.70145805363889  ,4.0         ,45.5                         ,D
ALTR      ,Materials             ,Europe                     ,40.564330371832845,6.519031141868512   ,50.0            ,57.61709415325793  ,8.0         ,31.6                         ,F
ODF       ,Industrials           ,Europe                     ,70.34503271861988 ,34.49348044132397   ,50.0            ,65.46176347680736  ,4.0         ,46.6                         ,D
ASE       ,Information Technology,Europe                     ,76.1276758409786  ,47.32586068855083   ,50.0            ,93.1205162745528   ,28.0        ,59.0                         ,C
IVA       ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
VBGB      ,Industrials           ,Europe                     ,78.58572381587724 ,0.0                 ,50.0            ,87.85443863204361  ,24.0        ,46.4                         ,D
CASH      ,Industrials           ,Europe                     ,83.37950138504155 ,100.0               ,50.0            ,0.0                ,16.0        ,58.2                         ,C
GEN       ,Industrials           ,Europe                     ,50.0              ,40.90246768507638   ,50.0            ,91.02162313956754  ,4.0         ,47.0                         ,D
PTEC      ,Consumer Discretionary,Europe                     ,50.0              ,1.826537135935164   ,50.0            ,92.71505539298619  ,4.0         ,37.5                         ,D
VLX       ,Industrials           ,Europe                     ,50.0              ,100.0               ,50.0            ,83.28994082840237  ,4.0         ,60.6                         ,C
GLO       ,Industrials           ,Europe                     ,50.0              ,100.0               ,50.0            ,7.966346785855139  ,12.0        ,50.5                         ,C
BONHR     ,Industrials           ,Europe                     ,81.86460044276227 ,0.0                 ,50.0            ,70.21246502475171  ,20.0        ,44.0                         ,D
COR       ,Materials             ,Europe                     ,52.59182464454977 ,61.52139956263668   ,50.0            ,92.93649977725232  ,8.0         ,53.7                         ,C
SYNSAM    ,Consumer Discretionary,Europe                     ,68.05459171871385 ,52.99058653149892   ,50.0            ,52.008300551248254 ,4.0         ,48.7                         ,D
1INN      ,Information Technology,Europe                     ,50.0              ,33.66926898509581   ,50.0            ,89.10941475826972  ,0.0         ,44.3                         ,D
PHIL      ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,96.95436039318892  ,0.0         ,49.5                         ,D
VIRI      ,Energy                ,Europe                     ,100.0             ,50.0                ,50.0            ,63.93133201509975  ,0.0         ,57.1                         ,C
ACAD      ,Consumer Discretionary,Europe                     ,89.87362107743387 ,100.0               ,50.0            ,33.960505484828886 ,8.0         ,63.8                         ,C
SMWH      ,Consumer Discretionary,Europe                     ,50.0              ,92.56582343830665   ,50.0            ,0.0                ,4.0         ,46.2                         ,D
NEU       ,Health Care           ,Europe                     ,57.26532361765966 ,65.07522567703109   ,50.0            ,75.41412990232831  ,76.0        ,63.3                         ,C
LUVE      ,Industrials           ,Europe                     ,70.43042452830188 ,86.56031904287138   ,50.0            ,41.91665349560086  ,20.0        ,58.5                         ,C
JST       ,Industrials           ,Europe                     ,54.28571428571429 ,100.0               ,50.0            ,32.11264434365852  ,4.0         ,54.0                         ,C
SQZ       ,Energy                ,Europe                     ,50.0              ,0.0                 ,50.0            ,89.61870470387296  ,4.0         ,36.5                         ,D
COK       ,Information Technology,Europe                     ,50.0              ,67.39177489177489   ,50.0            ,86.783843076526    ,4.0         ,53.0                         ,C
NANO      ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
GPP       ,Industrials           ,Europe                     ,40.89647515958923 ,38.501995773655786  ,50.0            ,84.59632722907567  ,8.0         ,43.7                         ,D
VAC       ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,50.0               ,4.0         ,43.1                         ,D
SMHN      ,Information Technology,Europe                     ,94.92152127980683 ,0.0                 ,50.0            ,94.46404240625643  ,8.0         ,49.1                         ,D
MEDCL     ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
AMS       ,Information Technology,Europe                     ,45.99659284497445 ,0.0                 ,50.0            ,0.0                ,4.0         ,22.1                         ,F
PPH       ,Consumer Discretionary,Europe                     ,50.0              ,23.751143641354073  ,50.0            ,20.91946266058322  ,4.0         ,32.2                         ,F
INWI      ,Industrials           ,Europe                     ,50.0              ,43.04193738924986   ,50.0            ,87.56516066819819  ,4.0         ,47.0                         ,D
SIP       ,Consumer Staples      ,Europe                     ,50.0              ,56.79001337494427   ,50.0            ,99.04143729630542  ,8.0         ,52.8                         ,C
JM        ,Consumer Discretionary,Europe                     ,24.42411924119241 ,100.0               ,50.0            ,55.421014364597454 ,8.0         ,50.6                         ,C
AMAG      ,Materials             ,Europe                     ,0.0               ,39.83081570996979   ,50.0            ,69.3470941466406   ,4.0         ,31.0                         ,F
NA9       ,Information Technology,Europe                     ,50.0              ,100.0               ,50.0            ,28.238503763599898 ,0.0         ,51.7                         ,C
DOCS      ,Consumer Discretionary,Europe                     ,50.0              ,100.0               ,50.0            ,59.77865911237017  ,4.0         ,57.1                         ,C
APOTEA    ,Consumer Staples      ,Europe                     ,100.0             ,50.0                ,50.0            ,87.35823882588393  ,0.0         ,60.6                         ,C
SAR       ,Consumer Staples      ,Europe                     ,50.0              ,24.711496746203903  ,50.0            ,92.56517805740604  ,16.0        ,45.0                         ,D
HFG       ,Consumer Staples      ,Europe                     ,100.0             ,50.0                ,50.0            ,61.26181751475372  ,0.0         ,56.7                         ,C
KCO       ,Industrials           ,Europe                     ,50.0              ,0.0                 ,50.0            ,76.98024723013435  ,4.0         ,34.6                         ,F
COXG      ,Utilities             ,Europe                     ,50.0              ,50.0                ,50.0            ,39.672547635850385 ,0.0         ,41.0                         ,D
KEMPOWR   ,Industrials           ,Europe                     ,100.0             ,50.0                ,50.0            ,87.60314875135722  ,0.0         ,60.6                         ,C
TOM2      ,Information Technology,Europe                     ,100.0             ,50.0                ,50.0            ,90.20459308229091  ,0.0         ,61.0                         ,C
SPI       ,Health Care           ,Europe                     ,50.0              ,100.0               ,50.0            ,41.36070470375216  ,12.0        ,55.5                         ,C
RHK       ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,96.25944141556631  ,4.0         ,50.0                         ,C
AGY       ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,100.0              ,0.0         ,50.0                         ,C
FERGR     ,Industrials           ,Europe                     ,44.935064935064936,63.764150943396224  ,50.0            ,94.33550227292984  ,0.0         ,51.3                         ,C
FNAC      ,Consumer Discretionary,Europe                     ,50.0              ,100.0               ,50.0            ,44.23985309727442  ,8.0         ,55.3                         ,C
SFL       ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,90.7418426038012   ,4.0         ,49.2                         ,D
NCAB      ,Information Technology,Europe                     ,99.9758337361044  ,100.0               ,50.0            ,75.28410337413891  ,4.0         ,71.9                         ,B
UBI       ,Communication Services,Europe                     ,50.0              ,50.0                ,50.0            ,55.554226280137556 ,0.0         ,43.3                         ,D
LINK      ,Information Technology,Europe                     ,100.0             ,50.0                ,50.0            ,83.77408363949415  ,0.0         ,60.1                         ,C
RNWH      ,Industrials           ,Europe                     ,50.0              ,68.71296745993199   ,50.0            ,96.16621956358628  ,4.0         ,54.7                         ,C
ARJOB     ,Health Care           ,Europe                     ,77.0213832275309  ,61.468556888404215  ,50.0            ,75.57294601306371  ,12.0        ,57.8                         ,C
TROAX     ,Industrials           ,Europe                     ,63.26875768757687 ,28.3549602344077    ,50.0            ,83.36248785228378  ,24.0        ,49.0                         ,D
THG       ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,52.73530994835147  ,0.0         ,42.9                         ,D
PE        ,Utilities             ,Europe                     ,50.0              ,0.0                 ,50.0            ,82.26127080401062  ,0.0         ,34.8                         ,F
NWL       ,Consumer Staples      ,Europe                     ,100.0             ,50.0                ,50.0            ,25.114935442391364 ,0.0         ,51.3                         ,C
MIPS      ,Consumer Discretionary,Europe                     ,37.68758526603001 ,19.879584017515054  ,50.0            ,99.56671936296037  ,20.0        ,42.3                         ,D
CRW       ,Health Care           ,Europe                     ,50.0              ,89.54031650339111   ,50.0            ,96.87462969546155  ,4.0         ,60.0                         ,C
DOM       ,Consumer Discretionary,Europe                     ,50.0              ,40.32350463352991   ,50.0            ,100.0              ,4.0         ,48.2                         ,D
RIVP      ,Consumer Discretionary,Europe                     ,67.77612495351433 ,0.0                 ,50.0            ,74.4181476178444   ,20.0        ,41.1                         ,D
PNE3      ,Industrials           ,Europe                     ,50.0              ,0.0                 ,50.0            ,0.0                ,8.0         ,23.7                         ,F
SOMA      ,Energy                ,Europe                     ,50.0              ,32.83607979184736   ,50.0            ,69.98341625207296  ,0.0         ,41.2                         ,D
BAG       ,Consumer Staples      ,Europe                     ,50.0              ,30.155192996418624  ,50.0            ,99.50493559648488  ,4.0         ,45.6                         ,D
HARVIA    ,Consumer Discretionary,Europe                     ,73.12010888057162 ,30.481012658227847  ,50.0            ,71.89506129921898  ,4.0         ,47.3                         ,D
ETS       ,Communication Services,Europe                     ,50.0              ,50.0                ,50.0            ,0.0                ,0.0         ,35.0                         ,D
VOLO      ,Industrials           ,Europe                     ,68.68561278863233 ,72.78502552467386   ,50.0            ,52.3348807612767   ,24.0        ,56.8                         ,C
TGHN      ,Industrials           ,Europe                     ,50.0              ,54.632573139829546  ,50.0            ,95.14215252896562  ,4.0         ,51.0                         ,C
SAVE      ,Consumer Staples      ,Europe                     ,50.0              ,67.49885688157293   ,50.0            ,74.60761164738874  ,12.0        ,52.4                         ,C
BERGB     ,Industrials           ,Europe                     ,68.52159468438539 ,87.24714160070361   ,50.0            ,59.99003247484003  ,24.0        ,61.5                         ,C
GVS       ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,75.51544340073238  ,0.0         ,58.8                         ,C
CBF       ,Communication Services,Europe                     ,50.0              ,100.0               ,50.0            ,69.22102693217364  ,20.0        ,60.9                         ,C
KIN       ,Communication Services,Europe                     ,50.0              ,100.0               ,50.0            ,0.0                ,4.0         ,48.1                         ,D
MOON      ,Consumer Discretionary,Europe                     ,50.0              ,100.0               ,50.0            ,100.0              ,0.0         ,62.5                         ,C
INH       ,Industrials           ,Europe                     ,67.14446318156267 ,63.35899629312802   ,50.0            ,63.458752284740896 ,12.0        ,53.9                         ,C
AUB       ,Information Technology,Europe                     ,50.0              ,50.229007633587784  ,50.0            ,97.57936141150856  ,4.0         ,50.3                         ,C
MPE       ,Consumer Staples      ,Europe                     ,50.0              ,67.25447639717852   ,50.0            ,98.75077103657259  ,4.0         ,54.7                         ,C
PAGE      ,Industrials           ,Europe                     ,50.0              ,22.858694176734087  ,50.0            ,74.51428059808399  ,4.0         ,40.0                         ,D
MCAP      ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,88.00053569037097  ,0.0         ,60.7                         ,C
VLA       ,Health Care           ,Europe                     ,100.0             ,50.0                ,50.0            ,56.61723083889958  ,0.0         ,56.0                         ,C
PON1V     ,Industrials           ,Europe                     ,80.52656546489563 ,44.27527405602923   ,50.0            ,90.12727366414181  ,4.0         ,55.3                         ,C
SFQ       ,Consumer Discretionary,Europe                     ,50.0              ,61.55849889624725   ,50.0            ,37.78813085335524  ,4.0         ,44.2                         ,D
JSW       ,Materials             ,Europe                     ,100.0             ,50.0                ,50.0            ,86.64243461661057  ,4.0         ,61.1                         ,C
DFDS      ,Industrials           ,Europe                     ,100.0             ,50.0                ,50.0            ,57.077070011439226 ,4.0         ,56.7                         ,C
QUEST     ,Information Technology,Europe                     ,52.72358753483659 ,26.457663451232584  ,50.0            ,85.68914814636263  ,16.0        ,45.0                         ,D
ACOMO     ,Consumer Staples      ,Europe                     ,50.0              ,2.9862385321100913  ,50.0            ,76.02787172486859  ,4.0         ,35.3                         ,D
ALVDM     ,Consumer Discretionary,Europe                     ,50.0              ,44.05178979436405   ,50.0            ,99.14733874794162  ,8.0         ,49.6                         ,D
MGAM      ,Industrials           ,Europe                     ,50.0              ,15.712777191129884  ,50.0            ,63.93129507812392  ,4.0         ,36.6                         ,D
ALFA      ,Information Technology,Europe                     ,50.0              ,50.0                ,50.0            ,93.80287044957704  ,12.0        ,50.9                         ,C
ASC       ,Utilities             ,Europe                     ,81.13179522725022 ,55.36079769089477   ,50.0            ,76.44905198660736  ,8.0         ,56.8                         ,C
MUM       ,Information Technology,Europe                     ,50.0              ,10.119411274645932  ,50.0            ,83.63463044292378  ,4.0         ,38.2                         ,D
AML       ,Consumer Discretionary,Europe                     ,100.0             ,50.0                ,50.0            ,26.911730104432507 ,0.0         ,51.5                         ,C
EAT       ,Consumer Discretionary,Europe                     ,80.0134438718351  ,100.0               ,50.0            ,0.0                ,0.0         ,55.0                         ,C
AKBM      ,Consumer Staples      ,Europe                     ,100.0             ,50.0                ,50.0            ,57.349344007115846 ,0.0         ,56.1                         ,C
PLEJD     ,Industrials           ,Europe                     ,100.0             ,50.0                ,50.0            ,98.67552790346909  ,0.0         ,62.3                         ,C
CWC       ,Industrials           ,Europe                     ,50.0              ,50.0                ,50.0            ,96.26829649190056  ,16.0        ,51.8                         ,C
VRC       ,Information Technology,Europe                     ,74.70371883939518 ,43.44103392568659   ,50.0            ,92.53022039358275  ,4.0         ,54.0                         ,C
SDG       ,Industrials           ,Europe                     ,50.0              ,73.80386329866269   ,50.0            ,94.78571261927536  ,4.0         ,55.8                         ,C
BSLN      ,Health Care           ,Europe                     ,50.0              ,50.0                ,50.0            ,68.72532430908066  ,0.0         ,45.3                         ,D
AGR       ,Consumer Staples      ,Europe                     ,50.0              ,78.32362856267238   ,50.0            ,82.57944612262543  ,4.0         ,55.1                         ,C
APN       ,Consumer Staples      ,Europe                     ,50.0              ,19.866048428645026  ,50.0            ,98.1592525449728   ,0.0         ,42.2                         ,D
MTU       ,Industrials           ,Europe                     ,50.0              ,67.85587504437345   ,50.0            ,86.07019359054647  ,4.0         ,53.0                         ,C
BWO       ,Energy                ,Latin America and Caribbean,27.518427518427522,0.2711864406779661  ,50.0            ,57.74131930816129  ,4.0         ,26.2                         ,F
GSF       ,Consumer Staples      ,Europe                     ,100.0             ,0.0                 ,50.0            ,68.84372587936929  ,4.0         ,45.9                         ,D
MPCC      ,Industrials           ,Europe                     ,63.12207792207792 ,0.0                 ,50.0            ,80.8448940587208   ,4.0         ,38.5                         ,D
THEP      ,Industrials           ,Europe                     ,50.0              ,51.14374721851358   ,50.0            ,95.96690338709321  ,8.0         ,50.9                         ,C
ELIOR     ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,47.72734219776861  ,4.0         ,42.8                         ,D
PSAN      ,Information Technology,Europe                     ,50.0              ,50.0                ,50.0            ,58.10179592494163  ,4.0         ,44.3                         ,D
ZV        ,Materials             ,Europe                     ,0.0               ,39.202230323825866  ,50.0            ,75.13741584052346  ,4.0         ,31.7                         ,F
DIS       ,Energy                ,Europe                     ,64.96012071567148 ,17.022454629344818  ,50.0            ,89.7822137588373   ,12.0        ,45.8                         ,D
TNXT      ,Industrials           ,Europe                     ,74.30230189447953 ,73.58699960364645   ,50.0            ,70.9025392335152   ,4.0         ,58.2                         ,C
VCT       ,Materials             ,Europe                     ,50.0              ,19.032582173101765  ,50.0            ,96.21212121212122  ,4.0         ,42.3                         ,D
ASY       ,Industrials           ,Europe                     ,50.0              ,9.484772632457238   ,50.0            ,82.84637698495769  ,4.0         ,37.9                         ,D
HTG       ,Energy                ,Europe                     ,50.0              ,100.0               ,50.0            ,95.04603244191145  ,8.0         ,63.0                         ,C
MMGRB     ,Industrials           ,Europe                     ,82.48325605358062 ,89.3529411764706    ,50.0            ,67.5925925925926   ,4.0         ,63.7                         ,C
RAYB      ,Health Care           ,Europe                     ,50.0              ,56.42857142857143   ,50.0            ,85.09301928656767  ,12.0        ,51.2                         ,C
BEN       ,Consumer Discretionary,Europe                     ,50.0              ,29.47112192963045   ,50.0            ,86.58129994010014  ,4.0         ,43.5                         ,D
ADMIE     ,Utilities             ,Europe                     ,50.0              ,0.0                 ,50.0            ,100.0              ,8.0         ,38.7                         ,D
ARH       ,Consumer Discretionary,Europe                     ,0.0               ,21.992066989863375  ,50.0            ,76.6204497066002   ,8.0         ,28.2                         ,F
OCI       ,Materials             ,Europe                     ,0.0               ,0.0                 ,50.0            ,84.74991068238657  ,4.0         ,23.3                         ,F
APGN      ,Communication Services,Europe                     ,50.0              ,14.559894109861022  ,50.0            ,100.0              ,8.0         ,42.3                         ,D
ATGR      ,Consumer Staples      ,Europe                     ,59.814369199037465,0.0                 ,50.0            ,73.61968043031166  ,12.0        ,37.8                         ,D
SNT       ,Health Care           ,Europe                     ,70.06802721088437 ,17.293388429752067  ,50.0            ,93.90785907859079  ,16.0        ,48.3                         ,D
BETCO     ,Consumer Discretionary,Europe                     ,100.0             ,50.0                ,50.0            ,83.48225602027884  ,0.0         ,60.0                         ,C
OTOEL     ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,45.51433672612961  ,12.0        ,43.6                         ,D
2GB       ,Industrials           ,Europe                     ,50.0              ,75.65011820330969   ,50.0            ,98.30786241756506  ,20.0        ,59.2                         ,C
NXT       ,Industrials           ,Europe                     ,50.0              ,50.0                ,50.0            ,95.56725916172921  ,0.0         ,49.3                         ,D
CIR       ,Consumer Discretionary,Europe                     ,50.0              ,50.0                ,50.0            ,65.90677001261163  ,4.0         ,45.5                         ,D
AEP       ,Consumer Staples      ,Europe                     ,50.0              ,100.0               ,50.0            ,99.96351717258088  ,4.0         ,63.1                         ,C
YUBICO    ,Information Technology,Europe                     ,100.0             ,50.0                ,50.0            ,99.20798898071625  ,0.0         ,62.4                         ,C
IBST      ,Materials             ,Europe                     ,50.0              ,20.425335182616738  ,50.0            ,82.98416958671935  ,4.0         ,40.7                         ,D
NEDAP     ,Information Technology,Europe                     ,50.0              ,29.502407704654892  ,50.0            ,91.32393715341959  ,24.0        ,47.2                         ,D
ADX       ,Utilities             ,Europe                     ,41.5182755388941  ,0.005341880341880343,50.0            ,9.49312229131336   ,4.0         ,22.4                         ,F
WAGA      ,Energy                ,Europe                     ,50.0              ,50.0                ,50.0            ,52.32163357025965  ,0.0         ,42.8                         ,D
1AT       ,Consumer Discretionary,Europe                     ,100.0             ,50.0                ,50.0            ,58.53821040708907  ,4.0         ,56.9                         ,C
